iri,equivalent_class
TBD:0010695,OMIM:310900
TBD:0010696,OMIM:310980
TBD:0010697,OMIM:311000
TBD:0010698,OMIM:311050
TBD:0010699,OMIM:311070
TBD:0010700,OMIM:311100
TBD:0010701,OMIM:311150
TBD:0010702,OMIM:311200
TBD:0010703,OMIM:311250
TBD:0010704,OMIM:311300
TBD:0010705,OMIM:311350
TBD:0010706,OMIM:311360
TBD:0010707,OMIM:311400
TBD:0010708,OMIM:311450
TBD:0010709,OMIM:311510
TBD:0010710,OMIM:311895
TBD:0010711,OMIM:311900
TBD:0010712,OMIM:312000
TBD:0010713,OMIM:312060
TBD:0010714,OMIM:312080
TBD:0010715,OMIM:312100
TBD:0010716,OMIM:312150
TBD:0010717,OMIM:312170
TBD:0010718,OMIM:312190
TBD:0010719,OMIM:312210
TBD:0010720,OMIM:312300
TBD:0010721,OMIM:312500
TBD:0010722,OMIM:312550
TBD:0010723,OMIM:312600
TBD:0010724,OMIM:312612
TBD:0010725,OMIM:312700
TBD:0010726,OMIM:312750
TBD:0010727,OMIM:312780
TBD:0010728,OMIM:312830
TBD:0010729,OMIM:312840
TBD:0010730,OMIM:312863
TBD:0010731,OMIM:312870
TBD:0010732,OMIM:312910
TBD:0010733,OMIM:312920
TBD:0010734,OMIM:313000
TBD:0010735,OMIM:313200
TBD:0010736,OMIM:313350
TBD:0010737,OMIM:313400
TBD:0010738,OMIM:313420
TBD:0010739,OMIM:313480
TBD:0010740,OMIM:313490
TBD:0010741,OMIM:313500
TBD:0010742,OMIM:313850
TBD:0010743,OMIM:313900
TBD:0010744,OMIM:314000
TBD:0010745,OMIM:314050
TBD:0010746,OMIM:314100
TBD:0010747,OMIM:314250
TBD:0010748,OMIM:314300
TBD:0010749,OMIM:314320
TBD:0010750,OMIM:314360
TBD:0010751,OMIM:314380
TBD:0010752,OMIM:314390
TBD:0010753,OMIM:314400
TBD:0010754,OMIM:314500
TBD:0010755,OMIM:314550
TBD:0010756,OMIM:314560
TBD:0010757,OMIM:314570
TBD:0010758,OMIM:314580
TBD:0010759,OMIM:314600
TBD:0010760,OMIM:314800
TBD:0010761,OMIM:400004
TBD:0010762,OMIM:400021
TBD:0010763,OMIM:400042
TBD:0010764,OMIM:400043
TBD:0010765,OMIM:400044
TBD:0010766,OMIM:400045
TBD:0010767,OMIM:415000
TBD:0010768,OMIM:424500
TBD:0010769,OMIM:425500
TBD:0010770,OMIM:489000
TBD:0010771,OMIM:500000
TBD:0010772,OMIM:500001
TBD:0010773,OMIM:500002
TBD:0010774,OMIM:500003
TBD:0010775,OMIM:500004
TBD:0010776,OMIM:500005
TBD:0010777,OMIM:500006
TBD:0010778,OMIM:500007
TBD:0010779,OMIM:500008
TBD:0010780,OMIM:500009
TBD:0010781,OMIM:500010
TBD:0010782,OMIM:500011
TBD:0010783,OMIM:502500
TBD:0010784,OMIM:515000
TBD:0010785,OMIM:520000
TBD:0010786,OMIM:520100
TBD:0010787,OMIM:530000
TBD:0010788,OMIM:535000
TBD:0010789,OMIM:540000
TBD:0010790,OMIM:545000
TBD:0010791,OMIM:550500
TBD:0010792,OMIM:551000
TBD:0010793,OMIM:551200
TBD:0010794,OMIM:551500
TBD:0010795,OMIM:553000
TBD:0010796,OMIM:556500
TBD:0010797,OMIM:557000
TBD:0010798,OMIM:560000
TBD:0010799,OMIM:580000
TBD:0010800,OMIM:598500
TBD:0010801,OMIM:600000
TBD:0010802,OMIM:600001
TBD:0010803,OMIM:600002
TBD:0010804,OMIM:600048
TBD:0010805,OMIM:600057
TBD:0010806,OMIM:600059
TBD:0010807,OMIM:600060
TBD:0010808,OMIM:600072
TBD:0010809,OMIM:600080
TBD:0010810,OMIM:600081
TBD:0010811,OMIM:600082
TBD:0010812,OMIM:600084
TBD:0010813,OMIM:600089
TBD:0010814,OMIM:600092
TBD:0010815,OMIM:600093
TBD:0010816,OMIM:600096
TBD:0010817,OMIM:600101
TBD:0010818,OMIM:600105
TBD:0010819,OMIM:600110
TBD:0010820,OMIM:600116
TBD:0010821,OMIM:600117
TBD:0010822,OMIM:600118
TBD:0010823,OMIM:600121
TBD:0010824,OMIM:600122
TBD:0010825,OMIM:600123
TBD:0010826,OMIM:600131
TBD:0010827,OMIM:600132
TBD:0010828,OMIM:600138
TBD:0010829,OMIM:600142
TBD:0010830,OMIM:600143
TBD:0010831,OMIM:600145
TBD:0010832,OMIM:600151
TBD:0010833,OMIM:600155
TBD:0010834,OMIM:600156
TBD:0010835,OMIM:600159
TBD:0010836,OMIM:600165
TBD:0010837,OMIM:600166
TBD:0010838,OMIM:600171
TBD:0010839,OMIM:600175
TBD:0010840,OMIM:600176
TBD:0010841,OMIM:600193
TBD:0010842,OMIM:600195
TBD:0010843,OMIM:600202
TBD:0010844,OMIM:600204
TBD:0010845,OMIM:600208
TBD:0010846,OMIM:600209
TBD:0010847,OMIM:600223
TBD:0010848,OMIM:600224
TBD:0010849,OMIM:600231
TBD:0010850,OMIM:600251
TBD:0010851,OMIM:600252
TBD:0010852,OMIM:600257
TBD:0010853,OMIM:600263
TBD:0010854,OMIM:600268
TBD:0010855,OMIM:600269
TBD:0010856,OMIM:600273
TBD:0010857,OMIM:600274
TBD:0010858,OMIM:600302
TBD:0010859,OMIM:600309
TBD:0010860,OMIM:600316
TBD:0010861,OMIM:600318
TBD:0010862,OMIM:600319
TBD:0010863,OMIM:600320
TBD:0010864,OMIM:600321
TBD:0010865,OMIM:600325
TBD:0010866,OMIM:600329
TBD:0010867,OMIM:600331
TBD:0010868,OMIM:600332
TBD:0010869,OMIM:600333
TBD:0010870,OMIM:600334
TBD:0010871,OMIM:600335
TBD:0010872,OMIM:600343
TBD:0010873,OMIM:600348
TBD:0010874,OMIM:600351
TBD:0010875,OMIM:600356
TBD:0010876,OMIM:600360
TBD:0010877,OMIM:600361
TBD:0010878,OMIM:600363
TBD:0010879,OMIM:600373
TBD:0010880,OMIM:600376
TBD:0010881,OMIM:600383
TBD:0010882,OMIM:600384
TBD:0010883,OMIM:600399
TBD:0010884,OMIM:600416
TBD:0010885,OMIM:600419
TBD:0010886,OMIM:600430
TBD:0010887,OMIM:600457
TBD:0010888,OMIM:600458
TBD:0010889,OMIM:600459
TBD:0010890,OMIM:600460
TBD:0010891,OMIM:600461
TBD:0010892,OMIM:600462
TBD:0010893,OMIM:600467
TBD:0010894,OMIM:600496
TBD:0010895,OMIM:600501
TBD:0010896,OMIM:600510
TBD:0010897,OMIM:600511
TBD:0010898,OMIM:600512
TBD:0010899,OMIM:600513
TBD:0010900,OMIM:600546
TBD:0010901,OMIM:600559
TBD:0010902,OMIM:600561
TBD:0010903,OMIM:600593
TBD:0010904,OMIM:600598
TBD:0010905,OMIM:600624
TBD:0010906,OMIM:600625
TBD:0010907,OMIM:600627
TBD:0010908,OMIM:600628
TBD:0010909,OMIM:600630
TBD:0010910,OMIM:600631
TBD:0010911,OMIM:600634
TBD:0010912,OMIM:600638
TBD:0010913,OMIM:600643
TBD:0010914,OMIM:600649
TBD:0010915,OMIM:600652
TBD:0010916,OMIM:600666
TBD:0010917,OMIM:600668
TBD:0010918,OMIM:600669
TBD:0010919,OMIM:600670
TBD:0010920,OMIM:600674
TBD:0010921,OMIM:600679
TBD:0010922,OMIM:600705
TBD:0010923,OMIM:600706
TBD:0010924,OMIM:600721
TBD:0010925,OMIM:600736
TBD:0010926,OMIM:600740
TBD:0010927,OMIM:600757
TBD:0010928,OMIM:600771
TBD:0010929,OMIM:600775
TBD:0010930,OMIM:600776
TBD:0010931,OMIM:600785
TBD:0010932,OMIM:600790
TBD:0010933,OMIM:600791
TBD:0010934,OMIM:600792
TBD:0010935,OMIM:600794
TBD:0010936,OMIM:600795
TBD:0010937,OMIM:600801
TBD:0010938,OMIM:600802
TBD:0010939,OMIM:600803
TBD:0010940,OMIM:600807
TBD:0010941,OMIM:600808
TBD:0010942,OMIM:600841
TBD:0010943,OMIM:600850
TBD:0010944,OMIM:600851
TBD:0010945,OMIM:600852
TBD:0010946,OMIM:600858
TBD:0010947,OMIM:600880
TBD:0010948,OMIM:600881
TBD:0010949,OMIM:600882
TBD:0010950,OMIM:600883
TBD:0010951,OMIM:600884
TBD:0010952,OMIM:600886
TBD:0010953,OMIM:600901
TBD:0010954,OMIM:600903
TBD:0010955,OMIM:600906
TBD:0010956,OMIM:600907
TBD:0010957,OMIM:600908
TBD:0010958,OMIM:600919
TBD:0010959,OMIM:600920
TBD:0010960,OMIM:600931
TBD:0010961,OMIM:600955
TBD:0010962,OMIM:600962
TBD:0010963,OMIM:600965
TBD:0010964,OMIM:600969
TBD:0010965,OMIM:600971
TBD:0010966,OMIM:600972
TBD:0010967,OMIM:600974
TBD:0010968,OMIM:600975
TBD:0010969,OMIM:600977
TBD:0010970,OMIM:600987
TBD:0010971,OMIM:600989
TBD:0010972,OMIM:600991
TBD:0010973,OMIM:600994
TBD:0010974,OMIM:600995
TBD:0010975,OMIM:600996
TBD:0010976,OMIM:601001
TBD:0010977,OMIM:601003
TBD:0010978,OMIM:601004
TBD:0010979,OMIM:601005
TBD:0010980,OMIM:601016
TBD:0010981,OMIM:601027
TBD:0010982,OMIM:601039
TBD:0010983,OMIM:601042
TBD:0010984,OMIM:601067
TBD:0010985,OMIM:601068
TBD:0010986,OMIM:601071
TBD:0010987,OMIM:601072
TBD:0010988,OMIM:601075
TBD:0010989,OMIM:601076
TBD:0010990,OMIM:601083
TBD:0010991,OMIM:601086
TBD:0010992,OMIM:601088
TBD:0010993,OMIM:601095
TBD:0010994,OMIM:601096
TBD:0010995,OMIM:601098
TBD:0010996,OMIM:601101
TBD:0010997,OMIM:601104
TBD:0010998,OMIM:601110
TBD:0010999,OMIM:601127
TBD:0011000,OMIM:601138
TBD:0011001,OMIM:601144
TBD:0011002,OMIM:601152
TBD:0011003,OMIM:601154
TBD:0011004,OMIM:601160
TBD:0011005,OMIM:601161
TBD:0011006,OMIM:601162
TBD:0011007,OMIM:601163
TBD:0011008,OMIM:601165
TBD:0011009,OMIM:601170
TBD:0011010,OMIM:601186
TBD:0011011,OMIM:601187
TBD:0011012,OMIM:601195
TBD:0011013,OMIM:601198
TBD:0011014,OMIM:601200
TBD:0011015,OMIM:601202
TBD:0011016,OMIM:601208
TBD:0011017,OMIM:601214
TBD:0011018,OMIM:601216
TBD:0011019,OMIM:601217
TBD:0011020,OMIM:601220
TBD:0011021,OMIM:601223
TBD:0011022,OMIM:601224
TBD:0011023,OMIM:601228
TBD:0011024,OMIM:601230
TBD:0011025,OMIM:601238
TBD:0011026,OMIM:601277
TBD:0011027,OMIM:601283
TBD:0011028,OMIM:601287
TBD:0011029,OMIM:601308
TBD:0011030,OMIM:601315
TBD:0011031,OMIM:601316
TBD:0011032,OMIM:601317
TBD:0011033,OMIM:601318
TBD:0011034,OMIM:601319
TBD:0011035,OMIM:601321
TBD:0011036,OMIM:601322
TBD:0011037,OMIM:601331
TBD:0011038,OMIM:601338
TBD:0011039,OMIM:601341
TBD:0011040,OMIM:601344
TBD:0011041,OMIM:601345
TBD:0011042,OMIM:601346
TBD:0011043,OMIM:601347
TBD:0011044,OMIM:601348
TBD:0011045,OMIM:601349
TBD:0011046,OMIM:601350
TBD:0011047,OMIM:601351
TBD:0011048,OMIM:601352
TBD:0011049,OMIM:601353
TBD:0011050,OMIM:601355
TBD:0011051,OMIM:601356
TBD:0011052,OMIM:601357
TBD:0011053,OMIM:601358
TBD:0011054,OMIM:601360
TBD:0011055,OMIM:601362
TBD:0011056,OMIM:601363
TBD:0011057,OMIM:601367
TBD:0011058,OMIM:601369
TBD:0011059,OMIM:601370
TBD:0011060,OMIM:601371
TBD:0011061,OMIM:601372
TBD:0011062,OMIM:601374
TBD:0011063,OMIM:601375
TBD:0011064,OMIM:601376
TBD:0011065,OMIM:601379
TBD:0011066,OMIM:601382
TBD:0011067,OMIM:601386
TBD:0011068,OMIM:601388
TBD:0011069,OMIM:601389
TBD:0011070,OMIM:601390
TBD:0011071,OMIM:601399
TBD:0011072,OMIM:601407
TBD:0011073,OMIM:601410
TBD:0011074,OMIM:601412
TBD:0011075,OMIM:601414
TBD:0011076,OMIM:601419
TBD:0011077,OMIM:601420
TBD:0011078,OMIM:601427
TBD:0011079,OMIM:601438
TBD:0011080,OMIM:601449
TBD:0011081,OMIM:601450
TBD:0011082,OMIM:601452
TBD:0011083,OMIM:601453
TBD:0011084,OMIM:601454
TBD:0011085,OMIM:601455
TBD:0011086,OMIM:601457
TBD:0011087,OMIM:601458
TBD:0011088,OMIM:601462
TBD:0011089,OMIM:601466
TBD:0011090,OMIM:601471
TBD:0011091,OMIM:601472
TBD:0011092,OMIM:601477
TBD:0011093,OMIM:601492
TBD:0011094,OMIM:601493
TBD:0011095,OMIM:601494
TBD:0011096,OMIM:601495
TBD:0011097,OMIM:601499
TBD:0011098,OMIM:601518
TBD:0011099,OMIM:601536
TBD:0011100,OMIM:601537
TBD:0011101,OMIM:601539
TBD:0011102,OMIM:601543
TBD:0011103,OMIM:601544
TBD:0011104,OMIM:601547
TBD:0011105,OMIM:601549
TBD:0011106,OMIM:601552
TBD:0011107,OMIM:601553
TBD:0011108,OMIM:601559
TBD:0011109,OMIM:601560
TBD:0011110,OMIM:601561
TBD:0011111,OMIM:601563
TBD:0011112,OMIM:601583
TBD:0011113,OMIM:601596
TBD:0011114,OMIM:601606
TBD:0011115,OMIM:601608
TBD:0011116,OMIM:601612
TBD:0011117,OMIM:601616
TBD:0011118,OMIM:601626
TBD:0011119,OMIM:601631
TBD:0011120,OMIM:601634
TBD:0011121,OMIM:601650
TBD:0011122,OMIM:601665
TBD:0011123,OMIM:601666
TBD:0011124,OMIM:601668
TBD:0011125,OMIM:601675
TBD:0011126,OMIM:601676
TBD:0011127,OMIM:601678
TBD:0011128,OMIM:601680
TBD:0011129,OMIM:601682
TBD:0011130,OMIM:601700
TBD:0011131,OMIM:601701
TBD:0011132,OMIM:601705
TBD:0011133,OMIM:601706
TBD:0011134,OMIM:601707
TBD:0011135,OMIM:601708
TBD:0011136,OMIM:601709
TBD:0011137,OMIM:601718
TBD:0011138,OMIM:601744
TBD:0011139,OMIM:601759
TBD:0011140,OMIM:601764
TBD:0011141,OMIM:601775
TBD:0011142,OMIM:601776
TBD:0011143,OMIM:601777
TBD:0011144,OMIM:601780
TBD:0011145,OMIM:601794
TBD:0011146,OMIM:601803
TBD:0011147,OMIM:601808
TBD:0011148,OMIM:601809
TBD:0011149,OMIM:601811
TBD:0011150,OMIM:601812
TBD:0011151,OMIM:601813
TBD:0011152,OMIM:601815
TBD:0011153,OMIM:601820
TBD:0011154,OMIM:601829
TBD:0011155,OMIM:601846
TBD:0011156,OMIM:601847
TBD:0011157,OMIM:601853
TBD:0011158,OMIM:601859
TBD:0011159,OMIM:601868
TBD:0011160,OMIM:601869
TBD:0011161,OMIM:601876
TBD:0011162,OMIM:601885
TBD:0011163,OMIM:601887
TBD:0011164,OMIM:601888
TBD:0011165,OMIM:601894
TBD:0011166,OMIM:601927
TBD:0011167,OMIM:601941
TBD:0011168,OMIM:601942
TBD:0011169,OMIM:601952
TBD:0011170,OMIM:601954
TBD:0011171,OMIM:601957
TBD:0011172,OMIM:601976
TBD:0011173,OMIM:601977
TBD:0011174,OMIM:601979
TBD:0011175,OMIM:601992
TBD:0011176,OMIM:602014
TBD:0011177,OMIM:602032
TBD:0011178,OMIM:602066
TBD:0011179,OMIM:602068
TBD:0011180,OMIM:602071
TBD:0011181,OMIM:602078
TBD:0011182,OMIM:602079
TBD:0011183,OMIM:602080
TBD:0011184,OMIM:602081
TBD:0011185,OMIM:602082
TBD:0011186,OMIM:602083
TBD:0011187,OMIM:602085
TBD:0011188,OMIM:602086
TBD:0011189,OMIM:602087
TBD:0011190,OMIM:602088
TBD:0011191,OMIM:602089
TBD:0011192,OMIM:602092
TBD:0011193,OMIM:602093
TBD:0011194,OMIM:602096
TBD:0011195,OMIM:602097
TBD:0011196,OMIM:602099
TBD:0011197,OMIM:602107
TBD:0011198,OMIM:602111
TBD:0011199,OMIM:602114
TBD:0011200,OMIM:602124
TBD:0011201,OMIM:602134
TBD:0011202,OMIM:602152
TBD:0011203,OMIM:602196
TBD:0011204,OMIM:602197
TBD:0011205,OMIM:602199
TBD:0011206,OMIM:602200
TBD:0011207,OMIM:602247
TBD:0011208,OMIM:602248
TBD:0011209,OMIM:602249
TBD:0011210,OMIM:602252
TBD:0011211,OMIM:602271
TBD:0011212,OMIM:602340
TBD:0011213,OMIM:602342
TBD:0011214,OMIM:602347
TBD:0011215,OMIM:602361
TBD:0011216,OMIM:602390
TBD:0011217,OMIM:602398
TBD:0011218,OMIM:602400
TBD:0011219,OMIM:602401
TBD:0011220,OMIM:602404
TBD:0011221,OMIM:602418
TBD:0011222,OMIM:602429
TBD:0011223,OMIM:602433
TBD:0011224,OMIM:602440
TBD:0011225,OMIM:602450
TBD:0011226,OMIM:602459
TBD:0011227,OMIM:602471
TBD:0011228,OMIM:602472
TBD:0011229,OMIM:602473
TBD:0011230,OMIM:602475
TBD:0011231,OMIM:602477
TBD:0011232,OMIM:602481
TBD:0011233,OMIM:602482
TBD:0011234,OMIM:602483
TBD:0011235,OMIM:602484
TBD:0011236,OMIM:602485
TBD:0011237,OMIM:602491
TBD:0011238,OMIM:602497
TBD:0011239,OMIM:602499
TBD:0011240,OMIM:602501
TBD:0011241,OMIM:602511
TBD:0011242,OMIM:602522
TBD:0011243,OMIM:602531
TBD:0011244,OMIM:602535
TBD:0011245,OMIM:602540
TBD:0011246,OMIM:602541
TBD:0011247,OMIM:602551
TBD:0011248,OMIM:602553
TBD:0011249,OMIM:602554
TBD:0011250,OMIM:602555
TBD:0011251,OMIM:602556
TBD:0011252,OMIM:602557
TBD:0011253,OMIM:602558
TBD:0011254,OMIM:602561
TBD:0011255,OMIM:602562
TBD:0011256,OMIM:602564
TBD:0011257,OMIM:602579
TBD:0011258,OMIM:602588
TBD:0011259,OMIM:602594
TBD:0011260,OMIM:602596
TBD:0011261,OMIM:602611
TBD:0011262,OMIM:602612
TBD:0011263,OMIM:602613
TBD:0011264,OMIM:602629
TBD:0011265,OMIM:602639
TBD:0011266,OMIM:602668
TBD:0011267,OMIM:602685
TBD:0011268,OMIM:602722
TBD:0011269,OMIM:602723
TBD:0011270,OMIM:602759
TBD:0011271,OMIM:602771
TBD:0011272,OMIM:602772
TBD:0011273,OMIM:602782
TBD:0011274,OMIM:602849
TBD:0011275,OMIM:602875
TBD:0011276,OMIM:602966
TBD:0011277,OMIM:602994
TBD:0011278,OMIM:603003
TBD:0011279,OMIM:603010
TBD:0011280,OMIM:603013
TBD:0011281,OMIM:603034
TBD:0011282,OMIM:603040
TBD:0011283,OMIM:603041
TBD:0011284,OMIM:603047
TBD:0011285,OMIM:603075
TBD:0011286,OMIM:603098
TBD:0011287,OMIM:603116
TBD:0011288,OMIM:603117
TBD:0011289,OMIM:603119
TBD:0011290,OMIM:603133
TBD:0011291,OMIM:603147
TBD:0011292,OMIM:603165
TBD:0011293,OMIM:603174
TBD:0011294,OMIM:603175
TBD:0011295,OMIM:603176
TBD:0011296,OMIM:603194
TBD:0011297,OMIM:603204
TBD:0011298,OMIM:603206
TBD:0011299,OMIM:603218
TBD:0011300,OMIM:603221
TBD:0011301,OMIM:603233
TBD:0011302,OMIM:603266
TBD:0011303,OMIM:603278
TBD:0011304,OMIM:603284
TBD:0011305,OMIM:603285
TBD:0011306,OMIM:603323
TBD:0011307,OMIM:603342
TBD:0011308,OMIM:603358
TBD:0011309,OMIM:603373
TBD:0011310,OMIM:603376
TBD:0011311,OMIM:603383
TBD:0011312,OMIM:603386
TBD:0011313,OMIM:603387
TBD:0011314,OMIM:603388
TBD:0011315,OMIM:603389
TBD:0011316,OMIM:603393
TBD:0011317,OMIM:603394
TBD:0011318,OMIM:603396
TBD:0011319,OMIM:603416
TBD:0011320,OMIM:603438
TBD:0011321,OMIM:603439
TBD:0011322,OMIM:603446
TBD:0011323,OMIM:603457
TBD:0011324,OMIM:603463
TBD:0011325,OMIM:603467
TBD:0011326,OMIM:603471
TBD:0011327,OMIM:603472
TBD:0011328,OMIM:603511
TBD:0011329,OMIM:603513
TBD:0011330,OMIM:603516
TBD:0011331,OMIM:603523
TBD:0011332,OMIM:603529
TBD:0011333,OMIM:603530
TBD:0011334,OMIM:603543
TBD:0011335,OMIM:603546
TBD:0011336,OMIM:603552
TBD:0011337,OMIM:603553
TBD:0011338,OMIM:603554
TBD:0011339,OMIM:603563
TBD:0011340,OMIM:603569
TBD:0011341,OMIM:603572
TBD:0011342,OMIM:603585
TBD:0011343,OMIM:603587
TBD:0011344,OMIM:603588
TBD:0011345,OMIM:603589
TBD:0011346,OMIM:603592
TBD:0011347,OMIM:603595
TBD:0011348,OMIM:603596
TBD:0011349,OMIM:603600
TBD:0011350,OMIM:603622
TBD:0011351,OMIM:603629
TBD:0011352,OMIM:603641
TBD:0011353,OMIM:603642
TBD:0011354,OMIM:603643
TBD:0011355,OMIM:603649
TBD:0011356,OMIM:603656
TBD:0011357,OMIM:603669
TBD:0011358,OMIM:603670
TBD:0011359,OMIM:603671
TBD:0011360,OMIM:603678
TBD:0011361,OMIM:603688
TBD:0011362,OMIM:603689
TBD:0011363,OMIM:603694
TBD:0011364,OMIM:603720
TBD:0011365,OMIM:603736
TBD:0011366,OMIM:603737
TBD:0011367,OMIM:603740
TBD:0011368,OMIM:603744
TBD:0011369,OMIM:603776
TBD:0011370,OMIM:603786
TBD:0011371,OMIM:603794
TBD:0011372,OMIM:603802
TBD:0011373,OMIM:603806
TBD:0011374,OMIM:603813
TBD:0011375,OMIM:603828
TBD:0011376,OMIM:603829
TBD:0011377,OMIM:603830
TBD:0011378,OMIM:603855
TBD:0011379,OMIM:603860
TBD:0011380,OMIM:603896
TBD:0011381,OMIM:603902
TBD:0011382,OMIM:603903
TBD:0011383,OMIM:603909
TBD:0011384,OMIM:603918
TBD:0011385,OMIM:603932
TBD:0011386,OMIM:603933
TBD:0011387,OMIM:603935
TBD:0011388,OMIM:603956
TBD:0011389,OMIM:603964
TBD:0011390,OMIM:603965
TBD:0011391,OMIM:604004
TBD:0011392,OMIM:604060
TBD:0011393,OMIM:604091
TBD:0011394,OMIM:604093
TBD:0011395,OMIM:604116
TBD:0011396,OMIM:604117
TBD:0011397,OMIM:604121
TBD:0011398,OMIM:604129
TBD:0011399,OMIM:604131
TBD:0011400,OMIM:604145
TBD:0011401,OMIM:604154
TBD:0011402,OMIM:604168
TBD:0011403,OMIM:604169
TBD:0011404,OMIM:604172
TBD:0011405,OMIM:604173
TBD:0011406,OMIM:604183
TBD:0011407,OMIM:604185
TBD:0011408,OMIM:604187
TBD:0011409,OMIM:604201
TBD:0011410,OMIM:604211
TBD:0011411,OMIM:604213
TBD:0011412,OMIM:604218
TBD:0011413,OMIM:604219
TBD:0011414,OMIM:604229
TBD:0011415,OMIM:604232
TBD:0011416,OMIM:604233
TBD:0011417,OMIM:604250
TBD:0011418,OMIM:604254
TBD:0011419,OMIM:604257
TBD:0011420,OMIM:604271
TBD:0011421,OMIM:604273
TBD:0011422,OMIM:604278
TBD:0011423,OMIM:604286
TBD:0011424,OMIM:604287
TBD:0011425,OMIM:604288
TBD:0011426,OMIM:604290
TBD:0011427,OMIM:604291
TBD:0011428,OMIM:604292
TBD:0011429,OMIM:604302
TBD:0011430,OMIM:604307
TBD:0011431,OMIM:604308
TBD:0011432,OMIM:604314
TBD:0011433,OMIM:604315
TBD:0011434,OMIM:604316
TBD:0011435,OMIM:604317
TBD:0011436,OMIM:604320
TBD:0011437,OMIM:604321
TBD:0011438,OMIM:604324
TBD:0011439,OMIM:604326
TBD:0011440,OMIM:604329
TBD:0011441,OMIM:604335
TBD:0011442,OMIM:604348
TBD:0011443,OMIM:604352
TBD:0011444,OMIM:604356
TBD:0011445,OMIM:604360
TBD:0011446,OMIM:604363
TBD:0011447,OMIM:604364
TBD:0011448,OMIM:604367
TBD:0011449,OMIM:604369
TBD:0011450,OMIM:604370
TBD:0011451,OMIM:604377
TBD:0011452,OMIM:604379
TBD:0011453,OMIM:604380
TBD:0011454,OMIM:604381
TBD:0011455,OMIM:604382
TBD:0011456,OMIM:604387
TBD:0011457,OMIM:604391
TBD:0011458,OMIM:604393
TBD:0011459,OMIM:604400
TBD:0011460,OMIM:604401
TBD:0011461,OMIM:604403
TBD:0011462,OMIM:604416
TBD:0011463,OMIM:604431
TBD:0011464,OMIM:604432
TBD:0011465,OMIM:604451
TBD:0011466,OMIM:604454
TBD:0011467,OMIM:604474
TBD:0011468,OMIM:604484
TBD:0011469,OMIM:604498
TBD:0011470,OMIM:604499
TBD:0011471,OMIM:604519
TBD:0011472,OMIM:604536
TBD:0011473,OMIM:604537
TBD:0011474,OMIM:604559
TBD:0011475,OMIM:604563
TBD:0011476,OMIM:604571
TBD:0011477,OMIM:604625
TBD:0011478,OMIM:604690
TBD:0011479,OMIM:604715
TBD:0011480,OMIM:604717
TBD:0011481,OMIM:604757
TBD:0011482,OMIM:604765
TBD:0011483,OMIM:604771
TBD:0011484,OMIM:604772
TBD:0011485,OMIM:604777
TBD:0011486,OMIM:604801
TBD:0011487,OMIM:604802
TBD:0011488,OMIM:604804
TBD:0011489,OMIM:604805
TBD:0011490,OMIM:604809
TBD:0011491,OMIM:604827
TBD:0011492,OMIM:604830
TBD:0011493,OMIM:604841
TBD:0011494,OMIM:604855
TBD:0011495,OMIM:604856
TBD:0011496,OMIM:604864
TBD:0011497,OMIM:604901
TBD:0011498,OMIM:604906
TBD:0011499,OMIM:604916
TBD:0011500,OMIM:604919
TBD:0011501,OMIM:604922
TBD:0011502,OMIM:604928
TBD:0011503,OMIM:604931
TBD:0011504,OMIM:605013
TBD:0011505,OMIM:605019
TBD:0011506,OMIM:605021
TBD:0011507,OMIM:605026
TBD:0011508,OMIM:605027
TBD:0011509,OMIM:605028
TBD:0011510,OMIM:605039
TBD:0011511,OMIM:605040
TBD:0011512,OMIM:605041
TBD:0011513,OMIM:605055
TBD:0011514,OMIM:605067
TBD:0011515,OMIM:605074
TBD:0011516,OMIM:605105
TBD:0011517,OMIM:605115
TBD:0011518,OMIM:605130
TBD:0011519,OMIM:605192
TBD:0011520,OMIM:605218
TBD:0011521,OMIM:605225
TBD:0011522,OMIM:605229
TBD:0011523,OMIM:605231
TBD:0011524,OMIM:605233
TBD:0011525,OMIM:605244
TBD:0011526,OMIM:605249
TBD:0011527,OMIM:605253
TBD:0011528,OMIM:605258
TBD:0011529,OMIM:605259
TBD:0011530,OMIM:605274
TBD:0011531,OMIM:605275
TBD:0011532,OMIM:605280
TBD:0011533,OMIM:605282
TBD:0011534,OMIM:605285
TBD:0011535,OMIM:605289
TBD:0011536,OMIM:605293
TBD:0011537,OMIM:605309
TBD:0011538,OMIM:605321
TBD:0011539,OMIM:605355
TBD:0011540,OMIM:605361
TBD:0011541,OMIM:605362
TBD:0011542,OMIM:605364
TBD:0011543,OMIM:605365
TBD:0011544,OMIM:605373
TBD:0011545,OMIM:605375
TBD:0011546,OMIM:605376
TBD:0011547,OMIM:605387
TBD:0011548,OMIM:605388
TBD:0011549,OMIM:605389
TBD:0011550,OMIM:605400
TBD:0011551,OMIM:605407
TBD:0011552,OMIM:605419
TBD:0011553,OMIM:605428
TBD:0011554,OMIM:605429
TBD:0011555,OMIM:605432
TBD:0011556,OMIM:605462
TBD:0011557,OMIM:605463
TBD:0011558,OMIM:605472
TBD:0011559,OMIM:605479
TBD:0011560,OMIM:605480
TBD:0011561,OMIM:605526
TBD:0011562,OMIM:605543
TBD:0011563,OMIM:605544
TBD:0011564,OMIM:605549
TBD:0011565,OMIM:605552
TBD:0011566,OMIM:605572
TBD:0011567,OMIM:605582
TBD:0011568,OMIM:605583
