iri,equivalent_class
TBD:0003801,DOID:6198
TBD:0003802,DOID:6199
TBD:0003803,DOID:62
TBD:0003804,DOID:620
TBD:0003805,DOID:6201
TBD:0003806,DOID:6203
TBD:0003807,DOID:6204
TBD:0003808,DOID:6208
TBD:0003809,DOID:6209
TBD:0003810,DOID:6210
TBD:0003811,DOID:6211
TBD:0003812,DOID:6212
TBD:0003813,DOID:6214
TBD:0003814,DOID:6217
TBD:0003815,DOID:6225
TBD:0003816,DOID:6227
TBD:0003817,DOID:6228
TBD:0003818,DOID:6229
TBD:0003819,DOID:6230
TBD:0003820,DOID:6231
TBD:0003821,DOID:6232
TBD:0003822,DOID:6239
TBD:0003823,DOID:624
TBD:0003824,DOID:6244
TBD:0003825,DOID:6245
TBD:0003826,DOID:6249
TBD:0003827,DOID:625
TBD:0003828,DOID:6256
TBD:0003829,DOID:6257
TBD:0003830,DOID:6258
TBD:0003831,DOID:6259
TBD:0003832,DOID:626
TBD:0003833,DOID:627
TBD:0003834,DOID:6270
TBD:0003835,DOID:6271
TBD:0003836,DOID:6274
TBD:0003837,DOID:6275
TBD:0003838,DOID:6276
TBD:0003839,DOID:6278
TBD:0003840,DOID:6284
TBD:0003841,DOID:6285
TBD:0003842,DOID:6286
TBD:0003843,DOID:6291
TBD:0003844,DOID:6293
TBD:0003845,DOID:6294
TBD:0003846,DOID:6297
TBD:0003847,DOID:630
TBD:0003848,DOID:6307
TBD:0003849,DOID:6312
TBD:0003850,DOID:6313
TBD:0003851,DOID:6314
TBD:0003852,DOID:6315
TBD:0003853,DOID:6316
TBD:0003854,DOID:6322
TBD:0003855,DOID:6331
TBD:0003856,DOID:6332
TBD:0003857,DOID:6333
TBD:0003858,DOID:6334
TBD:0003859,DOID:6335
TBD:0003860,DOID:6337
TBD:0003861,DOID:6339
TBD:0003862,DOID:6344
TBD:0003863,DOID:6345
TBD:0003864,DOID:6354
TBD:0003865,DOID:6367
TBD:0003866,DOID:6370
TBD:0003867,DOID:6379
TBD:0003868,DOID:6381
TBD:0003869,DOID:6383
TBD:0003870,DOID:6386
TBD:0003871,DOID:6404
TBD:0003872,DOID:6405
TBD:0003873,DOID:6407
TBD:0003874,DOID:6408
TBD:0003875,DOID:6423
TBD:0003876,DOID:6425
TBD:0003877,DOID:6428
TBD:0003878,DOID:6438
TBD:0003879,DOID:6445
TBD:0003880,DOID:6446
TBD:0003881,DOID:6448
TBD:0003882,DOID:6451
TBD:0003883,DOID:6458
TBD:0003884,DOID:6459
TBD:0003885,DOID:6460
TBD:0003886,DOID:6468
TBD:0003887,DOID:6469
TBD:0003888,DOID:6474
TBD:0003889,DOID:6476
TBD:0003890,DOID:6477
TBD:0003891,DOID:6481
TBD:0003892,DOID:6482
TBD:0003893,DOID:6483
TBD:0003894,DOID:6484
TBD:0003895,DOID:6489
TBD:0003896,DOID:6491
TBD:0003897,DOID:6492
TBD:0003898,DOID:6494
TBD:0003899,DOID:6495
TBD:0003900,DOID:65
TBD:0003901,DOID:6500
TBD:0003902,DOID:6501
TBD:0003903,DOID:6505
TBD:0003904,DOID:6510
TBD:0003905,DOID:6511
TBD:0003906,DOID:6512
TBD:0003907,DOID:6514
TBD:0003908,DOID:6517
TBD:0003909,DOID:6518
TBD:0003910,DOID:6522
TBD:0003911,DOID:6523
TBD:0003912,DOID:6524
TBD:0003913,DOID:6525
TBD:0003914,DOID:653
TBD:0003915,DOID:6530
TBD:0003916,DOID:654
TBD:0003917,DOID:6547
TBD:0003918,DOID:6548
TBD:0003919,DOID:655
TBD:0003920,DOID:6552
TBD:0003921,DOID:6553
TBD:0003922,DOID:6554
TBD:0003923,DOID:6559
TBD:0003924,DOID:656
TBD:0003925,DOID:6562
TBD:0003926,DOID:6564
TBD:0003927,DOID:6566
TBD:0003928,DOID:6567
TBD:0003929,DOID:6569
TBD:0003930,DOID:6571
TBD:0003931,DOID:6575
TBD:0003932,DOID:6576
TBD:0003933,DOID:6579
TBD:0003934,DOID:6581
TBD:0003935,DOID:6585
TBD:0003936,DOID:6587
TBD:0003937,DOID:6590
TBD:0003938,DOID:6594
TBD:0003939,DOID:66
TBD:0003940,DOID:6603
TBD:0003941,DOID:6605
TBD:0003942,DOID:6606
TBD:0003943,DOID:6607
TBD:0003944,DOID:6608
TBD:0003945,DOID:6610
TBD:0003946,DOID:6613
TBD:0003947,DOID:6620
TBD:0003948,DOID:6621
TBD:0003949,DOID:6627
TBD:0003950,DOID:6629
TBD:0003951,DOID:663
TBD:0003952,DOID:6634
TBD:0003953,DOID:6639
TBD:0003954,DOID:664
TBD:0003955,DOID:6641
TBD:0003956,DOID:6643
TBD:0003957,DOID:6648
TBD:0003958,DOID:6654
TBD:0003959,DOID:6657
TBD:0003960,DOID:6658
TBD:0003961,DOID:6659
TBD:0003962,DOID:6676
TBD:0003963,DOID:6677
TBD:0003964,DOID:668
TBD:0003965,DOID:6680
TBD:0003966,DOID:6693
TBD:0003967,DOID:6696
TBD:0003968,DOID:6697
TBD:0003969,DOID:670
TBD:0003970,DOID:6700
TBD:0003971,DOID:6703
TBD:0003972,DOID:6705
TBD:0003973,DOID:6706
TBD:0003974,DOID:6707
TBD:0003975,DOID:6721
TBD:0003976,DOID:6723
TBD:0003977,DOID:6726
TBD:0003978,DOID:6727
TBD:0003979,DOID:6733
TBD:0003980,DOID:6735
TBD:0003981,DOID:6740
TBD:0003982,DOID:6741
TBD:0003983,DOID:6742
TBD:0003984,DOID:6752
TBD:0003985,DOID:6758
TBD:0003986,DOID:6759
TBD:0003987,DOID:6760
TBD:0003988,DOID:6762
TBD:0003989,DOID:6774
TBD:0003990,DOID:6776
TBD:0003991,DOID:6777
TBD:0003992,DOID:6786
TBD:0003993,DOID:6787
TBD:0003994,DOID:6788
TBD:0003995,DOID:6789
TBD:0003996,DOID:679
TBD:0003997,DOID:6804
TBD:0003998,DOID:6809
TBD:0003999,DOID:6811
TBD:0004000,DOID:6812
TBD:0004001,DOID:682
TBD:0004002,DOID:6823
TBD:0004003,DOID:6827
TBD:0004004,DOID:683
TBD:0004005,DOID:6837
TBD:0004006,DOID:6838
TBD:0004007,DOID:6839
TBD:0004008,DOID:6841
TBD:0004009,DOID:6844
TBD:0004010,DOID:6845
TBD:0004011,DOID:6846
TBD:0004012,DOID:6847
TBD:0004013,DOID:6848
TBD:0004014,DOID:6854
TBD:0004015,DOID:6856
TBD:0004016,DOID:6857
TBD:0004017,DOID:6858
TBD:0004018,DOID:686
TBD:0004019,DOID:6865
TBD:0004020,DOID:6867
TBD:0004021,DOID:6868
TBD:0004022,DOID:6869
TBD:0004023,DOID:687
TBD:0004024,DOID:6871
TBD:0004025,DOID:6872
TBD:0004026,DOID:6873
TBD:0004027,DOID:688
TBD:0004028,DOID:6880
TBD:0004029,DOID:6886
TBD:0004030,DOID:6888
TBD:0004031,DOID:6898
TBD:0004032,DOID:6899
TBD:0004033,DOID:6901
TBD:0004034,DOID:6903
TBD:0004035,DOID:6906
TBD:0004036,DOID:6917
TBD:0004037,DOID:6929
TBD:0004038,DOID:693
TBD:0004039,DOID:6931
TBD:0004040,DOID:6932
TBD:0004041,DOID:6933
TBD:0004042,DOID:6934
TBD:0004043,DOID:6935
TBD:0004044,DOID:6936
TBD:0004045,DOID:6938
TBD:0004046,DOID:6939
TBD:0004047,DOID:6947
TBD:0004048,DOID:6948
TBD:0004049,DOID:6950
TBD:0004050,DOID:6951
TBD:0004051,DOID:6958
TBD:0004052,DOID:6959
TBD:0004053,DOID:6961
TBD:0004054,DOID:6969
TBD:0004055,DOID:6970
TBD:0004056,DOID:6975
TBD:0004057,DOID:6976
TBD:0004058,DOID:6977
TBD:0004059,DOID:698
TBD:0004060,DOID:6988
TBD:0004061,DOID:699
TBD:0004062,DOID:6992
TBD:0004063,DOID:6993
TBD:0004064,DOID:6994
TBD:0004065,DOID:6996
TBD:0004066,DOID:6997
TBD:0004067,DOID:6998
TBD:0004068,DOID:7
TBD:0004069,DOID:700
TBD:0004070,DOID:7005
TBD:0004071,DOID:7007
TBD:0004072,DOID:7008
TBD:0004073,DOID:701
TBD:0004074,DOID:7013
TBD:0004075,DOID:7014
TBD:0004076,DOID:7016
TBD:0004077,DOID:7017
TBD:0004078,DOID:7024
TBD:0004079,DOID:7030
TBD:0004080,DOID:7031
TBD:0004081,DOID:7032
TBD:0004082,DOID:7037
TBD:0004083,DOID:7039
TBD:0004084,DOID:7040
TBD:0004085,DOID:7041
TBD:0004086,DOID:7042
TBD:0004087,DOID:7045
TBD:0004088,DOID:7046
TBD:0004089,DOID:7047
TBD:0004090,DOID:7048
TBD:0004091,DOID:7049
TBD:0004092,DOID:7050
TBD:0004093,DOID:7051
TBD:0004094,DOID:7054
TBD:0004095,DOID:707
TBD:0004096,DOID:7071
TBD:0004097,DOID:7076
TBD:0004098,DOID:7077
TBD:0004099,DOID:7079
TBD:0004100,DOID:7081
TBD:0004101,DOID:7086
TBD:0004102,DOID:7088
TBD:0004103,DOID:7089
TBD:0004104,DOID:709
TBD:0004105,DOID:7095
TBD:0004106,DOID:7097
TBD:0004107,DOID:710
TBD:0004108,DOID:7103
TBD:0004109,DOID:7105
TBD:0004110,DOID:711
TBD:0004111,DOID:712
TBD:0004112,DOID:7127
TBD:0004113,DOID:713
TBD:0004114,DOID:7132
TBD:0004115,DOID:7133
TBD:0004116,DOID:7134
TBD:0004117,DOID:7136
TBD:0004118,DOID:7138
TBD:0004119,DOID:7139
TBD:0004120,DOID:7140
TBD:0004121,DOID:7141
TBD:0004122,DOID:7142
TBD:0004123,DOID:7144
TBD:0004124,DOID:7152
TBD:0004125,DOID:7160
TBD:0004126,DOID:7166
TBD:0004127,DOID:7168
TBD:0004128,DOID:7169
TBD:0004129,DOID:7173
TBD:0004130,DOID:7174
TBD:0004131,DOID:7175
TBD:0004132,DOID:7177
TBD:0004133,DOID:7179
TBD:0004134,DOID:7181
TBD:0004135,DOID:7187
TBD:0004136,DOID:7191
TBD:0004137,DOID:7192
TBD:0004138,DOID:7198
TBD:0004139,DOID:720
TBD:0004140,DOID:7202
TBD:0004141,DOID:7206
TBD:0004142,DOID:7207
TBD:0004143,DOID:7210
TBD:0004144,DOID:7211
TBD:0004145,DOID:7212
TBD:0004146,DOID:7213
TBD:0004147,DOID:7214
TBD:0004148,DOID:7221
TBD:0004149,DOID:7222
TBD:0004150,DOID:7223
TBD:0004151,DOID:7224
TBD:0004152,DOID:7230
TBD:0004153,DOID:7231
TBD:0004154,DOID:7232
TBD:0004155,DOID:7233
TBD:0004156,DOID:7234
TBD:0004157,DOID:7235
TBD:0004158,DOID:7236
TBD:0004159,DOID:7237
TBD:0004160,DOID:724
TBD:0004161,DOID:7241
TBD:0004162,DOID:7242
TBD:0004163,DOID:7244
TBD:0004164,DOID:7246
TBD:0004165,DOID:7263
TBD:0004166,DOID:7266
TBD:0004167,DOID:7267
TBD:0004168,DOID:7269
TBD:0004169,DOID:727
TBD:0004170,DOID:728
TBD:0004171,DOID:7280
TBD:0004172,DOID:7281
TBD:0004173,DOID:7284
TBD:0004174,DOID:7289
TBD:0004175,DOID:7293
TBD:0004176,DOID:7297
TBD:0004177,DOID:730
TBD:0004178,DOID:7302
TBD:0004179,DOID:7305
TBD:0004180,DOID:731
TBD:0004181,DOID:7312
TBD:0004182,DOID:7315
TBD:0004183,DOID:7319
TBD:0004184,DOID:732
TBD:0004185,DOID:7320
TBD:0004186,DOID:7326
TBD:0004187,DOID:7327
TBD:0004188,DOID:7328
TBD:0004189,DOID:7332
TBD:0004190,DOID:7333
TBD:0004191,DOID:7334
TBD:0004192,DOID:734
TBD:0004193,DOID:7340
TBD:0004194,DOID:7347
TBD:0004195,DOID:7350
TBD:0004196,DOID:7356
TBD:0004197,DOID:736
TBD:0004198,DOID:7360
TBD:0004199,DOID:7363
TBD:0004200,DOID:7371
TBD:0004201,DOID:7378
TBD:0004202,DOID:7379
TBD:0004203,DOID:738
TBD:0004204,DOID:7380
TBD:0004205,DOID:7381
TBD:0004206,DOID:7388
TBD:0004207,DOID:7389
TBD:0004208,DOID:7390
TBD:0004209,DOID:7398
TBD:0004210,DOID:7401
TBD:0004211,DOID:7402
TBD:0004212,DOID:7408
TBD:0004213,DOID:7409
TBD:0004214,DOID:7411
TBD:0004215,DOID:7426
TBD:0004216,DOID:7428
TBD:0004217,DOID:7429
TBD:0004218,DOID:7430
TBD:0004219,DOID:7435
TBD:0004220,DOID:7436
TBD:0004221,DOID:7437
TBD:0004222,DOID:7438
TBD:0004223,DOID:7439
TBD:0004224,DOID:7441
TBD:0004225,DOID:7442
TBD:0004226,DOID:7444
TBD:0004227,DOID:745
TBD:0004228,DOID:7455
TBD:0004229,DOID:7459
TBD:0004230,DOID:746
TBD:0004231,DOID:7460
TBD:0004232,DOID:7461
TBD:0004233,DOID:7463
TBD:0004234,DOID:7465
TBD:0004235,DOID:7475
TBD:0004236,DOID:7479
TBD:0004237,DOID:7480
TBD:0004238,DOID:7482
TBD:0004239,DOID:7483
TBD:0004240,DOID:7488
TBD:0004241,DOID:7489
TBD:0004242,DOID:749
TBD:0004243,DOID:7491
TBD:0004244,DOID:7492
TBD:0004245,DOID:7497
TBD:0004246,DOID:75
TBD:0004247,DOID:750
TBD:0004248,DOID:7501
TBD:0004249,DOID:7502
TBD:0004250,DOID:7503
TBD:0004251,DOID:7505
TBD:0004252,DOID:7506
TBD:0004253,DOID:7511
TBD:0004254,DOID:7512
TBD:0004255,DOID:7514
TBD:0004256,DOID:7515
TBD:0004257,DOID:7516
TBD:0004258,DOID:7518
TBD:0004259,DOID:7519
TBD:0004260,DOID:752
TBD:0004261,DOID:7520
TBD:0004262,DOID:7521
TBD:0004263,DOID:7522
TBD:0004264,DOID:7527
TBD:0004265,DOID:7528
TBD:0004266,DOID:7531
TBD:0004267,DOID:7532
TBD:0004268,DOID:7533
TBD:0004269,DOID:7537
TBD:0004270,DOID:7538
TBD:0004271,DOID:7539
TBD:0004272,DOID:754
TBD:0004273,DOID:7540
TBD:0004274,DOID:7541
TBD:0004275,DOID:7542
TBD:0004276,DOID:7549
TBD:0004277,DOID:7551
TBD:0004278,DOID:7553
TBD:0004279,DOID:7558
TBD:0004280,DOID:7559
TBD:0004281,DOID:7565
TBD:0004282,DOID:7566
TBD:0004283,DOID:7567
TBD:0004284,DOID:7571
TBD:0004285,DOID:7574
TBD:0004286,DOID:7575
TBD:0004287,DOID:7577
TBD:0004288,DOID:7578
TBD:0004289,DOID:7583
TBD:0004290,DOID:7584
TBD:0004291,DOID:7585
TBD:0004292,DOID:7586
TBD:0004293,DOID:7587
TBD:0004294,DOID:7591
TBD:0004295,DOID:7596
TBD:0004296,DOID:7598
TBD:0004297,DOID:7599
TBD:0004298,DOID:76
TBD:0004299,DOID:7600
TBD:0004300,DOID:7602
TBD:0004301,DOID:7603
TBD:0004302,DOID:7607
TBD:0004303,DOID:7609
TBD:0004304,DOID:7610
TBD:0004305,DOID:7611
TBD:0004306,DOID:7612
TBD:0004307,DOID:7613
TBD:0004308,DOID:7614
TBD:0004309,DOID:7615
TBD:0004310,DOID:7631
TBD:0004311,DOID:7632
TBD:0004312,DOID:7634
TBD:0004313,DOID:7635
TBD:0004314,DOID:7639
TBD:0004315,DOID:7642
TBD:0004316,DOID:7643
TBD:0004317,DOID:7646
TBD:0004318,DOID:7650
TBD:0004319,DOID:7651
TBD:0004320,DOID:7656
TBD:0004321,DOID:7664
TBD:0004322,DOID:7665
TBD:0004323,DOID:767
TBD:0004324,DOID:7675
TBD:0004325,DOID:7676
TBD:0004326,DOID:7678
TBD:0004327,DOID:7679
TBD:0004328,DOID:7684
TBD:0004329,DOID:7685
TBD:0004330,DOID:7689
TBD:0004331,DOID:7694
TBD:0004332,DOID:7696
TBD:0004333,DOID:7697
TBD:0004334,DOID:7698
TBD:0004335,DOID:77
TBD:0004336,DOID:7707
TBD:0004337,DOID:7708
TBD:0004338,DOID:771
TBD:0004339,DOID:7713
TBD:0004340,DOID:7716
TBD:0004341,DOID:7717
TBD:0004342,DOID:7718
TBD:0004343,DOID:7729
TBD:0004344,DOID:7731
TBD:0004345,DOID:7732
TBD:0004346,DOID:7733
TBD:0004347,DOID:7735
TBD:0004348,DOID:7736
TBD:0004349,DOID:774
TBD:0004350,DOID:7747
TBD:0004351,DOID:775
TBD:0004352,DOID:7750
TBD:0004353,DOID:7752
TBD:0004354,DOID:7756
TBD:0004355,DOID:7757
TBD:0004356,DOID:7762
TBD:0004357,DOID:7763
TBD:0004358,DOID:7764
TBD:0004359,DOID:778
TBD:0004360,DOID:7787
TBD:0004361,DOID:7788
TBD:0004362,DOID:780
TBD:0004363,DOID:7806
TBD:0004364,DOID:7807
TBD:0004365,DOID:7808
TBD:0004366,DOID:7817
TBD:0004367,DOID:7818
TBD:0004368,DOID:7819
TBD:0004369,DOID:782
TBD:0004370,DOID:7820
TBD:0004371,DOID:7824
TBD:0004372,DOID:7825
TBD:0004373,DOID:7826
TBD:0004374,DOID:7827
TBD:0004375,DOID:783
TBD:0004376,DOID:7839
TBD:0004377,DOID:7840
TBD:0004378,DOID:7841
TBD:0004379,DOID:7843
TBD:0004380,DOID:7849
TBD:0004381,DOID:7851
TBD:0004382,DOID:786
TBD:0004383,DOID:7867
TBD:0004384,DOID:7868
TBD:0004385,DOID:7875
TBD:0004386,DOID:7878
TBD:0004387,DOID:7880
TBD:0004388,DOID:7891
TBD:0004389,DOID:7894
TBD:0004390,DOID:790
TBD:0004391,DOID:7902
TBD:0004392,DOID:7903
TBD:0004393,DOID:7907
TBD:0004394,DOID:7910
TBD:0004395,DOID:7912
TBD:0004396,DOID:7915
TBD:0004397,DOID:7921
TBD:0004398,DOID:7922
TBD:0004399,DOID:7926
TBD:0004400,DOID:7927
TBD:0004401,DOID:7928
TBD:0004402,DOID:7930
TBD:0004403,DOID:7933
TBD:0004404,DOID:7936
TBD:0004405,DOID:7941
TBD:0004406,DOID:7945
TBD:0004407,DOID:7949
TBD:0004408,DOID:7951
TBD:0004409,DOID:7953
TBD:0004410,DOID:7958
TBD:0004411,DOID:7959
TBD:0004412,DOID:7960
TBD:0004413,DOID:7961
TBD:0004414,DOID:7962
TBD:0004415,DOID:7967
TBD:0004416,DOID:7968
TBD:0004417,DOID:7969
TBD:0004418,DOID:7971
TBD:0004419,DOID:7972
TBD:0004420,DOID:7983
TBD:0004421,DOID:7984
TBD:0004422,DOID:7986
TBD:0004423,DOID:7994
TBD:0004424,DOID:7996
TBD:0004425,DOID:7998
TBD:0004426,DOID:8000
TBD:0004427,DOID:8002
TBD:0004428,DOID:8003
TBD:0004429,DOID:8006
TBD:0004430,DOID:8009
TBD:0004431,DOID:801
TBD:0004432,DOID:8012
TBD:0004433,DOID:8013
TBD:0004434,DOID:8020
TBD:0004435,DOID:8022
TBD:0004436,DOID:8023
TBD:0004437,DOID:8025
TBD:0004438,DOID:8029
TBD:0004439,DOID:8030
TBD:0004440,DOID:8031
TBD:0004441,DOID:8036
TBD:0004442,DOID:8042
TBD:0004443,DOID:8043
TBD:0004444,DOID:8050
TBD:0004445,DOID:8051
TBD:0004446,DOID:8057
TBD:0004447,DOID:8058
TBD:0004448,DOID:8060
TBD:0004449,DOID:8068
TBD:0004450,DOID:807
TBD:0004451,DOID:8072
TBD:0004452,DOID:8078
TBD:0004453,DOID:8081
TBD:0004454,DOID:8082
TBD:0004455,DOID:8083
TBD:0004456,DOID:809
TBD:0004457,DOID:8093
TBD:0004458,DOID:8096
TBD:0004459,DOID:8097
TBD:0004460,DOID:8102
TBD:0004461,DOID:8104
TBD:0004462,DOID:8105
TBD:0004463,DOID:8106
TBD:0004464,DOID:8109
TBD:0004465,DOID:8110
TBD:0004466,DOID:8117
TBD:0004467,DOID:8118
TBD:0004468,DOID:8119
TBD:0004469,DOID:8122
TBD:0004470,DOID:8125
TBD:0004471,DOID:813
TBD:0004472,DOID:8130
TBD:0004473,DOID:8133
TBD:0004474,DOID:8135
TBD:0004475,DOID:8137
TBD:0004476,DOID:8138
TBD:0004477,DOID:8140
TBD:0004478,DOID:8144
TBD:0004479,DOID:8149
TBD:0004480,DOID:8150
TBD:0004481,DOID:8151
TBD:0004482,DOID:8153
TBD:0004483,DOID:8162
TBD:0004484,DOID:8167
TBD:0004485,DOID:817
TBD:0004486,DOID:8177
TBD:0004487,DOID:8178
TBD:0004488,DOID:8179
TBD:0004489,DOID:8186
TBD:0004490,DOID:8187
TBD:0004491,DOID:8188
TBD:0004492,DOID:819
TBD:0004493,DOID:8193
TBD:0004494,DOID:8195
TBD:0004495,DOID:82
TBD:0004496,DOID:820
TBD:0004497,DOID:8200
TBD:0004498,DOID:8203
TBD:0004499,DOID:8207
TBD:0004500,DOID:8208
TBD:0004501,DOID:8211
TBD:0004502,DOID:8216
TBD:0004503,DOID:8221
TBD:0004504,DOID:8223
TBD:0004505,DOID:8224
TBD:0004506,DOID:8225
TBD:0004507,DOID:8227
TBD:0004508,DOID:823
TBD:0004509,DOID:8230
TBD:0004510,DOID:8233
TBD:0004511,DOID:8239
TBD:0004512,DOID:8243
TBD:0004513,DOID:8251
TBD:0004514,DOID:8252
TBD:0004515,DOID:8256
TBD:0004516,DOID:8259
TBD:0004517,DOID:827
TBD:0004518,DOID:8272
TBD:0004519,DOID:8274
TBD:0004520,DOID:8275
TBD:0004521,DOID:8282
TBD:0004522,DOID:8283
TBD:0004523,DOID:8288
TBD:0004524,DOID:8292
TBD:0004525,DOID:8295
TBD:0004526,DOID:8302
TBD:0004527,DOID:8303
TBD:0004528,DOID:8304
TBD:0004529,DOID:8305
TBD:0004530,DOID:8307
TBD:0004531,DOID:8310
TBD:0004532,DOID:833
TBD:0004533,DOID:8331
TBD:0004534,DOID:8335
TBD:0004535,DOID:8336
TBD:0004536,DOID:8338
TBD:0004537,DOID:8339
TBD:0004538,DOID:8340
TBD:0004539,DOID:8352
TBD:0004540,DOID:8353
TBD:0004541,DOID:8358
TBD:0004542,DOID:8361
TBD:0004543,DOID:8362
TBD:0004544,DOID:8368
TBD:0004545,DOID:8369
TBD:0004546,DOID:8389
TBD:0004547,DOID:8392
TBD:0004548,DOID:8394
TBD:0004549,DOID:840
TBD:0004550,DOID:8400
TBD:0004551,DOID:8408
TBD:0004552,DOID:8409
TBD:0004553,DOID:841
TBD:0004554,DOID:8410
TBD:0004555,DOID:8411
TBD:0004556,DOID:8415
TBD:0004557,DOID:8418
TBD:0004558,DOID:8419
TBD:0004559,DOID:8420
TBD:0004560,DOID:8426
TBD:0004561,DOID:8427
TBD:0004562,DOID:8428
TBD:0004563,DOID:8431
TBD:0004564,DOID:8433
TBD:0004565,DOID:8437
TBD:0004566,DOID:8439
TBD:0004567,DOID:8440
TBD:0004568,DOID:8442
TBD:0004569,DOID:8443
TBD:0004570,DOID:8445
TBD:0004571,DOID:8448
TBD:0004572,DOID:845
TBD:0004573,DOID:8454
TBD:0004574,DOID:8455
TBD:0004575,DOID:8456
TBD:0004576,DOID:8457
TBD:0004577,DOID:8463
TBD:0004578,DOID:8464
TBD:0004579,DOID:8465
TBD:0004580,DOID:8466
TBD:0004581,DOID:8472
TBD:0004582,DOID:8481
TBD:0004583,DOID:8482
TBD:0004584,DOID:8484
TBD:0004585,DOID:8488
TBD:0004586,DOID:849
TBD:0004587,DOID:8498
TBD:0004588,DOID:8499
TBD:0004589,DOID:8500
TBD:0004590,DOID:8501
TBD:0004591,DOID:8503
TBD:0004592,DOID:8504
TBD:0004593,DOID:851
TBD:0004594,DOID:8512
TBD:0004595,DOID:8514
TBD:0004596,DOID:8515
TBD:0004597,DOID:8516
TBD:0004598,DOID:8517
TBD:0004599,DOID:8519
TBD:0004600,DOID:8527
TBD:0004601,DOID:8529
TBD:0004602,DOID:853
TBD:0004603,DOID:854
TBD:0004604,DOID:8543
TBD:0004605,DOID:8549
TBD:0004606,DOID:8553
TBD:0004607,DOID:8556
TBD:0004608,DOID:8557
TBD:0004609,DOID:8566
TBD:0004610,DOID:857
TBD:0004611,DOID:8578
TBD:0004612,DOID:8580
TBD:0004613,DOID:8590
TBD:0004614,DOID:8593
TBD:0004615,DOID:8601
TBD:0004616,DOID:8607
TBD:0004617,DOID:8619
TBD:0004618,DOID:862
TBD:0004619,DOID:8622
TBD:0004620,DOID:8628
TBD:0004621,DOID:8630
TBD:0004622,DOID:8633
TBD:0004623,DOID:8634
TBD:0004624,DOID:8635
TBD:0004625,DOID:864
TBD:0004626,DOID:8642
TBD:0004627,DOID:8643
TBD:0004628,DOID:8644
TBD:0004629,DOID:8645
TBD:0004630,DOID:8646
TBD:0004631,DOID:8649
TBD:0004632,DOID:8651
TBD:0004633,DOID:8654
TBD:0004634,DOID:866
TBD:0004635,DOID:8660
TBD:0004636,DOID:8661
TBD:0004637,DOID:8663
TBD:0004638,DOID:8675
TBD:0004639,DOID:8677
TBD:0004640,DOID:8680
TBD:0004641,DOID:8687
TBD:0004642,DOID:8688
TBD:0004643,DOID:8692
TBD:0004644,DOID:8696
TBD:0004645,DOID:8702
TBD:0004646,DOID:8717
TBD:0004647,DOID:8719
TBD:0004648,DOID:8725
TBD:0004649,DOID:873
TBD:0004650,DOID:8731
TBD:0004651,DOID:8736
TBD:0004652,DOID:874
TBD:0004653,DOID:8747
TBD:0004654,DOID:876
TBD:0004655,DOID:8761
TBD:0004656,DOID:8781
TBD:0004657,DOID:8787
TBD:0004658,DOID:8791
TBD:0004659,DOID:8792
TBD:0004660,DOID:8800
TBD:0004661,DOID:8802
TBD:0004662,DOID:882
TBD:0004663,DOID:8826
TBD:0004664,DOID:883
TBD:0004665,DOID:8838
TBD:0004666,DOID:884
TBD:0004667,DOID:8849
TBD:0004668,DOID:885
TBD:0004669,DOID:8850
TBD:0004670,DOID:8857
TBD:0004671,DOID:8872
TBD:0004672,DOID:888
TBD:0004673,DOID:8883
TBD:0004674,DOID:8886
TBD:0004675,DOID:890
TBD:0004676,DOID:891
TBD:0004677,DOID:8912
TBD:0004678,DOID:8913
TBD:0004679,DOID:8920
TBD:0004680,DOID:8925
TBD:0004681,DOID:8927
TBD:0004682,DOID:8930
TBD:0004683,DOID:8931
TBD:0004684,DOID:8936
TBD:0004685,DOID:8937
TBD:0004686,DOID:8943
TBD:0004687,DOID:8946
TBD:0004688,DOID:8955
TBD:0004689,DOID:896
TBD:0004690,DOID:8969
TBD:0004691,DOID:898
TBD:0004692,DOID:899
TBD:0004693,DOID:8991
TBD:0004694,DOID:900
TBD:0004695,DOID:901
TBD:0004696,DOID:9011
TBD:0004697,DOID:9021
TBD:0004698,DOID:9024
TBD:0004699,DOID:903
TBD:0004700,DOID:9036
TBD:0004701,DOID:9042
TBD:0004702,DOID:9043
TBD:0004703,DOID:9053
TBD:0004704,DOID:906
TBD:0004705,DOID:907
TBD:0004706,DOID:9076
TBD:0004707,DOID:9087
TBD:0004708,DOID:9095
TBD:0004709,DOID:910
TBD:0004710,DOID:9108
TBD:0004711,DOID:9120
TBD:0004712,DOID:9123
TBD:0004713,DOID:9125
TBD:0004714,DOID:913
TBD:0004715,DOID:9132
TBD:0004716,DOID:9138
TBD:0004717,DOID:914
TBD:0004718,DOID:9140
TBD:0004719,DOID:9149
TBD:0004720,DOID:9153
TBD:0004721,DOID:916
TBD:0004722,DOID:9169
TBD:0004723,DOID:917
TBD:0004724,DOID:9173
TBD:0004725,DOID:9174
TBD:0004726,DOID:918
TBD:0004727,DOID:9188
TBD:0004728,DOID:9191
TBD:0004729,DOID:9192
TBD:0004730,DOID:92
TBD:0004731,DOID:9220
TBD:0004732,DOID:9234
TBD:0004733,DOID:9235
TBD:0004734,DOID:9240
TBD:0004735,DOID:9245
TBD:0004736,DOID:9252
TBD:0004737,DOID:9263
TBD:0004738,DOID:9265
TBD:0004739,DOID:9267
TBD:0004740,DOID:9274
