mondo_id	xref	xref_source	xref_source
MONDO:0006619	EFO:1000776	MONDO:EFO	MONDO:equivalentTo
MONDO:0006616	EFO:1000773	MONDO:EFO	MONDO:equivalentTo
MONDO:0006617	EFO:1000774	MONDO:EFO	MONDO:equivalentTo
MONDO:0006614	EFO:1000771	MONDO:EFO	MONDO:equivalentTo
MONDO:0006629	EFO:1000786	MONDO:EFO	MONDO:equivalentTo
MONDO:0006630	EFO:1000787	MONDO:EFO	MONDO:equivalentTo
MONDO:0019124	EFO:1000784	MONDO:EFO	MONDO:equivalentTo
MONDO:0006625	EFO:1000782	MONDO:EFO	MONDO:equivalentTo
MONDO:0006626	EFO:1000783	MONDO:EFO	MONDO:equivalentTo
MONDO:0005244	EFO:0003100	MONDO:EFO	MONDO:equivalentTo
MONDO:0017227	EFO:1000780	MONDO:EFO	MONDO:equivalentTo
MONDO:0005003	EFO:0000342	MONDO:EFO	MONDO:equivalentTo
MONDO:0006632	EFO:1000789	MONDO:EFO	MONDO:equivalentTo
MONDO:0006633	EFO:1000790	MONDO:EFO	MONDO:equivalentTo
MONDO:0006032	EFO:1000025	MONDO:EFO	MONDO:equivalentTo
MONDO:0006640	EFO:1000797	MONDO:EFO	MONDO:equivalentTo
MONDO:0006638	EFO:1000795	MONDO:EFO	MONDO:equivalentTo
MONDO:0006639	EFO:1000796	MONDO:EFO	MONDO:equivalentTo
MONDO:0006637	EFO:1000794	MONDO:EFO	MONDO:equivalentTo
MONDO:0006635	EFO:1000792	MONDO:EFO	MONDO:equivalentTo
MONDO:0006556	EFO:1000706	MONDO:EFO	MONDO:equivalentTo
MONDO:0006554	EFO:1000704	MONDO:EFO	MONDO:equivalentTo
MONDO:0006555	EFO:1000705	MONDO:EFO	MONDO:equivalentTo
MONDO:0006552	EFO:1000702	MONDO:EFO	MONDO:equivalentTo
MONDO:0007046	EFO:1000708	MONDO:EFO	MONDO:equivalentTo
MONDO:0006558	EFO:1000709	MONDO:EFO	MONDO:equivalentTo
MONDO:0006559	EFO:1000710	MONDO:EFO	MONDO:equivalentTo
MONDO:0006534	EFO:1000679	MONDO:EFO	MONDO:equivalentTo
MONDO:0018746	EFO:1000680	MONDO:EFO	MONDO:equivalentTo
MONDO:0006540	EFO:1000688	MONDO:EFO	MONDO:equivalentTo
MONDO:0007446	EFO:1000686	MONDO:EFO	MONDO:equivalentTo
MONDO:0006549	EFO:1000699	MONDO:EFO	MONDO:equivalentTo
MONDO:0006545	EFO:1000694	MONDO:EFO	MONDO:equivalentTo
MONDO:0006546	EFO:1000695	MONDO:EFO	MONDO:equivalentTo
MONDO:0006543	EFO:1000692	MONDO:EFO	MONDO:equivalentTo
MONDO:0006544	EFO:1000693	MONDO:EFO	MONDO:equivalentTo
MONDO:0006324	EFO:1000402	MONDO:EFO	MONDO:equivalentTo
MONDO:0006329	EFO:1000407	MONDO:EFO	MONDO:equivalentTo
MONDO:0005072	EFO:0000621	MONDO:EFO	MONDO:equivalentTo
MONDO:0006330	EFO:1000408	MONDO:EFO	MONDO:equivalentTo
MONDO:0006327	EFO:1000405	MONDO:EFO	MONDO:equivalentTo
MONDO:0006328	EFO:1000406	MONDO:EFO	MONDO:equivalentTo
MONDO:0006325	EFO:1000403	MONDO:EFO	MONDO:equivalentTo
MONDO:0003792	EFO:1000412	MONDO:EFO	MONDO:equivalentTo
MONDO:0006337	EFO:1000418	MONDO:EFO	MONDO:equivalentTo
MONDO:0005558	EFO:0005771	MONDO:EFO	MONDO:equivalentTo
MONDO:0011366	EFO:1000419	MONDO:EFO	MONDO:equivalentTo
MONDO:0005461	EFO:0005232	MONDO:EFO	MONDO:equivalentTo
MONDO:0006336	EFO:1000417	MONDO:EFO	MONDO:equivalentTo
MONDO:0003581	EFO:1000415	MONDO:EFO	MONDO:equivalentTo
MONDO:0005440	EFO:0004986	MONDO:EFO	MONDO:equivalentTo
MONDO:0011996	EFO:0000339	MONDO:EFO	MONDO:equivalentTo
MONDO:0006339	EFO:1000424	MONDO:EFO	MONDO:equivalentTo
MONDO:0005227	EFO:0003030	MONDO:EFO	MONDO:equivalentTo
MONDO:0006340	EFO:1000428	MONDO:EFO	MONDO:equivalentTo
MONDO:0006343	EFO:1000435	MONDO:EFO	MONDO:equivalentTo
MONDO:0003494	EFO:1000432	MONDO:EFO	MONDO:equivalentTo
MONDO:0003795	EFO:1000431	MONDO:EFO	MONDO:equivalentTo
MONDO:0005611	EFO:0006544	MONDO:EFO	MONDO:equivalentTo
MONDO:0005336	EFO:0004145	MONDO:EFO	MONDO:equivalentTo
MONDO:0004950	EFO:0000178	MONDO:EFO	MONDO:equivalentTo
MONDO:0007959	EFO:0002939	MONDO:EFO	MONDO:equivalentTo
MONDO:0007256	EFO:0000182	MONDO:EFO	MONDO:equivalentTo
MONDO:0005697	EFO:0007200	MONDO:EFO	MONDO:equivalentTo
MONDO:0002268	EFO:0008533	MONDO:EFO	MONDO:equivalentTo
MONDO:0005146	EFO:0001358	MONDO:EFO	MONDO:equivalentTo
MONDO:0005700	EFO:0007204	MONDO:EFO	MONDO:equivalentTo
MONDO:0005698	EFO:0007202	MONDO:EFO	MONDO:equivalentTo
MONDO:0015908	EFO:0007207	MONDO:EFO	MONDO:equivalentTo
MONDO:0005701	EFO:0007205	MONDO:EFO	MONDO:equivalentTo
MONDO:0005100	EFO:0000717	MONDO:EFO	MONDO:equivalentTo
MONDO:0006180	EFO:1000217	MONDO:EFO	MONDO:equivalentTo
MONDO:0005717	EFO:0007222	MONDO:EFO	MONDO:equivalentTo
MONDO:0005716	EFO:0007221	MONDO:EFO	MONDO:equivalentTo
MONDO:0005545	EFO:0005681	MONDO:EFO	MONDO:equivalentTo
MONDO:0005715	EFO:0007220	MONDO:EFO	MONDO:equivalentTo
MONDO:0002514	EFO:0008550	MONDO:EFO	MONDO:equivalentTo
MONDO:0021223	EFO:0008549	MONDO:EFO	MONDO:equivalentTo
MONDO:0005720	EFO:0007225	MONDO:EFO	MONDO:equivalentTo
MONDO:0005719	EFO:0007224	MONDO:EFO	MONDO:equivalentTo
MONDO:0005315	EFO:0003931	MONDO:EFO	MONDO:equivalentTo
MONDO:0005718	EFO:0007223	MONDO:EFO	MONDO:equivalentTo
MONDO:0005724	EFO:0007229	MONDO:EFO	MONDO:equivalentTo
MONDO:0005723	EFO:0007228	MONDO:EFO	MONDO:equivalentTo
MONDO:0005722	EFO:0007227	MONDO:EFO	MONDO:equivalentTo
MONDO:0005706	EFO:0007211	MONDO:EFO	MONDO:equivalentTo
MONDO:0005705	EFO:0007210	MONDO:EFO	MONDO:equivalentTo
MONDO:0005135	EFO:0001067	MONDO:EFO	MONDO:equivalentTo
MONDO:0005078	EFO:0000653	MONDO:EFO	MONDO:equivalentTo
MONDO:0005709	EFO:0007214	MONDO:EFO	MONDO:equivalentTo
MONDO:0005707	EFO:0007212	MONDO:EFO	MONDO:equivalentTo
MONDO:0005714	EFO:0007219	MONDO:EFO	MONDO:equivalentTo
MONDO:0017361	EFO:0007218	MONDO:EFO	MONDO:equivalentTo
MONDO:0005712	EFO:0007217	MONDO:EFO	MONDO:equivalentTo
MONDO:0005711	EFO:0007216	MONDO:EFO	MONDO:equivalentTo
MONDO:0009144	EFO:0007244	MONDO:EFO	MONDO:equivalentTo
MONDO:0005737	EFO:0007243	MONDO:EFO	MONDO:equivalentTo
MONDO:0005736	EFO:0007242	MONDO:EFO	MONDO:equivalentTo
MONDO:0016472	EFO:0007241	MONDO:EFO	MONDO:equivalentTo
MONDO:0005740	EFO:0007247	MONDO:EFO	MONDO:equivalentTo
MONDO:0005739	EFO:0007246	MONDO:EFO	MONDO:equivalentTo
MONDO:0005738	EFO:0007245	MONDO:EFO	MONDO:equivalentTo
MONDO:0005047	EFO:0000545	MONDO:EFO	MONDO:equivalentTo
MONDO:0005728	EFO:0007233	MONDO:EFO	MONDO:equivalentTo
MONDO:0015484	EFO:0007231	MONDO:EFO	MONDO:equivalentTo
MONDO:0005725	EFO:0007230	MONDO:EFO	MONDO:equivalentTo
MONDO:0007127	EFO:0007236	MONDO:EFO	MONDO:equivalentTo
MONDO:0015636	EFO:0007239	MONDO:EFO	MONDO:equivalentTo
MONDO:0015260	EFO:0007238	MONDO:EFO	MONDO:equivalentTo
MONDO:0015243	EFO:0007140	MONDO:EFO	MONDO:equivalentTo
MONDO:0005657	EFO:0007157	MONDO:EFO	MONDO:equivalentTo
MONDO:0005645	EFO:0007145	MONDO:EFO	MONDO:equivalentTo
MONDO:0005644	EFO:0007144	MONDO:EFO	MONDO:equivalentTo
MONDO:0005643	EFO:0007142	MONDO:EFO	MONDO:equivalentTo
MONDO:0005649	EFO:0007149	MONDO:EFO	MONDO:equivalentTo
MONDO:0005648	EFO:0007148	MONDO:EFO	MONDO:equivalentTo
MONDO:0005647	EFO:0007147	MONDO:EFO	MONDO:equivalentTo
MONDO:0007743	EFO:0003888	MONDO:EFO	MONDO:equivalentTo
MONDO:0015200	EFO:0007146	MONDO:EFO	MONDO:equivalentTo
MONDO:0019383	EFO:0007130	MONDO:EFO	MONDO:equivalentTo
MONDO:0005636	EFO:0007134	MONDO:EFO	MONDO:equivalentTo
MONDO:0005635	EFO:0007133	MONDO:EFO	MONDO:equivalentTo
MONDO:0011716	EFO:0007132	MONDO:EFO	MONDO:equivalentTo
MONDO:0005634	EFO:0007131	MONDO:EFO	MONDO:equivalentTo
MONDO:0005640	EFO:0007138	MONDO:EFO	MONDO:equivalentTo
MONDO:0005639	EFO:0007137	MONDO:EFO	MONDO:equivalentTo
MONDO:0005109	EFO:0000764	MONDO:EFO	MONDO:equivalentTo
MONDO:0005638	EFO:0007136	MONDO:EFO	MONDO:equivalentTo
MONDO:0005578	EFO:0005856	MONDO:EFO	MONDO:equivalentTo
MONDO:0005641	EFO:0007139	MONDO:EFO	MONDO:equivalentTo
MONDO:0005662	EFO:0007163	MONDO:EFO	MONDO:equivalentTo
MONDO:0005661	EFO:0007162	MONDO:EFO	MONDO:equivalentTo
MONDO:0008558	EFO:0007160	MONDO:EFO	MONDO:equivalentTo
MONDO:0005665	EFO:0007167	MONDO:EFO	MONDO:equivalentTo
MONDO:0005664	EFO:0007166	MONDO:EFO	MONDO:equivalentTo
MONDO:0007416	EFO:0007164	MONDO:EFO	MONDO:equivalentTo
MONDO:0005667	EFO:0007169	MONDO:EFO	MONDO:equivalentTo
MONDO:0005652	EFO:0007152	MONDO:EFO	MONDO:equivalentTo
MONDO:0005650	EFO:0007150	MONDO:EFO	MONDO:equivalentTo
MONDO:0005655	EFO:0007155	MONDO:EFO	MONDO:equivalentTo
MONDO:0005654	EFO:0007154	MONDO:EFO	MONDO:equivalentTo
MONDO:0016466	EFO:0007153	MONDO:EFO	MONDO:equivalentTo
MONDO:0005659	EFO:0007159	MONDO:EFO	MONDO:equivalentTo
MONDO:0005678	EFO:0007180	MONDO:EFO	MONDO:equivalentTo
MONDO:0005683	EFO:0007185	MONDO:EFO	MONDO:equivalentTo
MONDO:0005682	EFO:0007184	MONDO:EFO	MONDO:equivalentTo
MONDO:0015925	EFO:0004244	MONDO:EFO	MONDO:equivalentTo
MONDO:0005680	EFO:0007182	MONDO:EFO	MONDO:equivalentTo
MONDO:0005619	EFO:0006789	MONDO:EFO	MONDO:equivalentTo
MONDO:0005687	EFO:0007189	MONDO:EFO	MONDO:equivalentTo
MONDO:0021641	EFO:0007188	MONDO:EFO	MONDO:equivalentTo
MONDO:0019082	EFO:0007187	MONDO:EFO	MONDO:equivalentTo
MONDO:0005672	EFO:0007174	MONDO:EFO	MONDO:equivalentTo
MONDO:0005670	EFO:0007172	MONDO:EFO	MONDO:equivalentTo
MONDO:0005136	EFO:0001068	MONDO:EFO	MONDO:equivalentTo
MONDO:0005676	EFO:0007178	MONDO:EFO	MONDO:equivalentTo
MONDO:0005675	EFO:0007177	MONDO:EFO	MONDO:equivalentTo
MONDO:0005673	EFO:0007175	MONDO:EFO	MONDO:equivalentTo
MONDO:0005677	EFO:0007179	MONDO:EFO	MONDO:equivalentTo
MONDO:0005689	EFO:0007191	MONDO:EFO	MONDO:equivalentTo
MONDO:0005303	EFO:0003890	MONDO:EFO	MONDO:equivalentTo
MONDO:0005688	EFO:0007190	MONDO:EFO	MONDO:equivalentTo
MONDO:0005693	EFO:0007196	MONDO:EFO	MONDO:equivalentTo
MONDO:0005692	EFO:0007195	MONDO:EFO	MONDO:equivalentTo
MONDO:0005691	EFO:0007194	MONDO:EFO	MONDO:equivalentTo
MONDO:0009376	EFO:0007193	MONDO:EFO	MONDO:equivalentTo
MONDO:0005696	EFO:0007199	MONDO:EFO	MONDO:equivalentTo
MONDO:0006264	EFO:1000319	MONDO:EFO	MONDO:equivalentTo
MONDO:0006262	EFO:1000317	MONDO:EFO	MONDO:equivalentTo
MONDO:0018310	EFO:1000318	MONDO:EFO	MONDO:equivalentTo
MONDO:0004829	EFO:1000316	MONDO:EFO	MONDO:equivalentTo
MONDO:0005092	EFO:0000698	MONDO:EFO	MONDO:equivalentTo
MONDO:0006268	EFO:1000323	MONDO:EFO	MONDO:equivalentTo
MONDO:0018905	EFO:0000403	MONDO:EFO	MONDO:equivalentTo
MONDO:0006265	EFO:1000320	MONDO:EFO	MONDO:equivalentTo
MONDO:0006266	EFO:1000321	MONDO:EFO	MONDO:equivalentTo
MONDO:0006273	EFO:1000329	MONDO:EFO	MONDO:equivalentTo
MONDO:0006270	EFO:1000326	MONDO:EFO	MONDO:equivalentTo
MONDO:0006278	EFO:1000335	MONDO:EFO	MONDO:equivalentTo
MONDO:0006279	EFO:1000336	MONDO:EFO	MONDO:equivalentTo
MONDO:0003050	EFO:0003050	MONDO:EFO	MONDO:equivalentTo
MONDO:0006276	EFO:1000333	MONDO:EFO	MONDO:equivalentTo
MONDO:0006277	EFO:1000334	MONDO:EFO	MONDO:equivalentTo
MONDO:0006275	EFO:1000332	MONDO:EFO	MONDO:equivalentTo
MONDO:0006274	EFO:1000330	MONDO:EFO	MONDO:equivalentTo
MONDO:0005198	EFO:0002627	MONDO:EFO	MONDO:equivalentTo
MONDO:0006282	EFO:1000339	MONDO:EFO	MONDO:equivalentTo
MONDO:0006280	EFO:1000337	MONDO:EFO	MONDO:equivalentTo
MONDO:0006281	EFO:1000338	MONDO:EFO	MONDO:equivalentTo
MONDO:0006286	EFO:1000346	MONDO:EFO	MONDO:equivalentTo
MONDO:0006287	EFO:1000347	MONDO:EFO	MONDO:equivalentTo
MONDO:0006284	EFO:1000344	MONDO:EFO	MONDO:equivalentTo
MONDO:0006285	EFO:1000345	MONDO:EFO	MONDO:equivalentTo
MONDO:0006283	EFO:1000340	MONDO:EFO	MONDO:equivalentTo
MONDO:0006288	EFO:1000348	MONDO:EFO	MONDO:equivalentTo
MONDO:0004974	EFO:0000239	MONDO:EFO	MONDO:equivalentTo
MONDO:0005853	EFO:1000356	MONDO:EFO	MONDO:equivalentTo
MONDO:0006290	EFO:1000352	MONDO:EFO	MONDO:equivalentTo
MONDO:0006300	EFO:1000368	MONDO:EFO	MONDO:equivalentTo
MONDO:0006298	EFO:1000366	MONDO:EFO	MONDO:equivalentTo
MONDO:0019024	EFO:1000364	MONDO:EFO	MONDO:equivalentTo
MONDO:0006297	EFO:1000365	MONDO:EFO	MONDO:equivalentTo
MONDO:0006295	EFO:1000363	MONDO:EFO	MONDO:equivalentTo
MONDO:0006304	EFO:1000379	MONDO:EFO	MONDO:equivalentTo
MONDO:0006302	EFO:1000377	MONDO:EFO	MONDO:equivalentTo
MONDO:0006303	EFO:1000378	MONDO:EFO	MONDO:equivalentTo
MONDO:0006301	EFO:1000373	MONDO:EFO	MONDO:equivalentTo
MONDO:0006306	EFO:1000382	MONDO:EFO	MONDO:equivalentTo
MONDO:0006307	EFO:1000383	MONDO:EFO	MONDO:equivalentTo
MONDO:0003910	EFO:1000380	MONDO:EFO	MONDO:equivalentTo
MONDO:0006311	EFO:1000388	MONDO:EFO	MONDO:equivalentTo
MONDO:0006312	EFO:1000389	MONDO:EFO	MONDO:equivalentTo
MONDO:0006309	EFO:1000386	MONDO:EFO	MONDO:equivalentTo
MONDO:0005036	EFO:0000503	MONDO:EFO	MONDO:equivalentTo
MONDO:0002200	EFO:1000385	MONDO:EFO	MONDO:equivalentTo
MONDO:0006316	EFO:1000393	MONDO:EFO	MONDO:equivalentTo
MONDO:0005462	EFO:0005235	MONDO:EFO	MONDO:equivalentTo
MONDO:0006317	EFO:1000394	MONDO:EFO	MONDO:equivalentTo
MONDO:0006314	EFO:1000391	MONDO:EFO	MONDO:equivalentTo
MONDO:0006313	EFO:1000390	MONDO:EFO	MONDO:equivalentTo
MONDO:0006321	EFO:1000399	MONDO:EFO	MONDO:equivalentTo
MONDO:0006320	EFO:1000397	MONDO:EFO	MONDO:equivalentTo
MONDO:0016985	EFO:1000395	MONDO:EFO	MONDO:equivalentTo
MONDO:0016984	EFO:1000396	MONDO:EFO	MONDO:equivalentTo
MONDO:0005217	EFO:0002945	MONDO:EFO	MONDO:equivalentTo
MONDO:0005515	EFO:0005570	MONDO:EFO	MONDO:equivalentTo
MONDO:0005322	EFO:0003950	MONDO:EFO	MONDO:equivalentTo
MONDO:0006391	EFO:1000501	MONDO:EFO	MONDO:equivalentTo
MONDO:0006397	EFO:1000508	MONDO:EFO	MONDO:equivalentTo
MONDO:0006396	EFO:1000506	MONDO:EFO	MONDO:equivalentTo
MONDO:0005484	EFO:0005406	MONDO:EFO	MONDO:equivalentTo
MONDO:0006394	EFO:1000504	MONDO:EFO	MONDO:equivalentTo
MONDO:0006395	EFO:1000505	MONDO:EFO	MONDO:equivalentTo
MONDO:0006392	EFO:1000502	MONDO:EFO	MONDO:equivalentTo
MONDO:0006393	EFO:1000503	MONDO:EFO	MONDO:equivalentTo
MONDO:0006398	EFO:1000510	MONDO:EFO	MONDO:equivalentTo
MONDO:0006405	EFO:1000519	MONDO:EFO	MONDO:equivalentTo
MONDO:0006404	EFO:1000517	MONDO:EFO	MONDO:equivalentTo
MONDO:0006402	EFO:1000515	MONDO:EFO	MONDO:equivalentTo
MONDO:0006403	EFO:1000516	MONDO:EFO	MONDO:equivalentTo
MONDO:0006400	EFO:1000513	MONDO:EFO	MONDO:equivalentTo
MONDO:0006408	EFO:1000523	MONDO:EFO	MONDO:equivalentTo
MONDO:0006406	EFO:1000520	MONDO:EFO	MONDO:equivalentTo
MONDO:0006407	EFO:1000521	MONDO:EFO	MONDO:equivalentTo
MONDO:0003264	EFO:1000529	MONDO:EFO	MONDO:equivalentTo
MONDO:0006411	EFO:1000527	MONDO:EFO	MONDO:equivalentTo
MONDO:0006409	EFO:1000524	MONDO:EFO	MONDO:equivalentTo
MONDO:0006410	EFO:1000525	MONDO:EFO	MONDO:equivalentTo
MONDO:0000082	EFO:0004710	MONDO:EFO	MONDO:equivalentTo
MONDO:0006417	EFO:1000534	MONDO:EFO	MONDO:equivalentTo
MONDO:0006414	EFO:1000531	MONDO:EFO	MONDO:equivalentTo
MONDO:0006422	EFO:1000539	MONDO:EFO	MONDO:equivalentTo
MONDO:0006421	EFO:1000538	MONDO:EFO	MONDO:equivalentTo
MONDO:0006418	EFO:1000535	MONDO:EFO	MONDO:equivalentTo
MONDO:0006426	EFO:1000545	MONDO:EFO	MONDO:equivalentTo
MONDO:0002894	EFO:1000543	MONDO:EFO	MONDO:equivalentTo
MONDO:0006423	EFO:1000540	MONDO:EFO	MONDO:equivalentTo
MONDO:0006424	EFO:1000541	MONDO:EFO	MONDO:equivalentTo
MONDO:0004952	EFO:0000183	MONDO:EFO	MONDO:equivalentTo
MONDO:0006430	EFO:1000549	MONDO:EFO	MONDO:equivalentTo
MONDO:0006427	EFO:1000546	MONDO:EFO	MONDO:equivalentTo
MONDO:0006428	EFO:1000547	MONDO:EFO	MONDO:equivalentTo
MONDO:0006436	EFO:1000555	MONDO:EFO	MONDO:equivalentTo
MONDO:0016037	EFO:1000556	MONDO:EFO	MONDO:equivalentTo
MONDO:0005031	EFO:0000497	MONDO:EFO	MONDO:equivalentTo
MONDO:0007667	EFO:1000553	MONDO:EFO	MONDO:equivalentTo
MONDO:0006435	EFO:1000554	MONDO:EFO	MONDO:equivalentTo
MONDO:0015288	EFO:0007308	MONDO:EFO	MONDO:equivalentTo
MONDO:0019475	EFO:1000552	MONDO:EFO	MONDO:equivalentTo
MONDO:0019462	EFO:1000550	MONDO:EFO	MONDO:equivalentTo
MONDO:0006014	EFO:0007543	MONDO:EFO	MONDO:equivalentTo
MONDO:0005961	EFO:0007486	MONDO:EFO	MONDO:equivalentTo
MONDO:0005790	EFO:0007305	MONDO:EFO	MONDO:equivalentTo
MONDO:0017767	EFO:1001160	MONDO:EFO	MONDO:equivalentTo
MONDO:0005609	EFO:0006510	MONDO:EFO	MONDO:equivalentTo
MONDO:0005810	EFO:0007326	MONDO:EFO	MONDO:equivalentTo
MONDO:0005952	EFO:0007477	MONDO:EFO	MONDO:equivalentTo
MONDO:0000989	EFO:0007383	MONDO:EFO	MONDO:equivalentTo
MONDO:0005557	EFO:0005769	MONDO:EFO	MONDO:equivalentTo
MONDO:0013209	EFO:0003095	MONDO:EFO	MONDO:equivalentTo
MONDO:0005629	EFO:0007126	MONDO:EFO	MONDO:equivalentTo
MONDO:0005632	EFO:0007129	MONDO:EFO	MONDO:equivalentTo
MONDO:0005631	EFO:0007128	MONDO:EFO	MONDO:equivalentTo
MONDO:0005111	EFO:0000769	MONDO:EFO	MONDO:equivalentTo
MONDO:0005187	EFO:0002612	MONDO:EFO	MONDO:equivalentTo
MONDO:0005132	EFO:0001062	MONDO:EFO	MONDO:equivalentTo
MONDO:0006345	EFO:1000438	MONDO:EFO	MONDO:equivalentTo
MONDO:0006346	EFO:1000439	MONDO:EFO	MONDO:equivalentTo
MONDO:0004965	EFO:0000216	MONDO:EFO	MONDO:equivalentTo
MONDO:0006344	EFO:1000437	MONDO:EFO	MONDO:equivalentTo
MONDO:0006348	EFO:1000444	MONDO:EFO	MONDO:equivalentTo
MONDO:0006347	EFO:1000442	MONDO:EFO	MONDO:equivalentTo
MONDO:0005057	EFO:0000563	MONDO:EFO	MONDO:equivalentTo
MONDO:0006349	EFO:1000448	MONDO:EFO	MONDO:equivalentTo
MONDO:0012004	EFO:1000456	MONDO:EFO	MONDO:equivalentTo
MONDO:0005446	EFO:0005046	MONDO:EFO	MONDO:equivalentTo
MONDO:0006351	EFO:1000452	MONDO:EFO	MONDO:equivalentTo
MONDO:0006350	EFO:1000450	MONDO:EFO	MONDO:equivalentTo
MONDO:0006355	EFO:1000458	MONDO:EFO	MONDO:equivalentTo
MONDO:0006356	EFO:1000459	MONDO:EFO	MONDO:equivalentTo
MONDO:0005451	EFO:0005203	MONDO:EFO	MONDO:equivalentTo
MONDO:0006363	EFO:1000468	MONDO:EFO	MONDO:equivalentTo
MONDO:0006360	EFO:1000465	MONDO:EFO	MONDO:equivalentTo
MONDO:0006361	EFO:1000466	MONDO:EFO	MONDO:equivalentTo
MONDO:0006358	EFO:1000463	MONDO:EFO	MONDO:equivalentTo
MONDO:0005917	EFO:0007441	MONDO:EFO	MONDO:equivalentTo
MONDO:0006357	EFO:1000461	MONDO:EFO	MONDO:equivalentTo
MONDO:0006364	EFO:1000469	MONDO:EFO	MONDO:equivalentTo
MONDO:0006365	EFO:1000470	MONDO:EFO	MONDO:equivalentTo
MONDO:0006374	EFO:1000479	MONDO:EFO	MONDO:equivalentTo
MONDO:0006372	EFO:1000477	MONDO:EFO	MONDO:equivalentTo
MONDO:0006369	EFO:1000474	MONDO:EFO	MONDO:equivalentTo
MONDO:0016722	EFO:1000475	MONDO:EFO	MONDO:equivalentTo
MONDO:0006368	EFO:1000473	MONDO:EFO	MONDO:equivalentTo
MONDO:0004684	EFO:1000481	MONDO:EFO	MONDO:equivalentTo
MONDO:0006375	EFO:1000480	MONDO:EFO	MONDO:equivalentTo
MONDO:0006382	EFO:1000489	MONDO:EFO	MONDO:equivalentTo
MONDO:0006381	EFO:1000487	MONDO:EFO	MONDO:equivalentTo
MONDO:0003308	EFO:1000485	MONDO:EFO	MONDO:equivalentTo
MONDO:0006380	EFO:1000486	MONDO:EFO	MONDO:equivalentTo
MONDO:0006377	EFO:1000483	MONDO:EFO	MONDO:equivalentTo
MONDO:0006378	EFO:1000484	MONDO:EFO	MONDO:equivalentTo
MONDO:0006385	EFO:1000492	MONDO:EFO	MONDO:equivalentTo
MONDO:0006383	EFO:1000490	MONDO:EFO	MONDO:equivalentTo
MONDO:0018842	EFO:1000491	MONDO:EFO	MONDO:equivalentTo
MONDO:0006389	EFO:1000498	MONDO:EFO	MONDO:equivalentTo
MONDO:0006390	EFO:1000499	MONDO:EFO	MONDO:equivalentTo
MONDO:0010911	EFO:1000496	MONDO:EFO	MONDO:equivalentTo
MONDO:0006388	EFO:1000497	MONDO:EFO	MONDO:equivalentTo
MONDO:0006386	EFO:1000494	MONDO:EFO	MONDO:equivalentTo
MONDO:0005278	EFO:0003825	MONDO:EFO	MONDO:equivalentTo
MONDO:0006387	EFO:1000495	MONDO:EFO	MONDO:equivalentTo
MONDO:0017137	EFO:0007402	MONDO:EFO	MONDO:equivalentTo
MONDO:0005886	EFO:0007406	MONDO:EFO	MONDO:equivalentTo
MONDO:0005885	EFO:0007405	MONDO:EFO	MONDO:equivalentTo
MONDO:0005884	EFO:0007404	MONDO:EFO	MONDO:equivalentTo
MONDO:0005883	EFO:0007403	MONDO:EFO	MONDO:equivalentTo
MONDO:0010703	EFO:0007409	MONDO:EFO	MONDO:equivalentTo
MONDO:0006002	EFO:0007531	MONDO:EFO	MONDO:equivalentTo
MONDO:0005768	EFO:0007280	MONDO:EFO	MONDO:equivalentTo
MONDO:0018626	EFO:0007420	MONDO:EFO	MONDO:equivalentTo
MONDO:0005901	EFO:0007424	MONDO:EFO	MONDO:equivalentTo
MONDO:0005900	EFO:0007423	MONDO:EFO	MONDO:equivalentTo
MONDO:0005899	EFO:0007422	MONDO:EFO	MONDO:equivalentTo
MONDO:0005905	EFO:0007428	MONDO:EFO	MONDO:equivalentTo
MONDO:0005395	EFO:0004280	MONDO:EFO	MONDO:equivalentTo
MONDO:0005903	EFO:0007426	MONDO:EFO	MONDO:equivalentTo
MONDO:0005906	EFO:0007429	MONDO:EFO	MONDO:equivalentTo
MONDO:0005890	EFO:0007413	MONDO:EFO	MONDO:equivalentTo
MONDO:0005888	EFO:0007410	MONDO:EFO	MONDO:equivalentTo
MONDO:0005894	EFO:0007417	MONDO:EFO	MONDO:equivalentTo
MONDO:0005893	EFO:0007416	MONDO:EFO	MONDO:equivalentTo
MONDO:0005892	EFO:0007415	MONDO:EFO	MONDO:equivalentTo
MONDO:0005891	EFO:0007414	MONDO:EFO	MONDO:equivalentTo
MONDO:0005896	EFO:0007419	MONDO:EFO	MONDO:equivalentTo
MONDO:0005895	EFO:0007418	MONDO:EFO	MONDO:equivalentTo
MONDO:0005918	EFO:0007442	MONDO:EFO	MONDO:equivalentTo
MONDO:0005916	EFO:0007440	MONDO:EFO	MONDO:equivalentTo
MONDO:0005922	EFO:0007446	MONDO:EFO	MONDO:equivalentTo
MONDO:0005921	EFO:0007445	MONDO:EFO	MONDO:equivalentTo
MONDO:0005920	EFO:0007444	MONDO:EFO	MONDO:equivalentTo
MONDO:0005919	EFO:0007443	MONDO:EFO	MONDO:equivalentTo
MONDO:0005925	EFO:0007449	MONDO:EFO	MONDO:equivalentTo
MONDO:0019121	EFO:0007448	MONDO:EFO	MONDO:equivalentTo
MONDO:0005923	EFO:0007447	MONDO:EFO	MONDO:equivalentTo
MONDO:0005907	EFO:0007430	MONDO:EFO	MONDO:equivalentTo
MONDO:0005910	EFO:0007433	MONDO:EFO	MONDO:equivalentTo
