mondo_id	subset	subset_source	impact
MONDO:0009794	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	495
MONDO:0060707	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	68
MONDO:0020639	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	4
MONDO:0012541	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	194
MONDO:0033643	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	370
MONDO:0016589	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	61
MONDO:0007548	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	135
MONDO:0003892	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	133
MONDO:0013047	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	247
MONDO:0021238	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	7
MONDO:0013028	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	489
MONDO:0015150	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	21
MONDO:0800159	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	1
MONDO:0014149	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	35
MONDO:0020047	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	3
MONDO:0020704	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	42
MONDO:0014025	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	411
MONDO:0019455	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	147
MONDO:0010417	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	112
MONDO:0100124	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	2
MONDO:0003649	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	5
MONDO:0021699	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	5
MONDO:0009706	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	46
MONDO:0010657	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	356
MONDO:0021018	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	466
MONDO:0020526	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	18
MONDO:0016396	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	580
MONDO:0011882	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	621
MONDO:0044807	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	9
MONDO:0015151	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	16
MONDO:0033664	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	54
MONDO:0008553	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	178
MONDO:0020357	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	8
MONDO:0003660	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	4
MONDO:0012206	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	174
MONDO:0004582	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	14
MONDO:0014704	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	301
MONDO:0007615	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	466
MONDO:0021510	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	23
MONDO:0007550	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	47
MONDO:0015111	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	4
MONDO:0012930	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	312
MONDO:0016292	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	215
MONDO:0003268	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	75
MONDO:0008787	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	847
MONDO:0018760	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	19
MONDO:0011091	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	152
MONDO:0014227	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	82
MONDO:0015756	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	3
MONDO:0008453	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	350
MONDO:0008278	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	287
MONDO:0044738	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	54
MONDO:0001639	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	21
MONDO:0009711	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	1232
MONDO:0019565	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	270
MONDO:0010663	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	104
MONDO:0012061	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	1899
MONDO:0001198	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	2
MONDO:0001377	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	4
MONDO:0100172	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	2357
MONDO:0015070	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	24
MONDO:0003008	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	43
MONDO:0011833	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	327
MONDO:0009825	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	337
MONDO:0021301	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	11
MONDO:0007894	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	131
MONDO:0014732	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	29
MONDO:0010753	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	126
MONDO:0018201	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	94
MONDO:0013531	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	28
MONDO:0007738	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	544
MONDO:0010792	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	20
MONDO:0020374	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	6
MONDO:0011868	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	32
MONDO:0020587	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	86
MONDO:0054837	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	70
MONDO:0013702	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	42
MONDO:0032874	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	120
MONDO:0002354	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	4
MONDO:0003604	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	1
MONDO:0008493	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	1021
MONDO:0008115	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	95
MONDO:0017813	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	4
MONDO:0016166	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	10
MONDO:0020071	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	55
MONDO:0018233	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	9
MONDO:0001543	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	13
MONDO:0021041	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	11
MONDO:0004756	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	2
MONDO:0016668	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	4
MONDO:0002256	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	2
MONDO:0008301	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	89
MONDO:0012342	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	9
MONDO:0015014	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	46
MONDO:0015170	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	44
MONDO:0008262	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	173
MONDO:0021164	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	1
MONDO:0100083	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	1337
MONDO:0024568	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	67
MONDO:0011152	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	662
MONDO:0031166	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	6
MONDO:0010953	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	486
MONDO:0012099	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	33
MONDO:0009917	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	380
MONDO:0024417	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	11
MONDO:0014401	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	342
MONDO:0020927	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	11
MONDO:0009273	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	232
MONDO:0007920	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	17
MONDO:0013949	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	498
MONDO:0032745	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	95
MONDO:0008178	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	174
MONDO:0012055	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	110
MONDO:0010938	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	3808
MONDO:0013777	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	214
MONDO:0015010	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	216
MONDO:0016674	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	1424
MONDO:0013014	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	135
MONDO:0014302	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	98
MONDO:0008943	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	221
MONDO:0015007	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	58
MONDO:0010339	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	336
MONDO:0017123	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	11
MONDO:0012720	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	104
MONDO:0042982	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	175
MONDO:0014662	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	209
MONDO:0013767	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	1403
MONDO:0017607	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	45
MONDO:0014456	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	424
MONDO:0012608	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	991
MONDO:0008514	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	336
MONDO:0013041	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	453
MONDO:0013281	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	148
MONDO:0012393	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	209
MONDO:0012701	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	437
MONDO:0010224	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	23
MONDO:0030087	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	70
MONDO:0013622	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	360
MONDO:0014176	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	341
MONDO:0045020	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	3
MONDO:0013177	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	761
MONDO:0015493	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	55
MONDO:0013158	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	160
MONDO:0009550	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	127
MONDO:0032637	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	174
MONDO:0014788	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	308
MONDO:0054801	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	693
MONDO:0020337	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	161
MONDO:0017425	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	216
MONDO:0014809	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	475
MONDO:0014620	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	162
MONDO:0002879	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	4
MONDO:0009924	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	54
MONDO:0018298	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	129
MONDO:0013439	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	13
MONDO:0014782	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	238
MONDO:0012256	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	307
MONDO:0060720	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	43
MONDO:0014489	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	208
MONDO:0020478	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	23
MONDO:0020693	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	912
MONDO:0014023	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	118
MONDO:0014270	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	34
MONDO:0013936	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	202
MONDO:0014267	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	2285
MONDO:0010149	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	578
MONDO:0014805	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	51
MONDO:0014807	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	25
MONDO:0010478	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	217
MONDO:0008847	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	315
MONDO:0016068	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	767
MONDO:0054842	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	161
MONDO:0032890	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	18
MONDO:0007552	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	204
MONDO:0030042	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	387
MONDO:0014128	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	99
MONDO:0011517	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	76
MONDO:0019033	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	3
MONDO:0012117	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	554
MONDO:0012103	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	51
MONDO:0000926	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	10
MONDO:0011835	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	642
MONDO:0011198	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	561
MONDO:0100184	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	311
MONDO:0033561	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	22
MONDO:0700027	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	2
MONDO:0014665	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	915
MONDO:0016829	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	683
MONDO:0014659	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	90
MONDO:0009643	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	583
MONDO:0032799	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	73
MONDO:0010160	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	332
MONDO:0030063	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	16
MONDO:0008913	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	207
MONDO:0007984	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	113
MONDO:0010277	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	17
MONDO:0018126	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	48
MONDO:0011889	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	70
MONDO:0007664	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	180
MONDO:0010077	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	80
MONDO:0014944	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	53
MONDO:0060733	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	34
MONDO:0030007	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	95
MONDO:0013755	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	23
MONDO:0030916	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	143
MONDO:0009305	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	56
MONDO:0014375	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	248
MONDO:0030035	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	197
MONDO:0011772	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	28
MONDO:0013172	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	105
MONDO:0044303	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	41
MONDO:0033947	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	20
MONDO:0030024	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	13
MONDO:0033541	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	629
MONDO:0009883	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	23
MONDO:0014483	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	32
MONDO:0032899	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	52
MONDO:0030893	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	22
MONDO:0011496	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	151
MONDO:0030756	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	57
MONDO:0030044	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	99
MONDO:0012081	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	103
MONDO:0032900	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	43
MONDO:0032905	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	15
MONDO:0009598	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	14
MONDO:0033564	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	290
MONDO:0029144	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	7
MONDO:0020345	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	5
MONDO:0012031	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	513
MONDO:0032924	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	166
MONDO:0100126	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	2
MONDO:0014593	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	41
MONDO:0030031	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	131
MONDO:0033630	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	26
MONDO:0014195	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	15
MONDO:0032898	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	1478
MONDO:0014210	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	108
MONDO:0100148	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	22
MONDO:0033555	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	1421
MONDO:0011252	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	237
MONDO:0014548	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	481
MONDO:0007895	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	283
MONDO:0011381	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	1726
MONDO:0100283	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	48
MONDO:0014518	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	330
MONDO:0009206	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	119
MONDO:0030089	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	647
MONDO:0020647	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	45
MONDO:0013411	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	41
MONDO:0044324	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	45
MONDO:0013950	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	40
MONDO:0030963	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	12
MONDO:0013279	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	559
MONDO:0010308	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	261
MONDO:0008338	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	112
MONDO:0060507	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	81
MONDO:0060549	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	58
MONDO:0019629	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	9
MONDO:0060490	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	36
MONDO:0014012	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	30
MONDO:0010533	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	60
MONDO:0012658	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	407
MONDO:0011984	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	183
MONDO:0016315	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	11
MONDO:0043364	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	139
MONDO:0012446	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	68
MONDO:0010333	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	30
MONDO:0014415	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	2
MONDO:0700068	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	3
MONDO:0016431	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	7
MONDO:0032941	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	18
MONDO:0030069	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	927
MONDO:0015047	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	4
MONDO:0017722	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	16
MONDO:0013251	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	3
MONDO:0033544	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	18
MONDO:0015198	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	231
MONDO:0014550	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	641
MONDO:0014476	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	160
MONDO:0009793	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	74
MONDO:0008688	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	45
MONDO:0012766	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	5
MONDO:0010851	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	74
MONDO:0009900	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	31
MONDO:0019759	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	16
MONDO:0012209	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	101
MONDO:0008118	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	3
MONDO:0010698	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	360
MONDO:0009566	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	14
MONDO:0008624	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	24
MONDO:0013646	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	6
MONDO:0014943	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	37
MONDO:0011565	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	160
MONDO:0017174	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	32
MONDO:0033569	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	59
MONDO:0017180	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	4
MONDO:0017375	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	15
MONDO:0015706	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	36
MONDO:0015719	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	48
MONDO:0012098	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	881
MONDO:0009844	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	110
MONDO:0015234	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	4
MONDO:0019120	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	752
MONDO:0009121	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	113
MONDO:0010116	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	141
MONDO:0019427	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	47
MONDO:0010129	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	59
MONDO:0018006	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	68
MONDO:0016855	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	4
MONDO:0009671	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	9
MONDO:0008403	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	42
MONDO:0007504	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	81
MONDO:0015195	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	94
MONDO:0016574	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	98
MONDO:0007198	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	22
MONDO:0011081	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	39
MONDO:0013357	http://purl.obolibrary.org/obo/mondo#otar	MONDO:OTAR	3
