defined_class	defined_class_label	disease	disease_label	disease_match_property
http://purl.obolibrary.org/obo/MONDO_0020071	infantile epilepsy syndrome	http://purl.obolibrary.org/obo/MONDO_0015650	epilepsy syndrome	http://www.w3.org/2000/01/rdf-schema#label
