defined_class	defined_class_label	location	location_label	location_match_property
http://purl.obolibrary.org/obo/MONDO_0000531	bronchus mucoepidermoid carcinoma	http://purl.obolibrary.org/obo/UBERON_0002185	bronchus	http://www.w3.org/2000/01/rdf-schema#label
http://purl.obolibrary.org/obo/MONDO_0000534	trachea mucoepidermoid carcinoma	http://purl.obolibrary.org/obo/UBERON_0003126	trachea	http://www.w3.org/2000/01/rdf-schema#label
