defined_class	defined_class_label	location	location_label	location_match_property
http://purl.obolibrary.org/obo/MONDO_0003492	lacrimal gland squamous cell carcinoma	http://purl.obolibrary.org/obo/UBERON_0001817	lacrimal gland	http://www.w3.org/2000/01/rdf-schema#label
http://purl.obolibrary.org/obo/MONDO_0003497	renal pelvis squamous cell carcinoma	http://purl.obolibrary.org/obo/UBERON_0001224	renal pelvis	http://www.w3.org/2000/01/rdf-schema#label
http://purl.obolibrary.org/obo/MONDO_0000535	tonsil squamous cell carcinoma	http://purl.obolibrary.org/obo/UBERON_0002372	tonsil	http://www.w3.org/2000/01/rdf-schema#label
