defined_class	defined_class_label	agent	agent_label	agent_match_property	disease	disease_label	disease_match_property
http://purl.obolibrary.org/obo/MONDO_0030602	Klebsiella pneumonia	http://purl.obolibrary.org/obo/NCBITaxon_570	Klebsiella	http://www.w3.org/2000/01/rdf-schema#label	http://purl.obolibrary.org/obo/MONDO_0005249	pneumonia	http://www.w3.org/2000/01/rdf-schema#label
