defined_class	defined_class_label	location	location_label	location_match_property
http://purl.obolibrary.org/obo/MONDO_0002930	kidney sarcoma	http://purl.obolibrary.org/obo/UBERON_0002113	kidney	http://www.w3.org/2000/01/rdf-schema#label
