defined_class	defined_class_label	disease	disease_label	disease_match_property
http://purl.obolibrary.org/obo/MONDO_0010520	X-linked Alport syndrome	http://purl.obolibrary.org/obo/MONDO_0018965	Alport syndrome	http://www.w3.org/2000/01/rdf-schema#label
http://purl.obolibrary.org/obo/MONDO_0010680	X-linked Emery-Dreifuss muscular dystrophy	http://purl.obolibrary.org/obo/MONDO_0016830	Emery-Dreifuss muscular dystrophy	http://www.w3.org/2000/01/rdf-schema#label
http://purl.obolibrary.org/obo/MONDO_0010222	X-linked Opitz G/BBB syndrome	http://purl.obolibrary.org/obo/MONDO_0017138	Opitz G/BBB syndrome	http://www.w3.org/2000/01/rdf-schema#label
http://purl.obolibrary.org/obo/MONDO_0016612	X-linked cerebellar ataxia	http://purl.obolibrary.org/obo/MONDO_0000437	cerebellar ataxia	http://www.w3.org/2000/01/rdf-schema#label
http://purl.obolibrary.org/obo/MONDO_0010556	X-linked chondrodysplasia punctata	http://purl.obolibrary.org/obo/MONDO_0019701	chondrodysplasia punctata	http://www.w3.org/2000/01/rdf-schema#label
http://purl.obolibrary.org/obo/MONDO_0021155	X-linked cone-rod dystrophy	http://purl.obolibrary.org/obo/MONDO_0015993	cone-rod dystrophy	http://www.w3.org/2000/01/rdf-schema#label
http://purl.obolibrary.org/obo/MONDO_0018451	X-linked distal hereditary motor neuropathy	http://purl.obolibrary.org/obo/MONDO_0018894	distal hereditary motor neuropathy	http://www.w3.org/2000/01/rdf-schema#label
http://purl.obolibrary.org/obo/MONDO_0010420	X-linked erythropoietic protoporphyria	http://purl.obolibrary.org/obo/MONDO_0001676	erythropoietic protoporphyria	http://www.w3.org/2000/01/rdf-schema#label
http://purl.obolibrary.org/obo/MONDO_0010716	X-linked lethal multiple pterygium syndrome	http://purl.obolibrary.org/obo/MONDO_0009668	lethal multiple pterygium syndrome	http://www.w3.org/2000/01/rdf-schema#label
