defined_class	defined_class_label	location	location_label	location_match_property
http://purl.obolibrary.org/obo/MONDO_0003053	choroid plexus meningioma	http://purl.obolibrary.org/obo/UBERON_0001886	choroid plexus	http://www.w3.org/2000/01/rdf-schema#label
