defined_class	defined_class_label	location	location_label	location_match_property
http://purl.obolibrary.org/obo/MONDO_0003189	middle ear adenocarcinoma	http://purl.obolibrary.org/obo/UBERON_0001756	middle ear	http://www.w3.org/2000/01/rdf-schema#label
