defined_class	defined_class_label	neoplasm	neoplasm_label	neoplasm_match_property
http://purl.obolibrary.org/obo/MONDO_0021191	malignant ependymoma	http://purl.obolibrary.org/obo/MONDO_0016698	ependymoma	http://www.w3.org/2000/01/rdf-schema#label
http://purl.obolibrary.org/obo/MONDO_0000898	malignant hemangioma	http://purl.obolibrary.org/obo/MONDO_0006500	hemangioma	http://www.w3.org/2000/01/rdf-schema#label
http://purl.obolibrary.org/obo/MONDO_0003017	malignant peritoneal solitary fibrous tumor	http://purl.obolibrary.org/obo/MONDO_0037737	peritoneal solitary fibrous tumor	http://www.w3.org/2000/01/rdf-schema#label
http://purl.obolibrary.org/obo/MONDO_0000407	malignant pleural solitary fibrous tumor	http://purl.obolibrary.org/obo/MONDO_0021041	pleural solitary fibrous tumor	http://www.w3.org/2000/01/rdf-schema#label
http://purl.obolibrary.org/obo/MONDO_0003519	malignant syringoma	http://purl.obolibrary.org/obo/MONDO_0002191	syringoma	http://www.w3.org/2000/01/rdf-schema#label
http://purl.obolibrary.org/obo/MONDO_0003514	malignant teratoma	http://purl.obolibrary.org/obo/MONDO_0002601	teratoma	http://www.w3.org/2000/01/rdf-schema#label
