defined_class	defined_class_label	disease	disease_label	disease_match_property
http://purl.obolibrary.org/obo/MONDO_0100242	glioma susceptibility	http://purl.obolibrary.org/obo/MONDO_0021042	glioma	http://www.w3.org/2000/01/rdf-schema#label
