cls	replCls	consCls
CHEBI:36684	CHEBI:17792
MONDO:0007140	"MONDO:8000010"
MONDO:0007141
MONDO:0007146	"MONDO:0008807"
MONDO:0007149
MONDO:0007189
MONDO:0007196	"MONDO:0001187"
MONDO:0007255	"MONDO:0005575"
MONDO:0007262	"MONDO:0006689"
MONDO:0007264		"HP:0001645"
MONDO:0007291	"MONDO:0031037"
MONDO:0007292	"MONDO:0004914"
MONDO:0007299	"MONDO:0019349"
MONDO:0007317
MONDO:0007324	"MONDO:0001595"
MONDO:0007326	"MONDO:0700089"
MONDO:0007331		"HP:0400001"
MONDO:0007347
MONDO:0007348
MONDO:0007386
MONDO:0007394	"MONDO:0009031"
MONDO:0007419	"MONDO:0007418"
MONDO:0007455	"MONDO:0005148"
MONDO:0007464		"HP:0009743"
MONDO:0007468
MONDO:0007484	"MONDO:0000736"
MONDO:0007494	"MONDO:0100352"
MONDO:0007506		"MONDO:0005740"
MONDO:0007521
MONDO:0007532
MONDO:0007543
MONDO:0007563
MONDO:0007567
MONDO:0007575	"MONDO:0017851"
MONDO:0007578
MONDO:0007579
MONDO:0007580
MONDO:0007582	"MONDO:0019570"
MONDO:0007583		"HP:0100777"
MONDO:0007591		"HP:0002219"
MONDO:0007596	"MONDO:0010602"
MONDO:0007602		"MONDO:0010480"
MONDO:0007607		"MONDO:0800444"
MONDO:0007607		"MONDO:0800445"
MONDO:0007611	"MONDO:0000200"
MONDO:0007613	"MONDO:0006761"
MONDO:0007622
MONDO:0007632	"MONDO:0002399"
MONDO:0007641
MONDO:0007645
MONDO:0007649
MONDO:0007658	"MONDO:0044793"
MONDO:0007659		"MONDO:0007954"
MONDO:0007665	"MONDO:0100553"
MONDO:0007678
MONDO:0007684	"MONDO:0010600"
MONDO:0007692
MONDO:0007703	"MONDO:0009327"
MONDO:0007714		"MONDO:0000700"
MONDO:0007714		"MONDO:0020756"
MONDO:0007731
MONDO:0007736	"MONDO:0011382"
MONDO:0007749	"MONDO:0000212"
MONDO:0007761
MONDO:0007778		"HP:0000316"
MONDO:0007779		"MONDO:0017138"
MONDO:0007779		"MONDO:0800025"
MONDO:0007780	"MONDO:0800025"
MONDO:0007786	"MONDO:0016381"
MONDO:0007798		"MONDO:0600009"
MONDO:0007798		"MONDO:0600010"
MONDO:0007798		"MONDO:0600011"
MONDO:0007801		"MONDO:0007436"
MONDO:0007806	"MONDO:0100522"
MONDO:0007815	"MONDO:0007818"
MONDO:0007816
MONDO:0007821
MONDO:0007822		"HP:0000675"
MONDO:0007823
MONDO:0007889	"MONDO:0021582"
MONDO:0007897	"MONDO:0004948"
MONDO:0007903	"MONDO:0018875"
MONDO:0007926	"MONDO:0100280"
MONDO:0007928	"MONDO:0007954"
MONDO:0007929	"MONDO:0007954"
MONDO:0007954	"MONDO:0015912"
MONDO:0007960	"MONDO:0100354"
MONDO:0007978	"MONDO:0006292"
MONDO:0007981
MONDO:0008032	"MONDO:0012215"
MONDO:0008033	"MONDO:0021569"
MONDO:0008042	"MONDO:0008945"
MONDO:0008068
MONDO:0008074
MONDO:0008077	"MONDO:0018975"
MONDO:0008085
MONDO:0008091		"MONDO:0007883"
MONDO:0008091		"MONDO:0009646"
MONDO:0008091		"MONDO:0018037"
MONDO:0008110
MONDO:0008112	"MONDO:0015397"
MONDO:0008117	"MONDO:0020793"
MONDO:0008120	"MONDO:0016163"
MONDO:0008122	"MONDO:0011781"
MONDO:0008126
MONDO:0008144	"MONDO:0017178"
MONDO:0008190		"http://identifiers.org/hgnc/5166"
MONDO:0008191		"http://identifiers.org/hgnc/5167"
MONDO:0008204		"MONDO:0007841"
MONDO:0008220
MONDO:0008279	"MONDO:0021055"
MONDO:0008326
MONDO:0008331		"HP:0000538"
MONDO:0008345	"MONDO:0800029"
MONDO:0008347
MONDO:0008351
MONDO:0008360	"MONDO:0017985"
MONDO:0008370	"MONDO:0009979"
MONDO:0008405
MONDO:0008406
MONDO:0008413	"MONDO:0005090"
MONDO:0008415	"MONDO:0010505"
MONDO:0008431	"MONDO:0018382"
MONDO:0008432
MONDO:0008448	"MONDO:0012215"
MONDO:0008480	"MONDO:0031169"
MONDO:0008531
MONDO:0008539	"MONDO:0016675"
MONDO:0008548
MONDO:0008550	"MONDO:0008551"
MONDO:0008574
MONDO:0008616
MONDO:0008625
MONDO:0008631	"MONDO:0018470"
MONDO:0008646	"MONDO:0100316"
MONDO:0008656	"MONDO:8000018"
MONDO:0008657	"MONDO:0007447"
MONDO:0008658
MONDO:0008664	"MONDO:0006928"
MONDO:0008674	"MONDO:0023880"
MONDO:0008677		"HP:0000349"
MONDO:0008697
MONDO:0008761
MONDO:0008784	"MONDO:0020108"
MONDO:0008804	"MONDO:0010530"
MONDO:0008805	"MONDO:0017991"
MONDO:0008807		"MONDO:0004731"
MONDO:0008820	"MONDO:0014243"
MONDO:0008851	"MONDO:0005260"
MONDO:0008852	"MONDO:0800026"
MONDO:0008897	"MONDO:0100251"
MONDO:0008906
MONDO:0008929	"MONDO:0023910"
MONDO:0008940	"MONDO:0013722"
MONDO:0008942	"MONDO:0011781"
MONDO:0008952	"MONDO:0031329"
MONDO:0008956	"MONDO:0009744"
MONDO:0008987	"MONDO:0007329"
MONDO:0008996		"MONDO:0100349"
MONDO:0008996		"MONDO:0800103"
MONDO:0008997	"MONDO:0019569"
MONDO:0009004	"MONDO:0014353"
MONDO:0009011	"MONDO:0015167"
MONDO:0009023	"MONDO:0000902"
MONDO:0009065	"MONDO:0100151"
MONDO:0009078	"MONDO:0002441"
MONDO:0009096	"MONDO:0800027"
MONDO:0009116	"MONDO:0100345"
MONDO:0009117
MONDO:0009125
MONDO:0009160	"MONDO:0016002"
MONDO:0009245	"MONDO:0100339"
MONDO:0009250
MONDO:0009278	"MONDO:0012382"
MONDO:0009289	"MONDO:0009288"
MONDO:0009304	"MONDO:0012853"
MONDO:0009314	"MONDO:0100186"
MONDO:0009316	"MONDO:0022316"
MONDO:0009317		"MONDO:0018053"
MONDO:0009322	"MONDO:0006778"
MONDO:0009325	"MONDO:0100229"
MONDO:0009410	"MONDO:0015129"
MONDO:0009427		"MONDO:0600009"
MONDO:0009427		"MONDO:0600010"
MONDO:0009427		"MONDO:0600011"
MONDO:0009428		"MONDO:0600009"
MONDO:0009428		"MONDO:0600010"
MONDO:0009428		"MONDO:0600011"
MONDO:0009466	"MONDO:0023961"
MONDO:0009494	"MONDO:0008774"
MONDO:0009510	"MONDO:0100211"
MONDO:0009531
MONDO:0009535		"MONDO:0007919"
MONDO:0009553
MONDO:0009586	"MONDO:0013621"
MONDO:0009628		"HP:0004388"
MONDO:0009639	"MONDO:0016825"
MONDO:0009640	"MONDO:0100223"
MONDO:0009641	"MONDO:0100294"
MONDO:0009651	"MONDO:0018931"
MONDO:0009654		"MONDO:0019249"
MONDO:0009700	"MONDO:0031415"
MONDO:0009730	"MONDO:0009738"
MONDO:0009739	"MONDO:0024457"
MONDO:0009753
MONDO:0009799	"MONDO:0016620"
MONDO:0009812	"MONDO:0009821"
MONDO:0009819	"MONDO:0019409"
MONDO:0009827		"MONDO:0016471"
MONDO:0009829		"HP:0007132"
MONDO:0009834	"MONDO:0009479"
MONDO:0009930		"HP:0006548"
MONDO:0009941
MONDO:0009977	"MONDO:0800166"
MONDO:0009981	"MONDO:0008377"
MONDO:0009989	"MONDO:0100288"
MONDO:0009991	"MONDO:0019107"
MONDO:0009995		"MONDO:0017767"
MONDO:0009997	"MONDO:0100253"
MONDO:0010009	"MONDO:0100282"
MONDO:0010034		"HP:0000458"
MONDO:0010045		"MONDO:0008596"
MONDO:0010045		"MONDO:0010041"
MONDO:0010045		"MONDO:0014842"
MONDO:0010050
MONDO:0010059	"MONDO:0014806"
MONDO:0010071	"MONDO:0011939"
MONDO:0010086
MONDO:0010107	"MONDO:800012"
MONDO:0010113
MONDO:0010119	"MONDO:0031332"
MONDO:0010123
MONDO:0010143	"MONDO:0800042"
MONDO:0010195	"MONDO:0008490"
MONDO:0010202	"MONDO:0010518"
MONDO:0010204	"MONDO:0800449"
MONDO:0010205	"MONDO:0019148"
MONDO:0010234
MONDO:0010240	"MONDO:0019154"
MONDO:0010249
MONDO:0010254
MONDO:0010272	"MONDO:0010327"
MONDO:0010291	"MONDO:0019154"
MONDO:0010301		"MONDO:0019111"
MONDO:0010303	"MONDO:0000170"
MONDO:0010330
MONDO:0010345	"MONDO:0017304"
MONDO:0010346	"MONDO:0010317"
MONDO:0010357	"MONDO:0010656"
MONDO:0010368	"MONDO:0010386"
MONDO:0010372	"MONDO:0030914"
MONDO:0010376	"MONDO:0010407"
MONDO:0010387	"MONDO:0010386"
MONDO:0010394	"MONDO:0010275"
MONDO:0010419	"MONDO:0020721"
MONDO:0010445	"MONDO:0018945"
MONDO:0010470	"MONDO:0014343"
MONDO:0010513	"MONDO:0010258"
MONDO:0010527	"MONDO:0010671"
MONDO:0010530	"MONDO:0001046"
MONDO:0010582
MONDO:0010593	"MONDO:0015942"
MONDO:0010594
MONDO:0010601		"MONDO:0007690"
MONDO:0010601		"MONDO:0010720"
MONDO:0010609	"MONDO:0016294"
MONDO:0010616	"MONDO:0009421"
MONDO:0010624	"MONDO:0100213"
MONDO:0010666	"MONDO:0010758"
MONDO:0010682		"MONDO:0016022"
MONDO:0010701	"MONDO:0010578"
MONDO:0010705
MONDO:0010715	"MONDO:0010720"
MONDO:0010724	"MONDO:0000910"
MONDO:0010766	"MONDO:0100250"
MONDO:0010783	"MONDO:0100295"
MONDO:0010804		"MONDO:0016419"
MONDO:0010845	"MONDO:0007954"
MONDO:0010859
MONDO:0010892	"MONDO:0000863"
MONDO:0010934	"MONDO:0000912"
MONDO:0010935	"MONDO:0015353"
MONDO:0010942
MONDO:0010957	"MONDO:0032738"
MONDO:0010975	"MONDO:0011484"
MONDO:0010990		"HP:0031394"
MONDO:0010994
MONDO:0011108	"MONDO:0800043"
MONDO:0011111
MONDO:0011127	"MONDO:0100344"
MONDO:0011140	"MONDO:0011904"
MONDO:0011204
MONDO:0011222
MONDO:0011277
MONDO:0011278	"MONDO:0018805"
MONDO:0011293	"MONDO:0004743"
MONDO:0011311
MONDO:0011319
MONDO:0011324	"MONDO:0008885"
MONDO:0011328	"MONDO:0018098"
MONDO:0011329	"MONDO:0033613"
MONDO:0011333	"MONDO:0014165"
MONDO:0011378
MONDO:0011379	"MONDO:0008073"
MONDO:0011380	"MONDO:0800448"
MONDO:0011388
MONDO:0011394	"MONDO:0018855"
MONDO:0011447	"MONDO:0000215"
MONDO:0011467
MONDO:0011469		"MONDO:0800451"
MONDO:0011469		"MONDO:0800452"
MONDO:0011495	"MONDO:0018310"
MONDO:0011499	"MONDO:0014700"
MONDO:0011515	"MONDO:0017884"
MONDO:0011526	"MONDO:0007954"
MONDO:0011543		"MONDO:0016419"
MONDO:0011554
MONDO:0011623	"MONDO:0018996"
MONDO:0011643	"MONDO:0100164"
MONDO:0011645	"MONDO:0018815"
MONDO:0011649	"MONDO:0800268"
MONDO:0011665	"MONDO:0016532"
MONDO:0011666	"MONDO:0018911"
MONDO:0011692	"MONDO:0024538"
MONDO:0011704
MONDO:0011707	"MONDO:0800028"
MONDO:0011750
MONDO:0011763
MONDO:0011769	"MONDO:0019625"
MONDO:0011791	"MONDO:0019588"
MONDO:0011794	"MONDO:0100135"
MONDO:0011809
MONDO:0011859	"MONDO:0011362"
MONDO:0011865	"MONDO:0008289"
MONDO:0011876		"MONDO:0020772"
MONDO:0011876		"MONDO:0800453"
MONDO:0011878	"MONDO:0007764"
MONDO:0011905	"MONDO:0031446"
MONDO:0011910	"MONDO:0019947"
MONDO:0011940	"MONDO:0000070"
MONDO:0011947	"MONDO:0024633"
MONDO:0012017	"MONDO:0020783"
MONDO:0012018	"MONDO:0008409"
MONDO:0012026	"MONDO:0018959"
MONDO:0012065	"MONDO:0018229"
MONDO:0012070	"MONDO:0013753"
MONDO:0012140
MONDO:0012148
MONDO:0012189	"MONDO:0018274"
MONDO:0012201	"MONDO:0011806"
MONDO:0012233		"MONDO:0018875"
MONDO:0012234	"MONDO:0007903"
MONDO:0012279	"MONDO:0009690"
MONDO:0012281	"MONDO:0008523"
MONDO:0012294
MONDO:0012332	"MONDO:0800046"
MONDO:0012337
MONDO:0012356	"MONDO:0008073"
MONDO:0012357
MONDO:0012372	"MONDO:0007617"
MONDO:0012424
MONDO:0012461	"MONDO:0011846"
MONDO:0012501
MONDO:0012560	"MONDO:0011888"
MONDO:0012616	"MONDO:0013676"
MONDO:0012632	"MONDO:0011401"
MONDO:0012633	"MONDO:0005136"
MONDO:0012646
MONDO:0012647	"MONDO:0011891"
MONDO:0012649	"MONDO:0044871"
MONDO:0012663
MONDO:0013001
MONDO:0013019	"MONDO:0019666"
MONDO:0013126	"MONDO:0000909"
MONDO:0013141	"MONDO:0800046"
MONDO:0013346	"MONDO:0100215"
MONDO:0013347	"MONDO:0001056"
MONDO:0013399	"MONDO:0000911"
MONDO:0013451	"MONDO:0011835"
MONDO:0013494	"MONDO:0100226"
MONDO:0013524		"MONDO:0800446"
MONDO:0013524		"MONDO:0800447"
MONDO:0013538
MONDO:0013586
MONDO:0013596	"MONDO:0008060"
MONDO:0013617	"MONDO:0013357"
MONDO:0013647	"MONDO:0031481"
MONDO:0013667	"MONDO:0018881"
MONDO:0013676	"MONDO:0100255"
MONDO:0013701	"MONDO:0016396"
MONDO:0013733
MONDO:0013736	"MONDO:0008048"
MONDO:0013742
MONDO:0013799
MONDO:0013804	"MONDO:0007617"
MONDO:0013809	"MONDO:0044720"
MONDO:0013816	"MONDO:0019014"
MONDO:0013850	"MONDO:0044660"
MONDO:0013861	"MONDO:0010936"
MONDO:0013958	"MONDO:0009194"
MONDO:0014053
MONDO:0014109	"MONDO:0800044"
MONDO:0014129	"MONDO:0011076"
MONDO:0014188	"MONDO:0024568"
MONDO:0014253		"MONDO:8000023"
MONDO:0014253		"MONDO:8000024"
MONDO:0014279	"MONDO:0000908"
MONDO:0014315	"MONDO:0017400"
MONDO:0014330
MONDO:0014424
MONDO:0014425
MONDO:0014463	"MONDO:0000208"
MONDO:0014554	"MONDO:0024189"
MONDO:0014610	"MONDO:0009477"
MONDO:0014616
MONDO:0014655	"MONDO:0034022"
MONDO:0014695	"MONDO:0014368"
MONDO:0014709		"MONDO:0100263"
MONDO:0014721	"MONDO:0000913"
MONDO:0014753
MONDO:0014761	"MONDO:0800045"
MONDO:0014763
MONDO:0014783		"HP:0032479"
MONDO:0014812	"MONDO:0018820"
MONDO:0014824		"MONDO:0031632"
MONDO:0014824		"MONDO:0800438"
MONDO:0014826
MONDO:0014834	"MONDO:0044637"
MONDO:0014849	"MONDO:0012091"
MONDO:0014852	"MONDO:0014089"
MONDO:0014879		"MONDO:0024266"
MONDO:0014897	"MONDO:0024193"
MONDO:0014913	"MONDO:0044300"
MONDO:0014964	"MONDO:0044646"
MONDO:0014978		"HP:0032479"
MONDO:0014988	"MONDO:0044723"
MONDO:0015052		"MONDO:0017015"
MONDO:0015058	"MONDO:0006015"
MONDO:0015076	"MONDO:0021360"
MONDO:0015077	"MONDO:0021227"
MONDO:0015078	"MONDO:0024503"
MONDO:0015080	"MONDO:0005197"
MONDO:0015081		"MONDO:0019496"
MONDO:0015088
MONDO:0015089
MONDO:0015090
MONDO:0015098	"MONDO:0010029"
MONDO:0015105	"MONDO:0024472"
MONDO:0015106	"MONDO:0000001"
MONDO:0015107	"MONDO:0005328"
MONDO:0015108	"MONDO:0000509"
MONDO:0015110		"MONDO:0007263"
MONDO:0015111
MONDO:0015112	"MONDO:0002356"
MONDO:0015113	"MONDO:0000001"
MONDO:0015114	"MONDO:0000001"
MONDO:0015115	"MONDO:0005066"
MONDO:0015116	"MONDO:0004868"
MONDO:0015117	"MONDO:0002514"
MONDO:0015118		"MONDO:0005087"
MONDO:0015118		"MONDO:0005275"
MONDO:0015119		"MONDO:0020641"
MONDO:0015120	"MONDO:0000001"
MONDO:0015121	"MONDO:0021220"
MONDO:0015122	"MONDO:0005015"
MONDO:0015123	"MONDO:0002525"
MONDO:0015124	"MONDO:0005495"
MONDO:0015125	"MONDO:0003240"
MONDO:0015130
MONDO:0015132
MONDO:0015133
MONDO:0015135
MONDO:0015136		"MONDO:0003778"
MONDO:0015138	"MONDO:0003778"
MONDO:0015139	"MONDO:0005027"
MONDO:0015141
MONDO:0015142	"MONDO:0000437"
MONDO:0015143	"MONDO:0005395"
MONDO:0015144
MONDO:0015145
MONDO:0015147
MONDO:0015153
MONDO:0015154	"MONDO:0006956"
MONDO:0015155	"MONDO:0001195"
MONDO:0015156	"MONDO:0001246"
MONDO:0015162	"MONDO:0000508"
MONDO:0015163		"MONDO:0019722"
MONDO:0015172
MONDO:0015173
MONDO:0015178
MONDO:0015179
MONDO:0015180
MONDO:0015181		"MONDO:0005020"
MONDO:0015182
MONDO:0015184	"MONDO:0021189"
MONDO:0015186	"MONDO:0021118"
MONDO:0015187	"MONDO:0005265"
MONDO:0015188		"MONDO:0005066"
MONDO:0015189	"MONDO:0003198"
MONDO:0015190	"MONDO:0003360"
MONDO:0015192		"MONDO:0017574"
MONDO:0015202	"MONDO:0005661"
MONDO:0015207
MONDO:0015208
MONDO:0015209
MONDO:0015210
MONDO:0015211
MONDO:0015212
MONDO:0015213
MONDO:0015214
MONDO:0015215
MONDO:0015216
MONDO:0015217
MONDO:0015218		"MONDO:0005328"
MONDO:0015219
MONDO:0015220		"MONDO:0002254"
MONDO:0015221
MONDO:0015222
MONDO:0015223	"MONDO:0002280"
MONDO:0015224	"MONDO:0029000"
MONDO:0015226
MONDO:0015227
MONDO:0015242	"MONDO:0005657"
MONDO:0015245	"MONDO:0005020"
MONDO:0015246
MONDO:0015251	"MONDO:0005662"
MONDO:0015255
MONDO:0015258	"MONDO:0005498"
MONDO:0015266	"MONDO:0005683"
MONDO:0015276	"MONDO:0008315"
MONDO:0015287	"MONDO:0005198"
MONDO:0015297		"MONDO:0009622"
MONDO:0015305	"MONDO:0005133"
MONDO:0015309	"MONDO:0000107"
MONDO:0015310
MONDO:0015318		"MONDO:0018187"
MONDO:0015319
MONDO:0015320		"MONDO:0018187"
MONDO:0015321		"MONDO:0018187"
MONDO:0015322		"MONDO:0018187"
MONDO:0015323
MONDO:0015328	"MONDO:0005497"
MONDO:0015329		"MONDO:0019755"
MONDO:0015330
MONDO:0015331		"MONDO:0019755"
MONDO:0015332
MONDO:0015334
MONDO:0015335		"MONDO:0003847"
MONDO:0015336		"MONDO:0019755"
MONDO:0015343		"MONDO:0015342"
MONDO:0015359
MONDO:0015360
MONDO:0015361
MONDO:0015365
MONDO:0015366
MONDO:0015368
MONDO:0015370	MONDO:0005091
MONDO:0015373	"MONDO:0009964"
MONDO:0015385
MONDO:0015398	"MONDO:0015397"
MONDO:0015412
MONDO:0015415
MONDO:0015418
MONDO:0015423	"MONDO:0006468"
MONDO:0015429	"MONDO:0022737"
MONDO:0015442	"MONDO:0003582"
MONDO:0015444	"MONDO:0007340"
MONDO:0015456	"MONDO:0005077"
MONDO:0015460	"MONDO:0006639"
MONDO:0015470
MONDO:0015472	"MONDO:0005724"
MONDO:0015475
MONDO:0015478
MONDO:0015482
MONDO:0015485
MONDO:0015488
MONDO:0015489
MONDO:0015490
MONDO:0015495		"MONDO:0015482"
MONDO:0015497
MONDO:0015499
MONDO:0015501		"MONDO:0002254"
MONDO:0015502
MONDO:0015503
MONDO:0015504
MONDO:0015505
MONDO:0015506
MONDO:0015507	"MONDO:0005154"
MONDO:0015508
MONDO:0015509
MONDO:0015510	"MONDO:0005087"
MONDO:0015511	"MONDO:0021145"
MONDO:0015512		"MONDO:0005044"
MONDO:0015513	"MONDO:0005151"
MONDO:0015522	"MONDO:0018677"
MONDO:0015527	MONDO:0005817
MONDO:0015543		"MONDO:0015542"
MONDO:0015549	"MONDO:0005570"
MONDO:0015551		"MONDO:0030613"
MONDO:0015560		"MONDO:0020334"
MONDO:0015561	"MONDO:0020334"
MONDO:0015563	"MONDO:0010563"
MONDO:0015572		"MONDO:0016054"
MONDO:0015575	"MONDO:0005113"
MONDO:0015576	"MONDO:0005108"
MONDO:0015577	"MONDO:0005135"
MONDO:0015578	"MONDO:0002041"
MONDO:0015581		"MONDO:0019218"
MONDO:0015582	"MONDO:0024575"
MONDO:0015586
MONDO:0015591
MONDO:0015593		"MONDO:0020640"
MONDO:0015594
MONDO:0015598	"MONDO:0013626"
MONDO:0015602		"MONDO:0010558"
MONDO:0015603
MONDO:0015615	"MONDO:0004335"
MONDO:0015616	"MONDO:0005020"
MONDO:0015617
MONDO:0015618	"MONDO:0002356"
MONDO:0015619
MONDO:0015620
MONDO:0015621	"MONDO:0000001"
MONDO:0015633	"MONDO:0010535"
MONDO:0015651		"MONDO:0042983"
MONDO:0015652
MONDO:0015654		"MONDO:0005027"
MONDO:0015655		"MONDO:0016054"
MONDO:0015656		"MONDO:0005066"
MONDO:0015657		"MONDO:0007179"
MONDO:0015657		"MONDO:0021166"
MONDO:0015658		"MONDO:0005071"
MONDO:0015659		"MONDO:0005550"
MONDO:0015662
MONDO:0015668
MONDO:0015669
MONDO:0015670	"MONDO:0004994"
MONDO:0015671	"MONDO:0005504"
MONDO:0015673	"MONDO:0021209"
MONDO:0015676	"MONDO:0000193"
MONDO:0015679
MONDO:0015680	"MONDO:0000594"
MONDO:0015682
MONDO:0015683
MONDO:0015684	"MONDO:0005512"
MONDO:0015685	"MONDO:0006363"
MONDO:0015693	"MONDO:0005710"
MONDO:0015707		"MONDO:0018035"
MONDO:0015709		"MONDO:0021094"
MONDO:0015710		"MONDO:0015823"
MONDO:0015711		"MONDO:0015132"
MONDO:0015747	"MONDO:0012189"
MONDO:0015750	"MONDO:0008771"
MONDO:0015754	"MONDO:0008058"
MONDO:0015765
MONDO:0015777
MONDO:0015778
MONDO:0015789		"MONDO:0018762"
MONDO:0015815	"MONDO:0006383"
MONDO:0015817
MONDO:0015818
MONDO:0015822
MONDO:0015823
MONDO:0015825		"MONDO:0020075"
MONDO:0015828
MONDO:0015829
MONDO:0015837
MONDO:0015846
MONDO:0015847
MONDO:0015848		"HP:0001153"
MONDO:0015851
MONDO:0015852
MONDO:0015853
MONDO:0015857
MONDO:0015858
MONDO:0015859
MONDO:0015860
MONDO:0015861
MONDO:0015862	"MONDO:0005440"
MONDO:0015865	"MONDO:0000645"
MONDO:0015866	"MONDO:0002158"
MONDO:0015868	"MONDO:0021100"
MONDO:0015869	"MONDO:0000620"
MONDO:0015870	"MONDO:0007254"
MONDO:0015872	"MONDO:0004150"
MONDO:0015875
MONDO:0015876
MONDO:0015877		"MONDO:0019755"
MONDO:0015878
MONDO:0015879		"MONDO:0005728"
MONDO:0015879		"MONDO:0015929"
MONDO:0015880		"MONDO:0005728"
MONDO:0015880		"MONDO:0015929"
MONDO:0015881
MONDO:0015882	"MONDO:0021040"
MONDO:0015885
MONDO:0015886	"MONDO:0005147"
MONDO:0015887
MONDO:0015888
MONDO:0015889
MONDO:0015890
MONDO:0015891
MONDO:0015893	"MONDO:0005420"
MONDO:0015894	"MONDO:0004425"
MONDO:0015895		"MONDO:0002254"
MONDO:0015896	"MONDO:0001220"
MONDO:0015897	"MONDO:0001741"
MONDO:0015899	"MONDO:0001422"
MONDO:0015901	"MONDO:0021187"
MONDO:0015902
MONDO:0015904	"MONDO:0000001"
MONDO:0015906	"MONDO:0000001"
MONDO:0015910	"MONDO:0003664"
MONDO:0015911	"MONDO:0003664"
MONDO:0015913
MONDO:0015915
MONDO:0015916
MONDO:0015917	"MONDO:0100342"
MONDO:0015918	"MONDO:0005559"
MONDO:0015919		"MONDO:0019058"
MONDO:0015920		"MONDO:0019058"
MONDO:0015921
MONDO:0015922		"MONDO:0021016"
MONDO:0015928		"MONDO:0015925"
MONDO:0015930
MONDO:0015931	"MONDO:0005070"
MONDO:0015932
MONDO:0015933
MONDO:0015934
MONDO:0015936	"MONDO:0002082"
MONDO:0015937
MONDO:0015938		"MONDO:0000001"
MONDO:0015939		"MONDO:0007179"
MONDO:0015940	"MONDO:0005554"
MONDO:0015945		"MONDO:0015356"
MONDO:0015946	"MONDO:0000001"
MONDO:0015948	"MONDO:0000001"
MONDO:0015949	"MONDO:0000001"
MONDO:0015950
MONDO:0015952	"MONDO:0024237"
MONDO:0015953		"MONDO:0005071"
MONDO:0015954	"MONDO:0021146"
MONDO:0015955	"MONDO:0005027"
MONDO:0015956	"MONDO:0000557"
MONDO:0015957	"MONDO:0005395"
MONDO:0015958	"MONDO:0005381"
MONDO:0015959	"MONDO:0005070"
MONDO:0015960	"MONDO:0021147"
MONDO:0015961
MONDO:0015963
MONDO:0015964
MONDO:0015965
MONDO:0015966
MONDO:0015968
MONDO:0015969	"MONDO:0003240"
MONDO:0015970
MONDO:0015971	"MONDO:0005495"
MONDO:0015972	"MONDO:0002280"
MONDO:0015973	"MONDO:0021181"
MONDO:0015975
MONDO:0015976
MONDO:0015979		"MONDO:0020573"
MONDO:0015980	"MONDO:0002263"
MONDO:0015981
MONDO:0015982	"MONDO:0001071"
MONDO:0015983	"MONDO:0000508"
MONDO:0015984	"MONDO:0005046"
MONDO:0015989	"MONDO:0010753"
MONDO:0015992	"MONDO:0000455"
MONDO:0015996	"MONDO:0001956"
MONDO:0016021	"MONDO:0100062"
MONDO:0016023	"MONDO:0001476"
MONDO:0016034
MONDO:0016036	"MONDO:0004684"
MONDO:0016050	"MONDO:0011841"
MONDO:0016054
MONDO:0016055
MONDO:0016069	MONDO:0002142
MONDO:0016072
MONDO:0016074	"MONDO:0005164"
MONDO:0016076	"MONDO:0005761"
MONDO:0016082		"MONDO:0008586"
MONDO:0016084	"MONDO:0009044"
MONDO:0016104		"MONDO:0005550"
MONDO:0016109
MONDO:0016110
MONDO:0016111
MONDO:0016114
MONDO:0016115
MONDO:0016116
MONDO:0016117
MONDO:0016118
MONDO:0016119	"MONDO:0009637"
MONDO:0016121
MONDO:0016123		"MONDO:0005864"
MONDO:0016124		"MONDO:0016105"
MONDO:0016125
MONDO:0016131
MONDO:0016132
MONDO:0016133
MONDO:0016134
MONDO:0016135
MONDO:0016136		"MONDO:0000437"
MONDO:0016137		"MONDO:0015923"
MONDO:0016138
MONDO:0016148		"MONDO:0016139"
MONDO:0016149
MONDO:0016150
MONDO:0016152
MONDO:0016154
MONDO:0016157
MONDO:0016169
MONDO:0016170
MONDO:0016172
MONDO:0016173
MONDO:0016174
MONDO:0016177		"MONDO:0021166"
MONDO:0016178
MONDO:0016179
MONDO:0016180		"MONDO:0005570"
MONDO:0016181		"MONDO:0005070"
MONDO:0016182
MONDO:0016183
MONDO:0016196
MONDO:0016200
MONDO:0016201
MONDO:0016212	"MONDO:0005725"
MONDO:0016221
MONDO:0016224
MONDO:0016228	"MONDO:0024296"
MONDO:0016229
MONDO:0016230
MONDO:0016232		"MedDRA:10025532"
MONDO:0016233
MONDO:0016234	"MONDO:0001256"
MONDO:0016235		"MONDO:0019063"
MONDO:0016245	"MONDO:0008170"
MONDO:0016246	"MONDO:0002752"
MONDO:0016247	MONDO:0003792
MONDO:0016250	"MONDO:0004988"
MONDO:0016251	"MONDO:0003185"
MONDO:0016252	"MONDO:0002715"
MONDO:0016253	"MONDO:0004992"
MONDO:0016254		"MONDO:0003629"
MONDO:0016257	"MONDO:0002878"
MONDO:0016261	"MONDO:0005210"
MONDO:0016265	"MONDO:0006745"
MONDO:0016274	"MONDO:0002974"
MONDO:0016275	"MONDO:0005153"
MONDO:0016278	"MONDO:0002877"
MONDO:0016279	"MONDO:0002876"
MONDO:0016286	"MONDO:0006133"
MONDO:0016287	"MONDO:0006132"
MONDO:0016288	"MONDO:0004542"
MONDO:0016300	"MONDO:0000153"
MONDO:0016313	"MONDO:0005086"
MONDO:0016314	"MONDO:0005192"
