cls	xref
MONDO:0020118	"GARD:19470"
MONDO:0010229	"GARD:1470"
MONDO:0010229	"MESH:C535981"
MONDO:0010229	"OMIM:300042"
MONDO:0010229	"NCIT:C35790"
MONDO:0010229	"SCTID:2965006"
MONDO:0019199	"Orphanet:79099"
MONDO:0019199	"GARD:18940"
MONDO:0019199	"UMLS:C4751206"
MONDO:0000127	"MedDRA:10063361"
MONDO:0000127	"ICD9:759.89"
MONDO:0000127	"SCTID:28557005"
MONDO:0000127	"DOID:0111724"
MONDO:0000127	"GARD:2449"
MONDO:0000127	"Orphanet:2623"
MONDO:0000127	"OMIMPS:231050"
MONDO:0001685	"UMLS:C0155147"
MONDO:0001685	"ICD9:372.12"
MONDO:0001685	"DOID:13326"
MONDO:0001685	"SCTID:39429002"
MONDO:0035511	"ICD10CM:T62.2"
MONDO:0035511	"GARD:22311"
MONDO:0035511	"Orphanet:570470"
MONDO:0017331	"MESH:C537400"
MONDO:0017331	"UMLS:C2931484"
MONDO:0017331	"Orphanet:2894"
MONDO:0008212	"OMIM:169200"
MONDO:0008212	"UMLS:C1868545"
MONDO:0008212	"MESH:C566814"
MONDO:0002327	"NCIT:C5432"
MONDO:0002327	"DOID:2516"
MONDO:0002327	"NANDO:2200852"
MONDO:0002327	"SCTID:445513004"
MONDO:0002327	"UMLS:C1334237"
MONDO:0003885	"NCIT:C5678"
MONDO:0003885	"UMLS:C1333114"
MONDO:0003885	"DOID:6460"
MONDO:0006069	"EFO:1000067"
MONDO:0006069	"DOID:6276"
MONDO:0006069	"NCIT:C5964"
MONDO:0006069	"UMLS:C1334556"
MONDO:0013390	"DOID:0110285"
MONDO:0013390	"Orphanet:254361"
MONDO:0013390	"GARD:12542"
MONDO:0013390	"UMLS:C3150989"
MONDO:0013390	"OMIM:613723"
MONDO:0007015	"ICD9:321.2"
MONDO:0007015	"ICD10CM:A87"
MONDO:0007015	"DOID:10310"
MONDO:0007015	"ICD9:047.9"
MONDO:0007015	"NCIT:C118298"
MONDO:0007015	"EFO:1001236"
MONDO:0007015	"MESH:D008587"
MONDO:0007015	"SCTID:58170007"
MONDO:0007015	"MedDRA:10047469"
MONDO:0007015	"ICD9:047.8"
MONDO:0007015	"UMLS:C0025297"
MONDO:0025701	"DOID:0070402"
MONDO:0025701	"OMIM:619328"
MONDO:0030105	"OMIM:618881"
MONDO:0030105	"Orphanet:570422"
MONDO:0030105	"GARD:18005"
MONDO:0859354	"OMIM:620198"
MONDO:0012818	"UMLS:C2677132"
MONDO:0012818	"GARD:10663"
MONDO:0012818	"MESH:C567393"
MONDO:0012818	"OMIM:612225"
MONDO:0012818	"SCTID:609576002"
MONDO:0012818	"DOID:0111107"
MONDO:0016061	"Orphanet:200421"
MONDO:0016061	"GARD:17099"
MONDO:0019578	"SCTID:717257000"
MONDO:0019578	"UMLS:C4273968"
MONDO:0019578	"GARD:19137"
MONDO:0019578	"Orphanet:90393"
MONDO:0015644	"GARD:20077"
MONDO:0015644	"UMLS:C0751791"
MONDO:0015644	"SCTID:765216006"
MONDO:0015644	"Orphanet:166415"
MONDO:0008668	"NCIT:C131685"
MONDO:0008668	"UMLS:C1264039"
MONDO:0008668	"GARD:17019"
MONDO:0008668	"Orphanet:166078"
MONDO:0008668	"MESH:D056725"
MONDO:0008668	"OMIM:193400"
MONDO:0008668	"SCTID:128106003"
MONDO:0008668	"DOID:0060573"
MONDO:0002737	"ICD9:381.03"
MONDO:0002737	"UMLS:C0395865"
MONDO:0002737	"DOID:3696"
MONDO:0002737	"SCTID:77478005"
MONDO:0018733	"GARD:21926"
MONDO:0018733	"Orphanet:464311"
MONDO:0001568	"DOID:12685"
MONDO:0001568	"NCIT:C92563"
MONDO:0001568	"ICD10CM:F80.2"
MONDO:0001568	"ICD9:315.32"
MONDO:0001568	"SCTID:25766007"
MONDO:0014464	"MESH:C565624"
MONDO:0014464	"Orphanet:431361"
MONDO:0014464	"UMLS:C1857252"
MONDO:0014464	"GARD:10327"
MONDO:0014464	"OMIM:616034"
MONDO:0021313	"NCIT:C6786"
MONDO:0021313	"ICD9:173.1"
MONDO:0021313	"SCTID:231829006"
MONDO:0014640	"UMLS:C4225326"
MONDO:0014640	"OMIM:616437"
MONDO:0014640	"DOID:0110068"
MONDO:0014640	"GARD:16113"
MONDO:0005057	"NCIT:C6875"
MONDO:0005057	"UMLS:C1265996"
MONDO:0005057	"ICDO:8013/3"
MONDO:0005057	"ONCOTREE:LUNE"
MONDO:0005057	"EFO:0000563"
MONDO:0005057	"DOID:0050872"
MONDO:0004944	"GARD:8729"
MONDO:0004944	"ICD10CM:A52.3"
MONDO:0004944	"DOID:9988"
MONDO:0004944	"ICD9:094.9"
MONDO:0004944	"NCIT:C84935"
MONDO:0004944	"SCTID:26039008"
MONDO:0004944	"ICD9:094.89"
MONDO:0004944	"ICD9:094"
MONDO:0004944	"MESH:D009494"
MONDO:0004944	"UMLS:C0027927"
MONDO:0002900	"DOID:4164"
MONDO:0002900	"SCTID:281560004"
MONDO:0002900	"DOID:0080905"
MONDO:0002900	"NCIT:C4826"
MONDO:0002900	"UMLS:C0559458"
MONDO:0019765	"ICD9:759.89"
MONDO:0019765	"Orphanet:93942"
MONDO:0019765	"SCTID:44518003"
MONDO:0022034	"MESH:D016180"
MONDO:0022034	"EFO:1001357"
MONDO:0022034	"UMLS:C0079680"
MONDO:0002172	"ICD9:381.5"
MONDO:0002172	"ICD9:381.50"
MONDO:0002172	"UMLS:C0155428"
MONDO:0002172	"DOID:2000"
MONDO:0002172	"ICD10CM:H68.0"
MONDO:0002172	"SCTID:270491006"
MONDO:0011124	"OMIM:601668"
MONDO:0011124	"MESH:C566644"
MONDO:0011124	"UMLS:C1866507"
MONDO:0011124	"GARD:17030"
MONDO:0011124	"Orphanet:168451"
MONDO:0006459	"ICDO:8583/1"
MONDO:0006459	"NCIT:C6887"
MONDO:0006459	"UMLS:C1266094"
MONDO:0006459	"EFO:1000584"
MONDO:0006459	"DOID:6917"
MONDO:0012682	"OMIM:611521"
MONDO:0012682	"UMLS:C1969086"
MONDO:0012682	"DOID:0111989"
MONDO:0012682	"MESH:C566928"
MONDO:0012682	"GARD:17514"
MONDO:0012682	"Orphanet:331226"
MONDO:0008889	"UMLS:C0040021"
MONDO:0008889	"SCTID:52403007"
MONDO:0008889	"ICD9:443.1"
MONDO:0008889	"NORD:880"
MONDO:0008889	"GARD:5969"
MONDO:0008889	"MESH:D013919"
MONDO:0008889	"MedDRA:10043540"
MONDO:0008889	"EFO:1001211"
MONDO:0008889	"OMIM:211480"
MONDO:0008889	"NCIT:C35070"
MONDO:0008889	"icd11.foundation:1000683110"
MONDO:0008889	"NANDO:1200266"
MONDO:0008889	"DOID:12918"
MONDO:0008889	"Orphanet:36258"
MONDO:0009835	"ICD9:046.2"
MONDO:0009835	"MESH:D013344"
MONDO:0009835	"NCIT:C85171"
MONDO:0009835	"icd11.foundation:1098683540"
MONDO:0009835	"Orphanet:2806"
MONDO:0009835	"NANDO:2100245"
MONDO:0009835	"NANDO:1200195"
MONDO:0009835	"ICD10CM:A81.1"
MONDO:0009835	"NANDO:1200196"
MONDO:0009835	"GARD:7708"
MONDO:0009835	"NORD:1743"
MONDO:0009835	"NANDO:2200899"
MONDO:0009835	"EFO:0007502"
MONDO:0009835	"OMIM:260470"
MONDO:0009835	"NANDO:1200198"
MONDO:0009835	"UMLS:C0038522"
MONDO:0009835	"DOID:8970"
MONDO:0007401	"UMLS:C1838347"
MONDO:0007401	"MESH:C563973"
MONDO:0007401	"GARD:998"
MONDO:0007401	"SCTID:720813007"
MONDO:0007401	"Orphanet:1538"
MONDO:0007401	"OMIM:123155"
MONDO:0017849	"GARD:4867"
MONDO:0017849	"SCTID:721076000"
MONDO:0017849	"Orphanet:3167"
MONDO:0017849	"UMLS:C2931473"
MONDO:0017849	"MESH:C537335"
MONDO:0010919	"MESH:C563458"
MONDO:0010919	"UMLS:C1833487"
MONDO:0010919	"OMIM:600670"
MONDO:0020099	"NANDO:1200892"
MONDO:0020099	"Orphanet:98362"
MONDO:0020099	"OMIMPS:300751"
MONDO:0020099	"UMLS:C0221018"
MONDO:0020099	"icd11.foundation:789053868"
MONDO:0020099	"GARD:19453"
MONDO:0005526	"ICD9:037"
MONDO:0005526	"MedDRA:10043376"
MONDO:0005526	"DOID:11338"
MONDO:0005526	"MESH:D013742"
MONDO:0005526	"SCTID:276202003"
MONDO:0005526	"UMLS:C0039614"
MONDO:0005526	"GARD:5144"
MONDO:0005526	"SCTID:76902006"
MONDO:0005526	"Orphanet:3299"
MONDO:0005526	"NCIT:C85185"
MONDO:0005526	"EFO:0005593"
MONDO:0021275	"SCTID:314515006"
MONDO:0021275	"UMLS:C1142491"
MONDO:0021275	"NCIT:C4061"
MONDO:0041167	"UMLS:C0342569"
MONDO:0041167	"SCTID:237833006"
MONDO:0001160	"DOID:10935"
MONDO:0001160	"NCIT:C92197"
MONDO:0001160	"ICD9:300.15"
MONDO:0001160	"ICD9:300.9"
MONDO:0001160	"MESH:D004213"
MONDO:0008902	"UMLS:C1859355"
MONDO:0008902	"MESH:C537976"
MONDO:0008902	"OMIM:211965"
MONDO:0010112	"UMLS:C2931220"
MONDO:0010112	"Orphanet:3311"
MONDO:0010112	"GARD:5160"
MONDO:0010112	"MESH:C536504"
MONDO:0010112	"OMIM:273490"
MONDO:0012565	"DOID:0111094"
MONDO:0012565	"UMLS:C1835817"
MONDO:0012565	"OMIM:610832"
MONDO:0012565	"GARD:15500"
MONDO:0012565	"MESH:C563657"
MONDO:0013511	"OMIM:613977"
MONDO:0013511	"UMLS:C3151421"
MONDO:0060782	"NCIT:C27274"
MONDO:0060782	"UMLS:C1335471"
MONDO:0019260	"UMLS:C0022797"
MONDO:0019260	"NANDO:2201244"
MONDO:0019260	"SCTID:62009002"
MONDO:0019260	"NORD:1341"
MONDO:0019260	"Orphanet:79262"
MONDO:0019260	"GARD:10973"
MONDO:0019260	"NANDO:1200155"
MONDO:0021483	"NCIT:C4420"
MONDO:0021483	"ICD9:212.0"
MONDO:0021483	"UMLS:C0345674"
MONDO:0021483	"SCTID:92115005"
MONDO:0016447	"Orphanet:228290"
MONDO:0016447	"GARD:20587"
MONDO:0006130	"EFO:1000158"
MONDO:0006130	"NCIT:C9293"
MONDO:0700088	"Orphanet:98810"
MONDO:0700088	"GARD:8722"
MONDO:0001288	"UMLS:C0156346"
MONDO:0001288	"SCTID:198253003"
MONDO:0001288	"ICD10CM:N80.4"
MONDO:0001288	"ICD9:617.4"
MONDO:0001288	"DOID:11431"
MONDO:0001288	"NCIT:C128064"
MONDO:0004514	"NCIT:C34479"
MONDO:0004514	"DOID:8252"
MONDO:0004514	"SCTID:86094006"
MONDO:0004514	"ICD9:472.0"
MONDO:0004514	"UMLS:C0008711"
MONDO:0020286	"Orphanet:98718"
MONDO:0020286	"GARD:19552"
MONDO:0024877	"ICD9:239.5"
MONDO:0024877	"UMLS:C1263793"
MONDO:0024877	"SCTID:126925009"
MONDO:0019823	"GARD:19271"
MONDO:0019823	"Orphanet:95486"
MONDO:0003317	"DOID:5178"
MONDO:0003317	"UMLS:C1334705"
MONDO:0003317	"NCIT:C38158"
MONDO:0013967	"GARD:15881"
MONDO:0013967	"DOID:0081274"
MONDO:0013967	"OMIM:614920"
MONDO:0013967	"UMLS:C3554055"
MONDO:0030827	"OMIM:619840"
MONDO:0023662	"OMIM:619369"
MONDO:0011553	"OMIM:605428"
MONDO:0011553	"UMLS:C1854275"
MONDO:0011553	"DOID:0110484"
MONDO:0011553	"GARD:22599"
MONDO:0011553	"MESH:C565329"
MONDO:0044744	"SCTID:48976006"
MONDO:0044744	"NANDO:2200684"
MONDO:0044744	"NCIT:C99022"
MONDO:0017051	"GARD:17263"
MONDO:0017051	"Orphanet:268145"
MONDO:0017051	"NANDO:2201078"
MONDO:0007395	"MESH:C536453"
MONDO:0007395	"SCTID:702362004"
MONDO:0007395	"ICD9:759.89"
MONDO:0007395	"Orphanet:1529"
MONDO:0007395	"DOID:0111336"
MONDO:0007395	"GARD:1571"
MONDO:0007395	"OMIM:122880"
MONDO:0007571	"GARD:6377"
MONDO:0007571	"NCIT:C125383"
MONDO:0007571	"Orphanet:90026"
MONDO:0007571	"SCTID:709489006"
MONDO:0007571	"UMLS:C0014805"
MONDO:0007571	"OMIM:133020"
MONDO:1010520	"OMIA:001140-9615"
MONDO:0012955	"OMIM:612593"
MONDO:0012955	"UMLS:C2675479"
MONDO:0010794	"MESH:C537396"
MONDO:0010794	"icd11.foundation:2089784682"
MONDO:0010794	"UMLS:C1328349"
MONDO:0010794	"MedDRA:10062940"
MONDO:0010794	"OMIM:551500"
MONDO:0010794	"GARD:262"
MONDO:0010794	"Orphanet:644"
MONDO:0010794	"DOID:0111273"
MONDO:0010639	"OMIM:308850"
MONDO:0010639	"UMLS:C4319572"
MONDO:0010639	"Orphanet:2375"
MONDO:0010639	"SCTID:724178000"
MONDO:0010639	"GARD:16597"
MONDO:0054791	"DOID:0070405"
MONDO:0054791	"UMLS:C4693779"
MONDO:0054791	"OMIM:617964"
MONDO:0020704	"MedDRA:10069417"
MONDO:0019368	"Orphanet:83451"
MONDO:0019368	"NCIT:C8381"
MONDO:0019368	"MESH:C537063"
MONDO:0019368	"ICDO:9275/0"
MONDO:0019368	"UMLS:C0555197"
MONDO:0019368	"GARD:10173"
MONDO:0019368	"ICD10CM:D16.5"
MONDO:0019368	"SCTID:715634002"
MONDO:0022932	"Orphanet:3215"
MONDO:0022932	"MESH:C535988"
MONDO:0022932	"UMLS:C2931076"
MONDO:0018492	"NCIT:C36260"
MONDO:0018492	"UMLS:C1333985"
MONDO:0018492	"DOID:7192"
MONDO:0018492	"Orphanet:422526"
MONDO:0018492	"GARD:9571"
MONDO:0018492	"SCTID:764961009"
MONDO:0016554	"UMLS:C4751432"
MONDO:0016554	"Orphanet:238688"
MONDO:0016554	"GARD:20644"
MONDO:0005001	"ICD9:535.4"
MONDO:0005001	"NCIT:C26929"
MONDO:0005001	"HP:0005231"
MONDO:0005001	"ICD9:535.41"
MONDO:0005001	"ICD9:535.40"
MONDO:0005001	"UMLS:C0085695"
MONDO:0005001	"SCTID:8493009"
MONDO:0005001	"EFO:0000337"
MONDO:0008518	"UMLS:C1876184"
MONDO:0008518	"GARD:9863"
MONDO:0008518	"DOID:14762"
MONDO:0008518	"MESH:C538156"
MONDO:0008518	"SCTID:62628008"
MONDO:0008518	"ICD9:755.8"
MONDO:0008518	"OMIM:186400"
MONDO:0045022	"ICD9:277.89"
MONDO:0045022	"NANDO:2100161"
MONDO:0045022	"SCTID:116021002"
MONDO:0045022	"UMLS:C1263739"
MONDO:0014314	"UMLS:C3810343"
MONDO:0014314	"OMIM:615709"
MONDO:0014314	"GARD:17642"
MONDO:0014314	"Orphanet:397927"
MONDO:0012040	"UMLS:C1838019"
MONDO:0012040	"OMIM:608448"
MONDO:0012040	"DOID:0110886"
MONDO:0012040	"MESH:C563926"
MONDO:1011102	"OMIA:002007-9615"
MONDO:0041052	"SCTID:2177002"
MONDO:0041052	"Orphanet:466673"
MONDO:0041052	"UMLS:C0032768"
MONDO:0015152	"OMIMPS:253600"
MONDO:0015152	"MESH:C538640"
MONDO:0015152	"GARD:19825"
MONDO:0015152	"Orphanet:102015"
MONDO:0015152	"icd11.foundation:319162980"
MONDO:0015152	"DOID:0110274"
MONDO:0015152	"UMLS:C2931907"
MONDO:0012274	"GARD:10077"
MONDO:0012274	"OMIM:609441"
MONDO:0012274	"DOID:0081237"
MONDO:0012274	"MESH:C537913"
MONDO:0019439	"Orphanet:85445"
MONDO:0019439	"NCIT:C3818"
MONDO:0019439	"UMLS:C3536715"
MONDO:0019439	"icd11.foundation:570181034"
MONDO:0019439	"SCTID:281034005"
MONDO:0019439	"ICD9:277.39"
MONDO:0019439	"MedDRA:10039811"
MONDO:0019439	"DOID:0080936"
MONDO:0019439	"GARD:10560"
MONDO:0030355	"DOID:0060918"
MONDO:0030355	"OMIM:619478"
MONDO:0017995	"Orphanet:329252"
MONDO:0017995	"UMLS:C4751002"
MONDO:0030723	"OMIM:619808"
MONDO:0025506	"MESH:D053570"
MONDO:0025506	"UMLS:C1721016"
MONDO:0012461	"OMIM:610269"
MONDO:0019930	"DOID:0112260"
MONDO:0019930	"GARD:16851"
MONDO:0019930	"Orphanet:96265"
MONDO:0030606	"OMIM:619720"
MONDO:0002033	"UMLS:C0153437"
MONDO:0002033	"NCIT:C9329"
MONDO:0002033	"ICD9:153.4"
MONDO:0002033	"DOID:1521"
MONDO:0044261	"OMIM:300488"
MONDO:0000721	"ICD9:277.2"
MONDO:0000721	"SCTID:190919008"
MONDO:0000721	"NANDO:2200588"
MONDO:0030995	"GARD:18541"
MONDO:0030995	"OMIM:619243"
MONDO:1010585	"OMIA:000424-9643"
MONDO:0005918	"DOID:11060"
MONDO:0005918	"MESH:D010923"
MONDO:0005918	"EFO:0007442"
MONDO:0005918	"SCTID:36813001"
MONDO:0005918	"NCIT:C26858"
MONDO:0017628	"GARD:21255"
MONDO:0017628	"ICD9:136.8"
MONDO:0017628	"UMLS:C0027123"
MONDO:0017628	"Orphanet:306553"
MONDO:0017628	"SCTID:81139004"
MONDO:0002790	"DOID:3855"
MONDO:0002790	"NCIT:C39908"
MONDO:0002790	"UMLS:C0341767"
MONDO:0002790	"SCTID:236740006"
MONDO:0002790	"ICD9:239.5"
MONDO:0004749	"UMLS:C0346611"
MONDO:0004749	"DOID:9299"
MONDO:0004749	"NCIT:C4569"
MONDO:0018084	"MedDRA:10048951"
MONDO:0018084	"GARD:5393"
MONDO:0018084	"MESH:C536932"
MONDO:0018084	"Orphanet:3403"
MONDO:0007174	"UMLS:C1862387"
MONDO:0007174	"ICD9:426.81"
MONDO:0007174	"MESH:D008151"
MONDO:0007174	"DOID:13087"
MONDO:0007174	"OMIM:108950"
MONDO:0007174	"Orphanet:844"
MONDO:0007174	"GARD:16550"
MONDO:0007174	"MedDRA:10024984"
MONDO:0007174	"SCTID:55475008"
MONDO:0008238	"OMIM:171660"
MONDO:0001138	"DOID:10846"
MONDO:0001138	"ICD9:569.84"
MONDO:0001138	"SCTID:235853006"
MONDO:0001138	"ICD9:569.85"
MONDO:0001138	"UMLS:C0267367"
MONDO:0011788	"Orphanet:93267"
MONDO:0011788	"UMLS:C1846671"
MONDO:0011788	"SCTID:717771007"
MONDO:0011788	"GARD:16811"
MONDO:0011788	"OMIM:607161"
MONDO:0011788	"MESH:C564611"
MONDO:0003411	"UMLS:C1511313"
MONDO:0003411	"NCIT:C40396"
MONDO:0003411	"DOID:5370"
MONDO:0016092	"GARD:20346"
MONDO:0016092	"Orphanet:206470"
MONDO:0019121	"SCTID:415125002"
MONDO:0019121	"ICD9:136.3"
MONDO:0019121	"ICD10CM:B59"
MONDO:0019121	"MESH:D011020"
MONDO:0019121	"DOID:11339"
MONDO:0019121	"ICD10EXP:B59+"
MONDO:0019121	"NCIT:C3334"
MONDO:0019121	"ICD10EXP:J17.3*"
MONDO:0019121	"icd11.foundation:404370038"
MONDO:0019121	"Orphanet:723"
MONDO:0019121	"NORD:1923"
MONDO:0019121	"GARD:4386"
MONDO:0019121	"EFO:0007448"
MONDO:0019121	"UMLS:C1535939"
MONDO:0015846	"Orphanet:180148"
MONDO:0015846	"GARD:20187"
MONDO:0018271	"NANDO:2200054"
MONDO:0018271	"ICDO:9364/3"
MONDO:0018271	"NANDO:2200055"
MONDO:0018271	"GARD:17601"
MONDO:0018271	"Orphanet:370348"
MONDO:0018271	"UMLS:C0684337"
MONDO:0018271	"NCIT:C9341"
MONDO:0006162	"UMLS:C3272611"
MONDO:0006162	"EFO:1000195"
MONDO:0006162	"NCIT:C96160"
MONDO:0005392	"HP:0002650"
MONDO:0005392	"ICD10CM:M41"
MONDO:0005392	"MESH:D012600"
MONDO:0005392	"NCIT:C78603"
MONDO:0005392	"ICD9:737.43"
MONDO:0005392	"SCTID:298382003"
MONDO:0005392	"DOID:0060249"
MONDO:0005392	"EFO:0004273"
MONDO:0018798	"GARD:21970"
MONDO:0018798	"Orphanet:477808"
MONDO:0009679	"MESH:C564985"
MONDO:0009679	"OMIM:253900"
MONDO:0009679	"GARD:779"
MONDO:0009679	"Orphanet:1155"
MONDO:0009679	"UMLS:C1850865"
MONDO:0009679	"DOID:0110631"
MONDO:0010386	"DOID:0112003"
MONDO:0010386	"GARD:12915"
MONDO:0010386	"OMIM:300584"
MONDO:0010386	"UMLS:C1970879"
MONDO:0010386	"MESH:C536289"
MONDO:0010386	"Orphanet:319612"
MONDO:0010386	"MESH:C567070"
MONDO:0010386	"OMIM:300636"
MONDO:0044746	"ICD10CM:A20-A28"
MONDO:0044746	"NCIT:C35373"
MONDO:0044746	"UMLS:C0311376"
MONDO:0020451	"GARD:19663"
MONDO:0020451	"Orphanet:99122"
MONDO:0020451	"SCTID:62335009"
MONDO:0020451	"ICD9:747.49"
MONDO:0044347	"ICD9:289.9"
MONDO:0044347	"UMLS:C0221016"
MONDO:0044347	"SCTID:38292009"
MONDO:0013030	"OMIM:612877"
MONDO:0013030	"DOID:0110458"
MONDO:0013030	"GARD:15588"
MONDO:0013030	"MESH:C567877"
MONDO:0013030	"UMLS:C2752072"
MONDO:0012957	"OMIM:612595"
MONDO:0000891	"DOID:0080182"
MONDO:0006794	"EFO:1000974"
MONDO:0006794	"MedDRA:10020764"
MONDO:0006794	"NCIT:C82863"
MONDO:0006794	"ICD9:446.29"
MONDO:0006794	"SCTID:60555002"
MONDO:0006794	"DOID:9809"
MONDO:0006794	"ICD9:446.2"
MONDO:0006794	"ICD9:446.20"
MONDO:0004380	"SCTID:446643000"
MONDO:0004380	"Orphanet:86903"
MONDO:0004380	"DOID:7849"
MONDO:0004380	"ONCOTREE:DCS"
MONDO:0004380	"GARD:19082"
MONDO:0004380	"NCIT:C27260"
MONDO:0014549	"OMIM:616248"
MONDO:0014549	"UMLS:C4015686"
MONDO:0800043	"SCTID:254097005"
MONDO:0800043	"MESH:C537502"
MONDO:0800043	"OMIM:601559"
MONDO:0800043	"GARD:5045"
MONDO:0800043	"UMLS:C5676888"
MONDO:0800043	"Orphanet:3206"
MONDO:0858999	"Orphanet:633004"
MONDO:0022934	"UMLS:C2931077"
MONDO:0022934	"MESH:C535989"
MONDO:0100471	"SCTID:34713006"
MONDO:0100471	"NCIT:C114830"
MONDO:0100471	"DOID:10574"
MONDO:0100471	"UMLS:C0042870"
MONDO:0100471	"ICD10CM:E55"
MONDO:0100471	"ICD9:268"
MONDO:0100471	"MESH:D014808"
MONDO:0100471	"HP:0100512"
MONDO:0010804	"OMIM:600048"
MONDO:0004224	"DOID:7441"
MONDO:0004224	"NCIT:C35602"
MONDO:0004224	"UMLS:C1333042"
MONDO:0013147	"OMIM:613122"
MONDO:0013147	"MESH:C567733"
MONDO:0013147	"GARD:15621"
MONDO:0013147	"UMLS:C2751084"
MONDO:0013147	"DOID:0110424"
MONDO:0003027	"UMLS:C1336748"
MONDO:0003027	"DOID:4514"
MONDO:0003027	"NCIT:C6043"
MONDO:0013537	"OMIM:614035"
MONDO:0013537	"GARD:22641"
MONDO:0013537	"DOID:0110487"
MONDO:0013537	"UMLS:C3279660"
MONDO:0000500	"SCTID:276952000"
MONDO:0000500	"UMLS:C0349566"
MONDO:0000500	"NCIT:C4648"
MONDO:0000500	"DOID:0050865"
MONDO:0006403	"UMLS:C1519172"
MONDO:0006403	"NCIT:C40410"
MONDO:0006403	"EFO:1000516"
MONDO:0006403	"DOID:297"
MONDO:0007961	"OMIM:155350"
MONDO:0007961	"UMLS:C3805727"
MONDO:0003476	"DOID:5507"
MONDO:0003476	"NCIT:C4714"
MONDO:0003476	"ONCOTREE:CCE"
MONDO:1010209	"OMIA:000615"
MONDO:0000910	"OMIM:312612"
MONDO:0000910	"GARD:10377"
MONDO:0000910	"DOID:0110413"
MONDO:0000910	"MESH:C564065"
MONDO:0000910	"UMLS:C1839368"
MONDO:0000910	"ICD10CM:H35.5"
MONDO:0007939	"OMIM:154275"
MONDO:0007939	"MESH:C535695"
MONDO:0005665	"DOID:12506"
MONDO:0005665	"NCIT:C26769"
MONDO:0005665	"MESH:D020330"
MONDO:0005665	"Orphanet:2810"
MONDO:0005665	"ICD9:351.0"
MONDO:0005665	"EFO:0007167"
MONDO:0005665	"UMLS:C0376175"
MONDO:0005665	"SCTID:193093009"
MONDO:0005665	"ICD10CM:G51.0"
MONDO:0010282	"OMIM:300259"
MONDO:0012778	"OMIM:612007"
MONDO:0020548	"GARD:8759"
MONDO:0015770	"NCIT:C120162"
MONDO:0015770	"UMLS:C3899503"
MONDO:0015770	"ICD10CM:E23.0"
MONDO:0015770	"GARD:20135"
MONDO:0015770	"Orphanet:174590"
MONDO:0015770	"SCTID:722944006"
MONDO:0015770	"NANDO:1200383"
MONDO:0031031	"DOID:0081236"
MONDO:0031031	"OMIM:619988"
MONDO:0015449	"Orphanet:1461"
MONDO:0015449	"ICD9:746.89"
MONDO:0015449	"GARD:18724"
MONDO:0015449	"MESH:D003420"
MONDO:0015449	"SCTID:253269002"
MONDO:0001694	"SCTID:17157001"
MONDO:0001694	"ICD9:370.52"
MONDO:0001694	"DOID:13353"
MONDO:0001694	"UMLS:C0155089"
MONDO:0007597	"MESH:C565024"
MONDO:0007597	"UMLS:C1851376"
MONDO:0007597	"OMIM:134510"
MONDO:0002640	"UMLS:C0524802"
MONDO:0002640	"SCTID:395505000"
MONDO:0002640	"DOID:3419"
MONDO:0002640	"EFO:1001073"
MONDO:0002640	"NCIT:C4801"
MONDO:0002640	"ICD9:239.7"
MONDO:0002640	"MESH:D019574"
MONDO:0030997	"OMIM:619272"
MONDO:0030997	"GARD:16440"
MONDO:0011376	"OMIM:603829"
MONDO:0011376	"MESH:C567851"
MONDO:0011376	"SCTID:233915000"
MONDO:0011376	"UMLS:C2751898"
MONDO:0014024	"OMIM:615043"
MONDO:0014024	"UMLS:C2680446"
MONDO:0014024	"GARD:17473"
MONDO:0014024	"SCTID:764736001"
MONDO:0014024	"Orphanet:320370"
MONDO:0014024	"DOID:0110795"
MONDO:0010996	"GARD:9902"
MONDO:0010996	"MESH:C537140"
MONDO:0010996	"OMIM:601101"
MONDO:0002707	"NCIT:C9131"
MONDO:0002707	"ONCOTREE:IMMC"
MONDO:0002707	"SCTID:444712000"
MONDO:0002707	"DOID:3610"
MONDO:0002707	"UMLS:C1334807"
MONDO:0700138	"NCIT:C134768"
MONDO:0017136	"SCTID:725164008"
MONDO:0017136	"DOID:0060288"
MONDO:0017136	"Orphanet:2733"
MONDO:0017136	"OMIMPS:258315"
MONDO:0017136	"GARD:16608"
MONDO:0017136	"UMLS:C4510897"
MONDO:0013819	"GARD:15820"
MONDO:0013819	"DOID:0070044"
MONDO:0013819	"UMLS:C3553247"
MONDO:0013819	"OMIM:614607"
MONDO:0014180	"OMIM:615425"
MONDO:0014180	"GARD:17690"
MONDO:0014180	"UMLS:C3809470"
MONDO:0014180	"Orphanet:412181"
MONDO:0001303	"DOID:11518"
MONDO:0001303	"HP:0007686"
MONDO:0001303	"ICD9:379.49"
MONDO:0001303	"SCTID:72124005"
MONDO:0001303	"ICD9:379.40"
MONDO:0007206	"OMIM:112270"
MONDO:0043555	"MESH:D003968"
MONDO:0043555	"UMLS:C0011992"
MONDO:0043555	"SCTID:39963006"
MONDO:0019774	"Orphanet:93970"
MONDO:0017494	"Orphanet:295085"
MONDO:0016124	"Orphanet:206985"
MONDO:0018577	"UMLS:C5680045"
MONDO:0018577	"GARD:21820"
MONDO:0018577	"Orphanet:436274"
MONDO:0006468	"SCTID:255031003"
MONDO:0006468	"DOID:0080522"
MONDO:0006468	"icd11.foundation:320540024"
MONDO:0006468	"EFO:1000595"
