x	p	y
MONDO:0020602	RO:0004020	http://identifiers.org/hgnc/4451
MONDO:0007794	RO:0004020	http://identifiers.org/hgnc/4419
MONDO:0006373	RO:0004029	MONDO:0019833
MONDO:0005526	RO:0004028	NCBITaxon:1513
MONDO:0007104	RO:0004029	HP:0000726
MONDO:0007376	RO:0004020	http://identifiers.org/hgnc/23785
MONDO:0044137	RO:0004026	UBERON:0001798
MONDO:0004095	RO:0004026	CL:0000236
MONDO:0024563	RO:0004020	http://identifiers.org/hgnc/13481
MONDO:0007163	RO:0004020	http://identifiers.org/hgnc/1388
MONDO:0002994	RO:0004030	CL:0000173
MONDO:0011480	RO:0004020	http://identifiers.org/hgnc/144
MONDO:0015876	RO:0002573	MONDO:0021136
MONDO:0005098	RO:0004026	UBERON:0003499
MONDO:0001491	RO:0004029	HP:0002099
MONDO:0019537	RO:0002573	MONDO:0021136
MONDO:0016120	http://purl.obolibrary.org/obo/mondo#disease_has_major_feature	HP:0002486
MONDO:0011214	RO:0004020	http://identifiers.org/hgnc/45
MONDO:0007608	RO:0002573	MONDO:0021136
MONDO:0012931	http://purl.obolibrary.org/obo/mondo#predisposes_towards	MONDO:0005363
MONDO:0013750	RO:0004020	http://identifiers.org/hgnc/1987
MONDO:0000791	RO:0004028	NCBITaxon:7962
MONDO:0008504	RO:0004020	http://identifiers.org/hgnc/3327
MONDO:0004312	RO:0004026	UBERON:0003689
MONDO:0014247	RO:0004020	http://identifiers.org/hgnc/10583
MONDO:0013753	RO:0004020	http://identifiers.org/hgnc/25135
MONDO:0012807	RO:0004020	http://identifiers.org/hgnc/9069
MONDO:0007118	RO:0004020	http://identifiers.org/hgnc/6181
MONDO:0001693	RO:0004029	HP:0000739
MONDO:0017572	RO:0004028	NCBITaxon:11084
MONDO:0013732	RO:0004020	http://identifiers.org/hgnc/18713
MONDO:0005724	RO:0004028	NCBITaxon:5207
MONDO:0011190	RO:0004020	http://identifiers.org/hgnc/17870
MONDO:0011766	RO:0004020	http://identifiers.org/hgnc/2865
MONDO:0014344	RO:0004020	http://identifiers.org/hgnc/7976
MONDO:0014818	RO:0004020	http://identifiers.org/hgnc/18658
MONDO:0007222	RO:0004020	http://identifiers.org/hgnc/5136
MONDO:0010502	RO:0004020	http://identifiers.org/hgnc/12632
MONDO:0005713	RO:0002573	MONDO:0021140
MONDO:0008277	RO:0004030	UBERON:0000945
MONDO:0016223	RO:0002573	HP:0003593
MONDO:0007037	RO:0004020	http://identifiers.org/hgnc/3690
MONDO:0012517	RO:0004020	http://identifiers.org/hgnc/9498
MONDO:0014134	RO:0004020	http://identifiers.org/hgnc/6774
MONDO:0008104	RO:0004020	http://identifiers.org/hgnc/9644
MONDO:0021747	RO:0004028	NCBITaxon:5754
MONDO:0017782	RO:0002573	MONDO:0021136
MONDO:0017741	RO:0004021	GO:0006493
MONDO:0012463	RO:0004020	http://identifiers.org/hgnc/10729
MONDO:0011099	RO:0004020	http://identifiers.org/hgnc/5099
MONDO:0014785	RO:0004020	http://identifiers.org/hgnc/14951
MONDO:0013440	RO:0004020	http://identifiers.org/hgnc/2666
MONDO:0003832	RO:0004021	GO:0006956
MONDO:0019720	RO:0002573	MONDO:0021128
MONDO:0010554	RO:0004020	http://identifiers.org/hgnc/11600
MONDO:0006626	RO:0004022	MONDO:0005015
MONDO:0024283	RO:0004026	UBERON:0002073
MONDO:0009503	RO:0004020	http://identifiers.org/hgnc/21350
MONDO:0001627	http://purl.obolibrary.org/obo/mondo#disease_has_major_feature	HP:0000726
MONDO:0016726	RO:0002573	MONDO:0021136
MONDO:0020696	RO:0004021	GO:0009235
MONDO:0015550	RO:0004026	UBERON:0010402
MONDO:0019385	RO:0002573	MONDO:0021141
MONDO:0014795	http://purl.obolibrary.org/obo/mondo#disease_responds_to	CHEBI:17015
MONDO:0013015	RO:0004020	http://identifiers.org/hgnc/10586
MONDO:0011424	RO:0004029	MONDO:0021117
MONDO:0007740	RO:0004020	http://identifiers.org/hgnc/2464
MONDO:0015341	RO:0002573	MONDO:0021136
MONDO:0002413	RO:0004024	GO:0004346
MONDO:0013281	RO:0004020	http://identifiers.org/hgnc/18620
MONDO:0000957	RO:0004026	UBERON:0001850
MONDO:0014210	RO:0004020	http://identifiers.org/hgnc/494
MONDO:0002866	RO:0004026	UBERON:0002114
MONDO:0000229	RO:0002451	NCBITaxon:34632
MONDO:0022643	RO:0004026	UBERON:0003706
MONDO:0000473	RO:0004026	UBERON:0001637
MONDO:0005837	RO:0004026	UBERON:0001684
MONDO:0005449	RO:0004026	UBERON:0002350
MONDO:0003506	RO:0004026	UBERON:0002012
MONDO:0008713	RO:0004029	HP:0000534
MONDO:0005630	RO:0004028	NCBITaxon:723
MONDO:0009231	RO:0004020	http://identifiers.org/hgnc/4220
MONDO:0010974	RO:0004020	http://identifiers.org/hgnc/13394
MONDO:0027029	RO:0004028	NCBITaxon:10368
MONDO:0004656	RO:0004028	NCBITaxon:11041
MONDO:0033043	RO:0004020	http://identifiers.org/hgnc/19321
MONDO:0019359	RO:0004028	NCBITaxon:783
MONDO:0005328	RO:0004026	UBERON:0000019
MONDO:0014419	RO:0004020	http://identifiers.org/hgnc/6481
MONDO:0024654	RO:0004026	UBERON:0003129
MONDO:0019107	RO:0004020	http://identifiers.org/hgnc/10006
MONDO:0004333	BFO:0000054	GO:0051458
MONDO:0014269	RO:0004020	http://identifiers.org/hgnc/21365
MONDO:0009249	RO:0004020	http://identifiers.org/hgnc/417
MONDO:0007572	RO:0004020	http://identifiers.org/hgnc/3416
MONDO:0007597	RO:0004022	HP:0011858
MONDO:0013265	RO:0004020	http://identifiers.org/hgnc/14295
MONDO:0007496	RO:0004020	http://identifiers.org/hgnc/801
MONDO:0012658	RO:0004020	http://identifiers.org/hgnc/7866
MONDO:0009324	RO:0004020	http://identifiers.org/hgnc/27960
MONDO:0010383	RO:0004020	http://identifiers.org/hgnc/3775
MONDO:0013594	RO:0004020	http://identifiers.org/hgnc/15911
MONDO:0020541	RO:0002573	HP:0003581
MONDO:0018108	RO:0002573	MONDO:0021136
MONDO:0001535	RO:0004026	UBERON:0001759
MONDO:0010564	RO:0004020	http://identifiers.org/hgnc/4206
MONDO:0007557	RO:0004020	http://identifiers.org/hgnc/2214
MONDO:0012595	RO:0004020	http://identifiers.org/hgnc/6709
MONDO:0000705	RO:0004028	NCBITaxon:1496
MONDO:0014034	RO:0004020	http://identifiers.org/hgnc/30778
MONDO:0009567	RO:0004020	http://identifiers.org/hgnc/24624
MONDO:0012652	RO:0004020	http://identifiers.org/hgnc/27337
MONDO:0011469	RO:0004020	http://identifiers.org/hgnc/7217
MONDO:0023186	RO:0004029	MONDO:0005516
MONDO:0009206	RO:0004020	http://identifiers.org/hgnc/6631
MONDO:0005632	RO:0004022	MONDO:0011382
MONDO:0014584	RO:0004020	http://identifiers.org/hgnc/1965
MONDO:0006282	RO:0004020	CL:0002138
MONDO:0002681	RO:0004026	UBERON:0001886
MONDO:0010155	RO:0004020	http://identifiers.org/hgnc/21396
MONDO:0019803	RO:0002573	MONDO:0021136
MONDO:0013402	RO:0004020	http://identifiers.org/hgnc/8002
MONDO:0018017	RO:0004026	CL:0000160
MONDO:0017876	RO:0002451	NCBITaxon:134742
MONDO:0005127	RO:0004029	HP:0003474
MONDO:0011186	RO:0004020	http://identifiers.org/hgnc/14674
MONDO:0014259	RO:0004020	http://identifiers.org/hgnc/28844
MONDO:0045015	RO:0004021	GO:0008643
MONDO:0014380	RO:0004020	http://identifiers.org/hgnc/6758
MONDO:0013469	RO:0004020	http://identifiers.org/hgnc/7027
MONDO:0012803	RO:0004021	GO:0004555
MONDO:0027676	RO:0004029	HP:0000074
MONDO:0014659	RO:0004020	http://identifiers.org/hgnc/15625
MONDO:0009229	RO:0004020	http://identifiers.org/hgnc/21732
MONDO:0001613	RO:0004029	MONDO:0005299
MONDO:0018719	RO:0002573	MONDO:0021136
MONDO:0013577	RO:0002573	MONDO:0021136
MONDO:0005746	RO:0004029	HP:0002019
MONDO:0010929	RO:0004020	http://identifiers.org/hgnc/3444
MONDO:0010839	RO:0004020	http://identifiers.org/hgnc/18083
MONDO:0013337	RO:0004020	http://identifiers.org/hgnc/11278
MONDO:0019632	RO:0004029	HP:0002315
MONDO:0013565	RO:0004020	http://identifiers.org/hgnc/3588
MONDO:0014512	RO:0004020	http://identifiers.org/hgnc/9701
MONDO:0021054	RO:0004026	UBERON:0001474
MONDO:0010350	RO:0004020	http://identifiers.org/hgnc/2877
MONDO:0010035	RO:0004021	GO:0047598
MONDO:0043310	RO:0004022	MONDO:0001538
MONDO:0013190	RO:0004020	http://identifiers.org/hgnc/3534
MONDO:0001764	RO:0004026	UBERON:0002453
MONDO:0011853	RO:0004020	http://identifiers.org/hgnc/35126
MONDO:0007507	RO:0004020	http://identifiers.org/hgnc/18398
MONDO:0008176	RO:0004020	http://identifiers.org/hgnc/11280
MONDO:0001620	RO:0004029	HP:0001649
MONDO:0014099	RO:0004020	http://identifiers.org/hgnc/678
MONDO:0022993	RO:0004022	HP:0001959
MONDO:0010911	RO:0004020	http://identifiers.org/hgnc/358
MONDO:0011631	RO:0002573	MONDO:0021136
MONDO:0019040	RO:0002573	MONDO:0021136
MONDO:0013137	RO:0004020	http://identifiers.org/hgnc/9942
MONDO:0012969	RO:0004020	http://identifiers.org/hgnc/9204
MONDO:0006254	RO:0004030	UBERON:0001277
MONDO:0044324	RO:0002573	MONDO:0021136
MONDO:0018188	RO:0004030	UBERON:0000160
MONDO:0012460	RO:0004020	http://identifiers.org/hgnc/21253
MONDO:0054842	RO:0004020	http://identifiers.org/hgnc/14889
MONDO:0014834	RO:0004020	http://identifiers.org/hgnc/8772
MONDO:0017774	RO:0002573	MONDO:0021136
MONDO:0014462	RO:0004020	http://identifiers.org/hgnc/14082
MONDO:0000685	http://purl.obolibrary.org/obo/mondo#disease_has_major_feature	HP:0030222
MONDO:0005939	RO:0004028	NCBITaxon:10880
MONDO:0022965	RO:0004029	MONDO:0004897
MONDO:0015746	RO:0004022	HP:0012205
MONDO:0015739	RO:0002573	HP:0003581
MONDO:0002145	RO:0004021	GO:0007548
MONDO:0008770	RO:0004020	http://identifiers.org/hgnc/3344
MONDO:0009340	RO:0004020	http://identifiers.org/hgnc/4922
MONDO:0011836	RO:0004020	http://identifiers.org/hgnc/17194
MONDO:0010979	RO:0004029	MONDO:0000992
MONDO:0000336	RO:0004029	HP:0002354
MONDO:0008977	RO:0004020	http://identifiers.org/hgnc/3512
MONDO:0014369	RO:0004020	http://identifiers.org/hgnc/4318
MONDO:0011374	RO:0004020	http://identifiers.org/hgnc/18640
MONDO:0005172	RO:0004026	UBERON:0001434
MONDO:0008865	RO:0004020	http://identifiers.org/hgnc/23198
MONDO:0015356	RO:0002573	MONDO:0021136
MONDO:0013227	RO:0004020	http://identifiers.org/hgnc/8583
MONDO:0014171	RO:0004020	http://identifiers.org/hgnc/12417
MONDO:0010066	RO:0004020	http://identifiers.org/hgnc/6502
MONDO:0018242	RO:0002573	MONDO:0021136
MONDO:0009465	RO:0004020	http://identifiers.org/hgnc/19750
MONDO:0001160	BFO:0000054	MFOMD:0000119
MONDO:0012731	RO:0004020	http://identifiers.org/hgnc/3377
MONDO:0015943	RO:0004029	HP:0002239
MONDO:0005230	RO:0004029	HP:0100658
MONDO:0019013	RO:0002573	MONDO:0021136
MONDO:0011800	http://purl.obolibrary.org/obo/mondo#predisposes_towards	MONDO:0015917
MONDO:0014166	RO:0004020	http://identifiers.org/hgnc/14938
MONDO:0012801	RO:0004020	http://identifiers.org/hgnc/13830
MONDO:0009650	RO:0004020	http://identifiers.org/hgnc/29670
MONDO:0008852	RO:0002573	MONDO:0021136
MONDO:0008856	RO:0002573	HP:0000007
MONDO:0022633	RO:0004029	MONDO:0005307
MONDO:0016595	RO:0002573	MONDO:0021136
MONDO:0014612	RO:0004020	http://identifiers.org/hgnc/8609
MONDO:0013890	RO:0004020	http://identifiers.org/hgnc/14153
MONDO:0006004	RO:0004021	GO:0019229
MONDO:0013123	RO:0004020	http://identifiers.org/hgnc/11843
MONDO:0001933	RO:0004026	UBERON:0000016
MONDO:0011378	RO:0004020	http://identifiers.org/hgnc/1881
MONDO:0002021	RO:0004026	UBERON:0001828
MONDO:0005870	RO:0004029	HP:0001824
MONDO:0017337	RO:0002573	MONDO:0021136
MONDO:0003240	RO:0004026	UBERON:0002046
MONDO:0017874	RO:0004029	HP:0002315
MONDO:0012556	RO:0004020	http://identifiers.org/hgnc/23406
MONDO:0021232	RO:0004026	UBERON:0001905
MONDO:0017389	http://purl.obolibrary.org/obo/mondo#disease_responds_to	CHEBI:59560
MONDO:0012651	RO:0004020	http://identifiers.org/hgnc/6317
MONDO:0025371	RO:0004028	NCBITaxon:10780
MONDO:0030603	RO:0004028	NCBITaxon:570
MONDO:0012703	RO:0004020	http://identifiers.org/hgnc/20766
MONDO:0008854	RO:0004020	http://identifiers.org/hgnc/7108
MONDO:0021019	RO:0004020	http://identifiers.org/hgnc/20145
MONDO:0020013	RO:0004026	UBERON:0003672
MONDO:0014982	RO:0004020	http://identifiers.org/hgnc/8547
MONDO:0013912	RO:0004020	http://identifiers.org/hgnc/11521
MONDO:0005895	RO:0004028	NCBITaxon:34504
MONDO:0005404	RO:0004029	HP:0002315
MONDO:0013206	RO:0004020	http://identifiers.org/hgnc/11642
MONDO:0013345	RO:0004020	http://identifiers.org/hgnc/5383
MONDO:0012471	RO:0004020	http://identifiers.org/hgnc/24116
MONDO:0007892	RO:0004020	http://identifiers.org/hgnc/9587
MONDO:0019218	RO:0004021	GO:0006699
MONDO:0021205	RO:0004026	UBERON:0001690
MONDO:0014048	RO:0004020	http://identifiers.org/hgnc/391
MONDO:0011573	RO:0004020	http://identifiers.org/hgnc/19100
MONDO:0014772	RO:0002573	MONDO:0021128
MONDO:0013142	RO:0004020	http://identifiers.org/hgnc/25964
MONDO:0005442	RO:0004022	MONDO:0005147
MONDO:0002312	RO:0002573	MONDO:0045035
MONDO:0013849	RO:0004020	http://identifiers.org/hgnc/29086
MONDO:0010196	RO:0004020	http://identifiers.org/hgnc/12791
MONDO:0024531	RO:0004020	http://identifiers.org/hgnc/11386
MONDO:0003409	RO:0004026	UBERON:0001155
MONDO:0017872	RO:0004028	NCBITaxon:649188
MONDO:0020716	RO:0004020	http://identifiers.org/hgnc/11040
MONDO:0005438	RO:0002573	PATO:0002098
MONDO:0012252	RO:0004020	http://identifiers.org/hgnc/11103
MONDO:0013673	RO:0004020	http://identifiers.org/hgnc/12762
MONDO:0018702	RO:0004029	HP:0011974
MONDO:0056805	RO:0004026	UBERON:0001021
MONDO:0003579	RO:0004026	UBERON:0001793
MONDO:0006900	RO:0004027	UBERON:0005406
MONDO:0000803	RO:0004028	NCBITaxon:6687
MONDO:0007244	RO:0004020	http://identifiers.org/hgnc/2197
MONDO:0006978	RO:0004026	UBERON:0036301
MONDO:0044977	RO:0004024	GO:0038023
MONDO:0014771	RO:0004020	http://identifiers.org/hgnc/29068
MONDO:0009733	RO:0004020	http://identifiers.org/hgnc/12796
MONDO:0015792	RO:0002573	HP:0025153
MONDO:0014782	RO:0004020	http://identifiers.org/hgnc/1152
MONDO:0014575	RO:0004020	http://identifiers.org/hgnc/19102
MONDO:0003947	RO:0004024	GO:0023035
MONDO:0007024	RO:0004028	NCBITaxon:633
MONDO:0014525	RO:0004020	http://identifiers.org/hgnc/14880
MONDO:0015822	RO:0002573	MONDO:0021141
MONDO:0016237	RO:0002573	MONDO:0021136
MONDO:0014565	RO:0004020	http://identifiers.org/hgnc/14304
MONDO:0007272	RO:0004020	http://identifiers.org/hgnc/13815
MONDO:0018676	RO:0002573	MONDO:0021136
MONDO:0010714	RO:0004020	http://identifiers.org/hgnc/9086
MONDO:0014446	RO:0004020	http://identifiers.org/hgnc/28093
MONDO:0004869	RO:0004020	UBERON:0036268
MONDO:0004447	RO:0004026	UBERON:0002434
MONDO:0014704	RO:0004020	http://identifiers.org/hgnc/8804
MONDO:0005828	RO:0002573	MONDO:0021136
MONDO:0000516	RO:0004026	UBERON:0003221
MONDO:0034212	RO:0004028	CHEBI:44185
MONDO:0020345	RO:0004020	GO:0098793
MONDO:0014202	RO:0004020	http://identifiers.org/hgnc/12371
MONDO:0000332	RO:0004028	NCBITaxon:951
MONDO:0000904	RO:0004021	GO:0007411
MONDO:0015908	RO:0002573	MONDO:0021136
MONDO:0019257	RO:0002573	MONDO:0021136
MONDO:0011767	RO:0004020	http://identifiers.org/hgnc/16361
MONDO:0019512	RO:0002573	MONDO:0021136
MONDO:0018884	RO:0002573	MONDO:0021136
MONDO:0018149	RO:0004020	http://identifiers.org/hgnc/4298
MONDO:0006078	RO:0004022	MONDO:0012268
MONDO:0010967	RO:0004020	http://identifiers.org/hgnc/16513
MONDO:0011849	http://purl.obolibrary.org/obo/mondo#disease_has_major_feature	MONDO:0005083
MONDO:0005459	RO:0002573	MONDO:0021136
MONDO:0014747	RO:0004020	http://identifiers.org/hgnc/31582
MONDO:0000984	RO:0004029	MONDO:0003664
MONDO:0014548	RO:0004020	http://identifiers.org/hgnc/1442
MONDO:0012611	RO:0004020	http://identifiers.org/hgnc/30172
MONDO:0012536	RO:0004020	http://identifiers.org/hgnc/2379
MONDO:0016387	RO:0004024	GO:0006119
MONDO:0009015	RO:0004020	http://identifiers.org/hgnc/16438
MONDO:0006816	RO:0004026	UBERON:0000982
MONDO:0009955	RO:0004020	http://identifiers.org/hgnc/9949
MONDO:0016717	RO:0004030	UBERON:0003911
MONDO:0014285	RO:0004020	http://identifiers.org/hgnc/26929
MONDO:0013971	RO:0004020	http://identifiers.org/hgnc/29419
MONDO:0004607	RO:0004026	UBERON:0013165
MONDO:0018586	http://purl.obolibrary.org/obo/mondo#disease_responds_to	CHEBI:27363
MONDO:0010266	RO:0004020	http://identifiers.org/hgnc/11854
MONDO:0014245	RO:0004020	http://identifiers.org/hgnc/10306
MONDO:0008975	RO:0004029	HP:0000926
MONDO:0014375	RO:0004020	http://identifiers.org/hgnc/2843
MONDO:0013446	RO:0004020	http://identifiers.org/hgnc/13436
MONDO:0013598	RO:0004020	http://identifiers.org/hgnc/4223
MONDO:0009218	RO:0004020	http://identifiers.org/hgnc/735
MONDO:0015395	RO:0004026	UBERON:0036068
MONDO:0011918	RO:0004020	http://identifiers.org/hgnc/11050
MONDO:0016812	http://purl.obolibrary.org/obo/mondo#disease_responds_to	CHEBI:15765
MONDO:0004492	RO:0004027	UBERON:0003728
MONDO:0015014	RO:0004020	http://identifiers.org/hgnc/7105
MONDO:0014561	RO:0004020	http://identifiers.org/hgnc/30664
MONDO:0013625	RO:0004020	http://identifiers.org/hgnc/13487
MONDO:0015540	RO:0004030	CL:0000235
MONDO:0044995	RO:0004026	UBERON:0000011
MONDO:0008763	RO:0004029	HP:0000618
MONDO:0016756	RO:0004029	MONDO:0005872
MONDO:0021147	RO:0004024	GO:0032502
MONDO:0019284	RO:0002573	MONDO:0021128
MONDO:0009817	RO:0004020	http://identifiers.org/hgnc/21652
MONDO:0016143	RO:0004020	PR:000014785
MONDO:0006019	RO:0004028	NCBITaxon:168
MONDO:0024498	http://purl.obolibrary.org/obo/mondo#predisposes_towards	MONDO:0015917
MONDO:0018907	RO:0004030	UBERON:0012287
MONDO:0013269	RO:0004020	http://identifiers.org/hgnc/8950
MONDO:0021017	RO:0004020	GO:0045202
MONDO:0007333	RO:0004020	http://identifiers.org/hgnc/6121
MONDO:0014778	RO:0004020	http://identifiers.org/hgnc/11201
MONDO:0021913	RO:0004028	ECTO:0000121
MONDO:0005542	RO:0004026	UBERON:0000948
MONDO:0005774	RO:0004028	NCBITaxon:13373
MONDO:0007378	RO:0004020	http://identifiers.org/hgnc/15804
MONDO:0012414	RO:0004020	http://identifiers.org/hgnc/2529
MONDO:0009384	RO:0004020	http://identifiers.org/hgnc/6585
MONDO:0007566	RO:0004020	http://identifiers.org/hgnc/11772
MONDO:0012429	RO:0004020	http://identifiers.org/hgnc/25671
MONDO:0005147	http://purl.obolibrary.org/obo/mondo#disease_causes_feature	MONDO:0012819
MONDO:0013200	RO:0004020	http://identifiers.org/hgnc/12665
MONDO:0017861	RO:0004028	CHEBI:30742
MONDO:0005984	RO:0004028	NCBITaxon:5550
MONDO:0013510	http://purl.obolibrary.org/obo/mondo#predisposes_towards	MONDO:0005012
MONDO:0012924	RO:0004020	http://identifiers.org/hgnc/10397
MONDO:0005952	RO:0004029	HP:0002027
MONDO:0012753	RO:0004020	http://identifiers.org/hgnc/483
MONDO:0018402	RO:0004022	HP:0000133
MONDO:0013283	RO:0004020	http://identifiers.org/hgnc/1633
MONDO:0011458	RO:0004020	http://identifiers.org/hgnc/359
MONDO:0014442	RO:0004020	http://identifiers.org/hgnc/29021
MONDO:0022926	RO:0004029	MONDO:0005334
MONDO:0001597	RO:0004026	UBERON:0001736
MONDO:0020591	RO:0004026	UBERON:0002358
MONDO:0014787	RO:0004020	http://identifiers.org/hgnc/25491
MONDO:0003947	RO:0004029	HP:0002721
MONDO:0013585	RO:0004020	http://identifiers.org/hgnc/30497
MONDO:0009310	RO:0004020	http://identifiers.org/hgnc/7661
MONDO:0010060	RO:0004020	http://identifiers.org/hgnc/1160
MONDO:0009866	RO:0004020	http://identifiers.org/hgnc/8724
MONDO:0005831	RO:0004029	HP:0002716
MONDO:0012251	RO:0004020	http://identifiers.org/hgnc/559
MONDO:0018110	RO:0002573	MONDO:0021136
MONDO:0008040	RO:0004022	MONDO:0008608
MONDO:0015743	RO:0002573	MONDO:0021136
MONDO:0041447	RO:0004022	MONDO:0021063
MONDO:0011305	RO:0004020	http://identifiers.org/hgnc/8761
MONDO:0015337	RO:0002573	MONDO:0021128
MONDO:0013986	RO:0004020	http://identifiers.org/hgnc/21062
MONDO:0010457	RO:0004020	http://identifiers.org/hgnc/18704
MONDO:0024287	RO:0002573	MONDO:0021140
MONDO:0013815	RO:0004020	http://identifiers.org/hgnc/3689
MONDO:0004335	RO:0004026	UBERON:0001007
MONDO:0010401	RO:0004020	http://identifiers.org/hgnc/3702
MONDO:0043523	RO:0009501	ECTO:0001566
MONDO:0024463	RO:0004020	http://identifiers.org/hgnc/3969
MONDO:0015648	RO:0009501	GO:0001964
MONDO:0005557	RO:0004024	GO:0055074
MONDO:0014212	RO:0004020	http://identifiers.org/hgnc/15465
MONDO:0014440	RO:0004020	http://identifiers.org/hgnc/26648
MONDO:0014569	RO:0004020	http://identifiers.org/hgnc/8011
MONDO:0014776	RO:0004020	http://identifiers.org/hgnc/1394
MONDO:0005163	RO:0004028	NCBITaxon:11723
MONDO:0005894	RO:0004028	NCBITaxon:121759
MONDO:0004592	RO:0004028	NCBITaxon:1314
MONDO:0016270	RO:0002573	MONDO:0021136
MONDO:0014808	RO:0004020	http://identifiers.org/hgnc/11073
MONDO:0008553	RO:0004020	http://identifiers.org/hgnc/4238
MONDO:0021373	RO:0004026	UBERON:0001872
MONDO:0002615	RO:0004029	HP:0001114
MONDO:0014853	RO:0004020	http://identifiers.org/hgnc/6944
MONDO:0009843	RO:0004020	http://identifiers.org/hgnc/10648
MONDO:0100092	RO:0004020	http://identifiers.org/hgnc/10596
MONDO:0014873	RO:0004020	http://identifiers.org/hgnc/18591
MONDO:0014539	RO:0004020	http://identifiers.org/hgnc/18688
MONDO:0015215	RO:0002573	MONDO:0021128
MONDO:0013800	RO:0004020	http://identifiers.org/hgnc/18625
MONDO:0044348	RO:0004029	MONDO:0002280
MONDO:0000798	RO:0004028	FOODON:00002044
MONDO:0013897	RO:0004020	http://identifiers.org/hgnc/11768
MONDO:0011823	RO:0004020	http://identifiers.org/hgnc/132
MONDO:0009756	RO:0004020	http://identifiers.org/hgnc/11120
MONDO:0023868	RO:0002573	MONDO:0021136
MONDO:0005252	RO:0004026	UBERON:0000948
MONDO:0017262	RO:0002573	MONDO:0021128
MONDO:0014504	RO:0004020	http://identifiers.org/hgnc/1160
MONDO:0014700	RO:0004020	http://identifiers.org/hgnc/5044
MONDO:0014579	RO:0004020	http://identifiers.org/hgnc/18340
MONDO:0004258	RO:0004026	UBERON:0003100
MONDO:0008675	RO:0004020	http://identifiers.org/hgnc/7573
MONDO:0012233	RO:0004020	http://identifiers.org/hgnc/16627
MONDO:0005359	RO:0009501	ECTO:0000509
MONDO:0015260	RO:0004028	NCBITaxon:28845
MONDO:0004748	RO:0004026	UBERON:0001833
MONDO:0011450	RO:0004020	http://identifiers.org/hgnc/1100
MONDO:0011533	RO:0004020	http://identifiers.org/hgnc/17198
MONDO:0045046	RO:0004021	GO:0042403
MONDO:0011544	RO:0004020	http://identifiers.org/hgnc/10682
MONDO:0009617	RO:0004020	http://identifiers.org/hgnc/6954
MONDO:0012608	RO:0004020	http://identifiers.org/hgnc/29105
MONDO:0002269	RO:0004029	HP:0002013
MONDO:0022800	RO:0004020	http://identifiers.org/hgnc/2200
MONDO:0004611	RO:0004026	UBERON:0001733
MONDO:0007072	RO:0004029	HP:0002164
MONDO:0006635	RO:0004028	NCBITaxon:469
MONDO:0009134	RO:0004020	http://identifiers.org/hgnc/10702
MONDO:0044079	RO:0004029	MONDO:0001106
MONDO:0004829	RO:0004022	MONDO:0005092
MONDO:0012216	RO:0004020	http://identifiers.org/hgnc/32434
MONDO:0040566	RO:0004021	GO:0006749
MONDO:0012851	RO:0004029	HP:0002905
MONDO:0018669	RO:0002573	MONDO:0021136
MONDO:0011758	RO:0004021	GO:0003940
MONDO:0012466	http://purl.obolibrary.org/obo/mondo#predisposes_towards	MONDO:0005180
MONDO:0014215	RO:0004020	http://identifiers.org/hgnc/29937
MONDO:0014905	RO:0004020	http://identifiers.org/hgnc/24858
MONDO:0005963	RO:0004028	NCBITaxon:46580
MONDO:0013251	RO:0004020	http://identifiers.org/hgnc/17935
MONDO:0001369	RO:0002573	PATO:0001863
MONDO:0015861	RO:0002573	MONDO:0021136
MONDO:0001421	RO:0004026	UBERON:0016525
MONDO:0024540	RO:0004020	http://identifiers.org/hgnc/6294
MONDO:0016453	RO:0004028	NCBITaxon:36827
MONDO:0009852	RO:0004020	http://identifiers.org/hgnc/4268
MONDO:0005091	RO:0002573	MONDO:0021136
MONDO:0006654	RO:0004028	ENVO:02000099
MONDO:0011529	RO:0004020	http://identifiers.org/hgnc/6235
MONDO:0022293	RO:0004026	UBERON:0036269
MONDO:0011663	RO:0004020	http://identifiers.org/hgnc/443
MONDO:0003472	RO:0004028	NCBITaxon:121225
MONDO:0011720	RO:0004020	http://identifiers.org/hgnc/14468
MONDO:0005834	RO:0004026	UBERON:0002391
MONDO:0013655	RO:0004020	http://identifiers.org/hgnc/4584
MONDO:0007794	RO:0004020	http://identifiers.org/hgnc/4421
MONDO:0013484	RO:0004020	http://identifiers.org/hgnc/30831
MONDO:0002406	RO:0004027	UBERON:0000014
MONDO:0014108	RO:0004020	http://identifiers.org/hgnc/3436
MONDO:0011369	RO:0004020	http://identifiers.org/hgnc/20001
MONDO:0009398	RO:0004020	http://identifiers.org/hgnc/26031
MONDO:0005634	RO:0004028	NCBITaxon:12090
MONDO:0019494	RO:0002573	MONDO:0021136
MONDO:0013396	RO:0004020	http://identifiers.org/hgnc/7784
MONDO:0011866	RO:0004020	http://identifiers.org/hgnc/12718
MONDO:0001241	RO:0002573	HP:0025153
MONDO:0009614	RO:0004020	http://identifiers.org/hgnc/19331
MONDO:0018025	RO:0002573	PATO:0001863
MONDO:0012546	RO:0004020	http://identifiers.org/hgnc/17175
MONDO:0014842	RO:0004020	http://identifiers.org/hgnc/29529
MONDO:0006469	RO:0004026	UBERON:0000979
MONDO:0005040	RO:0004030	CL:0000586
MONDO:0024296	RO:0004026	UBERON:0007798
MONDO:0022932	RO:0004029	MONDO:0002531
MONDO:0005602	RO:0004030	UBERON:0000992
