x	p	y
MONDO:0018495	rdfs:subClassOf	MONDO:0015920
MONDO:0018494	rdfs:subClassOf	MONDO:0015329
MONDO:0003564	rdfs:subClassOf	MONDO:0002771
MONDO:0015288	rdfs:subClassOf	MONDO:0004609
MONDO:0003275	rdfs:subClassOf	MONDO:0021366
MONDO:0010354	rdfs:subClassOf	MONDO:0015150
MONDO:0014239	rdfs:subClassOf	MONDO:0016674
MONDO:0017896	rdfs:subClassOf	MONDO:0015075
MONDO:0024489	rdfs:subClassOf	MONDO:0024488
MONDO:0017677	rdfs:subClassOf	MONDO:0017676
MONDO:0011094	rdfs:subClassOf	MONDO:0018901
MONDO:0043199	rdfs:subClassOf	MONDO:0002254
MONDO:0015825	rdfs:subClassOf	MONDO:0020075
MONDO:0011925	rdfs:subClassOf	MONDO:0016149
MONDO:0041825	rdfs:subClassOf	MONDO:0021678
MONDO:0022647	rdfs:subClassOf	MONDO:0002254
MONDO:0003716	rdfs:subClassOf	MONDO:0005221
MONDO:0009020	rdfs:subClassOf	MONDO:0020213
MONDO:0007322	rdfs:subClassOf	MONDO:0007321
MONDO:0016001	rdfs:subClassOf	MONDO:0019058
MONDO:0013578	rdfs:subClassOf	MONDO:0002320
MONDO:0060671	rdfs:subClassOf	MONDO:0009696
MONDO:0019383	rdfs:subClassOf	MONDO:0015659
MONDO:0060783	rdfs:subClassOf	MONDO:0018479
MONDO:0009026	rdfs:subClassOf	MONDO:0020297
MONDO:0012230	rdfs:subClassOf	MONDO:0001384
MONDO:0004241	rdfs:subClassOf	MONDO:0002614
MONDO:0003749	rdfs:subClassOf	MONDO:0000651
MONDO:0021271	rdfs:subClassOf	MONDO:0000502
MONDO:0010590	rdfs:subClassOf	MONDO:0043005
MONDO:0006019	rdfs:subClassOf	MONDO:0005976
MONDO:0019169	rdfs:subClassOf	MONDO:0044976
MONDO:0020293	rdfs:subClassOf	MONDO:0020292
MONDO:0004016	rdfs:subClassOf	MONDO:0003733
MONDO:0013419	rdfs:subClassOf	MONDO:0015699
MONDO:0032909	rdfs:subClassOf	MONDO:0020811
MONDO:0003953	rdfs:subClassOf	MONDO:0003750
MONDO:0006054	rdfs:subClassOf	MONDO:0005039
MONDO:0007797	rdfs:subClassOf	MONDO:0016892
MONDO:0010092	rdfs:subClassOf	MONDO:0019117
MONDO:0006728	rdfs:subClassOf	MONDO:0005578
MONDO:0001538	rdfs:subClassOf	MONDO:0043218
MONDO:0000612	rdfs:subClassOf	MONDO:0005833
MONDO:0013246	rdfs:subClassOf	MONDO:0013209
MONDO:0009384	rdfs:subClassOf	MONDO:0019155
MONDO:0002207	rdfs:subClassOf	MONDO:0024336
MONDO:0021923	rdfs:subClassOf	MONDO:0009047
MONDO:0004380	rdfs:subClassOf	MONDO:0005089
MONDO:0017570	rdfs:subClassOf	MONDO:0006025
MONDO:0003673	rdfs:subClassOf	MONDO:0005068
MONDO:0018342	rdfs:subClassOf	MONDO:0015461
MONDO:0004406	rdfs:subClassOf	MONDO:0003405
MONDO:0029137	rdfs:subClassOf	MONDO:0019587
MONDO:0014505	rdfs:subClassOf	MONDO:0016021
MONDO:0024630	rdfs:subClassOf	MONDO:0024627
MONDO:0007995	rdfs:subClassOf	MONDO:0000169
MONDO:0001434	rdfs:subClassOf	MONDO:0003937
MONDO:0002387	rdfs:subClassOf	MONDO:0002397
MONDO:0014509	rdfs:subClassOf	MONDO:0011979
MONDO:0011093	rdfs:subClassOf	MONDO:0019249
MONDO:0013968	rdfs:subClassOf	MONDO:0005500
MONDO:0007476	rdfs:subClassOf	MONDO:0019275
MONDO:0019420	rdfs:subClassOf	MONDO:0015159
MONDO:0019178	rdfs:subClassOf	MONDO:0018751
MONDO:0007528	rdfs:subClassOf	MONDO:0020066
MONDO:0017368	rdfs:subClassOf	MONDO:0015938
MONDO:0008435	rdfs:subClassOf	MONDO:0003847
MONDO:0002068	rdfs:subClassOf	MONDO:0004379
MONDO:0020721	rdfs:subClassOf	MONDO:0010419
MONDO:0017138	rdfs:subClassOf	MONDO:0015246
MONDO:0021642	rdfs:subClassOf	MONDO:0004869
MONDO:0016244	rdfs:subClassOf	MONDO:0003832
MONDO:0007864	rdfs:subClassOf	MONDO:0016229
MONDO:0009782	rdfs:subClassOf	MONDO:0003847
MONDO:0013727	rdfs:subClassOf	MONDO:0000144
MONDO:0016433	rdfs:subClassOf	MONDO:0000508
MONDO:0032816	rdfs:subClassOf	MONDO:0003847
MONDO:0021464	rdfs:subClassOf	MONDO:0002278
MONDO:0024302	rdfs:subClassOf	MONDO:0001191
MONDO:0018127	rdfs:subClassOf	MONDO:0016914
MONDO:0018818	rdfs:subClassOf	MONDO:0016494
MONDO:0019181	rdfs:subClassOf	MONDO:0019117
MONDO:0016746	rdfs:subClassOf	MONDO:0003222
MONDO:0019388	rdfs:subClassOf	MONDO:0021248
MONDO:0019804	rdfs:subClassOf	MONDO:0015221
MONDO:0009706	rdfs:subClassOf	MONDO:0009637
MONDO:0000374	rdfs:subClassOf	MONDO:0005496
MONDO:0007581	rdfs:subClassOf	MONDO:0003847
MONDO:0013318	rdfs:subClassOf	MONDO:0003847
MONDO:0000382	rdfs:subClassOf	MONDO:0005165
MONDO:0014911	rdfs:subClassOf	MONDO:0006025
MONDO:0016372	rdfs:subClassOf	MONDO:0016374
MONDO:0018544	rdfs:subClassOf	MONDO:0015129
MONDO:0002195	rdfs:subClassOf	MONDO:0021049
MONDO:0017552	rdfs:subClassOf	MONDO:0019782
MONDO:0004812	rdfs:subClassOf	MONDO:0004804
MONDO:0034121	rdfs:subClassOf	MONDO:0006025
MONDO:0017184	rdfs:subClassOf	MONDO:0015624
MONDO:0041850	rdfs:subClassOf	MONDO:0004652
MONDO:0020704	rdfs:subClassOf	MONDO:0011634
MONDO:0022889	rdfs:subClassOf	MONDO:0002254
MONDO:0005786	rdfs:subClassOf	MONDO:0005108
MONDO:0021494	rdfs:subClassOf	MONDO:0021243
MONDO:0019482	rdfs:subClassOf	MONDO:0020082
MONDO:0016584	rdfs:subClassOf	MONDO:0020087
MONDO:0006951	rdfs:subClassOf	MONDO:0002089
MONDO:0017264	rdfs:subClassOf	MONDO:0017269
MONDO:0000241	rdfs:subClassOf	MONDO:0006873
MONDO:0020480	rdfs:subClassOf	MONDO:0004689
MONDO:0006846	rdfs:subClassOf	MONDO:0005044
MONDO:0049222	rdfs:subClassOf	MONDO:0019181
MONDO:0009615	rdfs:subClassOf	MONDO:0017390
MONDO:0014536	rdfs:subClassOf	MONDO:0002049
MONDO:0007963	rdfs:subClassOf	MONDO:0018453
MONDO:0016135	rdfs:subClassOf	MONDO:0016132
MONDO:0044906	rdfs:subClassOf	MONDO:0003822
MONDO:0009849	rdfs:subClassOf	MONDO:0017708
MONDO:0006604	rdfs:subClassOf	MONDO:0005093
MONDO:0015852	rdfs:subClassOf	MONDO:0015851
MONDO:0020559	rdfs:subClassOf	MONDO:0011224
MONDO:0012559	rdfs:subClassOf	MONDO:0018032
MONDO:0013295	rdfs:subClassOf	MONDO:0024255
MONDO:0002492	rdfs:subClassOf	MONDO:0001106
MONDO:0016826	rdfs:subClassOf	MONDO:0002012
MONDO:0017357	rdfs:subClassOf	MONDO:0005087
MONDO:0032904	rdfs:subClassOf	MONDO:0003847
MONDO:0020344	rdfs:subClassOf	MONDO:0018940
MONDO:0020168	rdfs:subClassOf	MONDO:0003382
MONDO:0001766	rdfs:subClassOf	MONDO:0001854
MONDO:0017317	rdfs:subClassOf	MONDO:0005073
MONDO:0019635	rdfs:subClassOf	MONDO:0015111
MONDO:0016422	rdfs:subClassOf	MONDO:0015778
MONDO:0008976	rdfs:subClassOf	MONDO:0003847
MONDO:0008000	rdfs:subClassOf	MONDO:0005277
MONDO:0009067	rdfs:subClassOf	MONDO:0019744
MONDO:0012618	rdfs:subClassOf	MONDO:0019502
MONDO:0009493	rdfs:subClassOf	MONDO:0019589
MONDO:0015776	rdfs:subClassOf	MONDO:0017133
MONDO:0010912	rdfs:subClassOf	MONDO:0007614
MONDO:0021902	rdfs:subClassOf	MONDO:0005267
MONDO:0009302	rdfs:subClassOf	MONDO:0020042
MONDO:0002305	rdfs:subClassOf	MONDO:0001531
MONDO:0008004	rdfs:subClassOf	MONDO:0042966
MONDO:0009725	rdfs:subClassOf	MONDO:0015737
MONDO:0022822	rdfs:subClassOf	MONDO:0002254
MONDO:0003391	rdfs:subClassOf	MONDO:0011655
MONDO:0005614	rdfs:subClassOf	MONDO:0006074
MONDO:0002936	rdfs:subClassOf	MONDO:0005341
MONDO:0006484	rdfs:subClassOf	MONDO:0004007
MONDO:0019334	rdfs:subClassOf	MONDO:0015625
MONDO:0009397	rdfs:subClassOf	MONDO:0019705
MONDO:0060578	rdfs:subClassOf	MONDO:0003847
MONDO:0019428	rdfs:subClassOf	MONDO:0020119
MONDO:0022846	rdfs:subClassOf	MONDO:0010634
MONDO:0011086	rdfs:subClassOf	MONDO:0017855
MONDO:0025089	rdfs:subClassOf	MONDO:0024913
MONDO:0017730	rdfs:subClassOf	MONDO:0009591
MONDO:0021458	rdfs:subClassOf	MONDO:0006895
MONDO:0009024	rdfs:subClassOf	MONDO:0020262
MONDO:0016467	rdfs:subClassOf	MONDO:0018751
MONDO:0008992	rdfs:subClassOf	MONDO:0023603
MONDO:0021291	rdfs:subClassOf	MONDO:0004716
MONDO:0000929	rdfs:subClassOf	MONDO:0005012
MONDO:0017971	rdfs:subClassOf	MONDO:0019594
MONDO:0012488	rdfs:subClassOf	MONDO:0003847
MONDO:0012907	rdfs:subClassOf	MONDO:0005328
MONDO:0002625	rdfs:subClassOf	MONDO:0012817
MONDO:0010622	rdfs:subClassOf	MONDO:0019256
MONDO:0019131	rdfs:subClassOf	MONDO:0000508
MONDO:0010836	rdfs:subClassOf	MONDO:0005514
MONDO:0006601	rdfs:subClassOf	MONDO:0002406
MONDO:0020745	rdfs:subClassOf	MONDO:0015110
MONDO:0007710	rdfs:subClassOf	MONDO:0015657
MONDO:0014691	rdfs:subClassOf	MONDO:0018997
MONDO:0000974	rdfs:subClassOf	MONDO:0036781
MONDO:0013410	rdfs:subClassOf	MONDO:0017143
MONDO:0011355	rdfs:subClassOf	MONDO:0015993
MONDO:0004624	rdfs:subClassOf	MONDO:0004611
MONDO:0009094	rdfs:subClassOf	MONDO:0021154
MONDO:0021747	rdfs:subClassOf	MONDO:0005550
MONDO:0030916	rdfs:subClassOf	MONDO:0015802
MONDO:0016482	rdfs:subClassOf	MONDO:0020056
MONDO:0014584	rdfs:subClassOf	MONDO:0020344
MONDO:0018489	rdfs:subClassOf	MONDO:0005560
MONDO:0024878	rdfs:subClassOf	MONDO:0024881
MONDO:0016793	rdfs:subClassOf	MONDO:0016791
MONDO:0016174	rdfs:subClassOf	MONDO:0018215
MONDO:0014441	rdfs:subClassOf	MONDO:0015229
MONDO:0001449	rdfs:subClassOf	MONDO:0024318
MONDO:0004253	rdfs:subClassOf	MONDO:0002060
MONDO:0008894	rdfs:subClassOf	MONDO:0002320
MONDO:0000282	rdfs:subClassOf	MONDO:0005650
MONDO:0010077	rdfs:subClassOf	MONDO:0016761
MONDO:0002155	rdfs:subClassOf	MONDO:0005281
MONDO:0019797	rdfs:subClassOf	MONDO:0018234
MONDO:0009263	rdfs:subClassOf	MONDO:0000508
MONDO:0011790	rdfs:subClassOf	MONDO:0015327
MONDO:0013806	rdfs:subClassOf	MONDO:0024255
MONDO:0003902	rdfs:subClassOf	MONDO:0016748
MONDO:0000227	rdfs:subClassOf	MONDO:0001195
MONDO:0013874	rdfs:subClassOf	MONDO:0008733
MONDO:0009002	rdfs:subClassOf	MONDO:0016023
MONDO:0017129	rdfs:subClassOf	MONDO:0003847
MONDO:0024334	rdfs:subClassOf	MONDO:0005244
MONDO:0000627	rdfs:subClassOf	MONDO:0002082
MONDO:0003850	rdfs:subClassOf	MONDO:0003849
MONDO:0016983	rdfs:subClassOf	MONDO:0015231
MONDO:0004186	rdfs:subClassOf	MONDO:0024653
MONDO:0012202	rdfs:subClassOf	MONDO:0021024
MONDO:0003728	rdfs:subClassOf	MONDO:0002490
MONDO:0001209	rdfs:subClassOf	MONDO:0005108
MONDO:0011969	rdfs:subClassOf	MONDO:0018288
MONDO:0010680	rdfs:subClassOf	MONDO:0016830
MONDO:0006979	rdfs:subClassOf	MONDO:0005583
MONDO:0008060	rdfs:subClassOf	MONDO:0019284
MONDO:0015859	rdfs:subClassOf	MONDO:0015857
MONDO:0004254	rdfs:subClassOf	MONDO:0021098
MONDO:0005359	rdfs:subClassOf	MONDO:0029001
MONDO:0027048	rdfs:subClassOf	MONDO:0033304
MONDO:0017995	rdfs:subClassOf	MONDO:0019117
MONDO:0014939	rdfs:subClassOf	MONDO:0020345
MONDO:0021240	rdfs:subClassOf	MONDO:0001165
MONDO:0060666	rdfs:subClassOf	MONDO:0003847
MONDO:0005295	rdfs:subClassOf	MONDO:0002277
MONDO:0022646	rdfs:subClassOf	MONDO:0002254
MONDO:0021545	rdfs:subClassOf	MONDO:0003939
MONDO:0033481	rdfs:subClassOf	MONDO:0020380
MONDO:0004746	rdfs:subClassOf	MONDO:0024458
MONDO:0014754	rdfs:subClassOf	MONDO:0018151
MONDO:0001795	rdfs:subClassOf	MONDO:0024294
MONDO:0010989	rdfs:subClassOf	MONDO:0015246
MONDO:0019603	rdfs:subClassOf	MONDO:0002320
MONDO:0018838	rdfs:subClassOf	MONDO:0015655
MONDO:0010397	rdfs:subClassOf	MONDO:0020070
MONDO:0001774	rdfs:subClassOf	MONDO:0001718
MONDO:0005904	rdfs:subClassOf	MONDO:0021166
MONDO:0014109	rdfs:subClassOf	MONDO:0000508
MONDO:0002771	rdfs:subClassOf	MONDO:0015925
MONDO:0017312	rdfs:subClassOf	MONDO:0017978
MONDO:0013129	rdfs:subClassOf	MONDO:0000455
MONDO:0002910	rdfs:subClassOf	MONDO:0001397
MONDO:0007116	rdfs:subClassOf	MONDO:0020063
MONDO:0004271	rdfs:subClassOf	MONDO:0002058
MONDO:0004420	rdfs:subClassOf	MONDO:0004412
MONDO:0013091	rdfs:subClassOf	MONDO:0020693
MONDO:0020592	rdfs:subClassOf	MONDO:0004335
MONDO:0009146	rdfs:subClassOf	MONDO:0019287
MONDO:0022787	rdfs:subClassOf	MONDO:0002254
MONDO:0005989	rdfs:subClassOf	MONDO:0005707
MONDO:0012598	rdfs:subClassOf	MONDO:0016070
MONDO:0018114	rdfs:subClassOf	MONDO:0015337
MONDO:0003731	rdfs:subClassOf	MONDO:0003405
MONDO:0017668	rdfs:subClassOf	MONDO:0000508
MONDO:0003698	rdfs:subClassOf	MONDO:0004433
MONDO:0007969	rdfs:subClassOf	MONDO:0002098
MONDO:0034145	rdfs:subClassOf	MONDO:0005308
MONDO:0012977	rdfs:subClassOf	MONDO:0019588
MONDO:0017197	rdfs:subClassOf	MONDO:0019703
MONDO:0010786	rdfs:subClassOf	MONDO:0016792
MONDO:0011438	rdfs:subClassOf	MONDO:0024255
MONDO:0007430	rdfs:subClassOf	MONDO:0003847
MONDO:0024609	rdfs:subClassOf	MONDO:0005215
MONDO:0007576	rdfs:subClassOf	MONDO:0021355
MONDO:0014295	rdfs:subClassOf	MONDO:0018550
MONDO:0015961	rdfs:subClassOf	MONDO:0021147
MONDO:0006802	rdfs:subClassOf	MONDO:0045072
MONDO:0015772	rdfs:subClassOf	MONDO:0016959
MONDO:0014801	rdfs:subClassOf	MONDO:0043008
MONDO:0008371	rdfs:subClassOf	MONDO:0018293
MONDO:0020082	rdfs:subClassOf	MONDO:0006247
MONDO:0017305	rdfs:subClassOf	MONDO:0024255
MONDO:0011487	rdfs:subClassOf	MONDO:0017662
MONDO:0008089	rdfs:subClassOf	MONDO:0003847
MONDO:0010379	rdfs:subClassOf	MONDO:0020605
MONDO:0007068	rdfs:subClassOf	MONDO:0044976
MONDO:0012583	rdfs:subClassOf	MONDO:0005486
MONDO:0006477	rdfs:subClassOf	MONDO:0005140
MONDO:0009792	rdfs:subClassOf	MONDO:0017274
MONDO:0013846	rdfs:subClassOf	MONDO:0003847
MONDO:0016624	rdfs:subClassOf	MONDO:0003847
MONDO:0043310	rdfs:subClassOf	MONDO:0001941
MONDO:0033013	rdfs:subClassOf	MONDO:0017851
MONDO:0008941	rdfs:subClassOf	MONDO:0000508
MONDO:0032688	rdfs:subClassOf	MONDO:0003847
MONDO:0010870	rdfs:subClassOf	MONDO:0016191
MONDO:0008636	rdfs:subClassOf	MONDO:0015846
MONDO:0013675	rdfs:subClassOf	MONDO:0017338
MONDO:0009263	rdfs:subClassOf	MONDO:0043005
MONDO:0006639	rdfs:subClassOf	MONDO:0002814
MONDO:0016095	rdfs:subClassOf	MONDO:0015876
MONDO:0019631	rdfs:subClassOf	MONDO:0020225
MONDO:0037739	rdfs:subClassOf	MONDO:0003164
MONDO:0017200	rdfs:subClassOf	MONDO:0015875
MONDO:0020172	rdfs:subClassOf	MONDO:0002235
MONDO:0009998	rdfs:subClassOf	MONDO:0023603
MONDO:0009629	rdfs:subClassOf	MONDO:0015426
MONDO:0009044	rdfs:subClassOf	MONDO:0002254
MONDO:0009228	rdfs:subClassOf	MONDO:0015336
MONDO:0042495	rdfs:subClassOf	MONDO:0002277
MONDO:0018118	rdfs:subClassOf	MONDO:0018117
MONDO:0015734	rdfs:subClassOf	MONDO:0019938
MONDO:0005784	rdfs:subClassOf	MONDO:0005240
MONDO:0005328	rdfs:subClassOf	MONDO:0024458
MONDO:0001468	rdfs:subClassOf	MONDO:0056799
MONDO:0014016	rdfs:subClassOf	MONDO:0015089
MONDO:0018071	rdfs:subClassOf	MONDO:0015246
MONDO:0009267	rdfs:subClassOf	MONDO:0018299
MONDO:0012153	rdfs:subClassOf	MONDO:0020573
MONDO:0021677	rdfs:subClassOf	MONDO:0021667
MONDO:0017770	rdfs:subClassOf	MONDO:0043007
MONDO:0003688	rdfs:subClassOf	MONDO:0005065
MONDO:0000833	rdfs:subClassOf	MONDO:0005381
MONDO:0007822	rdfs:subClassOf	MONDO:0003847
MONDO:0012868	rdfs:subClassOf	MONDO:0000426
MONDO:0012020	rdfs:subClassOf	MONDO:0016972
MONDO:0006119	rdfs:subClassOf	MONDO:0007650
MONDO:0002191	rdfs:subClassOf	MONDO:0002381
MONDO:0014411	rdfs:subClassOf	MONDO:0003847
MONDO:0005116	rdfs:subClassOf	MONDO:0005020
MONDO:0043314	rdfs:subClassOf	MONDO:0024295
MONDO:0012150	rdfs:subClassOf	MONDO:0005302
MONDO:0012281	rdfs:subClassOf	MONDO:0019338
MONDO:0021074	rdfs:subClassOf	MONDO:0045024
MONDO:0012677	rdfs:subClassOf	MONDO:0018054
MONDO:0018571	rdfs:subClassOf	MONDO:0015320
MONDO:0010431	rdfs:subClassOf	MONDO:0018772
MONDO:0009754	rdfs:subClassOf	MONDO:0008742
MONDO:0012727	rdfs:subClassOf	MONDO:0015489
MONDO:0006850	rdfs:subClassOf	MONDO:0005841
MONDO:0006500	rdfs:subClassOf	MONDO:0024286
MONDO:0005124	rdfs:subClassOf	MONDO:0018396
MONDO:0020673	rdfs:subClassOf	MONDO:0000473
MONDO:0009514	rdfs:subClassOf	MONDO:0020244
MONDO:0002401	rdfs:subClassOf	MONDO:0002522
MONDO:0005583	rdfs:subClassOf	MONDO:0000001
MONDO:0015737	rdfs:subClassOf	MONDO:0018701
MONDO:0014936	rdfs:subClassOf	MONDO:0017120
MONDO:0002718	rdfs:subClassOf	MONDO:0019500
MONDO:0007618	rdfs:subClassOf	MONDO:0015329
MONDO:0019302	rdfs:subClassOf	MONDO:0024255
MONDO:0015779	rdfs:subClassOf	MONDO:0001967
MONDO:0020662	rdfs:subClassOf	MONDO:0016093
MONDO:0019596	rdfs:subClassOf	MONDO:0019594
MONDO:0015602	rdfs:subClassOf	MONDO:0020768
MONDO:0043370	rdfs:subClassOf	MONDO:0000004
MONDO:0003931	rdfs:subClassOf	MONDO:0024649
MONDO:0017263	rdfs:subClassOf	MONDO:0015947
MONDO:0019380	rdfs:subClassOf	MONDO:0020601
MONDO:0000648	rdfs:subClassOf	MONDO:0005165
MONDO:0012512	rdfs:subClassOf	MONDO:0000732
MONDO:0019875	rdfs:subClassOf	MONDO:0019717
MONDO:0010030	rdfs:subClassOf	MONDO:0000586
MONDO:0009165	rdfs:subClassOf	MONDO:0018866
MONDO:0013245	rdfs:subClassOf	MONDO:0000568
MONDO:0019091	rdfs:subClassOf	MONDO:0015221
MONDO:0011803	rdfs:subClassOf	MONDO:0000557
MONDO:0002481	rdfs:subClassOf	MONDO:0019496
MONDO:0024338	rdfs:subClassOf	MONDO:0024276
MONDO:0024501	rdfs:subClassOf	MONDO:0001236
MONDO:0021287	rdfs:subClassOf	MONDO:0004696
MONDO:0010364	rdfs:subClassOf	MONDO:0000761
MONDO:0008015	rdfs:subClassOf	MONDO:0018751
MONDO:0016803	rdfs:subClassOf	MONDO:0004069
MONDO:0006551	rdfs:subClassOf	MONDO:0021653
MONDO:0012728	rdfs:subClassOf	MONDO:0015263
MONDO:0007068	rdfs:subClassOf	MONDO:0015919
MONDO:0007496	rdfs:subClassOf	MONDO:0018329
MONDO:0009435	rdfs:subClassOf	MONDO:0000508
MONDO:0045070	rdfs:subClassOf	MONDO:0021069
MONDO:0009495	rdfs:subClassOf	MONDO:0043005
MONDO:0008161	rdfs:subClassOf	MONDO:0016910
MONDO:0015090	rdfs:subClassOf	MONDO:0015149
MONDO:0004484	rdfs:subClassOf	MONDO:0045070
MONDO:0008088	rdfs:subClassOf	MONDO:0003847
MONDO:0003626	rdfs:subClassOf	MONDO:0002741
MONDO:0018679	rdfs:subClassOf	MONDO:0017841
MONDO:0020563	rdfs:subClassOf	MONDO:0005060
MONDO:0021191	rdfs:subClassOf	MONDO:0015917
MONDO:0016355	rdfs:subClassOf	MONDO:0016296
MONDO:0016447	rdfs:subClassOf	MONDO:0016435
MONDO:0014618	rdfs:subClassOf	MONDO:0019200
MONDO:0019326	rdfs:subClassOf	MONDO:0017318
MONDO:0011147	rdfs:subClassOf	MONDO:0015501
MONDO:0004756	rdfs:subClassOf	MONDO:0002232
MONDO:0006500	rdfs:subClassOf	MONDO:0019063
MONDO:0014656	rdfs:subClassOf	MONDO:0000090
MONDO:0017516	rdfs:subClassOf	MONDO:0017451
MONDO:0007179	rdfs:subClassOf	MONDO:0000605
MONDO:0014889	rdfs:subClassOf	MONDO:0018265
MONDO:0021201	rdfs:subClassOf	MONDO:0002406
MONDO:0000409	rdfs:subClassOf	MONDO:0005113
MONDO:0010751	rdfs:subClassOf	MONDO:0003847
MONDO:0002703	rdfs:subClassOf	MONDO:0005858
MONDO:0017878	rdfs:subClassOf	MONDO:0005651
MONDO:0001057	rdfs:subClassOf	MONDO:0001056
MONDO:0017346	rdfs:subClassOf	MONDO:0017343
MONDO:0004312	rdfs:subClassOf	MONDO:0002998
MONDO:0008433	rdfs:subClassOf	MONDO:0000402
MONDO:0013166	rdfs:subClassOf	MONDO:0019213
MONDO:0022180	rdfs:subClassOf	MONDO:0019040
MONDO:0014692	rdfs:subClassOf	MONDO:0019200
MONDO:0001682	rdfs:subClassOf	MONDO:0004522
MONDO:0022901	rdfs:subClassOf	MONDO:0005011
MONDO:0007233	rdfs:subClassOf	MONDO:0018751
MONDO:0018602	rdfs:subClassOf	MONDO:0005113
MONDO:0012259	rdfs:subClassOf	MONDO:0003847
MONDO:0011499	rdfs:subClassOf	MONDO:0002320
MONDO:0010943	rdfs:subClassOf	MONDO:0005090
MONDO:0013766	rdfs:subClassOf	MONDO:0025513
MONDO:0003540	rdfs:subClassOf	MONDO:0005525
MONDO:0017646	rdfs:subClassOf	MONDO:0005395
MONDO:0019988	rdfs:subClassOf	MONDO:0019641
MONDO:0013633	rdfs:subClassOf	MONDO:0000166
MONDO:0014707	rdfs:subClassOf	MONDO:0016964
MONDO:0008676	rdfs:subClassOf	MONDO:0015748
MONDO:0007507	rdfs:subClassOf	MONDO:0019274
MONDO:0019803	rdfs:subClassOf	MONDO:0002300
MONDO:0010167	rdfs:subClassOf	MONDO:0019058
MONDO:0010714	rdfs:subClassOf	MONDO:0020261
MONDO:0012424	rdfs:subClassOf	MONDO:0003847
MONDO:0015006	rdfs:subClassOf	MONDO:0000426
MONDO:0019801	rdfs:subClassOf	MONDO:0015128
MONDO:0003199	rdfs:subClassOf	MONDO:0044937
MONDO:0002796	rdfs:subClassOf	MONDO:0007959
MONDO:0014750	rdfs:subClassOf	MONDO:0016575
MONDO:0022824	rdfs:subClassOf	MONDO:0002254
MONDO:0017125	rdfs:subClassOf	MONDO:0020222
MONDO:0006721	rdfs:subClassOf	MONDO:0006816
MONDO:0009539	rdfs:subClassOf	MONDO:0004967
MONDO:0008221	rdfs:subClassOf	MONDO:0019058
MONDO:0011801	rdfs:subClassOf	MONDO:0020127
MONDO:0016706	rdfs:subClassOf	MONDO:0002786
MONDO:0000871	rdfs:subClassOf	MONDO:0004963
MONDO:0016289	rdfs:subClassOf	MONDO:0006290
MONDO:0018248	rdfs:subClassOf	MONDO:0002320
MONDO:0010029	rdfs:subClassOf	MONDO:0018677
MONDO:0016364	rdfs:subClassOf	MONDO:0020253
MONDO:0018055	rdfs:subClassOf	MONDO:0007256
MONDO:0006887	rdfs:subClassOf	MONDO:0043786
MONDO:0007646	rdfs:subClassOf	MONDO:0002254
MONDO:0011334	rdfs:subClassOf	MONDO:0017432
MONDO:0006150	rdfs:subClassOf	MONDO:0000621
MONDO:0011341	rdfs:subClassOf	MONDO:0003847
MONDO:0014392	rdfs:subClassOf	MONDO:0018614
MONDO:0020124	rdfs:subClassOf	MONDO:0021017
MONDO:0017561	rdfs:subClassOf	MONDO:0017470
MONDO:0018725	rdfs:subClassOf	MONDO:0043005
MONDO:0017573	rdfs:subClassOf	MONDO:0015846
MONDO:0017323	rdfs:subClassOf	MONDO:0005520
MONDO:0000634	rdfs:subClassOf	MONDO:0021350
MONDO:0002217	rdfs:subClassOf	MONDO:0002714
MONDO:0018343	rdfs:subClassOf	MONDO:0016793
MONDO:0016903	rdfs:subClassOf	MONDO:0016869
MONDO:0014453	rdfs:subClassOf	MONDO:0018338
MONDO:0011331	rdfs:subClassOf	MONDO:0002037
MONDO:0008999	rdfs:subClassOf	MONDO:0043005
MONDO:0006609	rdfs:subClassOf	MONDO:0006608
MONDO:0007027	rdfs:subClassOf	MONDO:0002251
MONDO:0020320	rdfs:subClassOf	MONDO:0011118
MONDO:0019394	rdfs:subClassOf	MONDO:0019744
MONDO:0018122	rdfs:subClassOf	MONDO:0020119
MONDO:0003860	rdfs:subClassOf	MONDO:0002553
MONDO:0005486	rdfs:subClassOf	MONDO:0018488
MONDO:0005649	rdfs:subClassOf	MONDO:0005292
MONDO:0021386	rdfs:subClassOf	MONDO:0021350
MONDO:0002347	rdfs:subClassOf	MONDO:0005303
MONDO:0019636	rdfs:subClassOf	MONDO:0018470
MONDO:0002546	rdfs:subClassOf	MONDO:0021637
MONDO:0019828	rdfs:subClassOf	MONDO:0019824
MONDO:0017287	rdfs:subClassOf	MONDO:0015939
MONDO:0016955	rdfs:subClassOf	MONDO:0016924
MONDO:0004512	rdfs:subClassOf	MONDO:0016747
MONDO:0012971	rdfs:subClassOf	MONDO:0000065
MONDO:0018957	rdfs:subClassOf	MONDO:0044965
MONDO:0042433	rdfs:subClassOf	MONDO:0002041
MONDO:0021283	rdfs:subClassOf	MONDO:0006298
MONDO:0002198	rdfs:subClassOf	MONDO:0021049
MONDO:0017929	rdfs:subClassOf	MONDO:0020132
MONDO:0014962	rdfs:subClassOf	MONDO:0019502
MONDO:0013670	rdfs:subClassOf	MONDO:0001384
MONDO:0004294	rdfs:subClassOf	MONDO:0016096
MONDO:0100095	rdfs:subClassOf	MONDO:0006025
