mondo_id	xref_id	source_id	source_medgen_id	mapping_predicate
MONDO:0013679	MEDGEN:482032		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013680	MEDGEN:482045		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013681	MEDGEN:482058		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013682	MEDGEN:482069		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013683	MEDGEN:482070		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013684	MEDGEN:482071		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013685	MEDGEN:482072		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013686	MEDGEN:482073		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013687	MEDGEN:482082		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013689	MEDGEN:482101		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013690	MEDGEN:482109		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013691	MEDGEN:482119		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013692	MEDGEN:482122		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013693	MEDGEN:482131		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013694	MEDGEN:482153		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0800358	MEDGEN:482154		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013697	MEDGEN:482155		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013698	MEDGEN:482156		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013700	MEDGEN:482157		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013702	MEDGEN:482168		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013703	MEDGEN:482169		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013704	MEDGEN:482170		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013705	MEDGEN:482171		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013706	MEDGEN:482172		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013707	MEDGEN:482173		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013708	MEDGEN:482174		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013709	MEDGEN:482175		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013711	MEDGEN:482186		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013712	MEDGEN:482204		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013713	MEDGEN:482212		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013714	MEDGEN:482216		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013715	MEDGEN:482217		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013716	MEDGEN:482227		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013717	MEDGEN:482228		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013718	MEDGEN:482242		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013719	MEDGEN:482246		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013720	MEDGEN:482271		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013721	MEDGEN:482272		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013722	MEDGEN:482274		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013723	MEDGEN:482275		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000108	MEDGEN:482276		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013724	MEDGEN:482277		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013726	MEDGEN:482290		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013727	MEDGEN:482300		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013728	MEDGEN:482302		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013729	MEDGEN:482304		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0100048	MEDGEN:482307		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013731	MEDGEN:482309		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013732	MEDGEN:482319		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013735	MEDGEN:482322		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013739	MEDGEN:482351		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013740	MEDGEN:482359		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013741	MEDGEN:482360		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024566	MEDGEN:482364		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013743	MEDGEN:482372		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013744	MEDGEN:482388		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013745	MEDGEN:482396		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013746	MEDGEN:482407		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013747	MEDGEN:482411		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013748	MEDGEN:482413		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013749	MEDGEN:482415		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013750	MEDGEN:482420		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013751	MEDGEN:482424		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013752	MEDGEN:482425		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013753	MEDGEN:482427		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013754	MEDGEN:482428		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013755	MEDGEN:482429		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013756	MEDGEN:482430		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013757	MEDGEN:482447		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013760	MEDGEN:482486		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013761	MEDGEN:482496		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013762	MEDGEN:482517		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013763	MEDGEN:482527		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013764	MEDGEN:482536		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013765	MEDGEN:482543		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013766	MEDGEN:482544		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013769	MEDGEN:482569		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013770	MEDGEN:482573		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013771	MEDGEN:482583		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013772	MEDGEN:482595		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013773	MEDGEN:482600		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013774	MEDGEN:482604		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013775	MEDGEN:482606		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013776	MEDGEN:482607		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019254	MEDGEN:48263		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013779	MEDGEN:482631		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013780	MEDGEN:482632		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019167	MEDGEN:48265		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013783	MEDGEN:482657		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013784	MEDGEN:482659		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018896	MEDGEN:48266		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013785	MEDGEN:482674		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013786	MEDGEN:482675		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0800359	MEDGEN:482676		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006938	MEDGEN:48268		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013787	MEDGEN:482685		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013788	MEDGEN:482696		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013789	MEDGEN:482714		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013790	MEDGEN:482719		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013791	MEDGEN:482722		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013793	MEDGEN:482736		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013794	MEDGEN:482755		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013795	MEDGEN:482758		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013796	MEDGEN:482767		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013797	MEDGEN:482768		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013798	MEDGEN:482782		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0800431	MEDGEN:482783		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013800	MEDGEN:482790		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013801	MEDGEN:482821		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013802	MEDGEN:482822		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013803	MEDGEN:482830		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007617	MEDGEN:482831		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013805	MEDGEN:482832		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013806	MEDGEN:482833		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013807	MEDGEN:482845		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0044720	MEDGEN:482853		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013812	MEDGEN:482865		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013813	MEDGEN:482866		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013814	MEDGEN:482875		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013815	MEDGEN:482877		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019186	MEDGEN:48290		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013817	MEDGEN:482918		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013818	MEDGEN:482919		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013823	MEDGEN:482927		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021078	MEDGEN:482986		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006267	MEDGEN:482990		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018881	MEDGEN:483005		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009273	MEDGEN:483038		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0012594	MEDGEN:483045		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0012524	MEDGEN:483046		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010632	MEDGEN:483052		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019173	MEDGEN:48308		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009213	MEDGEN:483324		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009215	MEDGEN:483333		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013781	MEDGEN:483335		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013782	MEDGEN:483336		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017347	MEDGEN:483338		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013594	MEDGEN:483339		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013556	MEDGEN:483344		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007721	MEDGEN:483347		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007129	MEDGEN:483482		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007362	MEDGEN:483485		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008945	MEDGEN:483579		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008483	MEDGEN:483580		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0012429	MEDGEN:483677		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009626	MEDGEN:483678		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000127	MEDGEN:483679		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009091	MEDGEN:483740		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0011156	MEDGEN:483742		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013066	MEDGEN:483746		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010131	MEDGEN:483749		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019633	MEDGEN:48397		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004652	MEDGEN:484		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006945	MEDGEN:48406		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005939	MEDGEN:48410		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005087	MEDGEN:48421		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001577	MEDGEN:48424		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005391	MEDGEN:48427		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004966	MEDGEN:4843		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002984	MEDGEN:48431		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004580	MEDGEN:48432		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006638	MEDGEN:48434		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001539	MEDGEN:48435		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006952	MEDGEN:48438		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024645	MEDGEN:48439		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007652	MEDGEN:4844		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010726	MEDGEN:48441		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0036688	MEDGEN:48445		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017767	MEDGEN:48448		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005659	MEDGEN:48450		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0043777	MEDGEN:48451		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005946	MEDGEN:48452		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021223	MEDGEN:4846		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005520	MEDGEN:48470		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020417	MEDGEN:48474		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019359	MEDGEN:48500		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004656	MEDGEN:48514		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019188	MEDGEN:48517		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006970	MEDGEN:48536		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005950	MEDGEN:48541		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000827	MEDGEN:48542		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019338	MEDGEN:48554		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018903	MEDGEN:48559		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004525	MEDGEN:48566		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015254	MEDGEN:48573		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005090	MEDGEN:48574		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0957430	MEDGEN:48576		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001718	MEDGEN:48585		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019562	MEDGEN:48586		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019365	MEDGEN:48591		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006607	MEDGEN:48599		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021682	MEDGEN:48646		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0800175	MEDGEN:48650		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002783	MEDGEN:48656		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006969	MEDGEN:48657		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006864	MEDGEN:48659		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002275	MEDGEN:4866		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005959	MEDGEN:48661		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007891	MEDGEN:486897		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010142	MEDGEN:487729		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001873	MEDGEN:4879		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007820	MEDGEN:488128		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008192	MEDGEN:488134		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007078	MEDGEN:488447		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007656	MEDGEN:4886		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001855	MEDGEN:488789		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0044753	MEDGEN:488791		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017658	MEDGEN:488800		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020576	MEDGEN:488809		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017445	MEDGEN:488815		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017446	MEDGEN:488816		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019807	MEDGEN:488817		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020415	MEDGEN:488820		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016081	MEDGEN:488822		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021132	MEDGEN:488837		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018242	MEDGEN:488838		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004763	MEDGEN:488844		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001104	MEDGEN:488851		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020461	MEDGEN:488856		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015451	MEDGEN:488862		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020429	MEDGEN:488867		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019819	MEDGEN:488869		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017081	MEDGEN:488903		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017476	MEDGEN:488921		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016122	MEDGEN:488958		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020435	MEDGEN:488986		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019060	MEDGEN:488993		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007745	MEDGEN:4891		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002508	MEDGEN:4895		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019783	MEDGEN:4898		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005464	MEDGEN:489829		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015436	MEDGEN:489853		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009113	MEDGEN:489898		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018989	MEDGEN:489943		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004846	MEDGEN:49		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0014096	MEDGEN:490089		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020102	MEDGEN:490161		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018327	MEDGEN:4903		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0100313	MEDGEN:4904		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021064	MEDGEN:4905		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019959	MEDGEN:4908		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001882	MEDGEN:491		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018667	MEDGEN:4928		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005999	MEDGEN:4929		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017078	MEDGEN:4934		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017080	MEDGEN:4935		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006741	MEDGEN:4936		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0011716	MEDGEN:4937		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005025	MEDGEN:4940		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003632	MEDGEN:4942		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007416	MEDGEN:495		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024315	MEDGEN:4954		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0043579	MEDGEN:4964		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009172	MEDGEN:4966		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020517	MEDGEN:4979		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016430	MEDGEN:498		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004779	MEDGEN:4986		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005754	MEDGEN:4987		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0850093	MEDGEN:4989		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005115	MEDGEN:4990		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0043264	MEDGEN:4991		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0012520	MEDGEN:501111		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009604	MEDGEN:501116		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0859565	MEDGEN:501123		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021313	MEDGEN:501131		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009431	MEDGEN:501133		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0012514	MEDGEN:501134		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020404	MEDGEN:501135		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0850451	MEDGEN:501146		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007660	MEDGEN:501159		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009216	MEDGEN:501176		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007932	MEDGEN:501183		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019187	MEDGEN:501192		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007059	MEDGEN:501193		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008647	MEDGEN:501195		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0700112	MEDGEN:501198		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008921	MEDGEN:501203		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010690	MEDGEN:501208		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008709	MEDGEN:501209		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009007	MEDGEN:501210		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008565	MEDGEN:501211		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007311	MEDGEN:501212		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007136	MEDGEN:501217		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015350	MEDGEN:501218		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0012866	MEDGEN:501249		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018170	MEDGEN:501252		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006546	MEDGEN:5014		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010652	MEDGEN:501947		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019181	MEDGEN:502019		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017896	MEDGEN:502247		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002350	MEDGEN:502251		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0700060	MEDGEN:502257		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008698	MEDGEN:5023		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0022734	MEDGEN:502349		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019177	MEDGEN:502456		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000583	MEDGEN:502457		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017338	MEDGEN:502474		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001221	MEDGEN:5027		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007170	MEDGEN:502760		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006896	MEDGEN:5028		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019414	MEDGEN:502868		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0022752	MEDGEN:502906		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018214	MEDGEN:503203		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005664	MEDGEN:504		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005756	MEDGEN:5046		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001770	MEDGEN:507382		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001949	MEDGEN:507399		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000261	MEDGEN:507401		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021208	MEDGEN:507423		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020725	MEDGEN:507442		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004882	MEDGEN:507444		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001618	MEDGEN:507475		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004569	MEDGEN:507501		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001532	MEDGEN:507518		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001277	MEDGEN:507535		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000751	MEDGEN:507540		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0022792	MEDGEN:507576		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001291	MEDGEN:507585		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016374	MEDGEN:507603		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000960	MEDGEN:507633		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001687	MEDGEN:507634		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020830	MEDGEN:507638		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017762	MEDGEN:507647		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015394	MEDGEN:507680		MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016989	MEDGEN:507742		MONDO:MEDGEN	MONDO:equivalentTo
