Mondo ID	In use by EFO?	Label	SeeAlso	Consider	Consider label	Comment	Obsoletion candidate subset	obsoletion date	Notes
ID			AI rdfs:seeAlso	A oboInOwl:consider		A rdfs:comment	AI oboInOwl:inSubset	A IAO:0006012	
									
