mondo_id	xref_id	source_medgen	source_mondo
MONDO:0008633	UMLS:C0268390	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018591	UMLS:C0268393	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0100184	UMLS:C0268467	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017307	UMLS:C0268482	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018135	UMLS:C0268494	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002012	UMLS:C0268583	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008861	UMLS:C0268600	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009520	UMLS:C0268601	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009351	UMLS:C0268632	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009924	UMLS:C0268689	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006696	UMLS:C0269189	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024257	UMLS:C0270763	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016022	UMLS:C0270855	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024432	UMLS:C0270891	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016033	UMLS:C0270972	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019353	UMLS:C0271093	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020371	UMLS:C0271111	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001554	UMLS:C0271142	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015453	UMLS:C0271270	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009877	UMLS:C0271568	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018555	UMLS:C0271623	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0100480	UMLS:C0271737	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010139	UMLS:C0271789	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019107	UMLS:C0272052	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015541	UMLS:C0272199	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007686	UMLS:C0272302	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013361	UMLS:C0272317	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009211	UMLS:C0272320	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0014452	UMLS:C0272350	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001720	UMLS:C0275662	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005696	UMLS:C0275904	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018661	UMLS:C0276289	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019378	UMLS:C0276379	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000294	UMLS:C0277108	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002794	UMLS:C0278876	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004032	UMLS:C0279392	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005051	UMLS:C0279565	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018055	UMLS:C0279606	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016216	UMLS:C0279607	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018270	UMLS:C0279980	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015692	UMLS:C0280028	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020321	UMLS:C0280141	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024744	UMLS:C0280623	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017816	UMLS:C0281479	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018301	UMLS:C0282488	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0011101	UMLS:C0282527	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017607	UMLS:C0300948	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015898	UMLS:C0302280	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007681	UMLS:C0302859	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024288	UMLS:C0311468	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003214	UMLS:C0334346	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016440	UMLS:C0334460	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005006	UMLS:C0334488	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015523	UMLS:C0334538	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018734	UMLS:C0334540	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004275	UMLS:C0334546	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016682	UMLS:C0334588	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020324	UMLS:C0334660	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017825	UMLS:C0338078	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017276	UMLS:C0338451	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008134	UMLS:C0338508	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020364	UMLS:C0339284	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010563	UMLS:C0339537	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019516	UMLS:C0339539	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008064	UMLS:C0339851	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017148	UMLS:C0340543	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009329	UMLS:C0340848	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003652	UMLS:C0341712	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010785	UMLS:C0342289	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010618	UMLS:C0342344	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015663	UMLS:C0342436	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009025	UMLS:C0342488	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008303	UMLS:C0342549	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018018	UMLS:C0342623	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007791	UMLS:C0342637	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017324	UMLS:C0342643	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017360	UMLS:C0342718	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019267	UMLS:C0342719	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018485	UMLS:C0342753	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009070	UMLS:C0342765	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0011730	UMLS:C0342770	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018158	UMLS:C0342782	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016315	UMLS:C0342841	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009855	UMLS:C0342870	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018768	UMLS:C0343068	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016380	UMLS:C0343072	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008686	UMLS:C0343073	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018592	UMLS:C0343190	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018227	UMLS:C0343206	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005725	UMLS:C0343398	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016301	UMLS:C0344616	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0800108	UMLS:C0344747	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015185	UMLS:C0345891	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002691	UMLS:C0345904	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006275	UMLS:C0345960	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006292	UMLS:C0345967	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018471	UMLS:C0345985	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018714	UMLS:C0346087	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010535	UMLS:C0346104	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004150	UMLS:C0346157	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020541	UMLS:C0346175	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020540	UMLS:C0346178	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018369	UMLS:C0346182	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004064	UMLS:C0346373	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019957	UMLS:C0346407	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017755	UMLS:C0349427	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016747	UMLS:C0349626	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016587	UMLS:C0349788	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007012	UMLS:C0376329	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005663	UMLS:C0376378	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007295	UMLS:C0376532	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0044881	UMLS:C0376544	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013626	UMLS:C0392439	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008171	UMLS:C0392525	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015150	UMLS:C0393556	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007803	UMLS:C0393571	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020307	UMLS:C0393676	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020308	UMLS:C0393677	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018873	UMLS:C0393899	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018608	UMLS:C0393911	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007876	UMLS:C0396059	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009009	UMLS:C0398621	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003778	UMLS:C0398686	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015054	UMLS:C0398776	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000133	UMLS:C0398788	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009623	UMLS:C0398791	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008312	UMLS:C0399526	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0044765	UMLS:C0403397	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008071	UMLS:C0403443	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017842	UMLS:C0403553	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009968	UMLS:C0403554	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007237	UMLS:C0405471	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008534	UMLS:C0406502	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017958	UMLS:C0406568	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008716	UMLS:C0406584	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010004	UMLS:C0406704	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008959	UMLS:C0406733	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0031421	UMLS:C0406761	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005416	UMLS:C0409959	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008600	UMLS:C0410060	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009681	UMLS:C0410179	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021569	UMLS:C0410190	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0044343	UMLS:C0410606	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001210	UMLS:C0423224	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007017	UMLS:C0423361	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016215	UMLS:C0426970	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009361	UMLS:C0431355	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021727	UMLS:C0431498	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007669	UMLS:C0431693	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018553	UMLS:C0431743	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007861	UMLS:C0432126	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021093	UMLS:C0432235	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015426	UMLS:C0432242	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016824	UMLS:C0432284	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010201	UMLS:C0432289	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016584	UMLS:C0432291	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007810	UMLS:C0432300	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018263	UMLS:C0432370	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000740	UMLS:C0455938	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009936	UMLS:C0456891	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018031	UMLS:C0457002	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019196	UMLS:C0472347	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018740	UMLS:C0472781	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0023880	UMLS:C0472817	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0034556	UMLS:C0473546	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016729	UMLS:C0474844	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024757	UMLS:C0497243	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005313	UMLS:C0520459	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009664	UMLS:C0524582	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005371	UMLS:C0525045	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015281	UMLS:C0541782	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005710	UMLS:C0545080	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015677	UMLS:C0546315	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007566	UMLS:C0546476	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017201	UMLS:C0546878	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001260	UMLS:C0546996	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001176	UMLS:C0549651	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008672	UMLS:C0553586	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009060	UMLS:C0555214	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000726	UMLS:C0595995	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009443	UMLS:C0598226	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004743	UMLS:C0598608	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001881	UMLS:C0600327	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018271	UMLS:C0684337	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0009299	UMLS:C0685837	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017312	UMLS:C0685838	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016971	UMLS:C0686353	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019005	UMLS:C0687120	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004950	UMLS:C0699791	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001878	UMLS:C0700588	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003343	UMLS:C0730303	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004034	UMLS:C0730306	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007925	UMLS:C0740302	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001039	UMLS:C0740402	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002367	UMLS:C0740457	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018334	UMLS:C0744898	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007390	UMLS:C0750384	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005291	UMLS:C0751003	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019486	UMLS:C0751120	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007403	UMLS:C0751254	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004681	UMLS:C0751265	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016543	UMLS:C0751436	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017723	UMLS:C0751489	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017721	UMLS:C0751490	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017722	UMLS:C0751491	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007432	UMLS:C0751587	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006649	UMLS:C0751711	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018624	UMLS:C0751731	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016163	UMLS:C0752125	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019114	UMLS:C0752208	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010573	UMLS:C0795848	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019908	UMLS:C0795855	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007716	UMLS:C0795917	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020475	UMLS:C0795919	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008915	UMLS:C0796031	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0023910	UMLS:C0796037	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0012049	UMLS:C0796100	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0031280	UMLS:C0796176	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0030639	UMLS:C0796179	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018095	UMLS:C0796198	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010574	UMLS:C0796254	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024537	UMLS:C0796274	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008885	UMLS:C0809936	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005347	UMLS:C0813230	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005345	UMLS:C0848558	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006498	UMLS:C0850572	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003604	UMLS:C0851693	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021181	UMLS:C0852077	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001475	UMLS:C0853697	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019118	UMLS:C0854723	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007319	UMLS:C0856830	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015900	UMLS:C0857899	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018920	UMLS:C0877208	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015612	UMLS:C0878681	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0010311	UMLS:C0917713	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007057	UMLS:C0917715	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005299	UMLS:C0917798	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007154	UMLS:C0917804	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021068	UMLS:C0919267	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021023	UMLS:C0936016	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0043370	UMLS:C0948387	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024463	UMLS:C0949595	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008682	UMLS:C0950121	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018988	UMLS:C1096100	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019171	UMLS:C1141890	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019668	UMLS:C1142432	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024292	UMLS:C1257915	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0015253	UMLS:C1260899	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019556	UMLS:C1260961	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020135	UMLS:C1261175	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0045022	UMLS:C1263739	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000554	UMLS:C1263762	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004183	UMLS:C1263857	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004709	UMLS:C1263889	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018922	UMLS:C1264008	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003243	UMLS:C1266020	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006095	UMLS:C1266032	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017885	UMLS:C1266042	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004159	UMLS:C1266078	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0011014	UMLS:C1266144	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020560	UMLS:C1266184	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019012	UMLS:C1275078	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019142	UMLS:C1275125	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0800031	UMLS:C1275808	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016122	UMLS:C1279412	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001984	UMLS:C1282977	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0000193	UMLS:C1291245	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0043176	UMLS:C1291401	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0008547	UMLS:C1300257	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019467	UMLS:C1301363	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024240	UMLS:C1302864	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007614	UMLS:C1302995	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020464	UMLS:C1303001	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0013688	UMLS:C1304501	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018713	UMLS:C1304512	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018712	UMLS:C1304513	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002578	UMLS:C1306574	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004135	UMLS:C1306804	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017884	UMLS:C1306837	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020499	UMLS:C1320202	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0004454	UMLS:C1320471	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0007050	UMLS:C1321495	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016974	UMLS:C1328042	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005859	UMLS:C1328252	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0011158	UMLS:C1328840	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003945	UMLS:C1332575	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002585	UMLS:C1332629	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016740	UMLS:C1332876	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002877	UMLS:C1332917	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018513	UMLS:C1333100	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003266	UMLS:C1333407	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006230	UMLS:C1333789	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024503	UMLS:C1333799	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019728	UMLS:C1333947	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018308	UMLS:C1333971	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0024477	UMLS:C1333976	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018492	UMLS:C1333985	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018630	UMLS:C1333990	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006247	UMLS:C1334030	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0003112	UMLS:C1334584	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018172	UMLS:C1334609	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019483	UMLS:C1334749	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016742	UMLS:C1334785	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016710	UMLS:C1334970	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018744	UMLS:C1335110	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005601	UMLS:C1335167	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005184	UMLS:C1335302	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0005519	UMLS:C1335749	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018510	UMLS:C1336005	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0044783	UMLS:C1336027	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018504	UMLS:C1336858	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0016739	UMLS:C1337040	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0017340	UMLS:C1367536	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006312	UMLS:C1368237	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018368	UMLS:C1368918	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0001114	UMLS:C1384588	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0020375	UMLS:C1392104	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0006015	UMLS:C1403891	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0018877	UMLS:C1405854	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002181	UMLS:C1442903	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0011642	UMLS:C1443228	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019371	UMLS:C1456240	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0021100	UMLS:C1458155	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0019970	UMLS:C1504517	MONDO:MEDGEN	MONDO:equivalentTo
MONDO:0002685	UMLS:C1510426	MONDO:MEDGEN	MONDO:equivalentTo
