Mondo ID	Label	parent class	exact synonym	xref synonym	Definition	Definition Xref	xref	source
ID	LABEL	SC %	A oboInOwl:hasExactSynonym	>A oboInOwl:hasDbXref	A IAO:0000115	>A oboInOwl:hasDbXref SPLIT=|	A oboInOwl:hasDbXref	>A oboInOwl:source
								
