?source	?entity	?property	?xrefs
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008485>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0259771|UMLS:C3671377"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008501>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN204001|UMLS:C0038505"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008546>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1300256|UMLS:C1868678"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008547>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1300257|UMLS:CN206542"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008633>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1304205|UMLS:C0268390"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008642>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1735591|UMLS:CN206312|UMLS:C0220708"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008681>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2931803|UMLS:C0206115"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008682>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0950121|UMLS:C3151568"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008684>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1956097|UMLS:C0796202|UMLS:C0796117|UMLS:CN207113"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008709>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3495588|UMLS:CN201238"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008716>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0406584|UMLS:C0238590"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008749>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN206737|UMLS:C2932717"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008753>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2931645|UMLS:C0002066"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008786>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0272027|UMLS:C1859787"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008810>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0268199|UMLS:C1720779"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008869>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1837590|UMLS:CN033164"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008895>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4305347|UMLS:C1859372"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008915>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0796031|UMLS:C0796083"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008947>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN852731|UMLS:C0393589"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008959>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN199447|UMLS:C0406733"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0008974>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN199524|UMLS:C2931048"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009007>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN200616|UMLS:C3495589"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009009>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0398621|UMLS:C1968804"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009025>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN203981|UMLS:C3887949"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009032>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0432235|UMLS:CN016627|UMLS:CN119432"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009041>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1857472|UMLS:C2931663"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009044>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0010324|UMLS:CN119421"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009049>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2062388|UMLS:CN200644"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009050>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1306214|UMLS:C0221406"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009058>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3495552|UMLS:C0268616|UMLS:C0220993"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009070>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0342765|UMLS:C1291386"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009162>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN239258|UMLS:C0013903"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009196>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0268501|UMLS:C1856899"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009197>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0238478|UMLS:C0451688"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009218>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0268255|UMLS:CN204335"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009243>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN200837|UMLS:C1856708"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009268>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1856476|UMLS:C2931585"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009287>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN069618|UMLS:CN205860|UMLS:C2919796"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009290>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0017921|UMLS:C1968741"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009291>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0017922|UMLS:CN204781"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009292>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0017923|UMLS:CN204783"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009296>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1856275|UMLS:C0268220"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009297>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3245525|UMLS:C0017980"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009351>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0268632|UMLS:C3495554"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009364>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN033898|UMLS:C4284790"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009370>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1855995|UMLS:C3888081"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009405>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1855902|UMLS:C2931676"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009414>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0342748|UMLS:C1855861"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009470>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1853623|UMLS:C1837819"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009479>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1850081|UMLS:C0175692"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009512>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4304741|UMLS:C1855535"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009520>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0268601|UMLS:C1533587"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009522>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0406729|UMLS:C1855504"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009526>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1855499|UMLS:CN776928"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009529>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0268193|UMLS:CN043137"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009557>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN206381|UMLS:CN236772"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009613>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1855109|UMLS:C0342721|UMLS:C0342722"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009623>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN860323|UMLS:C0398791"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009636>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4310935|UMLS:C3151513"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009650>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0020725|UMLS:C2673377"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009653>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN716584|UMLS:C0238286"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009664>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0524582|UMLS:C2931895"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009665>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN043572|UMLS:C0220754"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009672>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0700595|UMLS:C0152109"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009680>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2931578|UMLS:C1850864"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009692>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2355576|UMLS:C0001815|UMLS:C0948968"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009725>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN187052|UMLS:C1850569"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009726>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202195|UMLS:CN204109"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009727>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1850555|UMLS:C1850554"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009728>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN205459|UMLS:C1855681"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009738>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3888317|UMLS:CN206285|UMLS:C0268232"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009748>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4303565|UMLS:C1850395"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009810>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4275111|UMLS:C1850143"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009840>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202825|UMLS:C1850075"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009855>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0342870|UMLS:C1533628|UMLS:CN203333"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009945>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1849508|UMLS:CN203406"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009949>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN203409|UMLS:C0034341|UMLS:C2931141"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009968>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0403554|UMLS:C4302514"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009971>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1968593|UMLS:C0035220|UMLS:C0020192"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0009974>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN034020|UMLS:CN205265|UMLS:C0272199"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010004>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0406704|UMLS:CN776907"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010033>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202304|UMLS:C4305156"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010043>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2931276|UMLS:CN074197"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010047>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2931357|UMLS:C1849115"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010128>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4518579|UMLS:C1848813"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010139>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0271789|UMLS:C4082174"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010142>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN206435|UMLS:C3493776"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010148>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2713583|UMLS:C0040587"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010159>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0265325|UMLS:C4321324"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010165>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2931370|UMLS:C1848650"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010193>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0265210|UMLS:CN036342"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010217>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0265201|UMLS:CN199649"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010239>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1848199|UMLS:C4275012"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010247>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN036464|UMLS:CN199389"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010270>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1846170|UMLS:C4304916"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010277>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1846145|UMLS:C4305085"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010298>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN205196|UMLS:C0023374"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010306>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1845861|UMLS:C1845845"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010311>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0699741|UMLS:C3490459"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010355>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1845243|UMLS:C4304915"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010359>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1845167|UMLS:C4305529"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010378>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1845095|UMLS:C4304400"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010407>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2678046|UMLS:C0796272"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010437>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3151753|UMLS:C4302745"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010476>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3550973|UMLS:CN168656"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010491>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3891556|UMLS:CN237731"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010517>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN240511|UMLS:C4478372"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010524>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1845028|UMLS:C4304338"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010555>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1844853|UMLS:C3669395"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010574>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0796254|UMLS:CN206181"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010602>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0019069|UMLS:CN239112"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010680>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN069573|UMLS:C0751337"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010684>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2931230|UMLS:C1839615"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010765>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2936694|UMLS:C0018054"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010771>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1708371|UMLS:CN239812"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010785>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0342289|UMLS:C4330695"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010801>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4274762|UMLS:C1838781"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010870>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1450052|UMLS:C1838244"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010878>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1838192|UMLS:C4518537"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010895>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN206498|UMLS:C1838099"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010913>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1833541|UMLS:C0162510"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010924>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN233040|UMLS:C1833429"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010938>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4273742|UMLS:C1833275"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0010961>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4302878|UMLS:C1833053"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011014>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN072455|UMLS:C1266144"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011042>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN199270|UMLS:C1832443"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011045>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1832440|UMLS:C4275099"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011055>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4304502|UMLS:C1832431"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011091>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4274109|UMLS:C1832274"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011108>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0432240|UMLS:C0796176"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011273>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1864445|UMLS:C2930890"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011362>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1863599|UMLS:C4518808"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011377>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2931401|UMLS:C1859062"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011380>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN199219|UMLS:C1858991"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011381>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4274391|UMLS:C1858990"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011383>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1519709|UMLS:C1858968"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011408>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4518536|UMLS:C1858712"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011576>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3839212|UMLS:C1854107"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011582>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN226135|UMLS:C3276432"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011583>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2751536|UMLS:C3888309|UMLS:C3888307|UMLS:C3888308|UMLS:C2751494"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011601>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4274030|UMLS:C1853942"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011639>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4225411|UMLS:C1853576"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011642>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN035113|UMLS:C1443228"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011655>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0206657|UMLS:C0279544"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011687>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1847823|UMLS:C4304675"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011694>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1847725|UMLS:C4274322"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011719>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3179349|UMLS:C0238198"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011724>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN030711|UMLS:C1847501"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011752>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2959367|UMLS:C1847013"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011765>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4275060|UMLS:C1846843"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011773>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1846796|UMLS:CN029084"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011803>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3711370|UMLS:C1846564"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011868>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1843478|UMLS:C4275145"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011891>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1843244|UMLS:C1858674"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011899>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3501846|UMLS:C1843181"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011936>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1864689|UMLS:C4303070"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011937>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1842797|UMLS:C4225407"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011961>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4303567|UMLS:C1842586"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011986>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4510860|UMLS:C1842402"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0011992>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2936860|UMLS:C4518003"
