?source	?entity	?property	?xrefs
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0004241>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:72047008|SCTID:430506003"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0004379>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:447782002|SCTID:372064008"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0004769>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:80698001|SCTID:72789009"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0004790>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:371330000|SCTID:197321007"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0005296>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:111489007|SCTID:73430006"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0005338>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:84494001|SCTID:46168003"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0005387>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:65846009|SCTID:370999003"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0005508>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:254044004|SCTID:716742001"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0005526>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:76902006|SCTID:276202003"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0005543>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:721711009|SCTID:197284004"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0005689>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:85005007|SCTID:37344009"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0005761>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:14100003|SCTID:240820001"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0006733>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:46152009|SCTID:302896008"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0006873>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:70241007|SCTID:363246002"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0006921>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:721751007|SCTID:11817007"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0008384>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:402426007|SCTID:402427003"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0008583>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:70070008|SCTID:268240006"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0008641>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:720854004|SCTID:721141004"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0008728>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:124221007|SCTID:717261006"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0008947>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:230311004|SCTID:110997000"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0008982>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:312918002|SCTID:231996009"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0009288>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:30102006|SCTID:237965005"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0009613>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:73843004|SCTID:82245003"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0009666>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:360369003|SCTID:15307001"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0009738>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:52186006|SCTID:81896006"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0009925>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:72744008|SCTID:402782006"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0009968>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:236532003|SCTID:722468005"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0010403>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:722285005|SCTID:74320008"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0011362>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:702373006|SCTID:733490006"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0012215>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:719985001|SCTID:765196004"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0012756>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:718227006|SCTID:699307007"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0015629>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:359721009|SCTID:359717002"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0015630>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:359725000|SCTID:359729006"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0015912>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:712922002|SCTID:234484005"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0016575>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:86204009|SCTID:42402006"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0018181>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:200946001|SCTID:277475006"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0018251>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:235908005|SCTID:40191005"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0018301>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:197834003|SCTID:111409009"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0018612>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:217710005|SCTID:190268003"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0018805>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:398197009|SCTID:397868007"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0018984>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:262461007|SCTID:240453002"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0019118>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:314407005|SCTID:41799005"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0019136>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:76627001|SCTID:59277005"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0019355>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:68190001|SCTID:239920006"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0019468>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:277567002|SCTID:277545003"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0019490>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:698249005|SCTID:93130009"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0019625>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:764965000|SCTID:45894003"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0020528>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:190502001|SCTID:237734007"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0021097>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:99571000119102|SCTID:254848002"
"SCTID"	<http://purl.obolibrary.org/obo/MONDO_0022697>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"SCTID:230780007|SCTID:75019001"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000107>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1865295|UMLS:CN160484"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000261>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0001427|UMLS:C0396023"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000265>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0085740|UMLS:C0032290"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000276>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0032858|UMLS:C1563215"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000290>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0300934|UMLS:C4303098"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000294>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0277108|UMLS:C0277110"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000297>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0277150|UMLS:C0162626"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000337>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0595993|UMLS:C0015231"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000365>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3888011|UMLS:C1533041"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000425>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1138434|UMLS:C2828000"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000467>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1621824|UMLS:C0264906"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000471>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0264882|UMLS:C0264776"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000497>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0686163|UMLS:C0034215"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000554>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4289591|UMLS:C1263762"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000651>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0039978|UMLS:C3661979"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000728>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0033377|UMLS:C0005745"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000736>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1306229|UMLS:C2930995"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000741>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0221237|UMLS:C0221264"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000745>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0018790|UMLS:C0444720"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000751>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0347493|UMLS:C0007855"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000827>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0036117|UMLS:CN205993"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000916>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0152516|UMLS:C0178238"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000948>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3665609|UMLS:C0043349"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0000960>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0011875|UMLS:C0011871"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001039>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0040425|UMLS:C0149517"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001040>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0027441|UMLS:C0155826"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001066>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1517744|UMLS:C0276007"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001085>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0027707|UMLS:C0041349"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001106>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0035078|UMLS:C1565489"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001114>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0155690|UMLS:C1384588"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001155>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0156047|UMLS:C0156048|UMLS:C0156042|UMLS:C0156044|UMLS:C0156045|UMLS:C0156050"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001175>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2960113|UMLS:C2939157|UMLS:C0271163"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001243>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0012739|UMLS:C4321305"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001244>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0042880|UMLS:C0272348"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001246>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0041471|UMLS:C0041472"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001260>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0546996|UMLS:C4282208"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001268>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0017572|UMLS:C0266916"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001280>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0008526|UMLS:C0042167"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001341>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0162538|UMLS:C4049006"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001409>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0014868|UMLS:C0149882"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001410>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0156409|UMLS:C0221392"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001444>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0348782|UMLS:C0348781|UMLS:C0153125|UMLS:C0041234"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001452>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2053820|UMLS:C0154858"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001461>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0546826|UMLS:C0040252"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001495>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1456400|UMLS:C0018931"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001557>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3887895|UMLS:C0263962"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001600>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0026686|UMLS:C2242813"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001628>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0157701|UMLS:C0157690|UMLS:C0157691|UMLS:C0157698|UMLS:C0157696|UMLS:C0040261|UMLS:C4082762"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001703>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0009398|UMLS:CN207064|UMLS:C0242225"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001713>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0702159|UMLS:C0949116"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001720>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0343714|UMLS:C0275662"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001754>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0013537|UMLS:C0156678"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001881>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN204669|UMLS:C0600327"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001921>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0565831|UMLS:C0155441"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001926>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0403608|UMLS:C0041954"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0001984>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0006842|UMLS:C1282977"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002012>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0268583|UMLS:C1855119"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002038>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1334927|UMLS:C3887461"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002049>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN130080|UMLS:C0040034"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002052>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0024205|UMLS:C0157705|UMLS:C0154304"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002056>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0206650|UMLS:C0346158|UMLS:C0178421"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002073>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1334612|UMLS:C0349621"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002100>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0497243|UMLS:C3898472"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002158>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0153579|UMLS:CN200469"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002181>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1956089|UMLS:C1442903"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002204>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3887596|UMLS:C0152083"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002277>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3665365|UMLS:C0003850"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002286>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3640053|UMLS:C0268790"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002334>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0376545|UMLS:C0376544|UMLS:C1512393"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002350>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3501848|UMLS:CN043611"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002378>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2355625|UMLS:C2700593|UMLS:C0011649"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002380>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0027070|UMLS:C1947949"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002512>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1321863|UMLS:C0001420"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002519>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0016167|UMLS:C0003462|UMLS:C1301262"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002520>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN552491|UMLS:C0162533"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002546>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN202001|UMLS:C0027809"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002561>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN205533|UMLS:C0085078"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002578>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1306573|UMLS:C1306574"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002691>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0024620|UMLS:C0345904|UMLS:C0854795"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002738>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2939185|UMLS:C0271432"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002794>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0278876|UMLS:C1332188"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002863>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0334481|UMLS:C1709053"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002876>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN201069|UMLS:C1516426"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002877>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1332917|UMLS:CN201068|UMLS:C1516420"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002885>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2364003|UMLS:C0014752"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002896>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2931317|UMLS:C0153139"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002897>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0149985|UMLS:C0343676"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002917>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0554472|UMLS:C0018500"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002928>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1334603|UMLS:C0206627|UMLS:C0007140"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002967>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0011640|UMLS:C1274426"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0002977>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0751871|UMLS:C0751872"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0003011>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1513719|UMLS:CN203939"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0003112>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1333769|UMLS:C1334584"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0003125>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3840076|UMLS:CN204701"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0003143>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0002985|UMLS:C0346075"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0003214>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0334346|UMLS:C1706827"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0003266>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:CN203416|UMLS:C1333407"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0003472>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0277351|UMLS:C0030756|UMLS:C0153317"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0003487>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0334393|UMLS:C0334250"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0003532>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3812899|UMLS:C1336027"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0003604>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C3163678|UMLS:C0851693"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0003608>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1744705|UMLS:C0029124"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0003649>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1333462|UMLS:C2987260"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0003652>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0403719|UMLS:C0341712"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0003661>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0349669|UMLS:C1704251"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0003741>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1515285|UMLS:C0334403"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0003767>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0026265|UMLS:C2939153"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0003805>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C0346110|UMLS:C1335381"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0003857>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C4331858|UMLS:C1334558"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0003945>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C1332578|UMLS:C1332575"
"UMLS"	<http://purl.obolibrary.org/obo/MONDO_0004083>	<http://www.geneontology.org/formats/oboInOwl#hasDbXref>	"UMLS:C2937231|UMLS:C0334260"
