icd	icd_label	bucket	mondo	mondo_label	predicate	cardinality	lexical	verdict	rationale	qualifier
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0015439	ring chromosome 4	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1447""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0015440	ring chromosome 6	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1448""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0015441	ring chromosome 7	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1449""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0015443	chromosome 8-derived supernumerary ring/marker	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:1450""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0016654	ring chromosome 5	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:251043""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0019903	ring chromosome 2	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:96171""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0019904	ring chromosome 3	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:96172""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0019905	ring chromosome 9	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:96173""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0019906	ring chromosome 11	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:96175""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0019907	ring chromosome 13	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:96176""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0019908	ring chromosome 15	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:96177""}"
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	DISEASE	MONDO:0019909	ring chromosome 16	provenance-only:orphanet	22	no	KEEP-as-broadMatch	22 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:96178""}"
ICD10CM:Q93.4	Deletion of short arm of chromosome 5	DISEASE	MONDO:0007404	Cri-du-chat syndrome	provenance-only:orphanet	2	no	KEEP-as-broadMatch	2 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:281/inclusion"", source=""DOID:12580"", source=""Orphanet:281""}"
ICD10CM:Q93.4	Deletion of short arm of chromosome 5	DISEASE	MONDO:0016887	partial deletion of the short arm of chromosome 5	orphanet-specific	2	no	KEEP-as-broadMatch	2 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:261893"", source=""Orphanet:261893/specific"", source=""Orphanet:261893/e""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0007113	Angelman syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:1932"", source=""Orphanet:72/inclusion"", source=""Orphanet:72""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0007800	chromosome 18p deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1598"", source=""Orphanet:261974""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0007838	Jacobsen syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:2308""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0008013	chromosome 9p deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:261929"", source=""DOID:0060732"", source=""Orphanet:261112""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0008434	Smith-Magenis syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0060768"", source=""Orphanet:819""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0010886	2q37 microdeletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1001""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0011022	Potocki-Shaffer syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:52022""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0011055	distal monosomy 10p	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1580""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0011147	chromosome 18q deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1600"", source=""Orphanet:262146"", source=""DOID:0060407""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0011248	distal monosomy 13q	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1590""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0011652	Phelan-McDermid syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:48652""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0011929	chromosome 1p36 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1606""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0011977	8q22.1 microdeletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:178303""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0012269	chromosome 3q29 microdeletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:65286""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0012315	distal 10q deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:96148"", source=""DOID:0060390""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0012324	Frias syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:264200""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0012496	Koolen-de Vries syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:96169""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0012621	deafness-infertility syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:94064""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0012740	chromosome 22q11.2 deletion syndrome, distal	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:261330""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0012756	proximal 16p11.2 microdeletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:261197""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0012774	chromosome 15q13.3 microdeletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:199318"", source=""DOID:0060394""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0012830	chromosome 10q23 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:276413""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0012864	chromosome 2q32-q33 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0060428"", source=""Orphanet:251019""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0012914	chromosome 1q21.1 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0060411"", source=""Orphanet:250989""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0012916	chromosome 2p16.1-p15 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0060415"", source=""Orphanet:261349""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0012927	chromosome 1q41-q42 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0060412"", source=""Orphanet:250999""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0012948	chromosome 6pter-p24 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:96125"", source=""DOID:0060422""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0012964	chromosome 15q26-qter deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1596"", source=""DOID:0060397""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0013025	chromosome 6q24-q25 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:251056""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0013090	chromosome 19q13.11 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:217346""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0013176	Weill-Marchesani 4 syndrome, recessive	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:363992""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0013238	chromosome 17q23.1-q23.2 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:261279"", source=""DOID:0060405""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0013256	chromosome 15q24 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0060395"", source=""Orphanet:94065""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0013267	distal 16p11.2 microdeletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0060398"", source=""Orphanet:261222""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0013272	chromosome 14q11-q22 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:261120""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0013292	chromosome 4q21 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:238750""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0013320	chromosome 16p12.2-p11.2 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0060400"", source=""Orphanet:261211""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0013336	chromosome 19p13.13 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:357001""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0013393	distal 7q11.23 microdeletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:254351""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0013396	chromosome 1p32-p31 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:401986"", source=""DOID:0060409""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0013424	3p- syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1620"", source=""DOID:0060417""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0013481	chromosome 13q14 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1587"", source=""DOID:0060391""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0013646	chromosome 8q21.11 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0060425"", source=""Orphanet:284160""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0013797	chromosome 17q12 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:261265"", source=""DOID:0060404""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0014185	chromosome 3q13.31 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1621""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0014294	chromosome 15q11.2 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:261183""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0014822	15q14 microdeletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:261190""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0015546	non-distal monosomy 10q	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1581""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0015562	distal monosomy 17q	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1597""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0015566	2q24 microdeletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1617""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0015571	deletion 5q35	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1627""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0015580	distal monosomy 7q36	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1636""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0015583	2p21 microdeletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:163693""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0015605	distal monosomy 9p	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1642""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0015749	6q16 deletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:171829""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0016456	5q14.3 microdeletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:228384""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0016459	2q23.1 microdeletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:228402""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0016561	1q44 microdeletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:238769""}"
ICD10CM:Q93.5	Other deletions of part of a chromosome	RESIDUAL	MONDO:0016652	2q31.1 microdeletion syndrome	provenance-only:orphanet	165	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:251014""}"
