?cls	?replCls	?consCls
<http://purl.obolibrary.org/obo/MONDO_0008204>		"MONDO:0007841"
<http://purl.obolibrary.org/obo/MONDO_0008279>	"MONDO:0021055"	
<http://purl.obolibrary.org/obo/MONDO_0008360>	"MONDO:0017985"	
<http://purl.obolibrary.org/obo/MONDO_0008413>	"MONDO:0005090"	
<http://purl.obolibrary.org/obo/MONDO_0008415>	"MONDO:0010505"	
<http://purl.obolibrary.org/obo/MONDO_0008531>		
<http://purl.obolibrary.org/obo/MONDO_0008539>	"MONDO:0016675"	
<http://purl.obolibrary.org/obo/MONDO_0008550>	"MONDO:0008551"	
<http://purl.obolibrary.org/obo/MONDO_0008631>	"MONDO:0018470"	
<http://purl.obolibrary.org/obo/MONDO_0008784>	"MONDO:0020108"	
<http://purl.obolibrary.org/obo/MONDO_0008804>	"MONDO:0010530"	
<http://purl.obolibrary.org/obo/MONDO_0008805>	"MONDO:0017991"	
<http://purl.obolibrary.org/obo/MONDO_0008851>	"MONDO:0005260"	
<http://purl.obolibrary.org/obo/MONDO_0008987>	"MONDO:0007329"	
<http://purl.obolibrary.org/obo/MONDO_0008997>	"MONDO:0019569"	
<http://purl.obolibrary.org/obo/MONDO_0009023>	"MONDO:0000902"	
<http://purl.obolibrary.org/obo/MONDO_0009117>		
<http://purl.obolibrary.org/obo/MONDO_0009160>	"MONDO:0016002"	
<http://purl.obolibrary.org/obo/MONDO_0009819>	"MONDO:0019409"	
<http://purl.obolibrary.org/obo/MONDO_0009981>	"MONDO:0008377"	
<http://purl.obolibrary.org/obo/MONDO_0009991>	"MONDO:0019107"	
<http://purl.obolibrary.org/obo/MONDO_0010202>	"MONDO:0010518"	
<http://purl.obolibrary.org/obo/MONDO_0010234>		
<http://purl.obolibrary.org/obo/MONDO_0010240>	"MONDO:0019154"	
<http://purl.obolibrary.org/obo/MONDO_0010291>	"MONDO:0019154"	
<http://purl.obolibrary.org/obo/MONDO_0010345>	"MONDO:0017304"	
<http://purl.obolibrary.org/obo/MONDO_0010445>	"MONDO:0018945"	
<http://purl.obolibrary.org/obo/MONDO_0010593>	"MONDO:0015942"	
<http://purl.obolibrary.org/obo/MONDO_0010609>	"MONDO:0016294"	
<http://purl.obolibrary.org/obo/MONDO_0010616>	"MONDO:0009421"	
<http://purl.obolibrary.org/obo/MONDO_0010701>	"MONDO:0010578"	
<http://purl.obolibrary.org/obo/MONDO_0010724>	"MONDO:0000910"	
<http://purl.obolibrary.org/obo/MONDO_0010934>	"MONDO:0000912"	
<http://purl.obolibrary.org/obo/MONDO_0010942>		"OMIM:600841"
<http://purl.obolibrary.org/obo/MONDO_0011277>		
<http://purl.obolibrary.org/obo/MONDO_0011328>	"MONDO:0018098"	
<http://purl.obolibrary.org/obo/MONDO_0011388>		
<http://purl.obolibrary.org/obo/MONDO_0011394>	"MONDO:0018855"	
<http://purl.obolibrary.org/obo/MONDO_0011447>	"MONDO:0000215"	
<http://purl.obolibrary.org/obo/MONDO_0011495>	"MONDO:0018310"	
<http://purl.obolibrary.org/obo/MONDO_0011515>	"MONDO:0017884"	
<http://purl.obolibrary.org/obo/MONDO_0011665>	"MONDO:0016532"	
<http://purl.obolibrary.org/obo/MONDO_0011666>	"MONDO:0018911"	
<http://purl.obolibrary.org/obo/MONDO_0011750>		
<http://purl.obolibrary.org/obo/MONDO_0011791>	"MONDO:0019588"	
<http://purl.obolibrary.org/obo/MONDO_0012026>	"MONDO:0018959"	
<http://purl.obolibrary.org/obo/MONDO_0012065>	"MONDO:0018229"	
<http://purl.obolibrary.org/obo/MONDO_0012140>		
<http://purl.obolibrary.org/obo/MONDO_0012633>	"MONDO:0005136"	
<http://purl.obolibrary.org/obo/MONDO_0013126>	"MONDO:0000909"	
<http://purl.obolibrary.org/obo/MONDO_0013347>	"MONDO:0001056"	
<http://purl.obolibrary.org/obo/MONDO_0013399>	"MONDO:0000911"	
<http://purl.obolibrary.org/obo/MONDO_0013667>	"MONDO:0018881"	
<http://purl.obolibrary.org/obo/MONDO_0014188>	<http://purl.obolibrary.org/obo/MONDO_0024568>	
<http://purl.obolibrary.org/obo/MONDO_0014279>	"MONDO:0000908"	
<http://purl.obolibrary.org/obo/MONDO_0014463>	"MONDO:0000208"	
<http://purl.obolibrary.org/obo/MONDO_0014610>	"MONDO:0009477"	
<http://purl.obolibrary.org/obo/MONDO_0014721>	"MONDO:0000913"	
<http://purl.obolibrary.org/obo/MONDO_0014879>		"MONDO:0024266"
<http://purl.obolibrary.org/obo/MONDO_0015058>	"MONDO:0006015"	
<http://purl.obolibrary.org/obo/MONDO_0015080>	"MONDO:0005197"	
<http://purl.obolibrary.org/obo/MONDO_0015098>	"MONDO:0010029"	
<http://purl.obolibrary.org/obo/MONDO_0015105>	"MONDO:0024472"	
<http://purl.obolibrary.org/obo/MONDO_0015142>	"MONDO:0000437"	
<http://purl.obolibrary.org/obo/MONDO_0015154>	"MONDO:0006956"	
<http://purl.obolibrary.org/obo/MONDO_0015155>	"MONDO:0001195"	
<http://purl.obolibrary.org/obo/MONDO_0015189>	"MONDO:0003198"	
<http://purl.obolibrary.org/obo/MONDO_0015190>	"MONDO:0003360"	
<http://purl.obolibrary.org/obo/MONDO_0015202>	"MONDO:0005661"	
<http://purl.obolibrary.org/obo/MONDO_0015242>	"MONDO:0005657"	
<http://purl.obolibrary.org/obo/MONDO_0015251>	"MONDO:0005662"	
<http://purl.obolibrary.org/obo/MONDO_0015258>	"MONDO:0005498"	
<http://purl.obolibrary.org/obo/MONDO_0015266>	"MONDO:0005683"	
<http://purl.obolibrary.org/obo/MONDO_0015276>	"MONDO:0008315"	
<http://purl.obolibrary.org/obo/MONDO_0015287>	"MONDO:0005198"	
<http://purl.obolibrary.org/obo/MONDO_0015309>	"MONDO:0000107"	
<http://purl.obolibrary.org/obo/MONDO_0015370>	<http://purl.obolibrary.org/obo/MONDO_0005091>	
<http://purl.obolibrary.org/obo/MONDO_0015423>	"MONDO:0006468"	
<http://purl.obolibrary.org/obo/MONDO_0015442>	"MONDO:0003582"	
<http://purl.obolibrary.org/obo/MONDO_0015444>	"MONDO:0007340"	
<http://purl.obolibrary.org/obo/MONDO_0015456>	"MONDO:0005077"	
<http://purl.obolibrary.org/obo/MONDO_0015460>	"MONDO:0006639"	
<http://purl.obolibrary.org/obo/MONDO_0015472>	"MONDO:0005724"	
<http://purl.obolibrary.org/obo/MONDO_0015527>	<http://purl.obolibrary.org/obo/MONDO_0005817>	
<http://purl.obolibrary.org/obo/MONDO_0015563>	"MONDO:0010563"	
<http://purl.obolibrary.org/obo/MONDO_0015670>	"MONDO:0004994"	
<http://purl.obolibrary.org/obo/MONDO_0015671>	"MONDO:0005504"	
<http://purl.obolibrary.org/obo/MONDO_0015676>	"MONDO:0000193"	
<http://purl.obolibrary.org/obo/MONDO_0015684>	"MONDO:0005512"	
<http://purl.obolibrary.org/obo/MONDO_0015685>	"MONDO:0006363"	
<http://purl.obolibrary.org/obo/MONDO_0015693>	"MONDO:0005710"	
<http://purl.obolibrary.org/obo/MONDO_0015747>	"MONDO:0012189"	
<http://purl.obolibrary.org/obo/MONDO_0015754>	"MONDO:0008058"	
<http://purl.obolibrary.org/obo/MONDO_0015815>	"MONDO:0006383"	
<http://purl.obolibrary.org/obo/MONDO_0015862>	"MONDO:0005440"	
<http://purl.obolibrary.org/obo/MONDO_0015865>	"MONDO:0000645"	
<http://purl.obolibrary.org/obo/MONDO_0015866>	"MONDO:0002158"	
<http://purl.obolibrary.org/obo/MONDO_0015956>	"MONDO:0000557"	
<http://purl.obolibrary.org/obo/MONDO_0015992>	"MONDO:0000455"	
<http://purl.obolibrary.org/obo/MONDO_0015996>	"MONDO:0001956"	
<http://purl.obolibrary.org/obo/MONDO_0016069>	<http://purl.obolibrary.org/obo/MONDO_0002142>	
<http://purl.obolibrary.org/obo/MONDO_0016074>	"MONDO:0005164"	
<http://purl.obolibrary.org/obo/MONDO_0016084>	"MONDO:0009044"	
<http://purl.obolibrary.org/obo/MONDO_0016119>	"MONDO:0009637"	
<http://purl.obolibrary.org/obo/MONDO_0016245>	"MONDO:0008170"	
<http://purl.obolibrary.org/obo/MONDO_0016246>	"MONDO:0002752"	
<http://purl.obolibrary.org/obo/MONDO_0016247>	<http://purl.obolibrary.org/obo/MONDO_0003792>	
<http://purl.obolibrary.org/obo/MONDO_0016261>	"MONDO:0005210"	
<http://purl.obolibrary.org/obo/MONDO_0016265>	"MONDO:0006745"	
<http://purl.obolibrary.org/obo/MONDO_0016278>	"MONDO:0002877"	
<http://purl.obolibrary.org/obo/MONDO_0016279>	"MONDO:0002876"	
<http://purl.obolibrary.org/obo/MONDO_0016288>	"MONDO:0004542"	
<http://purl.obolibrary.org/obo/MONDO_0016300>	"MONDO:0000153"	
<http://purl.obolibrary.org/obo/MONDO_0016313>	"MONDO:0005086"	
<http://purl.obolibrary.org/obo/MONDO_0016324>	"MONDO:0005045"	
<http://purl.obolibrary.org/obo/MONDO_0016339>	"MONDO:0005201"	
<http://purl.obolibrary.org/obo/MONDO_0016388>	"MONDO:0021054"	
<http://purl.obolibrary.org/obo/MONDO_0016389>	"MONDO:0005062"	
<http://purl.obolibrary.org/obo/MONDO_0016415>	"MONDO:0000133"	
<http://purl.obolibrary.org/obo/MONDO_0016427>	"MONDO:0005706"	
<http://purl.obolibrary.org/obo/MONDO_0016465>	"MONDO:0009465"	
<http://purl.obolibrary.org/obo/MONDO_0016519>	"MONDO:0000136"	
<http://purl.obolibrary.org/obo/MONDO_0016585>	"MONDO:0005838"	
<http://purl.obolibrary.org/obo/MONDO_0016590>	"MONDO:0005220"	
<http://purl.obolibrary.org/obo/MONDO_0016694>	"MONDO:0006372"	
<http://purl.obolibrary.org/obo/MONDO_0016714>	"MONDO:0005035"	
<http://purl.obolibrary.org/obo/MONDO_0016716>	"MONDO:0003144"	
<http://purl.obolibrary.org/obo/MONDO_0016720>	"MONDO:0002684"	
<http://purl.obolibrary.org/obo/MONDO_0016728>	"MONDO:0006131"	
<http://purl.obolibrary.org/obo/MONDO_0016732>	"MONDO:0005505"	
<http://purl.obolibrary.org/obo/MONDO_0016737>	"MONDO:0005033"	
<http://purl.obolibrary.org/obo/MONDO_0016741>	"MONDO:0002718"	
<http://purl.obolibrary.org/obo/MONDO_0016753>	"MONDO:0002546"	
<http://purl.obolibrary.org/obo/MONDO_0016813>	"MONDO:0005846"	
<http://purl.obolibrary.org/obo/MONDO_0016926>	"MONDO:0000127"	
<http://purl.obolibrary.org/obo/MONDO_0016973>	"MONDO:0002588"	
<http://purl.obolibrary.org/obo/MONDO_0017099>	"MONDO:0001347"	
<http://purl.obolibrary.org/obo/MONDO_0017115>	"MONDO:0000110"	
<http://purl.obolibrary.org/obo/MONDO_0017130>		
<http://purl.obolibrary.org/obo/MONDO_0017206>	<http://purl.obolibrary.org/obo/MONDO_0004351>	
<http://purl.obolibrary.org/obo/MONDO_0017208>	"MONDO:0006806"	
<http://purl.obolibrary.org/obo/MONDO_0017253>	"MONDO:0006651"	
<http://purl.obolibrary.org/obo/MONDO_0017254>	"MONDO:0001280"	
<http://purl.obolibrary.org/obo/MONDO_0017293>	"MONDO:0004114"	
<http://purl.obolibrary.org/obo/MONDO_0017358>	"MONDO:0000688"	
<http://purl.obolibrary.org/obo/MONDO_0017367>	"MONDO:0008260"	
<http://purl.obolibrary.org/obo/MONDO_0017374>	"MONDO:0011348"	
<http://purl.obolibrary.org/obo/MONDO_0017605>	"MONDO:0003266"	
<http://purl.obolibrary.org/obo/MONDO_0017702>	"MONDO:0010613"	
<http://purl.obolibrary.org/obo/MONDO_0017707>	"MONDO:0002525"	
<http://purl.obolibrary.org/obo/MONDO_0017751>	"MONDO:0005942"	
<http://purl.obolibrary.org/obo/MONDO_0017777>	"MONDO:0006941"	
<http://purl.obolibrary.org/obo/MONDO_0017796>	"MONDO:0006079"	
<http://purl.obolibrary.org/obo/MONDO_0017821>	"MONDO:0003429"	
<http://purl.obolibrary.org/obo/MONDO_0017854>		
<http://purl.obolibrary.org/obo/MONDO_0017873>	"MONDO:0005737"	
<http://purl.obolibrary.org/obo/MONDO_0017883>	"MONDO:0003010"	
<http://purl.obolibrary.org/obo/MONDO_0017888>	<http://purl.obolibrary.org/obo/MONDO_0006260>	
<http://purl.obolibrary.org/obo/MONDO_0017889>	"MONDO:0003011"	
<http://purl.obolibrary.org/obo/MONDO_0017908>	"MONDO:0017658"	
<http://purl.obolibrary.org/obo/MONDO_0017982>	"MONDO:0009356"	
<http://purl.obolibrary.org/obo/MONDO_0018012>	"MONDO:0005526"	
<http://purl.obolibrary.org/obo/MONDO_0018049>	"MONDO:0005055"	
<http://purl.obolibrary.org/obo/MONDO_0018057>	"MONDO:0005988"	
<http://purl.obolibrary.org/obo/MONDO_0018073>	<http://purl.obolibrary.org/obo/MONDO_0005459>	
<http://purl.obolibrary.org/obo/MONDO_0018074>	"MONDO:0001444"	
<http://purl.obolibrary.org/obo/MONDO_0018099>	"MONDO:0005116"	
<http://purl.obolibrary.org/obo/MONDO_0018140>	"MONDO:0006687"	
<http://purl.obolibrary.org/obo/MONDO_0018176>	"MONDO:0000087"	
<http://purl.obolibrary.org/obo/MONDO_0018179>	"MONDO:0001881"	
<http://purl.obolibrary.org/obo/MONDO_0018195>	"MONDO:0002873"	
<http://purl.obolibrary.org/obo/MONDO_0018196>	"MONDO:0010108"	
<http://purl.obolibrary.org/obo/MONDO_0018219>	<http://purl.obolibrary.org/obo/MONDO_0005674>	
<http://purl.obolibrary.org/obo/MONDO_0018220>	<http://purl.obolibrary.org/obo/MONDO_0002413>	
<http://purl.obolibrary.org/obo/MONDO_0018272>	"MONDO:0003795"	
<http://purl.obolibrary.org/obo/MONDO_0018313>	"MONDO:0006486"	
<http://purl.obolibrary.org/obo/MONDO_0018345>		"MONDO:0044200"
<http://purl.obolibrary.org/obo/MONDO_0018345>		"MONDO:0044201"
<http://purl.obolibrary.org/obo/MONDO_0018350>	"MONDO:0001325"	
<http://purl.obolibrary.org/obo/MONDO_0018366>	"MONDO:0005601"	
<http://purl.obolibrary.org/obo/MONDO_0018367>	"MONDO:0006045"	
<http://purl.obolibrary.org/obo/MONDO_0018372>	"MONDO:0005380"	
<http://purl.obolibrary.org/obo/MONDO_0018415>	"MONDO:0005802"	
<http://purl.obolibrary.org/obo/MONDO_0018427>	"MONDO:0006210"	
<http://purl.obolibrary.org/obo/MONDO_0018441>	"MONDO:0005789"	
<http://purl.obolibrary.org/obo/MONDO_0018478>	"MONDO:0002474"	
<http://purl.obolibrary.org/obo/MONDO_0018482>	"MONDO:0006230"	
<http://purl.obolibrary.org/obo/MONDO_0018517>	"MONDO:0007108"	
<http://purl.obolibrary.org/obo/MONDO_0018518>	"MONDO:0002735"	
<http://purl.obolibrary.org/obo/MONDO_0018519>	"MONDO:0004132"	
<http://purl.obolibrary.org/obo/MONDO_0018522>	"MONDO:0006346"	
<http://purl.obolibrary.org/obo/MONDO_0018524>	"MONDO:0004285"	
<http://purl.obolibrary.org/obo/MONDO_0018526>	"MONDO:0003630"	
<http://purl.obolibrary.org/obo/MONDO_0018578>	"MONDO:0000044"	
<http://purl.obolibrary.org/obo/MONDO_0018584>	"MONDO:0005919"	
<http://purl.obolibrary.org/obo/MONDO_0018622>	"MONDO:0005563"	
<http://purl.obolibrary.org/obo/MONDO_0018650>	"MONDO:0014225"	
<http://purl.obolibrary.org/obo/MONDO_0018691>	"MONDO:0006335"	
<http://purl.obolibrary.org/obo/MONDO_0018693>	"MONDO:0006825"	
<http://purl.obolibrary.org/obo/MONDO_0018704>	"MONDO:0005631"	
<http://purl.obolibrary.org/obo/MONDO_0018707>	"MONDO:0005006"	
<http://purl.obolibrary.org/obo/MONDO_0018726>	"MONDO:0003832"	
<http://purl.obolibrary.org/obo/MONDO_0018732>	<http://purl.obolibrary.org/obo/MONDO_0002571>	
<http://purl.obolibrary.org/obo/MONDO_0018785>	"MONDO:0004187"	
<http://purl.obolibrary.org/obo/MONDO_0018802>	<http://purl.obolibrary.org/obo/MONDO_0014884>	
<http://purl.obolibrary.org/obo/MONDO_0018803>	<http://purl.obolibrary.org/obo/MONDO_0014381>	
<http://purl.obolibrary.org/obo/MONDO_0018817>	<http://purl.obolibrary.org/obo/MONDO_0014977>	
<http://purl.obolibrary.org/obo/MONDO_0018836>	"MONDO:0006614"	
<http://purl.obolibrary.org/obo/MONDO_0018862>	"MONDO:0005692"	
<http://purl.obolibrary.org/obo/MONDO_0018863>	"MONDO:0005825"	
<http://purl.obolibrary.org/obo/MONDO_0018867>	"MONDO:0009563"	
<http://purl.obolibrary.org/obo/MONDO_0018886>	"MONDO:0005828"	
<http://purl.obolibrary.org/obo/MONDO_0018909>	"MONDO:0005823"	
<http://purl.obolibrary.org/obo/MONDO_0018915>	"MONDO:0006913"	
<http://purl.obolibrary.org/obo/MONDO_0018917>	"MONDO:0007947"	
<http://purl.obolibrary.org/obo/MONDO_0018934>	"MONDO:0001586"	
<http://purl.obolibrary.org/obo/MONDO_0018966>	"MONDO:0000050"	
<http://purl.obolibrary.org/obo/MONDO_0018970>	"MONDO:0006558"	
<http://purl.obolibrary.org/obo/MONDO_0018985>	"MONDO:0005991"	
<http://purl.obolibrary.org/obo/MONDO_0018986>	"MONDO:0005058"	
<http://purl.obolibrary.org/obo/MONDO_0018990>	"MONDO:0005933"	
<http://purl.obolibrary.org/obo/MONDO_0019001>	"MONDO:0011841"	
<http://purl.obolibrary.org/obo/MONDO_0019021>	"MONDO:0006906"	
<http://purl.obolibrary.org/obo/MONDO_0019030>	"MONDO:0005629"	
<http://purl.obolibrary.org/obo/MONDO_0019051>	"MONDO:0002561"	
<http://purl.obolibrary.org/obo/MONDO_0019055>	"MONDO:0004069"	
<http://purl.obolibrary.org/obo/MONDO_0019057>	"MONDO:0001713"	
<http://purl.obolibrary.org/obo/MONDO_0019069>	"MONDO:0002728"	
<http://purl.obolibrary.org/obo/MONDO_0019070>	"MONDO:0005060"	
<http://purl.obolibrary.org/obo/MONDO_0019081>	"MONDO:0008757"	
<http://purl.obolibrary.org/obo/MONDO_0019089>	"MONDO:0006502"	
<http://purl.obolibrary.org/obo/MONDO_0019090>	"MONDO:0006851"	
<http://purl.obolibrary.org/obo/MONDO_0019106>	"MONDO:0006183"	
<http://purl.obolibrary.org/obo/MONDO_0019135>	"MONDO:0005894"	
<http://purl.obolibrary.org/obo/MONDO_0019163>	"MONDO:0009925"	
<http://purl.obolibrary.org/obo/MONDO_0019166>	"MONDO:0005974"	
<http://purl.obolibrary.org/obo/MONDO_0019185>	"MONDO:0005212"	
<http://purl.obolibrary.org/obo/MONDO_0019221>	"MONDO:0000456"	
<http://purl.obolibrary.org/obo/MONDO_0019244>	"MONDO:0002412"	
<http://purl.obolibrary.org/obo/MONDO_0019247>	"MONDO:0001807"	
<http://purl.obolibrary.org/obo/MONDO_0019273>	"MONDO:0006602"	
<http://purl.obolibrary.org/obo/MONDO_0019279>	"MONDO:0004907"	
<http://purl.obolibrary.org/obo/MONDO_0019343>	"MONDO:0005854"	
<http://purl.obolibrary.org/obo/MONDO_0019352>	"MONDO:0005968"	
<http://purl.obolibrary.org/obo/MONDO_0019361>	"MONDO:0005677"	
<http://purl.obolibrary.org/obo/MONDO_0019363>	"MONDO:0000330"	
<http://purl.obolibrary.org/obo/MONDO_0019379>	"MONDO:0005969"	
<http://purl.obolibrary.org/obo/MONDO_0019381>	"MONDO:0005736"	
<http://purl.obolibrary.org/obo/MONDO_0019382>	"MONDO:0005708"	
<http://purl.obolibrary.org/obo/MONDO_0019400>	"MONDO:0003669"	
<http://purl.obolibrary.org/obo/MONDO_0019442>	"MONDO:0005715"	
<http://purl.obolibrary.org/obo/MONDO_0019459>	"MONDO:0006861"	
<http://purl.obolibrary.org/obo/MONDO_0019477>	"MONDO:0004977"	
<http://purl.obolibrary.org/obo/MONDO_0019481>	"MONDO:0005764"	
<http://purl.obolibrary.org/obo/MONDO_0019492>	"MONDO:0007608"	
<http://purl.obolibrary.org/obo/MONDO_0019495>	"MONDO:0005744"	
<http://purl.obolibrary.org/obo/MONDO_0019539>	"MONDO:0006952"	
<http://purl.obolibrary.org/obo/MONDO_0019564>	"MONDO:0005100"	
<http://purl.obolibrary.org/obo/MONDO_0019592>	"MONDO:0002145"	
<http://purl.obolibrary.org/obo/MONDO_0019598>	"MONDO:0010383"	
<http://purl.obolibrary.org/obo/MONDO_0019616>	"MONDO:0002999"	
<http://purl.obolibrary.org/obo/MONDO_0019785>	"MONDO:0013256"	
<http://purl.obolibrary.org/obo/MONDO_0019798>	"MONDO:0002520"	
<http://purl.obolibrary.org/obo/MONDO_0019812>	"MONDO:0007001"	
<http://purl.obolibrary.org/obo/MONDO_0019842>	"MONDO:0006908"	
<http://purl.obolibrary.org/obo/MONDO_0019850>	"MONDO:0000088"	
<http://purl.obolibrary.org/obo/MONDO_0019958>	"MONDO:0005048"	
<http://purl.obolibrary.org/obo/MONDO_0019961>	"MONDO:0006976"	
<http://purl.obolibrary.org/obo/MONDO_0019966>	"MONDO:0005979"	
<http://purl.obolibrary.org/obo/MONDO_0019968>	"MONDO:0004241"	
<http://purl.obolibrary.org/obo/MONDO_0019974>	"MONDO:0001945"	
<http://purl.obolibrary.org/obo/MONDO_0020079>	"MONDO:0004959"	
<http://purl.obolibrary.org/obo/MONDO_0020080>	"MONDO:0006247"	
<http://purl.obolibrary.org/obo/MONDO_0020085>	"MONDO:0007950"	
<http://purl.obolibrary.org/obo/MONDO_0020086>	"MONDO:0002429"	
<http://purl.obolibrary.org/obo/MONDO_0020114>	"MONDO:0005571"	
<http://purl.obolibrary.org/obo/MONDO_0020166>	"MONDO:0008537"	
<http://purl.obolibrary.org/obo/MONDO_0020171>	"MONDO:0002235"	
<http://purl.obolibrary.org/obo/MONDO_0020239>	"MONDO:0001703"	
<http://purl.obolibrary.org/obo/MONDO_0020255>	"MONDO:0001309"	
<http://purl.obolibrary.org/obo/MONDO_0020260>		
<http://purl.obolibrary.org/obo/MONDO_0020299>	"MONDO:0011694"	
<http://purl.obolibrary.org/obo/MONDO_0020309>	"MONDO:0009509"	
<http://purl.obolibrary.org/obo/MONDO_0020314>	"MONDO:0005272"	
<http://purl.obolibrary.org/obo/MONDO_0020318>	<http://purl.obolibrary.org/obo/MONDO_0005223>	
<http://purl.obolibrary.org/obo/MONDO_0020319>	"MONDO:0005224"	
<http://purl.obolibrary.org/obo/MONDO_0020335>	"MONDO:0009887"	
<http://purl.obolibrary.org/obo/MONDO_0020350>	"MONDO:0005851"	
<http://purl.obolibrary.org/obo/MONDO_0020471>	"MONDO:0006373"	
<http://purl.obolibrary.org/obo/MONDO_0020486>	<http://purl.obolibrary.org/obo/MONDO_0005619>	
<http://purl.obolibrary.org/obo/MONDO_0020498>	"MONDO:0005820"	
<http://purl.obolibrary.org/obo/MONDO_0020514>	"MONDO:0006456"	
<http://purl.obolibrary.org/obo/MONDO_0020515>	"MONDO:0006451"	
<http://purl.obolibrary.org/obo/MONDO_0020534>	"MONDO:0001971"	
<http://purl.obolibrary.org/obo/MONDO_0020551>	"MONDO:0006248"	
<http://purl.obolibrary.org/obo/MONDO_0020564>	"MONDO:0005103"	
<http://purl.obolibrary.org/obo/MONDO_0020565>	"MONDO:0005028"	
<http://purl.obolibrary.org/obo/MONDO_0020566>	"MONDO:0003345"	
<http://purl.obolibrary.org/obo/MONDO_0020570>	"MONDO:0005680"	
<http://purl.obolibrary.org/obo/MONDO_0020578>	"HP:0100512"	
<http://purl.obolibrary.org/obo/MONDO_0020608>		
<http://purl.obolibrary.org/obo/MONDO_0020609>		
<http://purl.obolibrary.org/obo/MONDO_0020610>		
<http://purl.obolibrary.org/obo/MONDO_0020611>		
<http://purl.obolibrary.org/obo/MONDO_0020612>		
<http://purl.obolibrary.org/obo/MONDO_0020613>		
<http://purl.obolibrary.org/obo/MONDO_0020614>		
<http://purl.obolibrary.org/obo/MONDO_0020615>		
<http://purl.obolibrary.org/obo/MONDO_0020616>		
<http://purl.obolibrary.org/obo/MONDO_0020617>		
<http://purl.obolibrary.org/obo/MONDO_0020618>		
<http://purl.obolibrary.org/obo/MONDO_0020619>		
<http://purl.obolibrary.org/obo/MONDO_0020620>		
<http://purl.obolibrary.org/obo/MONDO_0020621>		
<http://purl.obolibrary.org/obo/MONDO_0020622>		
<http://purl.obolibrary.org/obo/MONDO_0020623>		
<http://purl.obolibrary.org/obo/MONDO_0020624>		
<http://purl.obolibrary.org/obo/MONDO_0020625>		
<http://purl.obolibrary.org/obo/MONDO_0020626>		
<http://purl.obolibrary.org/obo/MONDO_0020668>	"MONDO:0010047"	
<http://purl.obolibrary.org/obo/MONDO_0020758>	<http://purl.obolibrary.org/obo/MONDO_0037872>	
<http://purl.obolibrary.org/obo/MONDO_0021044>	"MONDO:0006058"	
<http://purl.obolibrary.org/obo/MONDO_0021051>	"MONDO:0015540"	
<http://purl.obolibrary.org/obo/MONDO_0021087>	"MONDO:0003252"	
<http://purl.obolibrary.org/obo/MONDO_0021103>		"MONDO:0003900"
<http://purl.obolibrary.org/obo/MONDO_0021103>		"MONDO:0005554"
<http://purl.obolibrary.org/obo/MONDO_0021122>	"MONDO:0000402"	
<http://purl.obolibrary.org/obo/MONDO_0021170>		
<http://purl.obolibrary.org/obo/MONDO_0021188>	"MONDO:0005094"	
<http://purl.obolibrary.org/obo/MONDO_0021213>	<http://purl.obolibrary.org/obo/MONDO_0006850>	
<http://purl.obolibrary.org/obo/MONDO_0021214>	<http://purl.obolibrary.org/obo/MONDO_0001757>	
<http://purl.obolibrary.org/obo/MONDO_0021215>	<http://purl.obolibrary.org/obo/MONDO_0001764>	
<http://purl.obolibrary.org/obo/MONDO_0021216>	<http://purl.obolibrary.org/obo/MONDO_0004047>	
<http://purl.obolibrary.org/obo/MONDO_0021217>	<http://purl.obolibrary.org/obo/MONDO_0015074>	
<http://purl.obolibrary.org/obo/MONDO_0021219>	<http://purl.obolibrary.org/obo/MONDO_0002381>	
<http://purl.obolibrary.org/obo/MONDO_0021226>	<http://purl.obolibrary.org/obo/MONDO_0016717>	
<http://purl.obolibrary.org/obo/MONDO_0021236>	<http://purl.obolibrary.org/obo/MONDO_0005335>	
<http://purl.obolibrary.org/obo/MONDO_0021247>		
<http://purl.obolibrary.org/obo/MONDO_0021252>	"MONDO:0003639"	
<http://purl.obolibrary.org/obo/MONDO_0021255>	<http://purl.obolibrary.org/obo/MONDO_0021254>	
<http://purl.obolibrary.org/obo/MONDO_0021256>	<http://purl.obolibrary.org/obo/MONDO_0021254>	
<http://purl.obolibrary.org/obo/MONDO_0021278>	<http://purl.obolibrary.org/obo/MONDO_0002469>	
<http://purl.obolibrary.org/obo/MONDO_0021286>	<http://purl.obolibrary.org/obo/MONDO_0000371>	
<http://purl.obolibrary.org/obo/MONDO_0021307>	<http://purl.obolibrary.org/obo/MONDO_0005575>	
<http://purl.obolibrary.org/obo/MONDO_0021347>	<http://purl.obolibrary.org/obo/MONDO_0004109>	
<http://purl.obolibrary.org/obo/MONDO_0021362>	<http://purl.obolibrary.org/obo/MONDO_0005375>	
<http://purl.obolibrary.org/obo/MONDO_0021376>	<http://purl.obolibrary.org/obo/MONDO_0006801>	
<http://purl.obolibrary.org/obo/MONDO_0021422>	<http://purl.obolibrary.org/obo/MONDO_0005210>	
<http://purl.obolibrary.org/obo/MONDO_0021433>	<http://purl.obolibrary.org/obo/MONDO_0004064>	
<http://purl.obolibrary.org/obo/MONDO_0021434>	<http://purl.obolibrary.org/obo/MONDO_0003912>	
<http://purl.obolibrary.org/obo/MONDO_0021436>	<http://purl.obolibrary.org/obo/MONDO_0003878>	
<http://purl.obolibrary.org/obo/MONDO_0021448>	<http://purl.obolibrary.org/obo/MONDO_0000634>	
