defined_class	defined_class_label	disease	disease_label
http://purl.obolibrary.org/obo/MONDO_0016778	iatrogenic botulism	http://purl.obolibrary.org/obo/MONDO_0005498	botulism
http://purl.obolibrary.org/obo/MONDO_0043543	iatrogenic disease	http://purl.obolibrary.org/obo/MONDO_0000001	disease or disorder
