defined_class	defined_class_label	location	location_label
http://purl.obolibrary.org/obo/MONDO_0002193	Bartholin gland benign neoplasm	http://purl.obolibrary.org/obo/UBERON_0000460	major vestibular gland
http://purl.obolibrary.org/obo/MONDO_0044764	benign choroid plexus neoplasm	http://purl.obolibrary.org/obo/UBERON_0001886	choroid plexus
http://purl.obolibrary.org/obo/MONDO_0002278	benign colon neoplasm	http://purl.obolibrary.org/obo/UBERON_0001155	colon
http://purl.obolibrary.org/obo/MONDO_0006105	benign conjunctival neoplasm	http://purl.obolibrary.org/obo/UBERON_0001811	conjunctiva
http://purl.obolibrary.org/obo/MONDO_0000385	benign digestive system neoplasm	http://purl.obolibrary.org/obo/UBERON_0005409	alimentary part of gastrointestinal system
http://purl.obolibrary.org/obo/MONDO_0006734	benign duodenal neoplasm	http://purl.obolibrary.org/obo/UBERON_0002114	duodenum
http://purl.obolibrary.org/obo/MONDO_0000627	benign endocrine neoplasm	http://purl.obolibrary.org/obo/UBERON_0002368	endocrine gland
http://purl.obolibrary.org/obo/MONDO_0021605	benign eyelid neoplasm	http://purl.obolibrary.org/obo/UBERON_0001711	eyelid
http://purl.obolibrary.org/obo/MONDO_0000624	benign female reproductive system neoplasm	http://purl.obolibrary.org/obo/UBERON_0003134	female reproductive organ
http://purl.obolibrary.org/obo/MONDO_0002354	benign laryngeal neoplasm	http://purl.obolibrary.org/obo/UBERON_0001737	larynx
http://purl.obolibrary.org/obo/MONDO_0000625	benign male reproductive system neoplasm	http://purl.obolibrary.org/obo/UBERON_0000079	male reproductive system
http://purl.obolibrary.org/obo/MONDO_0018738	benign metanephric tumour	http://purl.obolibrary.org/obo/UBERON_0000081	metanephros
http://purl.obolibrary.org/obo/MONDO_0021511	benign neoplasm of adrenal gland	http://purl.obolibrary.org/obo/UBERON_0002369	adrenal gland
http://purl.obolibrary.org/obo/MONDO_0021468	benign neoplasm of adrenal medulla	http://purl.obolibrary.org/obo/UBERON_0001236	adrenal medulla
http://purl.obolibrary.org/obo/MONDO_0021469	benign neoplasm of anus	http://purl.obolibrary.org/obo/UBERON_0001245	anus
http://purl.obolibrary.org/obo/MONDO_0021465	benign neoplasm of appendix	http://purl.obolibrary.org/obo/UBERON_0001154	vermiform appendix
http://purl.obolibrary.org/obo/MONDO_0021451	benign neoplasm of brain	http://purl.obolibrary.org/obo/UBERON_0000955	brain
http://purl.obolibrary.org/obo/MONDO_0021507	benign neoplasm of brain stem	http://purl.obolibrary.org/obo/UBERON_0002298	brainstem
http://purl.obolibrary.org/obo/MONDO_0021524	benign neoplasm of buccal mucosa	http://purl.obolibrary.org/obo/UBERON_0006956	buccal mucosa
