defined_class	defined_class_label	human_disease	human_disease_label
http://purl.obolibrary.org/obo/MONDO_0700103	nutritional deficiency disease, non-human animal	http://purl.obolibrary.org/obo/MONDO_0006873	nutritional deficiency disease
