defined_class	defined_class_label	disease	disease_label
http://purl.obolibrary.org/obo/MONDO_0100474	mild ichthyosis vulgaris	http://purl.obolibrary.org/obo/MONDO_0024304	ichthyosis vulgaris
http://purl.obolibrary.org/obo/MONDO_0000238	pestis minor	http://purl.obolibrary.org/obo/MONDO_0001112	bubonic plague
