#curie_map:
#  DOID: http://purl.obolibrary.org/obo/DOID_
#  MONDO: http://purl.obolibrary.org/obo/MONDO_
#  oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#license: https://creativecommons.org/publicdomain/zero/1.0/
#mapping_date: '2021-05-20'
#subject_source: http://purl.obolibrary.org/obo/mondo.owl
subject_id	predicate_id	object_id	match_type
MONDO:0014939	oboInOwl:hasDbXref	DOID:0110661	HumanCurated
MONDO:0014943	oboInOwl:hasDbXref	DOID:0080337	HumanCurated
MONDO:0014942	oboInOwl:hasDbXref	DOID:0080428	HumanCurated
MONDO:0002949	oboInOwl:hasDbXref	DOID:4292	HumanCurated
MONDO:0002945	oboInOwl:hasDbXref	DOID:4289	HumanCurated
MONDO:0002946	oboInOwl:hasDbXref	DOID:429	HumanCurated
MONDO:0002947	oboInOwl:hasDbXref	DOID:4290	HumanCurated
MONDO:0002948	oboInOwl:hasDbXref	DOID:4291	HumanCurated
MONDO:0002963	oboInOwl:hasDbXref	DOID:4324	HumanCurated
MONDO:0002965	oboInOwl:hasDbXref	DOID:4333	HumanCurated
MONDO:0002966	oboInOwl:hasDbXref	DOID:4334	HumanCurated
MONDO:0000304	oboInOwl:hasDbXref	DOID:0050288	HumanCurated
MONDO:0002960	oboInOwl:hasDbXref	DOID:4307	HumanCurated
MONDO:0000303	oboInOwl:hasDbXref	DOID:0050279	HumanCurated
MONDO:0000302	oboInOwl:hasDbXref	DOID:0050278	HumanCurated
MONDO:0002961	oboInOwl:hasDbXref	DOID:4321	HumanCurated
MONDO:0000301	oboInOwl:hasDbXref	DOID:0050268	HumanCurated
MONDO:0002962	oboInOwl:hasDbXref	DOID:4323	HumanCurated
MONDO:0014927	oboInOwl:hasDbXref	DOID:0110996	HumanCurated
MONDO:0014928	oboInOwl:hasDbXref	DOID:0110997	HumanCurated
MONDO:0014934	oboInOwl:hasDbXref	DOID:0111615	HumanCurated
MONDO:0014933	oboInOwl:hasDbXref	DOID:0080424	HumanCurated
MONDO:0002956	oboInOwl:hasDbXref	DOID:4302	HumanCurated
MONDO:0002957	oboInOwl:hasDbXref	DOID:4303	HumanCurated
MONDO:0002958	oboInOwl:hasDbXref	DOID:4304	HumanCurated
MONDO:0002959	oboInOwl:hasDbXref	DOID:4306	HumanCurated
MONDO:0000355	oboInOwl:hasDbXref	DOID:0050558	HumanCurated
MONDO:0024323	oboInOwl:hasDbXref	DOID:8020	HumanCurated
MONDO:0000359	oboInOwl:hasDbXref	DOID:0050568	HumanCurated
MONDO:0000358	oboInOwl:hasDbXref	DOID:0050567	HumanCurated
MONDO:0000351	oboInOwl:hasDbXref	DOID:0050544	HumanCurated
MONDO:0012344	oboInOwl:hasDbXref	DOID:0110044	HumanCurated
MONDO:0012348	oboInOwl:hasDbXref	DOID:0111105	HumanCurated
MONDO:0012346	oboInOwl:hasDbXref	DOID:0111293	HumanCurated
MONDO:0000365	oboInOwl:hasDbXref	DOID:0050593	HumanCurated
MONDO:0000363	oboInOwl:hasDbXref	DOID:0050584	HumanCurated
MONDO:0000369	oboInOwl:hasDbXref	DOID:0050599	HumanCurated
MONDO:0000368	oboInOwl:hasDbXref	DOID:0050598	HumanCurated
MONDO:0000367	oboInOwl:hasDbXref	DOID:0050596	HumanCurated
MONDO:0012333	oboInOwl:hasDbXref	DOID:0110509	HumanCurated
MONDO:0012334	oboInOwl:hasDbXref	DOID:0110780	HumanCurated
MONDO:0014993	oboInOwl:hasDbXref	DOID:0080308	HumanCurated
MONDO:0012338	oboInOwl:hasDbXref	DOID:0111319	HumanCurated
MONDO:0012336	oboInOwl:hasDbXref	DOID:0110268	HumanCurated
MONDO:0014997	oboInOwl:hasDbXref	DOID:0111127	HumanCurated
MONDO:0024309	oboInOwl:hasDbXref	DOID:0070155	HumanCurated
MONDO:0014991	oboInOwl:hasDbXref	DOID:0070008	HumanCurated
MONDO:0000333	oboInOwl:hasDbXref	DOID:0050488	HumanCurated
MONDO:0002996	oboInOwl:hasDbXref	DOID:4435	HumanCurated
MONDO:0000332	oboInOwl:hasDbXref	DOID:0050485	HumanCurated
MONDO:0002997	oboInOwl:hasDbXref	DOID:4436	HumanCurated
MONDO:0002998	oboInOwl:hasDbXref	DOID:4437	HumanCurated
MONDO:0000331	oboInOwl:hasDbXref	DOID:0050484	HumanCurated
MONDO:0002999	oboInOwl:hasDbXref	DOID:4438	HumanCurated
MONDO:0000330	oboInOwl:hasDbXref	DOID:0050481	HumanCurated
MONDO:0024301	oboInOwl:hasDbXref	DOID:0050032	HumanCurated
MONDO:0000337	oboInOwl:hasDbXref	DOID:0050495	HumanCurated
MONDO:0002993	oboInOwl:hasDbXref	DOID:4432	HumanCurated
MONDO:0000336	oboInOwl:hasDbXref	DOID:0050491	HumanCurated
MONDO:0002994	oboInOwl:hasDbXref	DOID:4433	HumanCurated
MONDO:0000335	oboInOwl:hasDbXref	DOID:0050490	HumanCurated
MONDO:0024306	oboInOwl:hasDbXref	DOID:3650	HumanCurated
MONDO:0000334	oboInOwl:hasDbXref	DOID:0050489	HumanCurated
MONDO:0024305	oboInOwl:hasDbXref	DOID:12700	HumanCurated
MONDO:0002990	oboInOwl:hasDbXref	DOID:4419	HumanCurated
MONDO:0002991	oboInOwl:hasDbXref	DOID:4422	HumanCurated
MONDO:0012322	oboInOwl:hasDbXref	DOID:0110878	HumanCurated
MONDO:0014985	oboInOwl:hasDbXref	DOID:0111080	HumanCurated
MONDO:0012320	oboInOwl:hasDbXref	DOID:0111183	HumanCurated
MONDO:0014983	oboInOwl:hasDbXref	DOID:0110672	HumanCurated
MONDO:0012321	oboInOwl:hasDbXref	DOID:0110043	HumanCurated
MONDO:0012326	oboInOwl:hasDbXref	DOID:0110500	HumanCurated
MONDO:0012327	oboInOwl:hasDbXref	DOID:0110503	HumanCurated
MONDO:0014987	oboInOwl:hasDbXref	DOID:0111085	HumanCurated
MONDO:0014986	oboInOwl:hasDbXref	DOID:0111090	HumanCurated
MONDO:0000328	oboInOwl:hasDbXref	DOID:0050459	HumanCurated
MONDO:0000327	oboInOwl:hasDbXref	DOID:0050456	HumanCurated
MONDO:0002989	oboInOwl:hasDbXref	DOID:4415	HumanCurated
MONDO:0000344	oboInOwl:hasDbXref	DOID:0050518	HumanCurated
MONDO:0000343	oboInOwl:hasDbXref	DOID:0050517	HumanCurated
MONDO:0000342	oboInOwl:hasDbXref	DOID:0050516	HumanCurated
MONDO:0000341	oboInOwl:hasDbXref	DOID:0050515	HumanCurated
MONDO:0000348	oboInOwl:hasDbXref	DOID:0050537	HumanCurated
MONDO:0000346	oboInOwl:hasDbXref	DOID:0050522	HumanCurated
MONDO:0000345	oboInOwl:hasDbXref	DOID:0050521	HumanCurated
MONDO:0012308	oboInOwl:hasDbXref	DOID:0110999	HumanCurated
MONDO:0012306	oboInOwl:hasDbXref	DOID:0111426	HumanCurated
MONDO:0000340	oboInOwl:hasDbXref	DOID:0050514	HumanCurated
MONDO:0012315	oboInOwl:hasDbXref	DOID:0060390	HumanCurated
MONDO:0014976	oboInOwl:hasDbXref	DOID:0111488	HumanCurated
MONDO:0000339	oboInOwl:hasDbXref	DOID:0050513	HumanCurated
MONDO:0000338	oboInOwl:hasDbXref	DOID:0050508	HumanCurated
MONDO:0014970	oboInOwl:hasDbXref	DOID:0070174	HumanCurated
MONDO:0002900	oboInOwl:hasDbXref	DOID:4164	HumanCurated
MONDO:0002930	oboInOwl:hasDbXref	DOID:4242	HumanCurated
MONDO:0002931	oboInOwl:hasDbXref	DOID:4250	HumanCurated
MONDO:0002933	oboInOwl:hasDbXref	DOID:4254	HumanCurated
MONDO:0014916	oboInOwl:hasDbXref	DOID:0080442	HumanCurated
MONDO:0014917	oboInOwl:hasDbXref	DOID:0080454	HumanCurated
MONDO:0014922	oboInOwl:hasDbXref	DOID:0080098	HumanCurated
MONDO:0014921	oboInOwl:hasDbXref	DOID:0080447	HumanCurated
MONDO:0014920	oboInOwl:hasDbXref	DOID:0060865	HumanCurated
MONDO:0002927	oboInOwl:hasDbXref	DOID:4235	HumanCurated
MONDO:0002928	oboInOwl:hasDbXref	DOID:4236	HumanCurated
MONDO:0002929	oboInOwl:hasDbXref	DOID:424	HumanCurated
MONDO:0002923	oboInOwl:hasDbXref	DOID:4227	HumanCurated
MONDO:0002924	oboInOwl:hasDbXref	DOID:4230	HumanCurated
MONDO:0002926	oboInOwl:hasDbXref	DOID:4233	HumanCurated
MONDO:0002941	oboInOwl:hasDbXref	DOID:4284	HumanCurated
MONDO:0002942	oboInOwl:hasDbXref	DOID:4286	HumanCurated
MONDO:0002943	oboInOwl:hasDbXref	DOID:4287	HumanCurated
MONDO:0002944	oboInOwl:hasDbXref	DOID:4288	HumanCurated
MONDO:0002940	oboInOwl:hasDbXref	DOID:4283	HumanCurated
MONDO:0014904	oboInOwl:hasDbXref	DOID:0080553	HumanCurated
MONDO:0014909	oboInOwl:hasDbXref	DOID:0110610	HumanCurated
MONDO:0014908	oboInOwl:hasDbXref	DOID:0070288	HumanCurated
MONDO:0014906	oboInOwl:hasDbXref	DOID:0111557	HumanCurated
MONDO:0014912	oboInOwl:hasDbXref	DOID:0080163	HumanCurated
MONDO:0014910	oboInOwl:hasDbXref	DOID:0110620	HumanCurated
MONDO:0002938	oboInOwl:hasDbXref	DOID:4281	HumanCurated
MONDO:0002939	oboInOwl:hasDbXref	DOID:4282	HumanCurated
MONDO:0002934	oboInOwl:hasDbXref	DOID:4266	HumanCurated
MONDO:0002935	oboInOwl:hasDbXref	DOID:4277	HumanCurated
MONDO:0002936	oboInOwl:hasDbXref	DOID:4278	HumanCurated
MONDO:0002937	oboInOwl:hasDbXref	DOID:4280	HumanCurated
MONDO:0002910	oboInOwl:hasDbXref	DOID:4201	HumanCurated
MONDO:0002911	oboInOwl:hasDbXref	DOID:4202	HumanCurated
MONDO:0002909	oboInOwl:hasDbXref	DOID:4195	HumanCurated
MONDO:0014900	oboInOwl:hasDbXref	DOID:0110289	HumanCurated
MONDO:0002905	oboInOwl:hasDbXref	DOID:4189	HumanCurated
MONDO:0002907	oboInOwl:hasDbXref	DOID:4193	HumanCurated
MONDO:0002908	oboInOwl:hasDbXref	DOID:4194	HumanCurated
MONDO:0002901	oboInOwl:hasDbXref	DOID:4176	HumanCurated
MONDO:0002903	oboInOwl:hasDbXref	DOID:4186	HumanCurated
MONDO:0002904	oboInOwl:hasDbXref	DOID:4188	HumanCurated
MONDO:0002920	oboInOwl:hasDbXref	DOID:4217	HumanCurated
MONDO:0002921	oboInOwl:hasDbXref	DOID:422	HumanCurated
MONDO:0002922	oboInOwl:hasDbXref	DOID:4223	HumanCurated
MONDO:0002916	oboInOwl:hasDbXref	DOID:4209	HumanCurated
MONDO:0002917	oboInOwl:hasDbXref	DOID:421	HumanCurated
MONDO:0002918	oboInOwl:hasDbXref	DOID:4210	HumanCurated
MONDO:0002919	oboInOwl:hasDbXref	DOID:4211	HumanCurated
MONDO:0002912	oboInOwl:hasDbXref	DOID:4203	HumanCurated
MONDO:0002913	oboInOwl:hasDbXref	DOID:4205	HumanCurated
MONDO:0002914	oboInOwl:hasDbXref	DOID:4206	HumanCurated
MONDO:0002915	oboInOwl:hasDbXref	DOID:4207	HumanCurated
MONDO:0000397	oboInOwl:hasDbXref	DOID:0050670	HumanCurated
MONDO:0000396	oboInOwl:hasDbXref	DOID:0050669	HumanCurated
MONDO:0000390	oboInOwl:hasDbXref	DOID:0050661	HumanCurated
MONDO:0000395	oboInOwl:hasDbXref	DOID:0050668	HumanCurated
MONDO:0000393	oboInOwl:hasDbXref	DOID:0050666	HumanCurated
MONDO:0012380	oboInOwl:hasDbXref	DOID:0110579	HumanCurated
MONDO:0012381	oboInOwl:hasDbXref	DOID:0070220	HumanCurated
MONDO:0012382	oboInOwl:hasDbXref	DOID:0070215	HumanCurated
MONDO:0024358	oboInOwl:hasDbXref	DOID:0080302	HumanCurated
MONDO:0012375	oboInOwl:hasDbXref	DOID:0110504	HumanCurated
MONDO:0012376	oboInOwl:hasDbXref	DOID:0110510	HumanCurated
MONDO:0012370	oboInOwl:hasDbXref	DOID:0110508	HumanCurated
MONDO:0012371	oboInOwl:hasDbXref	DOID:0060581	HumanCurated
MONDO:0000377	oboInOwl:hasDbXref	DOID:0050616	HumanCurated
MONDO:0000376	oboInOwl:hasDbXref	DOID:0050615	HumanCurated
MONDO:0000375	oboInOwl:hasDbXref	DOID:0050614	HumanCurated
MONDO:0000374	oboInOwl:hasDbXref	DOID:0050613	HumanCurated
MONDO:0000379	oboInOwl:hasDbXref	DOID:0050618	HumanCurated
MONDO:0000378	oboInOwl:hasDbXref	DOID:0050617	HumanCurated
MONDO:0000373	oboInOwl:hasDbXref	DOID:0050612	HumanCurated
MONDO:0000372	oboInOwl:hasDbXref	DOID:0050611	HumanCurated
MONDO:0000371	oboInOwl:hasDbXref	DOID:0050610	HumanCurated
MONDO:0012367	oboInOwl:hasDbXref	DOID:0110391	HumanCurated
MONDO:0012364	oboInOwl:hasDbXref	DOID:0110442	HumanCurated
MONDO:0012362	oboInOwl:hasDbXref	DOID:0110439	HumanCurated
MONDO:0012363	oboInOwl:hasDbXref	DOID:0110355	HumanCurated
MONDO:0012360	oboInOwl:hasDbXref	DOID:0070127	HumanCurated
MONDO:0000387	oboInOwl:hasDbXref	DOID:0050642	HumanCurated
MONDO:0000386	oboInOwl:hasDbXref	DOID:0050626	HumanCurated
MONDO:0000385	oboInOwl:hasDbXref	DOID:0050624	HumanCurated
MONDO:0024336	oboInOwl:hasDbXref	DOID:2098	HumanCurated
MONDO:0000389	oboInOwl:hasDbXref	DOID:0050648	HumanCurated
MONDO:0000380	oboInOwl:hasDbXref	DOID:0050619	HumanCurated
MONDO:0000384	oboInOwl:hasDbXref	DOID:0050623	HumanCurated
MONDO:0000383	oboInOwl:hasDbXref	DOID:0050622	HumanCurated
MONDO:0024331	oboInOwl:hasDbXref	DOID:0080199	HumanCurated
MONDO:0000382	oboInOwl:hasDbXref	DOID:0050621	HumanCurated
MONDO:0000381	oboInOwl:hasDbXref	DOID:0050620	HumanCurated
MONDO:0012355	oboInOwl:hasDbXref	DOID:0110486	HumanCurated
MONDO:0012353	oboInOwl:hasDbXref	DOID:0080338	HumanCurated
MONDO:0012354	oboInOwl:hasDbXref	DOID:0060692	HumanCurated
MONDO:0024387	oboInOwl:hasDbXref	DOID:0080370	HumanCurated
MONDO:0024377	oboInOwl:hasDbXref	DOID:0111141	HumanCurated
MONDO:0012399	oboInOwl:hasDbXref	DOID:0090132	HumanCurated
MONDO:0012391	oboInOwl:hasDbXref	DOID:0110724	HumanCurated
MONDO:0012395	oboInOwl:hasDbXref	DOID:0110238	HumanCurated
MONDO:0012396	oboInOwl:hasDbXref	DOID:0070214	HumanCurated
MONDO:0002853	oboInOwl:hasDbXref	DOID:4053	HumanCurated
MONDO:0002854	oboInOwl:hasDbXref	DOID:4054	HumanCurated
MONDO:0002855	oboInOwl:hasDbXref	DOID:4055	HumanCurated
MONDO:0002856	oboInOwl:hasDbXref	DOID:4057	HumanCurated
MONDO:0002850	oboInOwl:hasDbXref	DOID:4048	HumanCurated
MONDO:0002851	oboInOwl:hasDbXref	DOID:4049	HumanCurated
MONDO:0002852	oboInOwl:hasDbXref	DOID:4050	HumanCurated
MONDO:0014836	oboInOwl:hasDbXref	DOID:0110180	HumanCurated
MONDO:0014842	oboInOwl:hasDbXref	DOID:0070071	HumanCurated
MONDO:0014846	oboInOwl:hasDbXref	DOID:0111613	HumanCurated
MONDO:0014845	oboInOwl:hasDbXref	DOID:0111614	HumanCurated
MONDO:0002846	oboInOwl:hasDbXref	DOID:4038	HumanCurated
MONDO:0002847	oboInOwl:hasDbXref	DOID:4043	HumanCurated
MONDO:0002848	oboInOwl:hasDbXref	DOID:4044	HumanCurated
MONDO:0002849	oboInOwl:hasDbXref	DOID:4047	HumanCurated
MONDO:0002864	oboInOwl:hasDbXref	DOID:4066	HumanCurated
MONDO:0002865	oboInOwl:hasDbXref	DOID:4067	HumanCurated
MONDO:0002866	oboInOwl:hasDbXref	DOID:4072	HumanCurated
MONDO:0002867	oboInOwl:hasDbXref	DOID:4073	HumanCurated
MONDO:0002860	oboInOwl:hasDbXref	DOID:4061	HumanCurated
MONDO:0002861	oboInOwl:hasDbXref	DOID:4062	HumanCurated
MONDO:0002862	oboInOwl:hasDbXref	DOID:4064	HumanCurated
MONDO:0002863	oboInOwl:hasDbXref	DOID:4065	HumanCurated
MONDO:0014828	oboInOwl:hasDbXref	DOID:0090010	HumanCurated
MONDO:0014827	oboInOwl:hasDbXref	DOID:0110821	HumanCurated
MONDO:0014829	oboInOwl:hasDbXref	DOID:0090011	HumanCurated
MONDO:0014830	oboInOwl:hasDbXref	DOID:0111055	HumanCurated
MONDO:0002857	oboInOwl:hasDbXref	DOID:4058	HumanCurated
MONDO:0002858	oboInOwl:hasDbXref	DOID:4059	HumanCurated
MONDO:0002859	oboInOwl:hasDbXref	DOID:4060	HumanCurated
MONDO:0002831	oboInOwl:hasDbXref	DOID:4003	HumanCurated
MONDO:0002832	oboInOwl:hasDbXref	DOID:4005	HumanCurated
MONDO:0002833	oboInOwl:hasDbXref	DOID:4008	HumanCurated
MONDO:0002834	oboInOwl:hasDbXref	DOID:4011	HumanCurated
MONDO:0014817	oboInOwl:hasDbXref	DOID:0080387	HumanCurated
MONDO:0014814	oboInOwl:hasDbXref	DOID:0110013	HumanCurated
MONDO:0014819	oboInOwl:hasDbXref	DOID:0060767	HumanCurated
MONDO:0014818	oboInOwl:hasDbXref	DOID:0080381	HumanCurated
MONDO:0014820	oboInOwl:hasDbXref	DOID:0080336	HumanCurated
MONDO:0002828	oboInOwl:hasDbXref	DOID:3998	HumanCurated
MONDO:0002829	oboInOwl:hasDbXref	DOID:3999	HumanCurated
MONDO:0002829	oboInOwl:hasDbXref	DOID:60003	HumanCurated
MONDO:0002824	oboInOwl:hasDbXref	DOID:3978	HumanCurated
MONDO:0002842	oboInOwl:hasDbXref	DOID:4033	HumanCurated
MONDO:0002843	oboInOwl:hasDbXref	DOID:4034	HumanCurated
MONDO:0002844	oboInOwl:hasDbXref	DOID:4035	HumanCurated
MONDO:0002845	oboInOwl:hasDbXref	DOID:4037	HumanCurated
MONDO:0002840	oboInOwl:hasDbXref	DOID:4030	HumanCurated
MONDO:0014804	oboInOwl:hasDbXref	DOID:0080343	HumanCurated
MONDO:0014808	oboInOwl:hasDbXref	DOID:0060777	HumanCurated
MONDO:0014813	oboInOwl:hasDbXref	DOID:0060795	HumanCurated
MONDO:0002839	oboInOwl:hasDbXref	DOID:4023	HumanCurated
MONDO:0002836	oboInOwl:hasDbXref	DOID:4013	HumanCurated
MONDO:0002837	oboInOwl:hasDbXref	DOID:4014	HumanCurated
MONDO:0002897	oboInOwl:hasDbXref	DOID:4157	HumanCurated
MONDO:0000234	oboInOwl:hasDbXref	DOID:0050051	HumanCurated
MONDO:0002898	oboInOwl:hasDbXref	DOID:4159	HumanCurated
MONDO:0000233	oboInOwl:hasDbXref	DOID:0050050	HumanCurated
MONDO:0000232	oboInOwl:hasDbXref	DOID:0050047	HumanCurated
MONDO:0002899	oboInOwl:hasDbXref	DOID:4160	HumanCurated
MONDO:0000231	oboInOwl:hasDbXref	DOID:0050046	HumanCurated
MONDO:0002894	oboInOwl:hasDbXref	DOID:4153	HumanCurated
MONDO:0000237	oboInOwl:hasDbXref	DOID:0050061	HumanCurated
MONDO:0000236	oboInOwl:hasDbXref	DOID:0050059	HumanCurated
MONDO:0002896	oboInOwl:hasDbXref	DOID:4156	HumanCurated
MONDO:0002891	oboInOwl:hasDbXref	DOID:4148	HumanCurated
MONDO:0002892	oboInOwl:hasDbXref	DOID:4151	HumanCurated
MONDO:0000230	oboInOwl:hasDbXref	DOID:0050043	HumanCurated
MONDO:0012224	oboInOwl:hasDbXref	DOID:0111309	HumanCurated
MONDO:0014884	oboInOwl:hasDbXref	DOID:0070225	HumanCurated
MONDO:0014883	oboInOwl:hasDbXref	DOID:0110327	HumanCurated
MONDO:0012226	oboInOwl:hasDbXref	DOID:0111306	HumanCurated
MONDO:0000229	oboInOwl:hasDbXref	DOID:0050042	HumanCurated
MONDO:0014882	oboInOwl:hasDbXref	DOID:0110822	HumanCurated
MONDO:0012220	oboInOwl:hasDbXref	DOID:0060834	HumanCurated
MONDO:0000245	oboInOwl:hasDbXref	DOID:0050116	HumanCurated
MONDO:0000244	oboInOwl:hasDbXref	DOID:0050105	HumanCurated
MONDO:0000243	oboInOwl:hasDbXref	DOID:0050097	HumanCurated
MONDO:0000242	oboInOwl:hasDbXref	DOID:0050096	HumanCurated
MONDO:0000249	oboInOwl:hasDbXref	DOID:0050129	HumanCurated
MONDO:0000248	oboInOwl:hasDbXref	DOID:0050125	HumanCurated
MONDO:0000241	oboInOwl:hasDbXref	DOID:0050083	HumanCurated
MONDO:0000240	oboInOwl:hasDbXref	DOID:0050073	HumanCurated
MONDO:0012212	oboInOwl:hasDbXref	DOID:0070235	HumanCurated
MONDO:0012213	oboInOwl:hasDbXref	DOID:0110777	HumanCurated
MONDO:0014872	oboInOwl:hasDbXref	DOID:0110866	HumanCurated
MONDO:0012211	oboInOwl:hasDbXref	DOID:0080558	HumanCurated
MONDO:0012215	oboInOwl:hasDbXref	DOID:0110300	HumanCurated
MONDO:0012215	oboInOwl:hasDbXref	DOID:0080094	HumanCurated
MONDO:0000239	oboInOwl:hasDbXref	DOID:0050072	HumanCurated
MONDO:0014871	oboInOwl:hasDbXref	DOID:0110361	HumanCurated
MONDO:0002875	oboInOwl:hasDbXref	DOID:4110	HumanCurated
MONDO:0002876	oboInOwl:hasDbXref	DOID:4111	HumanCurated
MONDO:0002877	oboInOwl:hasDbXref	DOID:4112	HumanCurated
MONDO:0002878	oboInOwl:hasDbXref	DOID:4113	HumanCurated
MONDO:0002871	oboInOwl:hasDbXref	DOID:4084	HumanCurated
MONDO:0002872	oboInOwl:hasDbXref	DOID:4085	HumanCurated
MONDO:0000214	oboInOwl:hasDbXref	DOID:0080535	HumanCurated
MONDO:0002874	oboInOwl:hasDbXref	DOID:4087	HumanCurated
MONDO:0014859	oboInOwl:hasDbXref	DOID:0080435	HumanCurated
MONDO:0002870	oboInOwl:hasDbXref	DOID:4080	HumanCurated
MONDO:0014858	oboInOwl:hasDbXref	DOID:0070073	HumanCurated
MONDO:0014864	oboInOwl:hasDbXref	DOID:0080537	HumanCurated
MONDO:0012200	oboInOwl:hasDbXref	DOID:0110857	HumanCurated
MONDO:0014868	oboInOwl:hasDbXref	DOID:0080417	HumanCurated
MONDO:0014867	oboInOwl:hasDbXref	DOID:0111745	HumanCurated
MONDO:0014866	oboInOwl:hasDbXref	DOID:0110160	HumanCurated
MONDO:0002868	oboInOwl:hasDbXref	DOID:4075	HumanCurated
MONDO:0002869	oboInOwl:hasDbXref	DOID:4079	HumanCurated
MONDO:0002886	oboInOwl:hasDbXref	DOID:4137	HumanCurated
MONDO:0002887	oboInOwl:hasDbXref	DOID:4138	HumanCurated
MONDO:0000222	oboInOwl:hasDbXref	DOID:0050004	HumanCurated
MONDO:0002888	oboInOwl:hasDbXref	DOID:4141	HumanCurated
MONDO:0002889	oboInOwl:hasDbXref	DOID:4143	HumanCurated
MONDO:0000227	oboInOwl:hasDbXref	DOID:0050035	HumanCurated
MONDO:0002882	oboInOwl:hasDbXref	DOID:4118	HumanCurated
MONDO:0002883	oboInOwl:hasDbXref	DOID:4119	HumanCurated
MONDO:0002884	oboInOwl:hasDbXref	DOID:4123	HumanCurated
MONDO:0000225	oboInOwl:hasDbXref	DOID:0050026	HumanCurated
MONDO:0000224	oboInOwl:hasDbXref	DOID:0050013	HumanCurated
MONDO:0002885	oboInOwl:hasDbXref	DOID:4131	HumanCurated
MONDO:0014849	oboInOwl:hasDbXref	DOID:0110466	HumanCurated
MONDO:0002880	oboInOwl:hasDbXref	DOID:4115	HumanCurated
MONDO:0002881	oboInOwl:hasDbXref	DOID:4117	HumanCurated
MONDO:0014847	oboInOwl:hasDbXref	DOID:0070172	HumanCurated
MONDO:0014853	oboInOwl:hasDbXref	DOID:0110592	HumanCurated
MONDO:0014856	oboInOwl:hasDbXref	DOID:0111471	HumanCurated
MONDO:0014855	oboInOwl:hasDbXref	DOID:0070072	HumanCurated
MONDO:0014854	oboInOwl:hasDbXref	DOID:0110587	HumanCurated
MONDO:0002879	oboInOwl:hasDbXref	DOID:4114	HumanCurated
