id	subject	predicate	object	relation	knowledge_source
urn:uuid:ac3b61c6-9f07-4c02-ad39-37ad14603357	MONDO:0000004	biolink:subclass_of	MONDO:0002816	rdfs:subClassOf	mondo-rare.json
urn:uuid:60cf07a3-ea51-42c3-9d19-ad816391a1a6	MONDO:0000005	biolink:subclass_of	MONDO:0004907	rdfs:subClassOf	mondo-rare.json
urn:uuid:ba2bbc4a-b65d-431f-b3aa-c3fb9f42adc3	MONDO:0000005	biolink:subclass_of	MONDO:0100118	rdfs:subClassOf	mondo-rare.json
urn:uuid:9303ef89-d671-46f8-90bd-9f593017fa02	MONDO:0000009	biolink:subclass_of	MONDO:0002243	rdfs:subClassOf	mondo-rare.json
urn:uuid:700f30a7-6f13-4047-8b0a-e33ff430eebf	MONDO:0000009	biolink:subclass_of	MONDO:0002245	rdfs:subClassOf	mondo-rare.json
urn:uuid:24ddc7e1-b0d2-47c7-89d0-3d68688e34e3	MONDO:0000009	biolink:subclass_of	MONDO:0003847	rdfs:subClassOf	mondo-rare.json
urn:uuid:8455d87b-e1a0-4948-a2e6-1357223a2df1	MONDO:0000014	biolink:subclass_of	MONDO:0001703	rdfs:subClassOf	mondo-rare.json
urn:uuid:f56b35e7-6645-4e44-8390-442696524c11	MONDO:0000015	biolink:subclass_of	MONDO:0003832	rdfs:subClassOf	mondo-rare.json
urn:uuid:aab008ff-665a-4c64-bbcf-51a19dbbd578	MONDO:0000023	biolink:subclass_of	MONDO:0003847	rdfs:subClassOf	mondo-rare.json
urn:uuid:a680cf91-b260-466e-a0d1-37c5a275b57f	MONDO:0000023	biolink:subclass_of	MONDO:0100192	rdfs:subClassOf	mondo-rare.json
urn:uuid:3defebaa-e85d-4118-8d32-cc086f825065	MONDO:0000030	biolink:subclass_of	MONDO:0017704	rdfs:subClassOf	mondo-rare.json
urn:uuid:283a765c-502c-4d0b-9a48-2bad7fa50a94	MONDO:0000030	biolink:subclass_of	MONDO:0100631	rdfs:subClassOf	mondo-rare.json
urn:uuid:f52f8b52-2457-48cf-b59b-437f556b2d80	MONDO:0000032	biolink:subclass_of	MONDO:0003847	rdfs:subClassOf	mondo-rare.json
urn:uuid:93a39234-d926-4ab5-bf69-f3c9e76c11d8	MONDO:0000044	biolink:subclass_of	MONDO:0003847	rdfs:subClassOf	mondo-rare.json
urn:uuid:a7600132-a9de-4344-8545-d0644154413c	MONDO:0000044	biolink:subclass_of	MONDO:0024300	rdfs:subClassOf	mondo-rare.json
urn:uuid:41106315-ec4d-4be0-8493-0c0ee5099d53	MONDO:0000045	biolink:subclass_of	MONDO:0003847	rdfs:subClassOf	mondo-rare.json
urn:uuid:1a5c2a27-941f-47c8-82b6-c8fc58dafcef	MONDO:0000045	biolink:subclass_of	MONDO:0018612	rdfs:subClassOf	mondo-rare.json
urn:uuid:b1fe26eb-5cd7-412d-abdc-0ba213106226	MONDO:0000050	biolink:subclass_of	MONDO:0013099	rdfs:subClassOf	mondo-rare.json
urn:uuid:8fd06699-5c1b-47b9-b090-d70d6b97c767	MONDO:0000060	biolink:subclass_of	MONDO:0001149	rdfs:subClassOf	mondo-rare.json
urn:uuid:cfc5a65b-5eef-48ed-b9e9-a79baa142f25	MONDO:0000062	biolink:subclass_of	MONDO:0003847	rdfs:subClassOf	mondo-rare.json
urn:uuid:a5db2ed6-e283-41d6-9321-7470770f7a80	MONDO:0000062	biolink:subclass_of	MONDO:0021129	rdfs:subClassOf	mondo-rare.json
urn:uuid:1dd0e38c-f77a-40f4-baa9-ba889db91bd7	MONDO:0000066	biolink:subclass_of	MONDO:0016387	rdfs:subClassOf	mondo-rare.json
urn:uuid:148b1ac7-63aa-4294-9fdf-15a9e84ce118	MONDO:0000078	biolink:subclass_of	MONDO:0019796	rdfs:subClassOf	mondo-rare.json
urn:uuid:9188eb3c-1fb5-46f3-9e35-f5cf52e08782	MONDO:0000079	biolink:subclass_of	MONDO:0005298	rdfs:subClassOf	mondo-rare.json
urn:uuid:fb55f5c0-43ee-4847-a9a7-2240aa4a99d8	MONDO:0000087	biolink:subclass_of	MONDO:0002320	rdfs:subClassOf	mondo-rare.json
urn:uuid:0f487bb6-d0b1-48a9-845e-73fec6703f60	MONDO:0000088	biolink:subclass_of	MONDO:0002259	rdfs:subClassOf	mondo-rare.json
urn:uuid:924efa88-f19e-467b-a63e-6f6ea4659e6c	MONDO:0000088	biolink:subclass_of	MONDO:0021147	rdfs:subClassOf	mondo-rare.json
urn:uuid:1210f4fe-2171-479c-8aae-9fe7b3fba019	MONDO:0000090	biolink:subclass_of	MONDO:0005181	rdfs:subClassOf	mondo-rare.json
urn:uuid:771d29e5-0614-461d-8f1a-8b84bfe91c82	MONDO:0000104	biolink:subclass_of	MONDO:0000387	rdfs:subClassOf	mondo-rare.json
urn:uuid:416657c0-3aae-4b28-83b9-362e59edb7a9	MONDO:0000104	biolink:subclass_of	MONDO:0003847	rdfs:subClassOf	mondo-rare.json
urn:uuid:f1ef992c-66b5-48e0-8970-315086095e50	MONDO:0000105	biolink:subclass_of	MONDO:0006506	rdfs:subClassOf	mondo-rare.json
urn:uuid:969fd676-42f8-4e29-9297-c1fc4e333039	MONDO:0000107	biolink:subclass_of	MONDO:0007500	rdfs:subClassOf	mondo-rare.json
urn:uuid:fe8227ae-a6c1-4d95-846c-b31abca36ce5	MONDO:0000110	biolink:subclass_of	MONDO:0015411	rdfs:subClassOf	mondo-rare.json
urn:uuid:03e6d8e1-96f0-4477-b289-e8fbddf8ddd8	MONDO:0000110	biolink:subclass_of	MONDO:0024623	rdfs:subClassOf	mondo-rare.json
urn:uuid:ce4a40db-7c3d-4da2-8fab-35200d570a5f	MONDO:0000111	biolink:subclass_of	MONDO:0003847	rdfs:subClassOf	mondo-rare.json
urn:uuid:54c1a04e-d172-41ae-9b71-95623d7b0ecc	MONDO:0000114	biolink:subclass_of	MONDO:0003847	rdfs:subClassOf	mondo-rare.json
urn:uuid:797bda9d-bb10-4a32-9b05-0eb23315de56	MONDO:0000115	biolink:subclass_of	MONDO:0003847	rdfs:subClassOf	mondo-rare.json
urn:uuid:94644d10-574a-42a3-be17-aa6945be556e	MONDO:0000118	biolink:subclass_of	MONDO:0019288	rdfs:subClassOf	mondo-rare.json
urn:uuid:4877a0e5-85f5-443a-bf31-474107a22c06	MONDO:0000118	biolink:subclass_of	MONDO:0100118	rdfs:subClassOf	mondo-rare.json
urn:uuid:c7c76ffa-e5c4-43fd-bb73-e71f990fd534	MONDO:0000119	biolink:subclass_of	MONDO:0005453	rdfs:subClassOf	mondo-rare.json
urn:uuid:131f5fd4-c396-403d-b751-6444a9aa189f	MONDO:0000127	biolink:subclass_of	MONDO:0019695	rdfs:subClassOf	mondo-rare.json
urn:uuid:b877ae12-2da9-4db1-93b0-0acf0ede127e	MONDO:0000128	biolink:subclass_of	MONDO:0004183	rdfs:subClassOf	mondo-rare.json
urn:uuid:b077a64e-3558-4087-bb49-422c2c2bc156	MONDO:0000128	biolink:subclass_of	MONDO:0020127	rdfs:subClassOf	mondo-rare.json
urn:uuid:1961ce5d-e2ca-4f67-8574-48f720f3929f	MONDO:0000129	biolink:subclass_of	MONDO:0005066	rdfs:subClassOf	mondo-rare.json
urn:uuid:8d337c2c-6e38-401b-bfe3-4eb1063f4a32	MONDO:0000133	biolink:subclass_of	MONDO:0006025	rdfs:subClassOf	mondo-rare.json
urn:uuid:2153f163-bd19-4148-a707-abc967187764	MONDO:0000133	biolink:subclass_of	MONDO:0100137	rdfs:subClassOf	mondo-rare.json
urn:uuid:8c0b56d9-a493-4032-91f6-5ea1419272f0	MONDO:0000136	biolink:subclass_of	MONDO:0006566	rdfs:subClassOf	mondo-rare.json
urn:uuid:2e575e9d-429e-47ab-90b3-996ee1e3bfc8	MONDO:0000136	biolink:subclass_of	MONDO:0018855	rdfs:subClassOf	mondo-rare.json
urn:uuid:ab2758bb-caae-41dd-b548-4ab37ba45d17	MONDO:0000136	biolink:subclass_of	MONDO:0800159	rdfs:subClassOf	mondo-rare.json
urn:uuid:9f3f17da-ac76-4be8-b570-e791e545168f	MONDO:0000137	biolink:subclass_of	MONDO:0005560	rdfs:subClassOf	mondo-rare.json
urn:uuid:d7429419-1de6-4cc7-aa17-cce03ec584d5	MONDO:0000137	biolink:subclass_of	MONDO:0100545	rdfs:subClassOf	mondo-rare.json
urn:uuid:2a172c39-af1d-44ee-9a10-74e966d0151c	MONDO:0000138	biolink:subclass_of	MONDO:0009943	rdfs:subClassOf	mondo-rare.json
urn:uuid:838a93f1-344e-4959-89cc-1a41d88e79e9	MONDO:0000141	biolink:subclass_of	MONDO:0015356	rdfs:subClassOf	mondo-rare.json
urn:uuid:5cf93f25-6878-41e6-804d-163aa971e869	MONDO:0000141	biolink:subclass_of	MONDO:0019040	rdfs:subClassOf	mondo-rare.json
urn:uuid:6ebc483c-e131-4401-aaf3-cb7fa13bee02	MONDO:0000147	biolink:subclass_of	MONDO:0021075	rdfs:subClassOf	mondo-rare.json
urn:uuid:550baa7b-9255-4c64-93bf-f925d8c1bf0a	MONDO:0000148	biolink:subclass_of	MONDO:0002771	rdfs:subClassOf	mondo-rare.json
urn:uuid:4ccfada3-e762-42ed-8b1c-40a12b6f7fb7	MONDO:0000148	biolink:subclass_of	MONDO:0031199	rdfs:subClassOf	mondo-rare.json
urn:uuid:5ca0936d-c613-4675-b28d-1d1f8b4bbe6c	MONDO:0000148	biolink:subclass_of	MONDO:0100137	rdfs:subClassOf	mondo-rare.json
urn:uuid:2c11574e-5509-46d6-a1e6-ae1b4f89bea4	MONDO:0000151	biolink:subclass_of	MONDO:0005172	rdfs:subClassOf	mondo-rare.json
urn:uuid:0de07af6-9e7a-4ffe-b54c-af686029e0b0	MONDO:0000152	biolink:subclass_of	MONDO:0017578	rdfs:subClassOf	mondo-rare.json
urn:uuid:f7dfb25d-514d-43f8-9252-17dfb5327269	MONDO:0000153	biolink:subclass_of	MONDO:0019512	rdfs:subClassOf	mondo-rare.json
urn:uuid:6296b539-4472-4d0c-ba9d-a42e04af0f14	MONDO:0000155	biolink:subclass_of	MONDO:0019245	rdfs:subClassOf	mondo-rare.json
urn:uuid:1c8aabd0-a031-4ac0-83f0-4ac25c4f4fa8	MONDO:0000156	biolink:subclass_of	MONDO:0018234	rdfs:subClassOf	mondo-rare.json
urn:uuid:436ff97f-d7cb-42d5-bea9-dd4d33bb962e	MONDO:0000159	biolink:subclass_of	MONDO:0003225	rdfs:subClassOf	mondo-rare.json
urn:uuid:c70287ed-08f6-4164-a552-62a135f81d48	MONDO:0000159	biolink:subclass_of	MONDO:0003847	rdfs:subClassOf	mondo-rare.json
urn:uuid:d426ed05-80c5-48be-81e2-5192b9a5e173	MONDO:0000160	biolink:subclass_of	MONDO:0100545	rdfs:subClassOf	mondo-rare.json
urn:uuid:8b7f2199-820a-4331-aed1-6ba04b51fbfa	MONDO:0000160	biolink:subclass_of	MONDO:0100577	rdfs:subClassOf	mondo-rare.json
urn:uuid:ad685862-9d72-413b-a31d-519daa5f210a	MONDO:0000166	biolink:subclass_of	MONDO:0005560	rdfs:subClassOf	mondo-rare.json
urn:uuid:d4aba198-28ad-4763-a0d2-030a5ce527d1	MONDO:0000166	biolink:subclass_of	MONDO:0020683	rdfs:subClassOf	mondo-rare.json
urn:uuid:5d324276-7d09-4545-9874-6a97325fc6fb	MONDO:0000166	biolink:subclass_of	MONDO:0021669	rdfs:subClassOf	mondo-rare.json
urn:uuid:94ec4e34-14fc-45b4-89d4-d5e3c3cf11c2	MONDO:0000166	biolink:subclass_of	MONDO:0100545	rdfs:subClassOf	mondo-rare.json
urn:uuid:fb6390ae-b432-4ec1-b145-11230d86780e	MONDO:0000167	biolink:subclass_of	MONDO:0024237	rdfs:subClassOf	mondo-rare.json
urn:uuid:64edfd90-5546-4f72-8244-a3224a1bc48e	MONDO:0000170	biolink:subclass_of	MONDO:0000062	rdfs:subClassOf	mondo-rare.json
urn:uuid:418bc4d3-797b-43da-9141-3217a5ca1c0a	MONDO:0000170	biolink:subclass_of	MONDO:0001476	rdfs:subClassOf	mondo-rare.json
urn:uuid:69cae9fc-5ba6-45df-b4bf-b7aef89e7264	MONDO:0000170	biolink:subclass_of	MONDO:0016764	rdfs:subClassOf	mondo-rare.json
urn:uuid:9410df0c-fc74-4db0-ae67-f2e80eb4909b	MONDO:0000171	biolink:subclass_of	MONDO:0018276	rdfs:subClassOf	mondo-rare.json
urn:uuid:ea88edc3-527c-45d1-af93-94f5b95ffb24	MONDO:0000172	biolink:subclass_of	MONDO:0018276	rdfs:subClassOf	mondo-rare.json
urn:uuid:437408b7-2240-4612-9fd5-9fb78dbca0a6	MONDO:0000173	biolink:subclass_of	MONDO:0018276	rdfs:subClassOf	mondo-rare.json
urn:uuid:d9e9f3c3-787a-4291-90e3-7762ed893716	MONDO:0000179	biolink:subclass_of	MONDO:0002051	rdfs:subClassOf	mondo-rare.json
urn:uuid:50dbb9d6-909f-461d-bbd8-92625646281c	MONDO:0000179	biolink:subclass_of	MONDO:0002254	rdfs:subClassOf	mondo-rare.json
urn:uuid:965afceb-58de-4b08-92eb-ee6c63f51c14	MONDO:0000179	biolink:subclass_of	MONDO:0015148	rdfs:subClassOf	mondo-rare.json
urn:uuid:e90a7f0b-237f-488f-a8fe-2db47b6e4d76	MONDO:0000179	biolink:subclass_of	MONDO:0015159	rdfs:subClassOf	mondo-rare.json
urn:uuid:4a3bb972-c576-4bb3-af99-ddb84b6fe8fc	MONDO:0000179	biolink:subclass_of	MONDO:0015327	rdfs:subClassOf	mondo-rare.json
urn:uuid:af2f7e5c-b9a0-40ce-ba2b-9dba6541ec06	MONDO:0000179	biolink:subclass_of	MONDO:0018491	rdfs:subClassOf	mondo-rare.json
urn:uuid:cc3f99c2-5b3b-4c79-8c0e-d628622f271a	MONDO:0000181	biolink:subclass_of	MONDO:0001149	rdfs:subClassOf	mondo-rare.json
urn:uuid:cfa5f33b-9960-4c7e-ac02-8b79d45fb2e3	MONDO:0000181	biolink:subclass_of	MONDO:0004674	rdfs:subClassOf	mondo-rare.json
urn:uuid:470b8781-88fa-481d-ad34-39d65d9901dc	MONDO:0000181	biolink:subclass_of	MONDO:0100500	rdfs:subClassOf	mondo-rare.json
urn:uuid:3c4ea976-67f5-4e66-ac97-81bf0753b181	MONDO:0000182	biolink:subclass_of	MONDO:0002320	rdfs:subClassOf	mondo-rare.json
urn:uuid:3addd3c9-e81a-4797-b248-85bad6617f3a	MONDO:0000182	biolink:subclass_of	MONDO:0018940	rdfs:subClassOf	mondo-rare.json
urn:uuid:ff6f5773-dccf-42d8-b479-c6c67fb17494	MONDO:0000188	biolink:subclass_of	MONDO:0019214	rdfs:subClassOf	mondo-rare.json
urn:uuid:2fddc3df-e68d-4f49-aca5-32f475c11a6b	MONDO:0000188	biolink:subclass_of	MONDO:0045015	rdfs:subClassOf	mondo-rare.json
urn:uuid:b95737ed-063f-4c4f-b017-4d44f251ea7f	MONDO:0000188	biolink:subclass_of	MONDO:0100033	rdfs:subClassOf	mondo-rare.json
urn:uuid:38363bda-9a0e-49f1-9420-43f0b95c1d21	MONDO:0000188	biolink:subclass_of	MONDO:0100545	rdfs:subClassOf	mondo-rare.json
urn:uuid:d8c28b6a-9318-4b99-8521-8d5e764e89a7	MONDO:0000190	biolink:subclass_of	MONDO:0007263	rdfs:subClassOf	mondo-rare.json
urn:uuid:b5c695f1-b404-4353-beab-dda6b611dc2b	MONDO:0000192	biolink:subclass_of	MONDO:0005336	rdfs:subClassOf	mondo-rare.json
urn:uuid:2a5841aa-b44c-453b-8d7a-a18eecf514fa	MONDO:0000192	biolink:subclass_of	MONDO:0700223	rdfs:subClassOf	mondo-rare.json
urn:uuid:4abac8ad-31dc-4a31-a544-b6f89dd5f22c	MONDO:0000193	biolink:subclass_of	MONDO:0002525	rdfs:subClassOf	mondo-rare.json
urn:uuid:88994922-c47e-48c2-9c45-2064e400ea88	MONDO:0000193	biolink:subclass_of	MONDO:0005039	rdfs:subClassOf	mondo-rare.json
urn:uuid:ac474a79-155a-4939-837a-7b8cc2cbdb6b	MONDO:0000193	biolink:subclass_of	MONDO:0015898	rdfs:subClassOf	mondo-rare.json
urn:uuid:29567d99-7292-4f22-8075-8a01c51e7ae6	MONDO:0000200	biolink:subclass_of	MONDO:0003847	rdfs:subClassOf	mondo-rare.json
urn:uuid:ed48954c-e713-44b7-8fd1-67ce91f6bb7c	MONDO:0000208	biolink:subclass_of	MONDO:0800450	rdfs:subClassOf	mondo-rare.json
urn:uuid:14219572-d64a-4ae9-a941-abd2aab5d020	MONDO:0000209	biolink:subclass_of	MONDO:0002320	rdfs:subClassOf	mondo-rare.json
urn:uuid:408c91cf-c3fa-4eea-9c7e-1d241b94e0cb	MONDO:0000209	biolink:subclass_of	MONDO:0015168	rdfs:subClassOf	mondo-rare.json
urn:uuid:bfd856b2-e1c2-40d3-a6ae-e2b5f9516a1f	MONDO:0000209	biolink:subclass_of	MONDO:0024257	rdfs:subClassOf	mondo-rare.json
urn:uuid:79b741e3-6e7a-41fc-811b-7ed66234317b	MONDO:0000210	biolink:subclass_of	MONDO:0019052	rdfs:subClassOf	mondo-rare.json
urn:uuid:32b66b81-9083-40d0-9d41-8314781aa8ec	MONDO:0000211	biolink:subclass_of	MONDO:0003122	rdfs:subClassOf	mondo-rare.json
urn:uuid:c2556f99-83e7-42f3-acbe-c4d30b9d489f	MONDO:0000212	biolink:subclass_of	MONDO:0001566	rdfs:subClassOf	mondo-rare.json
urn:uuid:77f3cca9-45c9-4eca-9d32-f91127288b6f	MONDO:0000212	biolink:subclass_of	MONDO:0006025	rdfs:subClassOf	mondo-rare.json
urn:uuid:2395ed00-f47f-44ee-a5ce-252125c27453	MONDO:0000212	biolink:subclass_of	MONDO:0019052	rdfs:subClassOf	mondo-rare.json
urn:uuid:697eb70b-d72d-40b8-8880-7780bc1b1ff3	MONDO:0000213	biolink:subclass_of	MONDO:0003847	rdfs:subClassOf	mondo-rare.json
urn:uuid:1c4fd832-ef7c-414f-8dda-4151adfcedd7	MONDO:0000213	biolink:subclass_of	MONDO:0007179	rdfs:subClassOf	mondo-rare.json
urn:uuid:c254481f-8762-40fc-a038-09dd4cbbf8b7	MONDO:0000214	biolink:subclass_of	MONDO:0019052	rdfs:subClassOf	mondo-rare.json
urn:uuid:fc87db62-02fd-4fc4-a609-bfc594a69ce4	MONDO:0000225	biolink:subclass_of	MONDO:0004805	rdfs:subClassOf	mondo-rare.json
urn:uuid:b777bd23-acd5-4231-ab79-d00e2d50ce1e	MONDO:0000225	biolink:subclass_of	MONDO:0016003	rdfs:subClassOf	mondo-rare.json
urn:uuid:dc17c307-524d-4141-a1f1-52f08aa5a201	MONDO:0000226	biolink:subclass_of	MONDO:0005066	rdfs:subClassOf	mondo-rare.json
urn:uuid:06d3ed62-1f3c-420c-8307-102dc5013597	MONDO:0000227	biolink:subclass_of	MONDO:0001195	rdfs:subClassOf	mondo-rare.json
urn:uuid:1ea810be-2119-44f6-8d26-4a2e5c10df7f	MONDO:0000229	biolink:subclass_of	MONDO:0005677	rdfs:subClassOf	mondo-rare.json
urn:uuid:9f516876-2c2f-4c82-912e-6926cc4765e4	MONDO:0000230	biolink:subclass_of	MONDO:0005677	rdfs:subClassOf	mondo-rare.json
urn:uuid:677fdd79-35cd-4044-8874-e3b58230b623	MONDO:0000231	biolink:subclass_of	MONDO:0005677	rdfs:subClassOf	mondo-rare.json
urn:uuid:1adc10ae-5369-4ede-b3e4-a1674e7e0ca7	MONDO:0000232	biolink:subclass_of	MONDO:0001195	rdfs:subClassOf	mondo-rare.json
urn:uuid:4d16929d-d668-4cb6-9dbc-33d7b2da3b36	MONDO:0000233	biolink:subclass_of	MONDO:0001195	rdfs:subClassOf	mondo-rare.json
urn:uuid:b13a53c2-ec87-42bf-b86a-1f892ea20a13	MONDO:0000234	biolink:subclass_of	MONDO:0001195	rdfs:subClassOf	mondo-rare.json
urn:uuid:b4c90a09-a1c6-4203-ac53-266c98b45674	MONDO:0000240	biolink:subclass_of	MONDO:0000266	rdfs:subClassOf	mondo-rare.json
urn:uuid:cbec0e69-abd2-4e93-8e7f-f1600ece5fde	MONDO:0000241	biolink:subclass_of	MONDO:0004994	rdfs:subClassOf	mondo-rare.json
urn:uuid:e10c4f86-2f92-4842-926e-1a416774c2fa	MONDO:0000241	biolink:subclass_of	MONDO:0005721	rdfs:subClassOf	mondo-rare.json
urn:uuid:e84463bb-cf28-4ade-9f50-b88005ab860e	MONDO:0000241	biolink:subclass_of	MONDO:0006873	rdfs:subClassOf	mondo-rare.json
urn:uuid:76c706cb-dba5-4742-a3d1-bf7355fad335	MONDO:0000248	biolink:subclass_of	MONDO:0005358	rdfs:subClassOf	mondo-rare.json
urn:uuid:8755b480-c50c-4fd5-b94f-86e2a1c9aeae	MONDO:0000249	biolink:subclass_of	MONDO:0001673	rdfs:subClassOf	mondo-rare.json
urn:uuid:c1bca1dc-3373-4a5d-9765-1b97b5c21a0e	MONDO:0000252	biolink:subclass_of	MONDO:0000888	rdfs:subClassOf	mondo-rare.json
urn:uuid:9d02e26c-62a3-42b8-8405-28d2259f4b49	MONDO:0000252	biolink:subclass_of	MONDO:0001673	rdfs:subClassOf	mondo-rare.json
urn:uuid:98269f3d-0ca9-41f1-8025-d2828f9004b0	MONDO:0000252	biolink:subclass_of	MONDO:0002269	rdfs:subClassOf	mondo-rare.json
urn:uuid:3e5c20c5-b42d-45ab-a5b0-59598e1cb60c	MONDO:0000254	biolink:subclass_of	MONDO:0002041	rdfs:subClassOf	mondo-rare.json
urn:uuid:686699a8-77ed-4bc1-943f-014ecb1c4a37	MONDO:0000254	biolink:subclass_of	MONDO:0002051	rdfs:subClassOf	mondo-rare.json
urn:uuid:e69392c6-dcc2-4206-be71-a62486a03aaf	MONDO:0000255	biolink:subclass_of	MONDO:0000254	rdfs:subClassOf	mondo-rare.json
urn:uuid:af609aa7-b63d-4c96-abfd-4aabfc3f29d6	MONDO:0000256	biolink:subclass_of	MONDO:0002041	rdfs:subClassOf	mondo-rare.json
urn:uuid:53196879-4451-43c7-a7ef-978f348edc92	MONDO:0000257	biolink:subclass_of	MONDO:0001673	rdfs:subClassOf	mondo-rare.json
urn:uuid:d14ca289-aa1d-4f06-bc80-73b867a12167	MONDO:0000257	biolink:subclass_of	MONDO:0020683	rdfs:subClassOf	mondo-rare.json
urn:uuid:9905c555-aaf0-44f9-86d6-2ef844642fda	MONDO:0000259	biolink:subclass_of	MONDO:0005502	rdfs:subClassOf	mondo-rare.json
urn:uuid:ca233391-42f7-4300-9ac6-50f7143bf151	MONDO:0000266	biolink:subclass_of	MONDO:0005657	rdfs:subClassOf	mondo-rare.json
urn:uuid:29e7d571-664c-48f4-9e00-4ccd92ab95d4	MONDO:0000266	biolink:subclass_of	MONDO:0005766	rdfs:subClassOf	mondo-rare.json
urn:uuid:0c930a57-e41d-467c-9449-31c08ba30175	MONDO:0000270	biolink:subclass_of	MONDO:0005087	rdfs:subClassOf	mondo-rare.json
urn:uuid:7c577a82-9a8c-4656-9120-f77890834e9a	MONDO:0000271	biolink:subclass_of	MONDO:0003619	rdfs:subClassOf	mondo-rare.json
urn:uuid:4d9c9bef-cac4-4e5a-9382-9b3bf897efc5	MONDO:0000271	biolink:subclass_of	MONDO:0006002	rdfs:subClassOf	mondo-rare.json
urn:uuid:e067c0e8-c9d4-46a9-a674-d67847208e26	MONDO:0000273	biolink:subclass_of	MONDO:0019376	rdfs:subClassOf	mondo-rare.json
urn:uuid:4806701d-428e-4e1e-aa75-d76fb08e7aab	MONDO:0000276	biolink:subclass_of	MONDO:0005763	rdfs:subClassOf	mondo-rare.json
urn:uuid:93f26eb0-03f5-492d-898e-72737afaac17	MONDO:0000276	biolink:subclass_of	MONDO:0006009	rdfs:subClassOf	mondo-rare.json
urn:uuid:eb9c4957-3519-41f2-93e6-2be36e8bd04f	MONDO:0000276	biolink:subclass_of	MONDO:0025294	rdfs:subClassOf	mondo-rare.json
urn:uuid:4ef2aa59-3e34-4052-bae4-7067bb4d6507	MONDO:0000290	biolink:subclass_of	MONDO:0002428	rdfs:subClassOf	mondo-rare.json
urn:uuid:3c3d0b60-4398-41db-a589-c6b70e62cb5f	MONDO:0000290	biolink:subclass_of	MONDO:0020067	rdfs:subClassOf	mondo-rare.json
urn:uuid:7738e114-35f2-4259-8098-6dca53ea1f30	MONDO:0000291	biolink:subclass_of	MONDO:0002428	rdfs:subClassOf	mondo-rare.json
urn:uuid:cfeb90d3-6220-4028-ad4c-aad45522a1f7	MONDO:0000291	biolink:subclass_of	MONDO:0020067	rdfs:subClassOf	mondo-rare.json
urn:uuid:34de47ee-1a02-4aec-a9c3-059b451c35fa	MONDO:0000291	biolink:subclass_of	MONDO:0021747	rdfs:subClassOf	mondo-rare.json
urn:uuid:12e0727f-76c0-4b62-9029-78b483f5127d	MONDO:0000301	biolink:subclass_of	MONDO:0005805	rdfs:subClassOf	mondo-rare.json
urn:uuid:637fb4b2-184e-48b9-8891-be31a7ddf9f6	MONDO:0000302	biolink:subclass_of	MONDO:0019136	rdfs:subClassOf	mondo-rare.json
urn:uuid:06647114-a494-499f-bf79-3a522f9e0d6f	MONDO:0000308	biolink:subclass_of	MONDO:0000256	rdfs:subClassOf	mondo-rare.json
urn:uuid:d713135f-4e07-4eb8-99e7-7291bbfa5280	MONDO:0000310	biolink:subclass_of	MONDO:0017881	rdfs:subClassOf	mondo-rare.json
urn:uuid:bd6b06fb-27fe-46be-9d28-0a9481cf00d0	MONDO:0000310	biolink:subclass_of	MONDO:0100120	rdfs:subClassOf	mondo-rare.json
urn:uuid:f8b8d842-2069-4f16-8aba-a1789fef0dd7	MONDO:0000314	biolink:subclass_of	MONDO:0005113	rdfs:subClassOf	mondo-rare.json
urn:uuid:e039f696-e235-41b3-a34c-5545632c2357	MONDO:0000315	biolink:subclass_of	MONDO:0005113	rdfs:subClassOf	mondo-rare.json
urn:uuid:54e766ef-b88a-4cab-abac-30619f9f0d9d	MONDO:0000316	biolink:subclass_of	MONDO:0005113	rdfs:subClassOf	mondo-rare.json
urn:uuid:e23e2841-1be9-473d-8968-74fc574257d4	MONDO:0000320	biolink:subclass_of	MONDO:0004928	rdfs:subClassOf	mondo-rare.json
urn:uuid:a57cd5f8-0cee-44dd-b3ba-a212ff76e67a	MONDO:0000320	biolink:subclass_of	MONDO:0018077	rdfs:subClassOf	mondo-rare.json
urn:uuid:9866646f-9b03-4d3c-b8a9-8b80ed033b84	MONDO:0000321	biolink:subclass_of	MONDO:0018077	rdfs:subClassOf	mondo-rare.json
urn:uuid:3b317ec0-e0e3-4ec5-8d27-9ecdae6a496e	MONDO:0000330	biolink:subclass_of	MONDO:0001246	rdfs:subClassOf	mondo-rare.json
urn:uuid:04d409c1-f9b8-43d1-baea-060487192320	MONDO:0000331	biolink:subclass_of	MONDO:0001195	rdfs:subClassOf	mondo-rare.json
urn:uuid:1ba3c2eb-4ff1-4da4-9faa-384934063cc0	MONDO:0000331	biolink:subclass_of	MONDO:0025294	rdfs:subClassOf	mondo-rare.json
urn:uuid:6bde3239-f4e7-4c4a-b57c-1f1a539015a5	MONDO:0000332	biolink:subclass_of	MONDO:0000314	rdfs:subClassOf	mondo-rare.json
urn:uuid:fc4b73c6-1cc8-47fd-a94c-64d9447a54b8	MONDO:0000332	biolink:subclass_of	MONDO:0006922	rdfs:subClassOf	mondo-rare.json
urn:uuid:a56c4127-e59b-40d6-9402-9e9348cc48c9	MONDO:0000333	biolink:subclass_of	MONDO:0005714	rdfs:subClassOf	mondo-rare.json
urn:uuid:7a4e5f0e-6f8f-4aa7-9cde-a6a46e5543e7	MONDO:0000334	biolink:subclass_of	MONDO:0003847	rdfs:subClassOf	mondo-rare.json
