id	category	name	description	xref	provided_by	synonym	broad_synonyms	deprecated	exact_synonyms	iri	narrow_synonyms	related_synonyms	same_as	subsets
http://identifiers.org/hgnc/10439	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10439				
http://identifiers.org/hgnc/1044	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1044				
http://identifiers.org/hgnc/10440	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10440				
http://identifiers.org/hgnc/10445	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10445				
http://identifiers.org/hgnc/10451	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10451				
http://identifiers.org/hgnc/10457	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10457				
http://identifiers.org/hgnc/10468	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10468				
http://identifiers.org/hgnc/10471	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10471				
http://identifiers.org/hgnc/10472	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10472				
http://identifiers.org/hgnc/10483	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10483				
http://identifiers.org/hgnc/10484	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10484				
http://identifiers.org/hgnc/10485	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10485				
http://identifiers.org/hgnc/105	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/105				
http://identifiers.org/hgnc/10519	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10519				
http://identifiers.org/hgnc/1052	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1052				
http://identifiers.org/hgnc/10521	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10521				
http://identifiers.org/hgnc/10524	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10524				
http://identifiers.org/hgnc/10526	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10526				
http://identifiers.org/hgnc/10535	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10535				
http://identifiers.org/hgnc/10536	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10536				
http://identifiers.org/hgnc/10537	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10537				
http://identifiers.org/hgnc/10541	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10541				
http://identifiers.org/hgnc/10542	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10542				
http://identifiers.org/hgnc/10545	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10545				
http://identifiers.org/hgnc/10547	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10547				
http://identifiers.org/hgnc/10548	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10548				
http://identifiers.org/hgnc/10549	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10549				
http://identifiers.org/hgnc/10555	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10555				
http://identifiers.org/hgnc/10560	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10560				
http://identifiers.org/hgnc/1057	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1057				
http://identifiers.org/hgnc/1058	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1058				
http://identifiers.org/hgnc/10582	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10582				
http://identifiers.org/hgnc/10583	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10583				
http://identifiers.org/hgnc/10585	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10585				
http://identifiers.org/hgnc/10586	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10586				
http://identifiers.org/hgnc/10588	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10588				
http://identifiers.org/hgnc/10589	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10589				
http://identifiers.org/hgnc/10590	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10590				
http://identifiers.org/hgnc/10591	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10591				
http://identifiers.org/hgnc/10592	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10592				
http://identifiers.org/hgnc/10593	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10593				
http://identifiers.org/hgnc/10596	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10596				
http://identifiers.org/hgnc/10597	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10597				
http://identifiers.org/hgnc/10599	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10599				
http://identifiers.org/hgnc/10600	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10600				
http://identifiers.org/hgnc/10602	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10602				
http://identifiers.org/hgnc/10603	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10603				
http://identifiers.org/hgnc/10604	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10604				
http://identifiers.org/hgnc/10606	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10606				
http://identifiers.org/hgnc/1062	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1062				
http://identifiers.org/hgnc/10648	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10648				
http://identifiers.org/hgnc/10663	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10663				
http://identifiers.org/hgnc/10664	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10664				
http://identifiers.org/hgnc/10669	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10669				
http://identifiers.org/hgnc/1067	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1067				
http://identifiers.org/hgnc/10671	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10671				
http://identifiers.org/hgnc/1068	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1068				
http://identifiers.org/hgnc/10680	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10680				
http://identifiers.org/hgnc/10681	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10681				
http://identifiers.org/hgnc/10682	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10682				
http://identifiers.org/hgnc/10683	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10683				
http://identifiers.org/hgnc/1069	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1069				
http://identifiers.org/hgnc/10701	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10701				
http://identifiers.org/hgnc/10702	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10702				
http://identifiers.org/hgnc/10706	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10706				
http://identifiers.org/hgnc/1071	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1071				
http://identifiers.org/hgnc/10717	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10717				
http://identifiers.org/hgnc/10719	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10719				
http://identifiers.org/hgnc/10723	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10723				
http://identifiers.org/hgnc/10729	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10729				
http://identifiers.org/hgnc/1073	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1073				
http://identifiers.org/hgnc/10739	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10739				
http://identifiers.org/hgnc/1076	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1076				
http://identifiers.org/hgnc/10760	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10760				
http://identifiers.org/hgnc/10769	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10769				
http://identifiers.org/hgnc/1077	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1077				
http://identifiers.org/hgnc/10771	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10771				
http://identifiers.org/hgnc/10778	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10778				
http://identifiers.org/hgnc/1078	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1078				
http://identifiers.org/hgnc/10780	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10780				
http://identifiers.org/hgnc/10781	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10781				
http://identifiers.org/hgnc/10798	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10798				
http://identifiers.org/hgnc/10799	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10799				
http://identifiers.org/hgnc/10801	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10801				
http://identifiers.org/hgnc/10802	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10802				
http://identifiers.org/hgnc/10805	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10805				
http://identifiers.org/hgnc/10806	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10806				
http://identifiers.org/hgnc/10807	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10807				
http://identifiers.org/hgnc/10808	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10808				
http://identifiers.org/hgnc/10809	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10809				
http://identifiers.org/hgnc/10817	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10817				
http://identifiers.org/hgnc/10818	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10818				
http://identifiers.org/hgnc/1082	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1082				
http://identifiers.org/hgnc/10820	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10820				
http://identifiers.org/hgnc/10825	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10825				
http://identifiers.org/hgnc/10848	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10848				
http://identifiers.org/hgnc/10852	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10852				
http://identifiers.org/hgnc/10856	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10856				
http://identifiers.org/hgnc/10857	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10857				
http://identifiers.org/hgnc/10866	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10866				
http://identifiers.org/hgnc/10872	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10872				
http://identifiers.org/hgnc/10879	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10879				
http://identifiers.org/hgnc/10882	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10882				
http://identifiers.org/hgnc/10887	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10887				
http://identifiers.org/hgnc/10889	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10889				
http://identifiers.org/hgnc/10891	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10891				
http://identifiers.org/hgnc/10892	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10892				
http://identifiers.org/hgnc/10896	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10896				
http://identifiers.org/hgnc/10898	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10898				
http://identifiers.org/hgnc/1090	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1090				
http://identifiers.org/hgnc/10905	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10905				
http://identifiers.org/hgnc/10906	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10906				
http://identifiers.org/hgnc/10907	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10907				
http://identifiers.org/hgnc/10908	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10908				
http://identifiers.org/hgnc/10909	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10909				
http://identifiers.org/hgnc/10910	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10910				
http://identifiers.org/hgnc/10911	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10911				
http://identifiers.org/hgnc/10912	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10912				
http://identifiers.org/hgnc/10914	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10914				
http://identifiers.org/hgnc/1092	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1092				
http://identifiers.org/hgnc/10922	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10922				
http://identifiers.org/hgnc/10923	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10923				
http://identifiers.org/hgnc/1093	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1093				
http://identifiers.org/hgnc/10933	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10933				
http://identifiers.org/hgnc/10935	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10935				
http://identifiers.org/hgnc/10936	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10936				
http://identifiers.org/hgnc/10937	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10937				
http://identifiers.org/hgnc/10938	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10938				
http://identifiers.org/hgnc/10939	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10939				
http://identifiers.org/hgnc/10940	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10940				
http://identifiers.org/hgnc/10941	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10941				
http://identifiers.org/hgnc/10942	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10942				
http://identifiers.org/hgnc/10947	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10947				
http://identifiers.org/hgnc/10955	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10955				
http://identifiers.org/hgnc/10964	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10964				
http://identifiers.org/hgnc/10969	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10969				
http://identifiers.org/hgnc/1097	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1097				
http://identifiers.org/hgnc/10975	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10975				
http://identifiers.org/hgnc/10978	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10978				
http://identifiers.org/hgnc/10979	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10979				
http://identifiers.org/hgnc/10981	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10981				
http://identifiers.org/hgnc/10982	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10982				
http://identifiers.org/hgnc/10983	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10983				
http://identifiers.org/hgnc/10985	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10985				
http://identifiers.org/hgnc/10989	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10989				
http://identifiers.org/hgnc/10990	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10990				
http://identifiers.org/hgnc/10993	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10993				
http://identifiers.org/hgnc/10994	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10994				
http://identifiers.org/hgnc/10998	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/10998				
http://identifiers.org/hgnc/1100	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1100				
http://identifiers.org/hgnc/11005	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11005				
http://identifiers.org/hgnc/11006	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11006				
http://identifiers.org/hgnc/1101	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1101				
http://identifiers.org/hgnc/11013	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11013				
http://identifiers.org/hgnc/11016	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11016				
http://identifiers.org/hgnc/11018	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11018				
http://identifiers.org/hgnc/11019	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11019				
http://identifiers.org/hgnc/11020	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11020				
http://identifiers.org/hgnc/11021	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11021				
http://identifiers.org/hgnc/11022	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11022				
http://identifiers.org/hgnc/11023	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11023				
http://identifiers.org/hgnc/11027	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11027				
http://identifiers.org/hgnc/11029	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11029				
http://identifiers.org/hgnc/11030	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11030				
http://identifiers.org/hgnc/11036	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11036				
http://identifiers.org/hgnc/11037	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11037				
http://identifiers.org/hgnc/11040	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11040				
http://identifiers.org/hgnc/11041	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11041				
http://identifiers.org/hgnc/11042	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11042				
http://identifiers.org/hgnc/11048	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11048				
http://identifiers.org/hgnc/11049	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11049				
http://identifiers.org/hgnc/1105	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1105				
http://identifiers.org/hgnc/11050	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11050				
http://identifiers.org/hgnc/11051	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11051				
http://identifiers.org/hgnc/11052	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11052				
http://identifiers.org/hgnc/11055	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11055				
http://identifiers.org/hgnc/11056	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11056				
http://identifiers.org/hgnc/11065	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11065				
http://identifiers.org/hgnc/11071	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11071				
http://identifiers.org/hgnc/11073	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11073				
http://identifiers.org/hgnc/11075	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11075				
http://identifiers.org/hgnc/11079	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11079				
http://identifiers.org/hgnc/1108	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/1108				
http://identifiers.org/hgnc/11098	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11098				
http://identifiers.org/hgnc/11100	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11100				
http://identifiers.org/hgnc/11102	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11102				
http://identifiers.org/hgnc/11103	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11103				
http://identifiers.org/hgnc/11104	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11104				
http://identifiers.org/hgnc/11105	biolink:OntologyClass				mondo-clingen.json					http://identifiers.org/hgnc/11105				
